freeze_id,task_id,source_id,glds_prefix,checksum_manifest_url,checksum_manifest_sha256,checksum_manifest_sha256_matches_source_audit,parsed_checksum_entries,required_payload_count,required_payload_matched_count,required_payload_missing_count,required_payload_checksum_mismatch_count,out_of_scope_payload_count,diagnostic_required_payload_freeze_ready,full_osdr_payload_freeze_ready,release_scope_decision,release_status,next_required_block,claim_boundary
osd120_diagnostic_payload_freeze,draft_osd120_arabidopsis_root_light_interaction_spaceflight,OSD-120,GLDS-120,https://osdr.nasa.gov/geode-py/ws/studies/OSD-120/download?source=datamanager&file=GLDS-120_rna_seq_processed_md5sum_GLbulkRNAseq.tsv,2035d1a07e862f16044678ace3c0e4747c4d3b0734872cacac29e3dfd86b9523,True,533,2,2,0,0,531,True,False,diagnostic_required_payloads_frozen_full_osdr_payloads_not_frozen,draft_not_frozen,V9-MULTI-028: OSD-120 diagnostic public-alpha card,diagnostic_required_payload_scope_only_not_full_osdr_freeze
