"","GSM8115911","GSM8115912","GSM8115913","GSM8115914","GSM8115915","GSM8115916","GSM8115917","GSM8115918","GSM8115919","GSM8115920","GSM8115921","GSM8115922","GSM8115923","GSM8115924","GSM8115925","GSM8115926","GSM8115927","GSM8115928","GSM8115929","GSM8115930","GSM8115931","GSM8115932","GSM8115933"
"ENSG00000000003",1935.80123167897,1350.29577372776,2962.08288111714,1898.52162940463,2202.39176819219,3387.13668416121,4114.07424702659,3550.19600235489,4027.85717185355,3686.41193815354,2794.7740361177,3756.79234350345,1969.06575266615,1828.22781963632,1793.82663824887,1930.10506324885,2004.61583990489,3141.17266975038,1856.8796067752,2048.20313144189,2459.37022174264,2023.60800593943,2350.03567870052
"ENSG00000000005",0,0,0,1.09468700926842,1.12873170883269,12.8443260170855,6.7700015367372,16.3312113540736,22.582479319568,10.9706973553215,11.3908097648458,25.0053184496884,2.54580348047585,3.61446740671371,0,0.857611396875455,3.95626098480622,15.9088801048153,10.398346768741,19.7102708535141,10.8300477404475,21.8531109619649,8.94640388582709
"ENSG00000000419",4009.73101602815,3600.90207836674,3738.91384116047,4122.94463913646,4653.8690334846,2726.87460053941,3088.2659195574,2631.12143487439,3979.04794928125,3086.76717071933,3089.80110288475,3196.62968755487,3307.84112962437,2429.82476597722,3683.20411754926,3764.83844456834,3557.29121511182,3373.77912937271,2519.25683370665,2731.01978506033,2737.59779015752,2255.65801100966,2668.36379541596
"ENSG00000000457",126.093389455427,121.834851498298,160.506699972489,157.291264204137,116.890696937015,119.37871671567,112.450184310139,102.557620946874,39.3130616876666,92.5342390491807,71.8301010987472,80.5549624271372,148.897311585092,113.043772182454,152.6406060567,134.335008762724,118.230193187214,138.776352848541,139.395527443091,137.987638409353,162.523392656312,117.171727944101,128.482010526225
"ENSG00000000460",154.209875509593,41.972640801612,66.6852363819531,66.289513467153,102.406062138425,72.118716334318,74.3554780917412,81.5874150041209,108.423813592043,81.1028544631195,86.2478128825084,77.4654856905451,144.36027469945,172.36108644837,82.2621926130237,150.245514867043,152.435282381576,202.323626288823,158.529490928811,147.553290290591,136.109856243424,165.555778015039,172.237428874477
"ENSG00000000938",0,0,7.06198986276305,1.00494175160296,0,3.71283293776223,0,0.728271626180703,4.77219180608878,1.48539497486679,3.07079349999653,4.04235518223941,5.81166341889203,0,0,3.09997894753885,0,3.82010980212936,2.40485561721357,3.60150006095067,1.00166798649081,3.13838569179251,6.75956008554644
"ENSG00000000971",772.278169752614,813.751016389518,739.517327370855,1009.55425179789,1128.97366522268,88.7390901052083,105.509166166241,72.9781459858581,106.741646328033,123.49569268513,117.729976018659,83.7423528040374,519.503637257261,324.801756612793,484.999563407592,768.421699466954,1123.76229864774,38.716738798444,33.3340349028984,51.4089126655357,46.4373480509052,47.6616941324648,35.6841448619787
"ENSG00000001036",1565.76037631312,1095.95832945989,2245.44671891477,1602.82928530756,1564.88968966668,2229.68189573371,3047.62262921856,2157.65065352113,2734.73748518658,2097.83886431268,1812.70208014751,2564.34438610407,1770.60741700708,1436.75171297661,1540.31969980598,1754.66336098926,1589.70054369062,2117.29514141381,1990.13352123598,1880.62070613078,1578.00283968833,1960.24292345014,1653.43638480987
"ENSG00000001084",329.400255210907,465.496315773253,321.024553532386,584.469160963645,451.559652715459,268.4313352783,462.880383702134,222.535697714113,236.090590051247,200.629334285999,213.402032746766,256.616079767537,226.258160692071,183.260562183951,1312.03677212687,854.766060386386,410.37069004933,245.838074516476,354.336142472494,228.4091802353,193.970313223676,249.874012385048,302.588769024181
"ENSG00000001167",278.194561876996,156.825348373486,244.666306783795,164.728985841683,155.09639194258,144.515580834269,252.890822685203,129.509381028068,99.8808621011391,117.782924115083,96.9398597195328,133.524587208763,218.866298884655,268.712244536438,244.118740316664,200.635250762235,125.122991587455,160.952081550091,209.681275240626,223.290786538179,131.881302649943,216.408034442418,184.253288471818
