package_id,task_id,organism,assay_modality,biospecimen_type,source_id,source_url,candidate_id,candidate_variant_id,candidate_model_class,candidate_decision,comparator_candidate_id,comparator_variant_id,primary_balanced_accuracy,secondary_balanced_accuracy,diagnostic_balanced_accuracy,mean_family_balanced_accuracy,min_family_balanced_accuracy,nearest_improved_count,nearest_tied_count,nearest_worse_count,focus_fold_count,focus_improved_count,focus_mean_candidate_ba,focus_min_candidate_ba,stable_feature_count_ge_0_5_total,stable_feature_count_ge_0_8_total,claim_boundary,release_status,evidence_status,external_context_status,source_task_manifest,source_ladder_summary_csv,source_ladder_focus_csv,source_sparse_feature_audit_csv,source_stability_summary_csv,source_stability_feature_csv
osd120_sparse_l1_c1_draft_candidate,draft_osd120_arabidopsis_root_light_interaction_spaceflight,Arabidopsis thaliana,bulk_rna_seq,root,OSD-120,https://osdr.nasa.gov/bio/repo/data/studies/OSD-120,sparse_l1_c1,tvg2000_log1p_zscore_l1_c1,sparse_l1_logistic,advance_as_primary_sparse_diagnostic_candidate,sparse_l1_c0p3,tvg2000_log1p_zscore_l1_c0p3,0.9166666667,0.8333333333,0.8888888889,0.8796296296,0.8333333333,9,2,0,3,3,0.8055555556,0.6666666667,19,10,draft_interaction_logistic_only_not_leaderboard,draft_not_frozen,local_outputs_linked_no_new_model_family,OSD-120_CARA_root_tip_light_genotype_context_checked,v9/multispecies/interaction_task_manifests/draft_osd120_arabidopsis_root_light_interaction_spaceflight.json,v9/multispecies/reports/interaction_baseline_ladder/baseline_ladder_summary.csv,v9/multispecies/reports/interaction_baseline_ladder/baseline_ladder_focus_folds.csv,v9/multispecies/reports/interaction_logistic_sparse_l1/feature_set_audit_summary.csv,v9/multispecies/reports/interaction_logistic_sparse_l1_stability/stability_summary.csv,v9/multispecies/reports/interaction_logistic_sparse_l1_stability/stability_feature_frequency.csv
