package_id,candidate_id,candidate_variant_id,fold_label,fold_family,heldout_factor,heldout_value,n_test,nearest_centroid_balanced_accuracy,candidate_balanced_accuracy,delta_candidate_minus_nearest_centroid,candidate_rank_low_to_high,candidate_is_lowest_for_variant,n_nonzero_coefficients,n_nonzero_top500_coefficients,n_nonzero_extra_coefficients,stable_feature_count_ge_0_5,stable_feature_count_ge_0_8,mean_pairwise_jaccard,top_reference_abs_features,top_stable_features,evidence_summary
osd120_sparse_l1_c1_draft_candidate,sparse_l1_c1,tvg2000_log1p_zscore_l1_c1,diagnostic_col0_phyd_dark,diagnostic_condition_stratum_holdout,condition_stratum,Col.0.PhyD|Dark.Treatment,6,0.5,0.6666666667,0.1666666667,1,True,10,5,5,10,7,0.4625346535,AT2G30660|AT1G16440|AT2G26400|AT1G71380|AT1G54970|AT1G01060|AT5G48010|AT5G52700|AT1G52130|AT1G62400,AT1G54970:1|AT1G16440:0.95|AT1G71380:0.95|AT2G30660:0.95|AT5G52700:0.95|AT2G26400:0.9|AT5G48010:0.8|AT1G01060:0.65|AT1G62400:0.65|AT1G52130:0.5,BA 0.6666666667 versus nearest 0.5; 10 features selected in >=50% of subsamples
osd120_sparse_l1_c1_draft_candidate,sparse_l1_c1,tvg2000_log1p_zscore_l1_c1,secondary_light_treatment,secondary_light_treatment_holdout,light_treatment,Light.Treatment,18,0.5555555556,0.8333333333,0.2777777777,2,True,10,2,8,2,1,0.1906646248,AT5G04700|AT1G75830|AT1G72910|AT2G02250|AT2G39400|AT4G28850|AT5G42600|AT1G75490|AT1G54970|AT5G15770,AT5G04700:1|AT1G75830:0.5|AT1G72910:0.4|AT2G39400:0.35|AT1G75490:0.3|AT2G02250:0.25|AT4G28850:0.25|AT5G42600:0.25|AT1G16440:0.2|AT1G54970:0.2,BA 0.8333333333 versus nearest 0.5555555556; 2 features selected in >=50% of subsamples
osd120_sparse_l1_c1_draft_candidate,sparse_l1_c1,tvg2000_log1p_zscore_l1_c1,primary_col0_phyd,primary_genotype_or_ecotype_holdout,genotype_or_ecotype,Col.0.PhyD,12,0.5,0.9166666667,0.4166666667,2,True,12,6,6,7,2,0.3238803513,AT1G16440|AT2G30660|AT2G26400|AT5G04700|AT1G62400|AT5G52700|AT1G01060|AT5G48010|AT1G17345|AT1G54970,AT2G30660:1|AT1G16440:0.9|AT2G26400:0.75|AT5G04700:0.6|AT1G54970:0.55|AT1G62400:0.55|AT5G52700:0.55|AT1G01060:0.45|AT1G17345:0.45|AT2G28630:0.35,BA 0.9166666667 versus nearest 0.5; 7 features selected in >=50% of subsamples
