,MEblue,MEbrown,MEgreen,MEturquoise,MEyellow
Mmus_C57-6J_LVR_CC_C1_Rep3_C1-3,-0.24071588335285177,4.57960631516288,-1.5208701991555107,-4.720395014026996,6.7376148812308285
Mmus_C57-6J_LVR_CC_C1_Rep4_C1-4,6.631696092906447,-4.097118618829132,-4.486436829478217,0.15658980849908796,0.6632261804536973
Mmus_C57-6J_LVR_CC_C1_Rep5_C1-5,1.53532589444123,-6.024268317904171,-4.933804687476893,7.220788944313805,-18.038517968255942
Mmus_C57-6J_LVR_CC_C2_Rep1_C2-1,-11.661057903379385,13.032369089589393,4.770930905686527,-4.368565272376926,11.62255926391454
Mmus_C57-6J_LVR_CC_C2_Rep2_C2-2,-18.264415106905258,-3.157316686829298,4.564822902474075,-0.05016475300909836,-6.570068612169403
Mmus_C57-6J_LVR_CC_C2_Rep3_C2-3,17.336454412187578,10.678346391617609,7.031641667280453,-0.14308515125142793,5.497691053798731
Mmus_C57-6J_LVR_CC_C2_Rep4_C2-4,-3.7527680895285958,1.4142161621835252,2.8664586788327253,-4.35747454554045,-6.834211578846321
Mmus_C57-6J_LVR_FLT_C1_Rep1_F1,-19.815442260695704,-1.4415663980334092,-0.409624905050802,-6.491357866139654,1.9730577358039596
Mmus_C57-6J_LVR_FLT_C1_Rep2_F2,-3.5671366773672806,4.497979986117023,1.0125291375600187,-6.302652937992898,12.050234284890319
Mmus_C57-6J_LVR_FLT_C1_Rep3_F3,6.376379388795382,-6.991299329437374,-4.961600364725055,-7.7860178437332275,-9.18963969999867
Mmus_C57-6J_LVR_FLT_C1_Rep4_F4,-9.723923067538319,-5.160360298833876,-2.4775869062851896,-5.631379573352278,-13.025840565839427
Mmus_C57-6J_LVR_FLT_C1_Rep5_F5,2.7980463419102324,-11.611212962263904,-3.1857208222759286,-11.826804950623227,-14.985459931262834
Mmus_C57-6J_LVR_FLT_C_Rep1_M25,3.8993401845177496,9.224997805095082,0.39170441773683456,-16.48593232376683,1.8354761020602326
Mmus_C57-6J_LVR_FLT_C_Rep2_M26,11.66579977001595,10.429523684984025,1.3475183785588034,-13.762506779013101,6.870324929514472
Mmus_C57-6J_LVR_FLT_C_Rep3_M27,3.95519564248869,6.59670152028456,-1.360924794876207,-15.336350244852131,2.5083614604105215
Mmus_C57-6J_LVR_FLT_C_Rep4_M28,13.760467899875605,0.8996326756680223,0.24039982906121107,-16.244320733220132,2.4062781948733014
Mmus_C57-6J_LVR_FLT_C_Rep5_M30,11.448904239691037,2.2213522370717502,-0.7632964459533704,-20.86708422876283,2.831766985786854
Mmus_C57-6J_LVR_FLT_I_Rep1_M21,-31.339526309492204,-13.19477919074013,-2.7854222721595203,80.94987320964022,-8.764120798152659
Mmus_C57-6J_LVR_FLT_I_Rep2_M22,-11.527340028942216,-10.29062546358493,-0.9437062810404389,-14.493649521875632,-5.253624216365509
Mmus_C57-6J_LVR_GC_C2_Rep1_G1,-15.649385995011366,1.2953365433691364,4.414142208119722,50.04213646531464,2.8735537380679923
Mmus_C57-6J_LVR_GC_C2_Rep2_G3,-0.9996226457052314,-5.547310775122565,-2.9058707134332527,-4.544046080454634,-12.996104014127699
