gene,module_color,kME_assigned,kMEblue,kMEbrown,kMEgreen,kMEturquoise,kMEyellow
ENSMUSG00000099009,yellow,0.20770840612631278,-0.13131548421612282,0.1369381937023183,0.17524964295902745,-0.03098932853033661,0.20770840612631278
Pagr1a,turquoise,0.062443611122887425,-0.165637590691997,-0.040779350607578375,0.17597666855653624,0.062443611122887425,-0.10618281694137043
ENSMUSG00000108815,grey,,0.06087575595417449,0.03839936329316571,0.18041019493676066,-0.06196482600754734,0.09547860957760838
Gm2007,yellow,0.3406226312341197,-0.0585916529593575,0.23690230201760665,0.12560736933939942,0.13670053175616373,0.3406226312341197
ENSMUSG00000068165,grey,,-0.0711086465919743,0.013694034205203976,0.056877675662196425,-0.013363461801899141,-0.050222703097804265
ENSMUSG00002075983,yellow,0.5497082493504247,-0.05112841170169674,0.5638365400884191,0.10150042457417911,-0.04024322721887168,0.5497082493504247
ENSMUSG00002076451,brown,0.5459013930151021,-0.0335100623588459,0.5459013930151021,0.08464016445276934,-0.056443191424292494,0.5119479332067001
H2ac23,brown,0.33343205789154556,-0.24960359081099007,0.33343205789154556,0.4447908083710531,-0.042590726869317724,0.04294549222462512
Sult2a3,blue,0.23767626429186628,0.23767626429186628,-0.11004068382214222,-0.26518306028169436,0.05713555876498023,0.042096562953462244
ENSMUSG00002075625,yellow,0.5138173657105748,-0.03476134871252811,0.5389725411886742,0.0881822110293133,-0.04202503081144411,0.5138173657105748
Dmbt1,turquoise,0.25114130686935954,0.025319773078270175,0.1459735031019669,0.017995536540029368,0.25114130686935954,0.13959763081493276
Pnpla5,brown,0.3189304647451301,-0.12652606746825434,0.3189304647451301,0.04778847058679776,0.08244153041141444,0.18868787337588405
Snora78,yellow,0.8363361720932251,-0.2786261855423032,0.5140211006894168,0.6921876401007684,-0.03711058877776451,0.8363361720932251
ENSMUSG00000109926,turquoise,0.12628137250139368,-0.34076164412721816,-0.07381688289773221,0.4183687404185271,0.12628137250139368,0.0085382529696565
ENSMUSG00000105053,brown,0.07104265278595855,-0.1067686552547278,0.07104265278595855,0.2314015883945488,0.01665278655539955,0.06118867096045228
ENSMUSG00000105338,brown,0.3471577237940719,-0.5501775689057106,0.3471577237940719,0.4307386585142661,0.05761979117977287,0.12228269731385213
ENSMUSG00000115420,yellow,0.7335878506657386,-0.3256470728529962,0.5567010109763735,0.7431155383375194,0.0034292577407452045,0.7335878506657386
ENSMUSG00000093485,blue,0.27954950134314643,0.27954950134314643,0.044000870100136216,-0.15867320401006096,-0.019868791185406336,0.10749043248422405
ENSMUSG00000094497,grey,,-0.03207227890838827,0.0749964156481794,0.041292387519260315,-0.022546485345958017,0.10250414936082586
Trdn,turquoise,0.9424481929227684,-0.04039909337451215,-0.03932362799554379,-0.06638752476241451,0.9424481929227684,-0.11024834188518824
Gm24119,yellow,0.8170416125011357,-0.08425933405404448,0.6777829591940818,0.15805419036773707,0.020628618184238553,0.8170416125011357
Amy2a5,turquoise,0.1306043144599223,0.017270866444341153,0.20075098468329114,-0.06058045228966023,0.1306043144599223,0.15027577294869204
ENSMUSG00000094365,brown,0.23124555390570362,0.06266257613997511,0.23124555390570362,0.281492959155076,-0.11507980900622491,0.2021704440477748
Xirp2|Gm1322,turquoise,0.9281232517256978,-0.037246968337811485,-0.06027725444711755,-0.09002439142882268,0.9281232517256978,-0.12856866644489479
ENSMUSG00000080902,brown,0.08700603059237451,-0.07727625314726136,0.08700603059237451,0.011378773777155703,-0.002256971086289975,0.06248712680934244
ENSMUSG00000092541,brown,0.30812079570174955,0.16527643489031502,0.30812079570174955,0.0008094439356513814,0.07483970143187568,0.20309766041738653
Gm18537,turquoise,0.07193625422627543,-0.07549058651029876,-0.1315235807367843,0.005549530937480378,0.07193625422627543,-0.3112270725151646
ENSMUSG00000103766,turquoise,-0.01648437815375592,0.014610135541863316,-0.1345597981892937,-0.17474732855211164,-0.01648437815375592,-0.5992174880621562
Myh4,turquoise,0.9053725994721383,-0.058742053422368504,-0.03129707397845664,-0.03805564269272167,0.9053725994721383,-0.08044344027025627
Zfp968,brown,0.20281540825759514,0.016465861720414327,0.20281540825759514,0.0035866151319437,0.046639141555885465,0.1647497395409295
Myh1,turquoise,0.9187636678789727,-0.04246372257731744,-0.08909566080163647,-0.06952558631571691,0.9187636678789727,-0.13919142308666982
ENSMUSG00000092075,grey,,-0.030432144095696202,0.2704191688580374,0.14868469922605548,-0.033827461141357186,0.14142827369824468
Cfd,turquoise,0.6568644453619188,-0.1037355366159572,0.09090086187171904,0.07772625175189866,0.6568644453619188,-0.0233284099517698
Ckm,turquoise,0.932146941435915,-0.08375781534921148,-0.025095782769746226,-0.004514420438460155,0.932146941435915,-0.13723997242580765
Acta1,turquoise,0.9323408566905582,-0.08598880664152189,-0.029809938807248942,0.024452098961873083,0.9323408566905582,-0.08811148268733941
Gm2446,grey,,0.03694281841722448,-0.12062032975529172,-0.23131548124520565,-0.04339116228692484,-0.14501473566123504
ENSMUSG00000112324,grey,,0.062226404837690395,0.01397543173886609,-0.06225119262348324,-0.010801340664669477,0.012858820451701745
Gm24616,yellow,0.7360943163357638,-0.15365441285933784,0.736495324707154,0.18862215122813422,0.03110305927912945,0.7360943163357638
Kat6b-ps2,blue,0.47823880024208426,0.47823880024208426,-0.18413506310200684,-0.20800545808386053,-0.004813739319593112,-0.1081107457051639
ENSMUSG00000100992,yellow,0.9271734062638106,-0.12141585130805645,0.4567436707882327,0.3643649330659019,-0.07314051907012724,0.9271734062638106
Rmrp,brown,0.8399144777801121,-0.46214215913534357,0.8399144777801121,0.765658284582203,0.03564267426393641,0.611200755338434
Snord3a,yellow,0.3156228784210535,-0.030758693854775497,0.34602860697414645,0.07422992142747271,0.06900942448706096,0.3156228784210535
ENSMUSG00000107482,green,0.287644199083532,-0.12187010880169562,0.1012310684087912,0.287644199083532,-0.033124947852550844,0.023714953638952502
ENSMUSG00000110136,brown,0.5293477512197378,-0.22527325205880855,0.5293477512197378,0.19460551199728301,0.013076625826880593,0.15499064260410556
Gm2436,yellow,0.21841170197094992,-0.008641329119868901,0.20721948992460457,0.13714317973250018,0.028637122885974746,0.21841170197094992
Dbp,grey,,-0.06854755395867064,0.06337112544760481,0.09227973733244543,0.06647680243138529,0.012166325189109773
Actn2,turquoise,0.9289446271222886,-0.10434347037708276,0.055242671071447466,0.06010900840914923,0.9289446271222886,0.0027134459747666343
Snord49b,yellow,0.8385527894480875,0.02390354476025157,0.27241752559333937,0.34515584771768576,-0.07322072227298572,0.8385527894480875
Art1,turquoise,0.9709534812939453,-0.08509467574057508,-0.029529181023421048,-0.019769202049251526,0.9709534812939453,-0.10757599370649866
Myot,turquoise,0.9634635651179497,-0.07081252635421786,-0.045480131410274925,-0.044166602857748975,0.9634635651179497,-0.1000003087606452
Tnnt3,turquoise,0.9321004588024591,-0.0704164823245554,-0.03091021932434731,-0.04781156721968764,0.9321004588024591,-0.11091229874071871
H2ac24,turquoise,0.087374412724626,-0.20160908086875767,0.05492533739103072,0.39450942174426396,0.087374412724626,0.05073152396308685
Atp2a1,turquoise,0.9305670973201836,-0.05046884451581686,-0.04579221476963282,-0.013157474975762603,0.9305670973201836,-0.08182906112770261
Tnnc2,turquoise,0.9455320392514618,-0.08175256772244775,-0.011415163547369033,-0.0002050493695766055,0.9455320392514618,-0.09551474187170633
Snora52,yellow,0.7765899909200286,0.031203467991826685,0.35432542039193937,0.2701646691170026,-0.07781719838862203,0.7765899909200286
Pvalb,turquoise,0.9416103318804081,-0.04506737615151174,-0.03784156372278751,-0.05075555723369788,0.9416103318804081,-0.09708629005450475
Myom2,turquoise,0.9564695851931647,-0.08769904051489967,-0.0011069820802134724,-0.0024180040220309553,0.9564695851931647,-0.07877162927051702
Sln,turquoise,0.9600474905705666,-0.11138910005786833,0.009684798160355022,0.005826540700990587,0.9600474905705666,-0.08427008711771296
Xirp1,turquoise,0.899106800976888,-0.17230327325985237,0.057666915844808535,0.09787458806371069,0.899106800976888,-0.06647488344043596
Mybpc1,turquoise,0.9408176980893077,-0.07622734655834772,-0.031214397354913655,-0.045293891107329856,0.9408176980893077,-0.10269387003240506
Rnu12,yellow,0.7844092339459863,-0.07032733549086642,0.715661531500389,0.29121821707688245,0.014123408767105173,0.7844092339459863
Cacna1s,turquoise,0.9139860452403534,-0.12830008770423218,0.08928729477736685,0.13188861870520807,0.9139860452403534,0.009403420836658296
ENSMUSG00000114635,turquoise,0.18310319968931626,0.06312216992077549,0.1526772578567951,-0.057256147812702295,0.18310319968931626,-0.012149880679411829
ENSMUSG00000064344,yellow,0.9075471268057308,-0.059258433761358725,0.46158879833289534,0.3362674677416126,-0.06934712250952935,0.9075471268057308
Snord55,yellow,0.72467791172746,-0.027877902222245753,0.17710195142404406,0.26390583266434564,-0.11289143932790768,0.72467791172746
Mb,turquoise,0.9437835538326427,-0.09129090135134406,-0.047919964819697076,-0.023198166840543245,0.9437835538326427,-0.1216347331187096
Cstdc4,brown,0.37772733985439527,0.03324493204918618,0.37772733985439527,0.1084062285530267,-0.04330867422182481,0.37491735129235887
Lenep,blue,0.41790855501896507,0.41790855501896507,0.12166869312133212,-0.32756287757953445,-0.060114701842214874,0.07811485199797168
Slco1a1,grey,,-0.0724069679721512,0.058651078649269044,0.007846992205459629,-0.06816051260039405,0.02504710607398708
Hapln1,brown,0.2354039848708212,-0.044142909178502644,0.2354039848708212,0.02093101324783903,0.0036075133011419383,0.1843735218175392
ENSMUSG00000109129,grey,,-0.11189594346495242,-0.002427924200840419,0.09771566296122017,-0.00926130996258006,-0.09592920690217419
Chrna4,brown,0.036873918308272816,0.03329814491704941,0.036873918308272816,-0.05272492842062031,0.07767248670421627,0.021431944496208662
Mup16,grey,,0.05626969133221261,0.08041512398348119,-0.015184238392871604,0.014464917445909262,-0.17144245463691948
Pde2a,turquoise,0.09443776158071202,-0.18309275322873175,0.0747285012586615,0.2837997535827556,0.09443776158071202,0.035534877698243754
Nr1d1,grey,,0.06584913097791166,-0.37327320488009547,-0.022977955845509518,0.03304784240040744,-0.22900941285020407
ENSMUSG00000084858,blue,0.2292536534814762,0.2292536534814762,-0.2154923083389302,-0.2614092992431255,-0.017302095206185447,-0.21800108625580727
ENSMUSG00000092534,turquoise,-0.048729185983768554,-0.09245644535350198,0.239901509410692,-0.0974197108670489,-0.048729185983768554,-0.09134067157862966
Alpk2,turquoise,0.7942338039007215,-0.15913477600857828,0.1368960258945771,0.13603190815994862,0.7942338039007215,0.06353291065529121
ENSMUSG00000092412,blue,0.18325059125013352,0.18325059125013352,0.17026406623997295,-0.03721366302834551,-0.06337960052349549,0.0976206388975291
H3c10,green,0.6430371296033084,-0.3186991026955416,0.22321195131618407,0.6430371296033084,-0.03857364314984904,0.17026564145395648
ENSMUSG00000107071,yellow,0.5548494984966584,-0.22123498789231621,0.4323703743040718,0.5140612524138788,-0.054385804931710545,0.5548494984966584
Gm23442,yellow,0.8632986778436453,-0.07244643154009055,0.34709655184729266,0.3421422452579618,-0.07238887618769689,0.8632986778436453
Cyp3a41b,blue,0.1891600346334351,0.1891600346334351,-0.09378645625549517,-0.19619101874827163,0.06969715238862176,-0.07979861253779418
Ttn,turquoise,0.9219514055812233,0.03741556486756504,-0.07299302464459435,-0.09638978780306012,0.9219514055812233,-0.11197133802140848
Tnni2,turquoise,0.9513905008455755,-0.13954764610014125,0.12846017178325234,0.09066645329732992,0.9513905008455755,-0.016084202900886434
ENSMUSG00000101104,brown,0.41976577358641753,-0.023951459675341853,0.41976577358641753,0.34518606288552284,0.08120559512802777,0.36458083242725525
Myh2,turquoise,0.9392129672628287,-0.048440076586380575,-0.07133336720392797,-0.04807549081580685,0.9392129672628287,-0.11274207983790756
Mup17,grey,,-0.021569115123845604,0.09061027911076251,-0.08330815984617253,-0.06713599239165662,0.029151851294612896
Ciart,brown,0.3370683422232537,-0.04731383003231031,0.3370683422232537,0.04597547191178523,0.00841786332273949,0.16715710405063977
Eef1a2,turquoise,0.9632983328368047,-0.10818242206903347,-0.033115824656535967,0.00784334323803301,0.9632983328368047,-0.12280406367796717
Tcap,turquoise,0.9506780284232846,-0.09890078915508191,0.015971637763179797,0.030040657321223546,0.9506780284232846,-0.07038464530498596
1700108F19Rik,brown,0.3973506354647649,-0.0704681573926946,0.3973506354647649,0.13851477494214723,0.14878973813917154,0.018246956696803845
ENSMUSG00000114102,blue,0.24506160135545327,0.24506160135545327,-0.08847895913783398,-0.2394278823161343,-0.07748892378486696,0.21889194419879474
ENSMUSG00000094439,yellow,0.12771862231848818,-0.04744298114412119,-0.06182500282471348,0.2565930817048134,-0.09429374564110642,0.12771862231848818
Snord13|Gm57763,yellow,0.8606439568688011,-0.05993365404875189,0.3840054694500328,0.4203340483888464,-0.12579510466297558,0.8606439568688011
Myl1,turquoise,0.9503942446734716,-0.07792214706061865,-0.026699752278335768,-0.06020922149233002,0.9503942446734716,-0.08814977757610466
Obscn,turquoise,0.9319497997991282,-0.09866841988804,0.02655128849908737,0.1254675524653009,0.9319497997991282,-0.028253559963264376
Igfbp6,turquoise,0.5782010988503565,-0.28733364573696873,0.37339276635647833,0.3992002834960873,0.5782010988503565,0.24423776425033555
Scara5,turquoise,0.5546970908260666,-0.2680645468493876,0.32331720148112975,0.17809726579883745,0.5546970908260666,0.13766551730609838
Zbed4-ps3,blue,0.4153629125814036,0.4153629125814036,-0.17319435081953155,-0.23420820124674735,-0.01969227708439853,-0.10737196181154784
Cd300ld5,turquoise,0.2683881305972254,0.13797257658229037,-0.01841979965057161,-0.11943301367975531,0.2683881305972254,0.10575977474825106
H4c18,green,0.8529067831620806,-0.44321826563406946,0.4204448418070282,0.8529067831620806,0.03043312019713336,0.36885231068310187
ENSMUSG00000100009,turquoise,0.17112684215239984,0.20817501778606157,0.09375466697741036,-0.1521876454614925,0.17112684215239984,0.11449436574671688
Mup7,grey,,0.12812650127516131,-0.031204923673438217,-0.1042287175529886,-0.11265984302747001,-0.03961884650389654
Tmsb15b2,brown,0.16154015316747605,0.16008932279421817,0.16154015316747605,-0.3404400694411149,0.04478733838772044,0.1718876103190201
ENSMUSG00000115022,grey,,-0.009124470639687916,0.09009182249480906,0.20633548424124568,0.007174757910454423,0.04998671752249622
ENSMUSG00000116679,brown,0.1811858930552331,-0.05856644122620508,0.1811858930552331,0.04644960591368347,0.01750432860635567,-0.015061627754954085
Gm25776,yellow,0.7414616687426961,-0.09212884115640899,0.716529445521814,0.16271411244097345,0.019407393775684005,0.7414616687426961
Gm23238,yellow,0.70017704710648,-0.17614853841782266,0.5749787020724771,0.44516346372403875,-0.009898337429878713,0.70017704710648
Plin1,turquoise,0.6786826011660912,-0.06292169401643749,0.025974803760843216,0.022328679186292864,0.6786826011660912,0.0059648922289041225
Gm10132,green,0.5582341239026027,-0.376474014571941,0.5285788548876827,0.5582341239026027,0.11737555017668379,0.20114300862526863
Tsku,brown,0.4274258702389736,-0.25083454589987064,0.4274258702389736,0.34335144734395173,0.00138764680687019,0.20883171764052053
Fam107a,brown,0.4453356803363908,-0.1372097575582388,0.4453356803363908,0.09462685296336784,0.21401813807560985,0.2510901431633562
Pgam2,turquoise,0.9564740618371528,-0.12410524865132813,0.026579714578091624,0.04115995345348798,0.9564740618371528,-0.06838903554316562
Pwwp4c,grey,,-0.1474947740755553,-0.0850915450847748,0.06338210699207564,-0.0547062036806504,-0.09443324995011831
Klhl31,turquoise,0.9543874472407092,-0.032689422633833974,-0.06023856873669243,-0.056662099178501804,0.9543874472407092,-0.12065284675967318
Cela2a,turquoise,0.15159522831580055,-0.22806439773015208,0.40511505108269674,0.27034608369384233,0.15159522831580055,0.23012621122948992
Jag2,turquoise,0.6553975041972046,-0.09839638450160611,0.10057319760778946,0.2848069757700433,0.6553975041972046,-0.002466766476162443
H2ac7,green,0.6294244061394872,-0.31334788800964447,0.3015001146506573,0.6294244061394872,-0.0020643900542039106,0.44013217888657863
Gm24698,yellow,0.8854770249088731,-0.10782498809165417,0.5383569715115795,0.338558283969789,-0.013188707586027946,0.8854770249088731
Mybpc2,turquoise,0.9482983377917028,-0.06707919324103186,-0.027614113926241825,0.00768124703324487,0.9482983377917028,-0.0822646703002915
Mup12,grey,,-0.06569342123281918,0.18260381696019154,-0.10368462181635374,-0.03397368039300169,0.02431815442543017
Gm26448,yellow,0.9360032351937995,-0.28421900287407226,0.6699877381928118,0.5891684096489589,-0.025825249028857872,0.9360032351937995
Gm1600,grey,,0.031603473818800985,-0.2794204737238562,0.011159664330328138,-0.12536614660240977,-0.0973211495644365
Alms1-ps2,brown,0.3440282151121344,-0.10822599158939841,0.3440282151121344,0.26214469567621573,0.07383485927498978,0.10097439630796752
Gm10335,brown,0.3722139904275644,-0.22554849968443866,0.3722139904275644,0.36952333866867404,0.0614244494163981,0.1633245367496067
Mylk4,turquoise,0.9467940006445394,-0.0513687555781532,-0.039878940899353316,-0.03301705516125224,0.9467940006445394,-0.08827357647102066
Ugt1a8,blue,0.5273418136313459,0.5273418136313459,-0.23733525715314935,-0.1824539368385163,-0.12888264069808708,0.007004926676341554
Ubb-ps,brown,0.36073183048323715,-0.24501110340472126,0.36073183048323715,0.25505659768455713,0.04830560785011111,0.08153591608296434
Ryr1,turquoise,0.9378984958687141,-0.11735921268327144,0.04648245249048593,0.046912600226890144,0.9378984958687141,-0.03738692361607647
Hspb7,turquoise,0.9286432141068278,-0.19073855814062002,0.11006738718462224,0.11779064069776725,0.9286432141068278,-0.01183286722575609
ENSMUSG00000099871,blue,0.10587391395202213,0.10587391395202213,-0.31772424108360886,-0.3058616339479467,-0.02148422081036313,-0.24057248887312627
Scarna3b,yellow,0.7510748490881344,-0.04014131292935139,0.4592652599289607,0.22379730038575202,-0.030330938150331836,0.7510748490881344
ENSMUSG00000092232,grey,,0.008010197416683544,-0.25109846247754525,0.018924454786534522,-0.005559299001505889,-0.19764574859454817
Mup9,grey,,-0.003908443302025275,0.02695372629151301,-0.13719302231500974,-0.03401787534001732,-0.0498806963041279
Tmem265,brown,0.37108854524027907,0.0034105190819451593,0.37108854524027907,0.23247533953624375,-0.061191386591709494,0.28113393669759656
Usp13,turquoise,0.9019078659342485,-0.05676996068951192,-0.012421458541448133,-0.00950960786356807,0.9019078659342485,-0.12120155401737567
Rny1,yellow,0.7837216558392602,-0.19199886952502704,0.7491220373940507,0.3449916118378922,0.12349901684327351,0.7837216558392602
Gm24950,yellow,0.6552284904055742,-0.0427965088635511,0.5435001870755347,0.07159121522789275,-0.07602395115960044,0.6552284904055742
Abra,turquoise,0.9696128693755599,-0.10056024044919336,-0.017249655271120757,-0.027200227766786652,0.9696128693755599,-0.0898984919375241
Cmya5,turquoise,0.9525305285499358,-0.020976925344942325,-0.03582138813932809,-0.050227833576407095,0.9525305285499358,-0.11204464222419089
Lars2,blue,0.04138273419480165,0.04138273419480165,-0.138274807328911,0.03712294468553046,-0.047799534779282435,-0.0082323608813908
Casq1,turquoise,0.9446169103225397,-0.07524029518324553,-0.012812492351291494,0.0034997038459495694,0.9446169103225397,-0.08908022868569299
Gm23849,yellow,0.6570758705812416,-0.042577954353976655,0.543987643163644,0.0719722424127167,-0.0757493773039332,0.6570758705812416
Gm15501,turquoise,0.020102055327488356,-0.24635010531723014,0.40562516917323976,0.3365371807099447,0.020102055327488356,-0.17926011665305203
ENSMUSG00000065686,yellow,0.941438661045422,-0.244994794171379,0.6506302781783267,0.486887982621862,-0.015787897029254882,0.941438661045422
Myl3,turquoise,0.9215690744162187,-0.10441471161392932,0.0050023162611180574,0.06104021075269998,0.9215690744162187,-0.059594000955676206
Snora57,yellow,0.8120531787996926,-0.3247987666470405,0.7726624005693161,0.7004059892638975,-0.01001174353630093,0.8120531787996926
Gm2792,blue,0.04689769767021299,0.04689769767021299,-0.24715683159433754,-0.03957481141202156,-0.058130230291196835,-0.252032584060638
Gm23991,yellow,0.878594021874514,-0.12817903870415345,0.5857881395672746,0.44943249111741,-0.03412500858049262,0.878594021874514
ENSMUSG00000093701,yellow,0.17216527518347294,0.11725933735762203,0.1302063540098845,-0.055246675617668946,-0.08161551936353548,0.17216527518347294
ENSMUSG00000077323,brown,0.8131899087074628,-0.22856079749389563,0.8131899087074628,0.38188590174995335,0.05711648062413844,0.6791251298948255
Cox8b,turquoise,0.9338098723709011,-0.1154306818474401,0.08449692667646028,0.049286518569352206,0.9338098723709011,-0.001459266899161384
ENSMUSG00000117789,yellow,0.6495940563800938,-0.1723635823949169,0.4401597421271595,0.4597090937990593,-0.005379825459766092,0.6495940563800938
Snord22,yellow,0.9369372095746966,-0.038920536410710145,0.5437880580531739,0.32170103458680244,-0.07141930465309945,0.9369372095746966
Smpx,turquoise,0.9672400418956022,-0.0834473445642268,-0.03098116078960111,-0.05771698191236607,0.9672400418956022,-0.07787544104634439
Rnu2-10,yellow,0.6485042174856448,-0.045325935917048754,0.5467651309338114,0.07891128625088609,-0.07185830162158977,0.6485042174856448
Ppp1r3g,grey,,0.016983132794843953,-0.18789365453880724,-0.027754515971022766,0.04636009167499177,-0.08374377183360114
Igkv8-27,yellow,0.32833351543102024,0.04642081960558388,0.2144254350991451,0.09556229980136119,-0.06428125929143765,0.32833351543102024
Ckmt2,turquoise,0.9540006738815352,-0.07852059134360174,-0.03858891290808481,-0.04490268697910492,0.9540006738815352,-0.08573167155728456
Myh7,turquoise,0.8943712386110448,-0.07094598873176944,-0.022038714699607963,-0.0021923841935179607,0.8943712386110448,-0.10221006955044512
Slc2a4,turquoise,0.7243495158078582,-0.261684174371032,0.230459563657335,0.12824414642148432,0.7243495158078582,0.07271168109200456
Rps12l1,brown,0.4086535835078052,-0.07948235289164599,0.4086535835078052,0.15453889039651864,0.05953493164668772,0.26759804967103046
Myl7,turquoise,0.2170012483723327,-0.21943686704133544,0.49291287776828535,0.29395445403174725,0.2170012483723327,0.2848641171703884
Flnc,turquoise,0.9216160517866445,-0.19017512233971662,0.02939636700855504,0.18069717463721582,0.9216160517866445,0.00041423826313494004
ENSMUSG00000110384,blue,0.14589851716496466,0.14589851716496466,0.17396581850264467,-0.03567746610469245,-0.06767678972719342,0.17047653898193416
Snora43,yellow,0.7665264126373083,-0.19594687744408526,0.3918120146647277,0.4402772707115195,-0.034088336792037016,0.7665264126373083
Pkhd1l1,turquoise,0.5518735366986074,0.11074283189878106,0.14258404867795219,-0.06879643755994884,0.5518735366986074,0.0947507263428288
Tmod2,turquoise,0.6668484792291774,-0.08818840482703416,-0.04422164070357354,-0.04231273819614483,0.6668484792291774,-0.09618649738336156
A1bg,grey,,-0.02453537533256307,-0.21882885411792363,0.03943026650635322,0.024975804494669362,-0.05139447396012721
Cyp2b10,brown,0.375065329254839,-0.3173754261305176,0.375065329254839,0.13479849668059848,-0.014912859438356114,0.22278717001442166
Gm24044,yellow,0.8035120732882647,-0.18281332914569712,0.6383569960037557,0.2945125028182237,-0.005231354792747091,0.8035120732882647
Snord83b,yellow,0.760495634138194,-0.009911938255075364,0.24804522633797818,0.3708088761478487,-0.039297566791550526,0.760495634138194
ENSMUSG00000117294,blue,0.5817035076481805,0.5817035076481805,-0.20174803121150708,-0.2941218196557299,-0.06614940839996446,-0.14266503467525354
Atp4a,green,0.31578978158934773,-0.19011151239876828,0.09197076944734489,0.31578978158934773,0.0257853146469495,0.08725773834642916
Mypn,turquoise,0.8925078334277865,-0.14288055700295238,0.027417384173480514,0.024494052324333597,0.8925078334277865,-0.11988895190105096
ENSMUSG00000069825,blue,0.16398079934678975,0.16398079934678975,-0.3222614976380463,-0.09708702000857428,-0.1092469856567657,-0.23201026711628944
Retn,turquoise,0.6393804866862308,-0.14044358170632673,0.1533353224098886,0.05673773045219744,0.6393804866862308,0.05045442790293711
ENSMUSG00000077563,yellow,0.8714989540330056,-0.17093611308423118,0.5813279486125161,0.47737309551115237,-0.02278995713583132,0.8714989540330056
Npas2,grey,,0.006364974248677607,-0.15105894410905604,-0.042197553324444755,0.007469775508542357,-0.12601607664273243
ENSMUSG00000083670,turquoise,0.04953772879900367,0.09267383796487623,-0.12842052225845144,-0.4259049173885059,0.04953772879900367,-0.4903401649529825
Ldb3,turquoise,0.9532212616988603,-0.07165292694271522,-0.031426562936420405,-0.021944530555516952,0.9532212616988603,-0.0969976061563797
Snora9,yellow,0.9373741330386335,-0.09162158860118019,0.5000196615491624,0.37749463988348875,-0.06640429617700515,0.9373741330386335
Snord73b,yellow,0.8380717375033999,-0.013560969451828083,0.3314964206787426,0.2789356602078138,-0.07530993830916705,0.8380717375033999
Thap6,turquoise,0.09383039352960172,0.05266304864912897,-0.09981430199524796,-0.13565997761758844,0.09383039352960172,0.04744177569612961
H19,turquoise,0.9389944424589144,-0.15781264921907484,0.0028786909861539907,0.053287324116765455,0.9389944424589144,-0.11676305092635358
3110009F21Rik,blue,0.18963055424794978,0.18963055424794978,0.10748542142936683,-0.052961823733610996,-0.006092192203150797,0.10291480285359882
Bmal1,grey,,-0.07470501502227009,-0.009361253341507513,0.09112501575438338,0.017724425962003847,0.0009898109189074346
Rps2-ps13,grey,,-6.890324204250476e-05,-0.047276753999217554,0.1051652954987751,-0.15507675376889934,-0.07342030574094661
Mup10,blue,0.27091722058678963,0.27091722058678963,-0.02392617672379004,0.01942634995146478,-0.10971288758292012,0.06610317089192136
Lockd,grey,,-0.0007267409025914431,0.19512765969274334,0.019549598676368247,0.028411306602440064,0.17469056591369433
