gene,module_color,kME_assigned,kMEblue,kMEbrown,kMEgreen,kMEturquoise,kMEyellow
Rec114,turquoise,0.1886193726453078,-0.005741344692823568,0.18094636561272073,-0.05953394054600473,0.1886193726453078,0.10677058467756143
Pdxp,brown,0.46362072034187984,-0.37208983442843296,0.46362072034187984,0.3557774438570877,0.0508912866088149,0.2240426318207179
Igkv3-5,yellow,0.028557395083180493,0.00014815557994343919,0.024871257907136235,-0.01444558353258045,0.09997510454071111,0.028557395083180493
G0s2,green,0.5541880996854132,-0.4878807116177431,0.6041062954713275,0.5541880996854132,0.015383925398147827,0.19961011214440472
Igkv4-63,yellow,0.13415177284530047,0.017630549968577578,0.0534410868665253,-0.028762964677611275,0.037360346998465424,0.13415177284530047
Gm3953,blue,0.28071335069118214,0.28071335069118214,0.08525109736375094,-0.2287493665414086,-0.06636907957736222,-0.06433793631086838
Gm5176,blue,0.27140186379325,0.27140186379325,0.05819635233627604,-0.10114121630897513,0.027941367864067704,-0.0854684140560631
Cacng1,turquoise,0.9331118965186632,-0.10900616927907635,-0.03918242885575966,0.03300257404084045,0.9331118965186632,-0.1318616421522461
ENSMUSG00000103931,turquoise,0.2766752800409288,0.36343969586807084,-0.1548945064537007,-0.26910001884350887,0.2766752800409288,-0.06144386836842611
ENSMUSG00000111371,yellow,0.2525869360661754,0.10661924314047663,-0.13223916303239838,-0.06827716882902111,-0.08110290903184757,0.2525869360661754
Tpm2,turquoise,0.95937223341688,-0.18900212514753034,0.11338826251375995,0.1514417333434689,0.95937223341688,-0.04605838474711848
Slc28a3,turquoise,0.1581081157883337,0.09675652614423784,0.02148136885079788,0.020808754830592222,0.1581081157883337,-0.036280387195674495
Gm29683,turquoise,0.12805337603840777,0.20414883411105866,0.1582387029220786,-0.06652622400239318,0.12805337603840777,0.10239079631163926
Lrrn4cl,turquoise,0.6817967632014978,0.012375504553485996,0.10382859643822596,-0.08889344330141223,0.6817967632014978,0.015358399914004736
Gdf15,green,0.5945248400610095,-0.22482017176458835,0.0713475165090439,0.5945248400610095,-0.03590395541131978,0.06735161867881533
Coro6,turquoise,0.8923319346998521,-0.01043211081309876,0.018703774279975757,0.04437151078582344,0.8923319346998521,-0.04099079424697218
Gm13648,turquoise,0.1370158579477146,0.1506097263548121,0.20973691696679833,0.06761274218729563,0.1370158579477146,0.059811640255163945
Saa1,brown,0.34304761259455635,-0.10890143315531782,0.34304761259455635,0.1266996812386394,-0.10003635885868559,0.20821035714822383
ENSMUSG00000107944,grey,,0.09659929810169275,0.15901597221613414,0.17215218579527805,0.03906773886662634,0.11528962873424907
Tex22,brown,0.34421120989968595,-0.16906639375208446,0.34421120989968595,0.2811317952899385,0.013752006751503662,0.19277040020919997
Paqr5,turquoise,0.3336826169500449,-0.04530440422230734,0.12872332837371397,0.1102950632925188,0.3336826169500449,0.12437607277747037
ENSMUSG00000103809,blue,0.5498428506416272,0.5498428506416272,-0.4178248936507823,-0.3423315520726054,-0.13438854832506983,-0.22264762536809268
ENSMUSG00000034764,turquoise,0.08810884889318545,-0.0038655953394638705,0.11686842673578442,0.12055237221010788,0.08810884889318545,0.08142684713273045
Cst6,turquoise,0.7620450277960887,-0.15803937794301276,0.15976003161936725,0.16830127387728824,0.7620450277960887,0.002469689936628081
ENSMUSG00000081671,blue,0.17796963701666935,0.17796963701666935,0.0030092972308934074,-0.16341480108645745,-0.09421523046048151,-0.08674731268743344
Lrrc9,turquoise,0.08161505590880463,0.08471893749901313,0.07074269815392507,0.04695953896627559,0.08161505590880463,0.10617148264653459
Sh3gl2,turquoise,0.18861244068964908,0.11892372977968432,-0.0810078783500584,-0.012340064739894208,0.18861244068964908,0.001430074192538445
ENSMUSG00000099519,green,0.6981353133810492,-0.2571420567469972,0.5018248437766563,0.6981353133810492,-0.017711689587536952,0.5250083840681834
Astn1,turquoise,0.09514031226099079,-0.0063469125238326965,-0.03117711547425184,-0.00904655043076269,0.09514031226099079,-0.03591019650647882
Gstp2,turquoise,0.500198361002398,-0.2558026116619017,0.17051938315045995,0.3142239086804699,0.500198361002398,0.012238061885906298
ENSMUSG00000109984,brown,0.40537037703077655,0.041062717075731225,0.40537037703077655,0.2571533941789964,-0.025495465252889198,0.26646800226677014
ENSMUSG00000110614,brown,0.49439941781626595,-0.13254581877185492,0.49439941781626595,0.18581248961403382,-0.04577962613212638,0.3322974987657945
Dok7,turquoise,0.7827259845963832,-0.1508194513214706,-0.008340178332225352,0.1414227834184069,0.7827259845963832,-0.05027505674188172
Srpk3,turquoise,0.7140315329275883,-0.017700393811856386,0.044630103638879905,0.11651069661203543,0.7140315329275883,-0.03773879065549778
Ccl7,turquoise,0.18564640729867338,-0.05557992477524224,0.14460069010806992,0.10559796344865077,0.18564640729867338,0.08492020446945364
Ptn,turquoise,0.49771775359308895,-0.009640040570485722,-0.0475532636057,-0.08853720940014367,0.49771775359308895,-0.014455148715917455
Rbfox1,turquoise,0.923003901192788,-0.0964515020782316,-0.033481956974055385,0.015198754512980613,0.923003901192788,-0.09255852512550235
Igkv16-104,yellow,0.209488436497489,0.12784547466374577,0.10664635678143902,-0.13845923972215513,0.08334080640540427,0.209488436497489
Tmem100,turquoise,0.5306035759912314,0.0313337392848003,0.2799516999553671,-0.030452932342894017,0.5306035759912314,0.11617998073759181
Gm10269,brown,0.6455987948599246,-0.25922691979958723,0.6455987948599246,0.31635728712276073,0.09838508851413491,0.30585743744909444
Gm39321,blue,0.1404777017298134,0.1404777017298134,0.09718922124754122,-0.024805439449101147,-0.040976600723869924,0.05276572755303309
Gm35696,turquoise,0.07858234712621905,-0.05755080737722647,-0.050182384243484035,0.056350142183093636,0.07858234712621905,-0.0869459248312683
Pwwp4d,grey,,0.013972585956237443,-0.024869660444812095,0.013852377694288383,0.01378587811244524,-0.13868339260981022
Gm32200,turquoise,0.30361720745526183,-0.07531113991010452,0.050359635277821786,0.022045109030373208,0.30361720745526183,0.060267224551258415
Shisa8,brown,0.36796862230471067,-0.14810831642147687,0.36796862230471067,0.3203234999346646,-0.11976450327324191,0.2524549977147363
Gm57565|Gm25291|Gm57668,brown,0.7196404497906808,-0.11415899905837953,0.7196404497906808,0.14122207672294254,-0.022787797616436675,0.5362438217294216
Slc7a11,turquoise,0.143828541672399,0.1808464861440399,-0.09368685891509934,-0.11700860990843241,0.143828541672399,-0.026422620471051532
ENSMUSG00000100775,blue,0.19927855961766694,0.19927855961766694,0.04456122639645686,-0.06501103905194637,0.048831515097852655,0.19868652774642567
Glb1l2,turquoise,0.5523345382838303,0.06020172107708153,0.025196924440020932,-0.14269557216346127,0.5523345382838303,-0.043711950915068916
ENSMUSG00000084839,brown,0.39832977448020834,-0.17636310713279194,0.39832977448020834,0.07361510688116625,-0.0485683330875629,0.1068616139472687
ENSMUSG00000084796,brown,0.36947191834227794,0.044050056522987435,0.36947191834227794,0.4822966645977052,0.05571971708178293,0.3066551144383521
Il1rl1,turquoise,0.3386713164326337,0.08313742330401952,0.030288613572336715,-0.06535336137877393,0.3386713164326337,0.1392120599898062
ENSMUSG00000108218,grey,,0.08365972547400351,0.07323656982732663,0.0012763051361935065,0.04658701253279031,0.08856256738924698
Galnt9,grey,,-0.051253682292104544,-0.002506813498190173,0.20085381215773523,-0.0014557533746029662,-0.07447107697087806
Zfr2,grey,,0.033054489621887194,0.1312362163564596,0.19770561433738743,0.041953920384576494,0.03200576173153797
ENSMUSG00000085834,grey,,0.08946999630188736,-0.3422596604249478,-0.1066724966954913,-0.12813306859676674,-0.21446131775359725
Igkv2-137,yellow,0.3549555530775847,-0.0027008387012754966,0.08829150714984756,0.05640219327063614,-0.006332513090083883,0.3549555530775847
Cfap100,brown,0.5407381460682437,-0.14293942531545897,0.5407381460682437,0.33104808431672444,-0.020274118261994965,0.37147123678539373
ENSMUSG00000089902,blue,0.4428703161559672,0.4428703161559672,-0.20091973432033364,-0.38247986974195514,-0.13134550576225687,-0.03868679100650143
ENSMUSG00000093662,blue,0.20472816059861731,0.20472816059861731,-0.1793880231022936,-0.23911794356543664,0.02805339045285886,0.17672034317406637
Ush2a,turquoise,0.12257722385906773,0.09210124823185993,-0.16587272066117573,-0.05469087038132364,0.12257722385906773,-0.16113490280575038
Mgst2,turquoise,0.3022060127895186,-0.06239360459872289,0.2715724314808255,0.19206354561940855,0.3022060127895186,0.23863775780142726
Prdm16os,turquoise,0.29337736005746623,0.00380495511830832,0.08977244913271568,0.0623098820255322,0.29337736005746623,0.12144415444827229
ENSMUSG00000092029,grey,,-0.06098786270814903,-0.037984923919052366,-0.08886556012996111,-0.0409701168429476,0.004775525977912433
Sgcg,turquoise,0.9664361445052684,-0.08377742026357696,-0.034676020988070315,-0.034249799695663545,0.9664361445052684,-0.11159668427343422
ENSMUSG00000104888,blue,0.34876655812733265,0.34876655812733265,-0.09260997666543155,-0.2370720063720886,-0.04033800810486411,-0.026486170615110955
Fasn,green,0.34478243386015595,-0.2860760338016466,0.03577064121844224,0.34478243386015595,0.06872225143743786,-0.0646631194107484
ENSMUSG00000106447,blue,0.11140366560329079,0.11140366560329079,-0.0518921766302479,-0.04906053244629041,-0.11210529965432732,-0.08169694968548111
Gm10163,turquoise,0.0959806985910457,-0.1333933872507491,-0.07725449494897876,0.028757089776562078,0.0959806985910457,-0.4026785738184155
ENSMUSG00000086127,blue,0.2618973684788237,0.2618973684788237,-0.1818727758976625,-0.21586856431170048,-0.0887480198356101,-0.0875556539955932
Chrdl2,turquoise,0.16872740185928123,-0.1561208742767057,0.2546064523542904,0.16638914178366307,0.16872740185928123,-0.007803969398828275
Gm19935,brown,0.1540160503943953,-0.07005670582366538,0.1540160503943953,0.1821546401475741,0.03591255434930186,0.1498918444783709
Nat8f3,turquoise,0.09183214544390847,-0.016096472253837226,0.12910591487282205,0.08948770717752426,0.09183214544390847,0.17782114751827702
Scgb3a1,turquoise,0.12255903049422275,-0.027684236512512256,0.17659319948690316,0.0951737380430403,0.12255903049422275,-0.02838090936015759
Pla2g2d,turquoise,0.41627423987551754,-0.006060868588903966,0.073566293428592,-0.005983905081793767,0.41627423987551754,0.14064598189875288
Hspb1,turquoise,0.5247411785486257,-0.4355856089410655,0.4632875017917312,0.4540960000543095,0.5247411785486257,0.2700209937767251
Mcpt4,turquoise,0.7856020090966263,-0.1591152587925345,0.07217458191443286,0.06508472212961598,0.7856020090966263,-0.0033360614207046447
ENSMUSG00000089673,blue,0.23885113470908018,0.23885113470908018,0.005145409478075706,-0.14170533205794783,-0.06863468838841306,-0.09623660496754367
Il11ra2,yellow,0.27735848999844825,-0.2665311844318826,0.26328598944095305,0.4317230823111607,-0.06698168063673927,0.27735848999844825
Ulk4,yellow,0.35104687559185477,0.07941402851534426,0.054769342855764055,0.09037228088035104,0.039826689792121873,0.35104687559185477
Igkv12-89,turquoise,0.17528957084091518,0.19618296875919747,0.07973375968523383,-0.016726671307878565,0.17528957084091518,0.1937416753752784
ENSMUSG00000085006,green,0.4364970399692879,-0.2377852888873474,0.08786012469410309,0.4364970399692879,-0.01938583588037964,-0.021125134141382954
ENSMUSG00000087054,blue,0.18416865094888915,0.18416865094888915,0.07190911427287798,0.07342499705801132,-0.07432439108347755,0.1540134624535172
Rhd,turquoise,0.06469119008241289,-0.01572967871591492,0.09824412473693532,0.1532899184882968,0.06469119008241289,0.07826808133254176
C030034L19Rik,turquoise,0.11321386619698039,0.11010930575152202,0.14205180339154722,0.021080120519751493,0.11321386619698039,0.07778877983760626
Atp1a2,turquoise,0.9457804254561077,-0.18194547644039463,0.0878652124840008,0.16476864015648382,0.9457804254561077,0.038154362500643926
G430095P16Rik,turquoise,0.31615191181205915,-0.24922300643939263,0.19992592251982833,0.3313787882034334,0.31615191181205915,0.06101087783897139
Snora47,yellow,0.8810164638290446,-0.07913541946848476,0.6358099460500236,0.40589451885196165,-0.05601425602482317,0.8810164638290446
Gm29595|Gm29593,yellow,0.5258792634882326,-0.09141824100648295,0.3823185900399549,0.2673372005357421,0.12877537663889416,0.5258792634882326
ENSMUSG00000064337,blue,0.5137972578862449,0.5137972578862449,-0.06859602976231684,-0.371002072831866,-0.054868297843303285,0.03811062580019105
Arhgef38,turquoise,0.1202612097580707,0.11160403552319409,0.10034708686082135,0.10967065772548842,0.1202612097580707,0.041053052834728695
Cd109,turquoise,0.6009685621852991,-0.029698305148231446,0.07024614404240179,-0.02750680319586602,0.6009685621852991,0.08132467107116285
Igkv15-103,yellow,0.17116942030247337,0.04398500270571868,0.15505300045985454,-0.1126000438880547,0.13448261803013342,0.17116942030247337
Igkv4-91,turquoise,0.3273472479836895,0.05193642207033038,0.04456463507887391,-0.072065168298503,0.3273472479836895,0.068449013617006
Gm5790,blue,0.11323156647910497,0.11323156647910497,-0.041684658955632864,-0.016427096593120392,-0.06003452589021919,-0.06069586222343578
Bhlha15,turquoise,0.057047069667088474,-0.12375679311815738,-0.05506678349571587,0.19300194023348047,0.057047069667088474,0.055062108306899414
ENSMUSG00000053588,brown,0.3292665069737888,-0.03443086539405225,0.3292665069737888,0.3106681478174607,0.0474389021840182,0.2630820066266496
Bcl2l15,blue,0.1735222094055852,0.1735222094055852,0.10748998851353987,-0.13417529958134394,-0.029568077487027195,0.06468342331032381
Ssc5d,turquoise,0.41536906408397023,-0.07028336617100434,0.2603269565033561,0.4296044512574619,0.41536906408397023,0.09921404177369268
Negr1,turquoise,0.5160750221532879,0.06021753848564678,0.05594511588369581,-0.019544538712031885,0.5160750221532879,0.11998200633300257
Pcnx2,turquoise,0.48892893038289154,-0.04068407710143751,0.23467366273660453,0.24557491111117535,0.48892893038289154,0.1323070158373543
2410003L11Rik,yellow,0.16942683708095996,-0.10515962917947294,0.041898622949123665,0.03159704302378686,-0.0208808402402751,0.16942683708095996
Gm11454,grey,,-0.05341151469452194,-0.2435177918978918,-0.04960021722775921,-0.05440338879261218,-0.18754637018167372
Gm11878,yellow,0.5141331066548424,-0.08783542321997183,0.4828787025612754,0.32177903096251015,-0.00047383973616051535,0.5141331066548424
Ankef1,turquoise,0.5222398116598606,-0.007212162523584255,-0.031001954713704594,-0.13059766203453446,0.5222398116598606,-0.07454473286307248
ENSMUSG00000109209,blue,0.44200216169385736,0.44200216169385736,-0.0685863840914511,-0.3111107693447523,-0.032913331266161645,-0.02062972173620079
D7Ertd443e,grey,,0.045760937943622494,-0.26174666909938354,-0.11859976773262793,0.005889715467217218,-0.14339776004355778
ENSMUSG00000102657,turquoise,0.3099697321014427,0.22004245273452797,-0.05367132364130816,-0.1333153881421687,0.3099697321014427,-0.07161806604489225
Gapdhs,brown,0.5390482160003929,-0.2795320146525356,0.5390482160003929,0.5325794722922483,0.01718224035090744,0.42612569050915705
Atp2b2,green,0.012025364091897028,-0.06662246541647276,-0.2782540843327653,0.012025364091897028,-0.03815597232098386,-0.20838556598325192
Gm20619,turquoise,0.1687307649363368,0.12150778206912725,-0.0058636124361787145,-0.06836209139966436,0.1687307649363368,-0.048712795661301864
ENSMUSG00000077711,yellow,0.5806630448332551,0.0907401925830437,0.5001074361001077,0.0991799013359193,-0.021608119622577946,0.5806630448332551
Lrrc2,turquoise,0.8982522747188718,-0.07832058965207019,0.05872711125771871,0.019237413115079437,0.8982522747188718,-0.03182759873132663
Hspa1l,turquoise,0.8273930024767674,-0.1794952885009492,-0.01633641522591477,0.05896969843794285,0.8273930024767674,-0.15833989558590658
Gm14419,blue,0.15579592562510106,0.15579592562510106,-0.030268721270315487,-0.17795476378273145,-0.07612931583411178,-0.08143860577853924
ENSMUSG00000106896,grey,,-0.03842568871485764,-0.1862171637792054,-0.06365086301462737,-0.018329653912892995,-0.10845643644885285
Pdlim3,turquoise,0.8640441848532031,-0.04992679128259756,0.10390270191722334,0.011967662162892531,0.8640441848532031,-0.009761078667431993
Sgca,turquoise,0.9561191805721775,-0.09085091493164432,-0.012577300324007739,0.02090165890102912,0.9561191805721775,-0.10220379444341784
ENSMUSG00000085211,brown,0.2713260935849928,0.031665765073755084,0.2713260935849928,0.23400801644040942,0.02788068827250235,0.11256149077735789
ENSMUSG00000110498,blue,0.10205737477066627,0.10205737477066627,-0.07231361753378067,0.10094968046530024,-0.016739732943997276,-0.0854899209857887
Ap1m2,turquoise,0.15874002657421823,-0.06050278786030814,0.13800176421131854,0.3296815679017492,0.15874002657421823,0.13003054961685284
ENSMUSG00000084915,blue,0.17030242593775077,0.17030242593775077,0.08822621347411029,-0.02397021769301553,-0.048477945346009174,0.046763132160133204
Igkv6-32,yellow,0.3256541670807008,-0.01565661177842805,0.2739912675139415,0.07159193575548585,-0.006046547761549273,0.3256541670807008
Camp,brown,0.5938449629763056,-0.24851835761738994,0.5938449629763056,0.48228765755351166,0.07049725992101223,0.4004754803559312
Crb2,turquoise,0.43869426399727335,-0.08191393928160745,0.12469663734238597,0.22627356966070983,0.43869426399727335,0.09606290343406497
ENSMUSG00000114448,blue,0.3316059823999081,0.3316059823999081,-0.28062504673842814,-0.2108057271764042,0.01738661255583393,-0.12230797714120084
Bcl6,turquoise,0.1029968047852817,0.021000156218564516,-0.06453971756543615,0.012844154787668104,0.1029968047852817,-0.08804555928259414
ENSMUSG00000083757,brown,0.6255322006525904,-0.24905306381805783,0.6255322006525904,0.24297439862105025,0.17775306648875688,0.49724695949896175
Edar,turquoise,0.3654759982131264,-0.03868679552550732,0.28479417890228553,0.19458942632475795,0.3654759982131264,0.2116360829864498
Snora30,yellow,0.8934524089441818,-0.03174411248691752,0.6450745363068255,0.26348048120260054,-0.058967002580440714,0.8934524089441818
Cfap45,grey,,-0.026553446761965374,0.07046515508095656,0.08737250157658052,0.03892481653605295,-0.08269883010514247
Mab21l4,turquoise,0.19133057249018576,-0.073898258158962,-0.1686870137514591,0.0941313079678943,0.19133057249018576,-0.11227710399685771
Bves,turquoise,0.8923139700417997,-0.017023626239910217,-0.045619310481553564,-0.07979591056523656,0.8923139700417997,-0.08967369384916973
Adamts17,turquoise,0.11896257867399491,-0.035152496574374165,0.06661380804171323,0.19600227251133193,0.11896257867399491,0.08522547479135847
Adat3,green,0.3542086539428467,-0.2290309616792305,0.03965845998714288,0.3542086539428467,-0.05880408321919543,-0.06394976542334377
Camk2a,turquoise,0.904657441095816,-0.07098388020380414,-0.05841007092352245,-0.00777397438375752,0.904657441095816,-0.11097982687639102
Rps15a-ps5,brown,0.6521131081317465,-0.11862363718781328,0.6521131081317465,0.11318700195550965,0.035371186367923094,0.5265454395902833
ENSMUSG00000073060,turquoise,0.025606983054763506,-0.1608845830151384,-0.15657826327570423,0.09066401582027021,0.025606983054763506,-0.29562141019211313
Clca3a2,blue,0.2280931426588313,0.2280931426588313,-0.15674036055034626,-0.17906859747404552,0.10700827574707128,-0.0840768263286785
ENSMUSG00000109697,brown,0.27870088200828486,-0.10701590328471125,0.27870088200828486,0.3341019963508799,-0.03497572745811548,0.24062969433724007
H3c13,green,0.8693000986508036,-0.48689317962303486,0.3763988919415577,0.8693000986508036,0.01597790999970475,0.15247157584202237
ENSMUSG00000109401,turquoise,0.4498935754840465,0.09920030524701111,-0.1739856921982711,-0.15954193365031377,0.4498935754840465,-0.10625688911205215
Irx3,turquoise,0.46847830091235876,-0.03717801131350758,-0.0466955674871136,-0.00837186282365683,0.46847830091235876,-0.07438664924343132
Meg3,turquoise,0.44244200597585565,-0.009156787000772531,0.3631543545865078,0.36895516651239696,0.44244200597585565,0.24137375021391647
ENSMUSG00000067356,blue,0.34849864345145204,0.34849864345145204,-0.022908612416636567,0.0480100543399417,-0.08959730424347215,0.09305925494885847
Igkv6-13,yellow,0.22857424253781078,-0.061866457046996184,0.16877540893492854,0.03252537141157993,0.09997789553509394,0.22857424253781078
Chd5,turquoise,0.428737315616796,-0.13893045436967125,0.07936422707089705,0.16490579979301087,0.428737315616796,0.007239971164519026
ENSMUSG00000108614,blue,0.6290815212481525,0.6290815212481525,-0.2275329589362478,-0.3602744957118984,-0.0371712212106845,-0.19886804863376806
Armc2,turquoise,0.2749246072074087,0.007468964886671204,0.19115005484648875,0.12540655706711948,0.2749246072074087,0.21937550434535355
ENSMUSG00000111941,grey,,-0.03990028043342419,0.02303442857750109,-0.03443813978577477,-0.045413321097965136,0.05486594734609863
Ptprcap,brown,0.6530269975862705,-0.324189172656937,0.6530269975862705,0.5131935682528392,0.06454702075496507,0.38606823484154573
Igkv19-93,yellow,0.26660486788502263,-0.005858911048627166,0.17586674319286466,0.05836579045768419,0.0495755250893213,0.26660486788502263
1700028K03Rik,blue,0.3582875873932638,0.3582875873932638,-0.15145414129425733,-0.21187455976727937,-0.01156009374424611,-0.06639458561551034
Treh,brown,0.3432177390463267,-0.3299237004873378,0.3432177390463267,0.10552629326968786,-0.05626922905915713,0.20348089718756562
Cfap47,blue,0.3642076952504917,0.3642076952504917,-0.13881419706492026,-0.26456546175399415,-0.013754808419017871,-0.08338795741614259
Mid1-ps1,yellow,0.14374729703003433,-0.11111495008686574,0.07078807767943467,0.3009762789988879,-0.017620039243963603,0.14374729703003433
ENSMUSG00000030680,brown,0.31851980294087123,-0.2979359351353962,0.31851980294087123,0.4505136268425146,0.08228816459316705,0.24973589043488875
ENSMUSG00000080896,brown,0.3173114091697828,0.023934786422359973,0.3173114091697828,0.044770067069197055,-0.10832866238536208,0.35880505360025916
S100a8,brown,0.700018765877253,-0.09159260998836231,0.700018765877253,0.2870932548870038,-0.0013762536957263175,0.6290257887722942
Scd1,grey,,-0.08779664218846105,-0.1192191614472464,-0.2621332839618177,0.02291203302112408,-0.17947449808842392
Dreh,brown,0.7161464053958271,-0.11248208344251236,0.7161464053958271,0.12531878534122654,-0.07385398299129717,0.4894196352036775
ENSMUSG00002076377,yellow,0.4771196350359967,0.05330290959636562,0.36190120559195665,0.1451890453695227,-0.1527923012461449,0.4771196350359967
ENSMUSG00000113616,brown,0.24847299659518646,0.1333378081709097,0.24847299659518646,0.06435827143143433,0.004932459272892369,0.26718690429732755
Iqub,turquoise,0.1240367140748673,0.1480294838277747,-0.039815798762255654,-0.20002971824942054,0.1240367140748673,-0.010037481725608963
Gypa,turquoise,0.25362913016873184,0.10466000835875838,0.16634053183509398,-0.13634686149591574,0.25362913016873184,0.038030462732969186
Gm23946,yellow,0.8762572492694294,0.027621913212752307,0.5687462413143429,0.3071429656937112,0.03386197797580708,0.8762572492694294
Gm10222,blue,0.491584339288578,0.491584339288578,-0.3691297485869389,-0.5927304712148062,-0.05025399865437477,-0.32011033472818884
Gm22980,yellow,0.7076711525650381,-0.023373873650537044,0.23315510494058173,0.25294321709743495,-0.026413899666287526,0.7076711525650381
Igsf21,green,0.32260978261704176,-0.14371615075856306,-0.07872656943900937,0.32260978261704176,0.026811300570464495,-0.06685845604141225
ENSMUSG00000105762,blue,0.7413090372231399,0.7413090372231399,-0.34215010668189677,-0.3952136127783202,-0.10533467679530402,-0.07873356601873503
Fgf7,turquoise,0.5803731578835073,0.0846918469568512,0.034204854470626656,-0.10250951809317965,0.5803731578835073,-0.007683062605347643
H4c16,green,0.8678308064318864,-0.37561904680792574,0.6409635251034437,0.8678308064318864,-0.007873969406195431,0.518214111734239
Scn4b,turquoise,0.9170806042413914,-0.1204961876162643,-0.035712209777073074,0.05955945738378382,0.9170806042413914,-0.060628791109982746
Tubb2a,grey,,-0.32946412688244997,0.09152376308773442,0.30481761573262955,0.006841574659901307,0.08153381198080466
St8sia3,blue,0.07802423304603144,0.07802423304603144,-0.23797231577010453,-0.2747160643205099,-0.027461252256447383,-0.1549695443854254
ENSMUSG00000103320,blue,0.607518142368417,0.607518142368417,-0.2469335125027146,-0.3165428417402148,-0.05632798903861196,-0.24424047742185864
Igkv5-39,yellow,0.10368461162852549,0.18781906239517188,-0.05349833615751733,-0.19656273471649172,0.00433589703969264,0.10368461162852549
H2bc7,green,0.7846037820785119,-0.3839329529235123,0.33377407253113917,0.7846037820785119,0.0033529107444720766,0.3071167354568532
Trim72,turquoise,0.9244848731303668,-0.13852482951380574,0.0010375303761187371,0.08916000952436584,0.9244848731303668,-0.06924892754200657
H3c1,green,0.8994841140114246,-0.5160531079699077,0.47069283157677205,0.8994841140114246,0.03760506354921771,0.39947567181931015
Ccdc120,green,0.20193802253424098,-0.15026683566103521,-0.031347253397173924,0.20193802253424098,0.00870835400995165,-0.012060035015164727
Gm6238,blue,0.5656133197784909,0.5656133197784909,-0.2437075417254937,-0.3290948365057331,-0.11194153801207789,-0.1563194251865723
Sh3rf3,turquoise,0.2860163941599302,0.05156224812177078,0.10737380523625702,0.16897578872544097,0.2860163941599302,0.15060034129356076
ENSMUSG00000105224,blue,0.4371649130483689,0.4371649130483689,-0.1323816609724144,-0.19985095331766456,-0.02580408778813664,-0.03448262459196288
ENSMUSG00000074243,yellow,0.09564593474843684,-0.23153122797562123,-0.02231367275582547,0.1345640407119203,-0.06666260833335629,0.09564593474843684
A830005F24Rik,grey,,-0.05290715303301133,0.10200613694116421,0.09835110483726302,-0.010722312012234385,0.04315393769060725
Ptgs2,turquoise,0.405066954353017,-0.022007366251596987,0.09926958953784402,0.03729607688940695,0.405066954353017,0.12234959822547724
Gm7054,yellow,0.1967865592889375,0.08153945132126293,0.05717972563925786,-0.1671292941724028,0.04016998073429216,0.1967865592889375
ENSMUSG00000105708,blue,0.4861065875928867,0.4861065875928867,-0.12821953325388735,-0.32267679205220545,-0.007531451080549528,-0.04752173999506738
Gm25128,yellow,0.5807988750570233,0.11056328395244683,0.09192130220937471,0.1817492139518599,-0.017196086700712987,0.5807988750570233
Clec3b,turquoise,0.6524837045694944,-0.04088563209085004,0.016693397447719,0.19206942409694808,0.6524837045694944,0.09825138316271952
Gm9396,brown,0.5037059509506038,-0.19222920923523962,0.5037059509506038,0.3598159420236649,0.03018279119634078,0.21103005124305207
Slc16a3,turquoise,0.5923150245327881,-0.317319746798983,0.25919181892389054,0.5229607755769744,0.5923150245327881,0.158118371700033
Rtn2,turquoise,0.9221023770150296,-0.20883971257166792,0.12039171118475361,0.17405839435509948,0.9221023770150296,-0.030031313690937752
ENSMUSG00000084761,blue,0.21674358523772294,0.21674358523772294,0.016762862077528962,0.0240604691681965,-0.0504649501301262,-0.011669782832558201
Kbtbd13,turquoise,0.5135836956876552,-0.14520128020262682,-0.1983460805043882,-0.06385477831080545,0.5135836956876552,-0.17815665314108267
Medag,turquoise,0.6675215136326784,-0.040273037281590054,0.2572540490360457,-0.02193004077176681,0.6675215136326784,0.13038013912304347
ENSMUSG00000091199,brown,0.2505272256481066,0.1024612122736488,0.2505272256481066,0.06977212016196077,-0.016206872800531038,0.21146300786556904
Trav11d,brown,0.19612496828867365,-0.10365602578139765,0.19612496828867365,0.15986615343729146,-0.07491235887872831,0.18171709335778732
Ror2,turquoise,0.4650495367216316,-0.16614306511339286,0.20029285867423413,0.2567011142094567,0.4650495367216316,0.14780340837882464
ENSMUSG00000111771,brown,0.6685434223874378,-0.23797049614432053,0.6685434223874378,0.08193563682183408,-0.07774832430831001,0.2900764806930763
Prdm16,turquoise,0.3093859851880632,-0.12606458358035869,-0.004667097460088359,0.2742345530212387,0.3093859851880632,-0.029898150635409574
Tnfaip8l3,blue,0.1599602743497338,0.1599602743497338,-0.43593056892202087,-0.28058304165170245,0.13428240109277892,-0.31772677107741176
Gm3336,brown,0.21994718113078704,-0.18502621320758525,0.21994718113078704,0.20534544791492804,-0.000669595929654815,0.0524467975328754
Igkv17-127,turquoise,0.13813265844799474,0.009907747519098628,0.030173932967491265,-0.08574364372807478,0.13813265844799474,0.13076136977884675
Snora7a,yellow,0.8732315016431464,-0.1287465536541559,0.7109266581773229,0.31706048467777204,-0.0074666569407260686,0.8732315016431464
Ly6g6d,green,0.5348481584852001,-0.3404882504113323,0.3265457538960034,0.5348481584852001,-0.03770075130515478,0.17048554027588567
