"","Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day13","Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day13","Atha_Ws_root_GC_Alight_Rep1_GSM2493762_Day13","Atha_Ws_root_GC_Alight_Rep2_GSM2493763_Day13","Atha_Ws_root_GC_Alight_Rep3_GSM2493764_Day13","Atha_Col-0-PhyD_root_GC_Alight_Rep1_GSM2493765_Day13","Atha_Col-0-PhyD_root_GC_Alight_Rep2_GSM2493766_Day13","Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day13","Atha_Col-0_root_GC_dark_Rep1_GSM2493768_Day13","Atha_Col-0_root_GC_dark_Rep2_GSM2493769_Day13","Atha_Col-0_root_GC_dark_Rep3_GSM2493770_Day13","Atha_Ws_root_GC_dark_Rep1_GSM2493771_Day13","Atha_Ws_root_GC_dark_Rep2_GSM2493772_Day13","Atha_Ws_root_GC_dark_Rep3_GSM2493773_Day13","Atha_Col-0-PhyD_root_GC_dark_Rep1_GSM2493774_Day13","Atha_Col-0-PhyD_root_GC_dark_Rep2_GSM2493775_Day13","Atha_Col-0-PhyD_root_GC_dark_Rep3_GSM2493776_Day13","Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777_Day13","Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778_Day13","Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779_Day13","Atha_Ws_root_FLT_Alight_Rep1_GSM2493780_Day13","Atha_Ws_root_FLT_Alight_Rep2_GSM2493781_Day13","Atha_Ws_root_FLT_Alight_Rep3_GSM2493782_Day13","Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day13","Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day13","Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day13","Atha_Col-0_root_FLT_dark_Rep1_GSM2493786_Day13","Atha_Col-0_root_FLT_dark_Rep2_GSM2493787_Day13","Atha_Col-0_root_FLT_dark_Rep3_GSM2493788_Day13","Atha_Ws_root_FLT_dark_Rep1_GSM2493789_Day13","Atha_Ws_root_FLT_dark_Rep2_GSM2493790_Day13","Atha_Ws_root_FLT_dark_Rep3_GSM2493791_Day13","Atha_Col-0-PhyD_root_FLT_dark_Rep1_GSM2493792_Day13","Atha_Col-0-PhyD_root_FLT_dark_Rep2_GSM2493793_Day13","Atha_Col-0-PhyD_root_FLT_dark_Rep3_GSM2493794_Day13","Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day13"
"AT1G01010",114.904130962425,138.527367880018,120.022494190782,264.93710544287,191.422935830949,242.517040116319,412.253673135223,210.840134683893,144.66873599175,201.744018949793,285.22231688095,66.843029118378,155.46858307568,198.711054168832,355.865422277827,190.042317387263,319.75540673351,247.595553581305,221.300160474398,328.87614555973,204.292225047973,183.831516618983,194.35144216592,253.884646590769,275.393526312265,486.249525649541,424.847209701132,147.983321911375,277.194348387928,115.874562087232,309.806447061699,320.963806949409,398.109857151442,104.633343579578,85.6719996017706,105.632329518951
"AT1G01020",673.515535193314,621.793455422804,645.936090460334,439.201986458056,522.399305142226,748.214534236061,537.977432428152,739.297947835433,656.648674585433,627.933477277767,633.934923527836,488.278313237357,517.721886789591,516.528934606939,666.203352002163,630.273497043118,621.347477501363,582.008954598233,525.522597913824,557.716811293071,460.643879649865,727.152673174333,531.953279024747,662.721986805888,620.404260296,619.797267991308,463.448392302987,713.731341409773,961.79840909631,496.33636565728,569.696040855574,454.003756624896,581.384441277789,749.912116606009,688.502249299925,559.37481413416
"AT1G01030",94.0437924420565,94.223867601871,65.2716280435344,103.706224351231,86.2879578796521,103.357910827095,189.930809070871,141.967725826311,81.6126107651766,110.981124643313,95.3036937749787,99.3973007422344,53.3266647937182,83.1239139716045,120.407551939175,45.9227763916289,88.0109934107034,64.7867037818891,54.8770751571764,110.767083914097,74.2379070094067,153.878171885207,81.9702584098377,42.5903472926565,58.9298655284584,85.0425299527336,49.9579377643219,80.9454428025864,161.394188429011,43.7615899103887,105.958171217792,136.696200975865,96.3107491587881,182.954416247588,249.21597004406,123.892672390851
"AT1G01040",164.879083575831,94.0351431359265,238.621873360648,132.559194838096,182.120176237952,175.67947741781,205.565472527967,131.052912498973,171.811432932486,134.112723745474,126.227630565385,203.600043817139,281.917497541852,309.94180454529,155.959720861056,124.46619916686,110.172367624871,86.6495248589301,140.045413109798,169.791872499299,150.204890534344,354.869310608271,236.963611938313,158.526874317685,142.374875178618,143.685107399258,83.3336338915151,156.5723611246,101.033035197373,234.971129928504,209.744501857274,350.82333959855,155.615105236751,161.055119329284,189.724431671681,108.131266031922
"AT1G01046",0,0,0,0,5.05249141843052,0,2.42715354920389,0,0.829751458915479,0,0,0.788828323148873,1.22842024912779,0,1.98936811580153,0,0,0,0,0.803121095986313,0.899661133503816,3.37555570345781,1.09773210929896,1.3848778317384,0,0,1.39309339106537,0,0,0,0,0,0.988599447200433,0,0,1.00471764258624
"AT1G01050",2884.40467021231,3557.52855405098,2338.75440515864,2618.64488114821,2890.73683976968,2431.91071556759,3818.28291387357,2983.93040587459,2765.0714434699,2399.89043499434,2677.19711133209,3268.64877990096,2586.97142599439,2123.37028541052,3699.60832237057,3296.69657585357,2526.8070442846,2514.31614241868,2326.15122329747,2150.14135598193,3094.62577124256,3107.02150371946,3283.65534425365,2962.9994144029,2664.00767861077,2745.11440178074,2540.46740549946,3009.29821749147,3135.67484678771,2786.56530042552,2443.49856217908,1919.47226529289,2787.08251224961,2037.00848458315,3123.65189682948,3726.87450449956
"AT1G01060",617.440717178396,705.549092331465,634.669145131392,401.88240935195,612.499129678067,130.872340522433,436.326935204192,587.600534263386,124.338198139077,159.214286744405,458.13722628918,102.968331149216,101.95318734844,101.787271507265,208.280241392862,67.5962072491593,117.417199957098,6.81428616040657,8.84204422036519,20.0102259522047,73.6327024731772,24.7677806623486,53.1041442060516,68.7837263457495,24.9467266429043,2.04704197934233,15.8681294771258,98.722796753674,1.26984082793601,75.3553226464936,103.351035038987,110.425235994609,48.519396155184,193.435432123518,123.660871920822,615.237078129512
"AT1G01070",342.916884780656,396.904755932735,283.819842139612,164.126651817026,717.337074470609,297.172533142374,1014.24508983728,697.819088513818,296.035564880559,171.588150929533,877.847467989514,56.0337394526009,256.504540971582,330.54235828429,863.500057882405,481.279840616044,653.739506275382,642.911856536899,710.801694163029,375.348165060571,428.222460875104,725.272215968818,568.212427616913,536.235006383774,799.707049779439,751.353647686509,236.278673001855,201.534846320417,437.162661127674,96.9490759601137,466.469700853756,585.599735837988,231.562300603351,593.125220476602,79.2801933668637,544.644765604992
"AT1G01080",63.1232685692224,75.7201600531438,39.5523506219233,32.8131067612438,82.3315468140984,70.8266454758712,128.297940167334,110.867467386997,86.3437680696928,94.4709653000466,58.4215819819838,39.5467609700565,46.295643121949,83.2636865982982,87.8494490905278,57.249130177867,79.9337464192808,59.4537308431595,85.8881499946587,54.4139292408716,89.6058575762693,45.9991115784666,18.4244059702741,72.4346378652273,74.5895989787024,67.0672033559872,60.2931410207101,74.5781833996016,44.3580622232346,62.1448284256107,44.2635785826901,81.1474602315107,85.4478909855976,89.5897654517672,143.121350998991,57.3286929446038
"AT1G01090",2221.12512670885,1553.75516664346,2194.66143442381,1273.0640717686,1723.16766084331,2377.23666788685,1337.74220800495,1652.09479470454,2882.04229805849,2239.44286574601,1780.1916414576,2659.34743956824,2958.75831745495,1895.51887198782,1727.77397518827,2923.74690177387,2479.4321850443,2261.71630782486,1737.65126477461,1821.58044596061,2450.14912385474,1139.6835927214,2083.69577122227,1674.90048647204,1683.68836716817,2029.25959461468,2054.46927551159,2955.50540939756,1836.65419539583,2539.14338455532,1583.11289912715,1726.26239892981,1758.16907875333,2077.2428956473,1938.76159084661,2551.48056694291
