"","Atha_Col-0_root_GC_Alight_Rep1_GSM2493759_Day13","Atha_Col-0_root_GC_Alight_Rep2_GSM2493760_Day13","Atha_Ws_root_GC_Alight_Rep1_GSM2493762_Day13","Atha_Ws_root_GC_Alight_Rep2_GSM2493763_Day13","Atha_Ws_root_GC_Alight_Rep3_GSM2493764_Day13","Atha_Col-0-PhyD_root_GC_Alight_Rep1_GSM2493765_Day13","Atha_Col-0-PhyD_root_GC_Alight_Rep2_GSM2493766_Day13","Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day13","Atha_Col-0_root_GC_dark_Rep1_GSM2493768_Day13","Atha_Col-0_root_GC_dark_Rep2_GSM2493769_Day13","Atha_Col-0_root_GC_dark_Rep3_GSM2493770_Day13","Atha_Ws_root_GC_dark_Rep1_GSM2493771_Day13","Atha_Ws_root_GC_dark_Rep2_GSM2493772_Day13","Atha_Ws_root_GC_dark_Rep3_GSM2493773_Day13","Atha_Col-0-PhyD_root_GC_dark_Rep1_GSM2493774_Day13","Atha_Col-0-PhyD_root_GC_dark_Rep2_GSM2493775_Day13","Atha_Col-0-PhyD_root_GC_dark_Rep3_GSM2493776_Day13","Atha_Col-0_root_FLT_Alight_Rep1_GSM2493777_Day13","Atha_Col-0_root_FLT_Alight_Rep2_GSM2493778_Day13","Atha_Col-0_root_FLT_Alight_Rep3_GSM2493779_Day13","Atha_Ws_root_FLT_Alight_Rep1_GSM2493780_Day13","Atha_Ws_root_FLT_Alight_Rep2_GSM2493781_Day13","Atha_Ws_root_FLT_Alight_Rep3_GSM2493782_Day13","Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day13","Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day13","Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day13","Atha_Col-0_root_FLT_dark_Rep1_GSM2493786_Day13","Atha_Col-0_root_FLT_dark_Rep2_GSM2493787_Day13","Atha_Col-0_root_FLT_dark_Rep3_GSM2493788_Day13","Atha_Ws_root_FLT_dark_Rep1_GSM2493789_Day13","Atha_Ws_root_FLT_dark_Rep2_GSM2493790_Day13","Atha_Ws_root_FLT_dark_Rep3_GSM2493791_Day13","Atha_Col-0-PhyD_root_FLT_dark_Rep1_GSM2493792_Day13","Atha_Col-0-PhyD_root_FLT_dark_Rep2_GSM2493793_Day13","Atha_Col-0-PhyD_root_FLT_dark_Rep3_GSM2493794_Day13","Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day13"
"AT1G01100",10152.9376938259,15205.8791795467,12915.0913469449,13703.3329169928,10143.7367201394,12275.8496969104,7938.60364811161,10323.9551042505,11644.5484524394,14700.4033220456,9940.13409228061,16989.1358596384,17521.3204892434,18584.0006000364,9689.74304325663,13912.1800809239,10085.0853194877,9099.01325474811,8948.52057479049,9003.44257865704,12853.7721337416,15122.2586275662,13035.7471718706,10658.610512985,10643.3950296282,8452.51837812965,8440.37791941923,11370.6717186458,11122.8576760415,13546.734405005,12700.4389467092,11977.646127032,11216.1974744037,17082.433449661,11309.3350760245,13444.9466447458
"AT1G01110",772.257515624565,320.136160745836,603.080440726376,380.859538025834,516.586043523384,647.995203581491,338.774210768228,481.42098226618,657.598987254133,912.932510962667,577.754190277631,637.05584955005,613.8262292577,347.050391366733,511.090255647218,475.657047638233,585.560208555427,707.019687717151,653.895845351174,515.967005082993,537.700808855832,445.27008791202,439.171242026483,284.274584875524,424.020854681944,317.973556126762,428.715226500872,584.606000815406,520.4530710228,600.936922333034,538.140833709025,495.87411217965,423.45141399292,545.31915832859,707.180508671856,406.152717578746
"AT1G01120",32.6394615484014,16.6934655924241,2.78708003775259,38.85251318978,14.1983857148022,97.6372863530546,47.3337257124752,53.9772797763401,19.3879933881749,30.3643543306494,211.374017429692,23.9503277022845,35.6162284484229,11.4437088632684,36.6323963371836,100.635405885599,171.313077609956,4.20981960215371,38.1920577719699,27.6136032658448,5.42528625469749,36.1000543706215,21.0013704321438,35.0331154658694,97.8830407302202,15.1679688442059,21.701102474081,25.5590048507896,10.9776152252696,32.0183811953671,42.821917924779,55.636558177371,134.595820062071,57.2320296726794,25.3628151261101,9.51598721882704
"AT1G01130",7.48421845115231,31.0635991344879,4.86203280832334,8.91020187676891,6.73399496844241,18.3203799610462,9.91215308846981,20.7686387889737,18.0072142819572,19.3947129790173,6.13344105419738,14.5243167649987,16.547865581432,12.5133011239267,25.3651989189576,38.8699920376411,26.8691580472807,17.7933082397371,10.5971635557691,12.1192447379012,3.58757983987378,15.8962810899322,13.8479313014227,14.4025255766474,11.038332343588,7.01008344807007,6.2681821702387,18.1871242189163,18.4769883608872,16.9518181528075,12.2967291048235,12.0744221996413,13.3748032314302,37.3449223050865,22.7920416467262,26.7274872844071
"AT1G01140",23.5965320346324,103.557413604066,60.0344063457161,71.0437172580556,114.932134856528,26.0627007771047,34.9404821794676,13.8780035904241,27.6309039594967,3.81474909044961,41.1000249629723,113.72278789302,43.790603553807,87.4135313255129,69.7118996224841,53.4257286540521,22.2395025606764,109.496000021136,87.3760793840123,126.299418470993,224.354545483239,31.8417693924565,164.188288009255,45.1235927229222,55.752006636008,78.0362152192483,155.239971014555,17.9060667087299,26.3133486258104,29.44879444453,145.307468755684,125.350878018801,32.7477286126921,17.7848359497992,25.0606977565186,19.6173898161825
"AT1G01150",0,7.2625072604105,0,1.79764382186331,0,0,0,0,0.900584862800855,1.61066601803047,0,2.23244998584962,0,0,0,0,0,0,1.12268518255432,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4726062399833,0,0,0
"AT1G01160",1227.10102185851,1109.32912245222,1018.02445204214,862.582580837178,899.609869456796,880.661503647126,629.96891114491,918.185668753981,814.232531403436,1215.63681174515,678.964556069758,862.321123844066,1038.82907955492,773.133312665782,654.908230841269,816.747007138604,896.240038491019,801.645335838171,734.312102199029,801.611896899453,798.245763405595,800.193977980102,913.492852702385,713.935516106012,872.232555363663,700.86909315527,855.474046544092,849.14834205701,906.091275520282,961.611934243208,826.051215098065,840.251455422859,862.007270679156,1186.16819540087,1125.5239222032,951.179935409359
"AT1G01170",358.010733677182,229.566140767543,238.478926477572,317.52312045856,478.340553204101,326.28828046125,813.756369742857,359.094683622975,134.981695893586,143.305445631275,146.483660871897,65.0469509574856,38.6765201036435,163.179416805619,273.368496255419,91.8440073965477,45.0482700887136,258.011471708769,220.962817328459,319.414228509692,403.525017259941,802.600237734964,575.068839941692,339.78757123856,458.601647228964,852.892294912949,179.253043438388,106.764990383787,685.370671761861,63.1190592363426,257.026406283959,226.205091260634,267.311936349168,569.157801541518,420.104458849581,200.458396296511
"AT1G01180",42.5034923859166,72.394117262441,11.1802881385471,157.336861895684,73.8981362393233,35.855951519175,285.183256561866,174.812252977545,25.0650301868809,39.2613049101241,87.1995345226097,3.29846771343887,42.1137352582335,22.8888416913342,147.609722915991,77.5361204743504,41.6849884904615,40.4324929251384,80.5985393515589,218.406988216628,150.917618328478,126.716324815486,85.1303501827791,129.40985248453,127.785528168016,156.650365529001,149.056880172893,18.835394566845,99.6299130825071,17.2830520689241,118.257894872435,31.7225195940425,202.568955687714,11.859457915448,6.35105614519992,112.92624416953
"AT1G01183",1.05215086373948,0,0,1.00670440075417,0,0,0,1.93600156011059,1.67812588820485,0,0,2.27236266292543,4.69255118819206,1.17075718046549,2.07315764855388,0,0,0,0,1.58654054836344,1.84182461219282,2.33063467952076,0,3.25618410703543,0,0.929836945413684,0,2.67359317298475,0,0,3.48492317377182,3.10152329485312,1.98447695007023,0,1.21244031709603,0.99255110012385
"AT1G01190",0,17.9653300938254,0,0.999322650333574,1.79592490259067,74.6029331903262,1.24963712569598,5.01281811491304,0.81093384066455,14.3301351150062,0,4.13970520277812,0,0,0,0.701011446021966,0,0,3.28118127761064,4.07374341129799,0,4.66926484605013,9.48685384445982,0,3.26975892925023,0,0,8.09886140937561,0,0,0,4.55143121825168,42.0149061493139,4.7711060651314,43.103213989759,25.4349972177022
"AT1G01200",14.2082628421603,98.4985954576494,26.1436108286197,37.8283859176763,20.0610470819284,17.1962758267564,21.167053484194,50.9199376496674,50.9723028202802,21.4012794671978,12.3085392296414,36.2413924006723,48.6086381524559,6.24266255596583,50.1974360009647,39.8012873014358,31.7402369756465,22.7508515401458,28.2785664770988,7.3056035578823,43.3586006847188,25.5428577371713,26.2920347139636,40.8370539332095,47.9426040260638,24.2454439543234,39.8779892348364,20.8553722045338,24.876048583808,33.6663136260721,16.8868001152444,37.3253088791702,3.65908093066945,77.9574321799851,107.040321018876,54.8037203141808
"AT1G01210",446.518007852618,631.58425603261,630.432144078624,568.780143475925,523.30130186672,775.854252077888,240.888532404191,429.543159315924,544.566556757148,574.54668477608,437.16551075393,1190.76565089776,1169.63969593543,851.366682863967,600.383406330775,659.665544020861,745.261564306377,319.237738953746,431.010351998309,381.464027679404,626.864717964696,830.33252444127,794.407097623723,383.35803876694,474.200887801683,356.518764671246,339.689993773718,702.622531323198,634.110014934529,813.633330320509,825.486687880411,570.264227842371,530.827862300855,760.456099507574,503.041388287717,544.839180988239
"AT1G01220",119.173014770853,63.6655100637232,103.762057499638,96.6156698401404,52.1976526675653,127.813940303817,58.9467611515979,125.030269096622,149.154374842191,136.011608083594,182.546066146348,104.612407634855,136.893496294668,70.6922032677844,100.625826387804,136.810723120283,132.572317797463,73.6733118499823,145.835015835986,74.5822358242348,93.331863329165,87.5450691515394,52.2223240475273,118.619543759456,98.7145463085,128.894217637734,94.5380302316993,147.903922761249,58.5786869991488,160.263167418767,150.249758244118,163.843904674392,126.348299200791,134.291495143594,104.161388679348,99.6917000921378
"AT1G01225",137.931900667712,327.71697664768,164.592103601233,159.239253543778,128.783448237337,124.594810757767,159.354055574258,155.697484440399,139.229780206925,94.4765602417035,149.735578069517,158.832747331813,249.289174511528,235.146390532584,155.485568841708,150.086698043813,106.226094337833,126.424158071567,105.391234972943,142.840233303134,149.899799414071,237.786770958815,174.662836061001,124.58486247176,149.335124256259,100.991354526472,141.993637411389,106.301861879596,92.4526516797747,118.17126318909,220.584292862279,228.19686766859,119.140589742847,70.6607348917939,239.73119157026,223.201145224507
"AT1G01230",706.340504734509,1253.76437451784,669.174911347287,992.711246997893,977.876901029487,672.143004209911,930.923592294194,939.382803830331,645.851419200351,546.650324053012,652.088147923896,650.538276184547,699.900222634079,686.745792678589,773.329629239077,853.20597701099,847.417627656337,715.945457423706,727.338030262419,773.949094173033,1011.52704115555,1106.51887931976,1110.19604335976,880.023563124713,895.186753924381,1010.19569984605,723.620998340949,662.121597916916,835.282974720282,718.968327634922,816.461797364466,718.754484100328,777.647579179591,907.816918532495,772.730543102644,1245.7527971939
"AT1G01240",353.639292083645,376.746578503015,293.013438960443,367.375210556633,303.110528733195,245.869517421521,325.458878632845,398.495717751095,311.495338186054,269.91633101036,315.969197160743,217.246068535197,110.645027693163,147.532616531209,268.468044093167,180.458441869639,101.296009856967,312.660910110268,286.432751743988,394.318491440248,248.150803937459,348.760770647741,340.741289184329,419.714816180498,394.737696610489,386.046391430559,352.266887600627,222.699372904613,181.699213361647,123.40014026323,364.090124312131,338.270996436199,332.576290915145,173.69571737669,469.705298977075,364.65953083922
"AT1G01260",169.809345097968,147.015655738077,171.046482687726,194.140574585178,224.798606509019,271.740585728642,116.360180275725,209.322376471666,202.880338207989,165.08675803578,184.404433282166,237.549720249713,254.948267960351,144.701442080047,221.0738336449,194.961071335135,263.169277613962,222.738621966504,275.202086769367,248.295773605982,127.125097515898,138.505052905097,146.596714505027,195.437138494217,279.473806154241,159.05545305939,221.133087799684,183.603254634258,60.9816537846591,231.505529154013,177.435183678511,176.418916064088,185.250638071272,104.329549882443,285.040162207066,144.947314396486
"AT1G01290",282.850704224306,423.258764672814,430.687777804644,388.794710961971,420.696083447071,371.588876359036,230.078218074146,221.258716897548,343.913871729358,480.100746201003,322.759678967742,531.199659278274,501.252416021517,308.829277835563,345.844747150602,430.357522313598,473.878228078029,281.425805720731,363.912058757554,252.152935902189,467.717460011551,427.398051884176,400.889342662603,383.111070450363,348.668638638889,357.476985263418,286.955652025587,426.364384455829,347.652091453544,594.557445003581,418.202176938667,306.80324271792,400.537679030837,465.744212707299,450.262370144327,351.077064308001
"AT1G01300",1028.53960601592,550.898122434889,886.262384182005,651.529834157247,638.815327743228,1323.86361709962,607.86623293302,743.69248222762,1134.18604278671,1050.25970742241,760.332553880664,1278.47420744009,1230.77131582293,1118.36159632918,955.325675370774,872.877094849115,1059.44953791197,1254.51969460371,819.509901358821,961.606364685296,1236.06906345301,860.59547350648,1032.20691246394,719.315184357361,543.264383885275,834.243441019671,1078.05890469177,1107.10676517375,1172.63128343319,1381.13924740598,902.64665566211,1207.00302160144,946.681708900452,806.067422718071,1158.2135399676,1031.97768189912
"AT1G01305",0,2.53037974010878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84576142273704,0,0,0,0,0,0,0,0,0,6.28469787986861,0,4.9329892484012,0,0,0,0,0,0,0
"AT1G01310",1.78345060776167,8.93283953683618,6.55649814767115,13.9301071415759,9.27906376550854,20.0373108211685,17.4269924760134,6.98386145872457,5.66900888307588,3.56344456208915,9.22913596869415,11.5118771722301,27.5179129961015,18.7288939015803,10.6276855555374,5.58310482029014,5.02538794488499,0.843025566002229,4.34157942468495,4.05725263776039,12.6380737425631,24.3358067158673,18.9482280727744,8.88810820779603,6.48509424601415,20.1920460687494,6.99338326115515,10.0925474096334,6.95240329583951,5.17138921320988,10.1256827687072,23.6948612687086,7.34510634699135,16.4395925526862,13.8020099784632,19.9836221313336
"AT1G01320",193.809979271547,80.4927447518887,214.631562623723,108.621061103101,145.7356276293,221.417788534949,149.478570633369,226.129768186404,141.947932027054,320.026617780022,216.574382793866,221.76572317465,202.529689154943,194.530420439939,104.954992313681,158.057742155876,153.233855054889,150.608421791027,226.434329651415,130.007534944183,127.605661307663,193.218509472672,138.420631137013,133.119944414561,162.797106650678,121.445045978399,98.056891907368,182.18418565955,197.334440185042,239.297438247537,219.856854552347,152.650723724542,96.8281464067542,278.836031315846,205.512212740863,149.445718608945
"AT1G01340",0,31.9906182589934,0.923661350018297,55.5296281569966,33.3381613445689,67.5941905190781,83.0911544046839,20.9032314086608,22.5088394427529,28.4611717107943,76.6186096096831,9.05013140552831,15.7751375136611,53.8534245211165,82.5036553142933,47.3194288911599,104.195635399004,10.8942185238543,19.5730644447491,43.6661666719627,18.1597620035725,67.2912810786692,30.3033414545309,20.7981642215526,37.3905301719758,37.2557618681312,38.6844613878077,40.8425386335877,31.8158350512122,8.62028857421754,68.4495001594371,47.5221154102336,122.037937953894,26.1777531059309,3.15380073182585,41.0854426729985
"AT1G01350",465.863890492581,604.706812803566,461.259141569141,371.425908108614,425.727033196473,559.318478593734,490.658408222699,475.472215255586,444.723602196989,481.8205058807,430.863324764716,555.745377351562,667.154453344097,500.434871592165,490.123849471699,498.034186707335,464.434301014163,412.758433452215,420.376440244086,433.559067209394,410.266101360171,557.964688330841,493.989863194842,472.214221156415,506.198279143977,478.021899209,382.082248077377,435.235118563404,602.705738416002,484.75240427315,452.744882637213,547.147562174062,521.117188759537,424.444014935906,404.386592404725,529.749975214328
"AT1G01355",0,0,3.8909771415164,1.02713979087848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931610538871447,10.7413467215696,0,0,2.34570542185042,0,0,0,0,0,0,0,0,0,0,0
"AT1G01360",913.252702400471,560.798194704466,607.092004347715,877.976153404019,1030.32628841397,822.455288543254,911.404898638797,702.84454953889,456.366373036699,811.38915827318,616.438199460861,373.060117774298,384.831322028311,674.211114606788,625.589394383341,388.914893340256,398.530481020355,466.835755395344,490.425590926825,670.469552825663,470.591943418828,803.29095021475,527.993276959528,576.035943622144,567.052369366941,681.86225259527,510.698719177298,442.677645885348,715.305903152744,426.375376029685,695.693579529179,686.396711965454,796.136033756536,727.18438834311,1137.36926674801,576.378221232289
"AT1G01370",210.287284786279,297.475413711675,278.614308657824,275.440909920587,206.544003961704,314.532890140929,140.55564131757,244.232406600556,231.012822837192,381.733489324108,327.667526991607,282.443511587832,345.257493930964,247.806216691856,110.185457540506,319.676903521149,282.92313012113,157.318755528166,192.628357757701,210.763109704902,264.671997318581,319.092591811384,344.625188845407,144.730861911227,254.855116589749,257.351549917715,185.810940443885,210.139942282175,322.743790586682,254.0833491015,241.861181552822,224.219871055443,289.832262393229,428.665144006622,288.140650139586,293.486023971937
"AT1G01380",14.1275722358984,21.4679868520335,4.44246623758819,20.8423906798301,31.8093637236831,110.494897369677,84.4247497235301,1.69538825325608,37.875245510249,28.4144967720642,16.3742356941509,28.6495600908039,81.5201676949879,133.982553846952,62.4181869950094,27.5724888419798,67.6612298879295,9.26622354296845,15.043323745944,16.3876999968976,22.6156863486606,164.650839385345,69.0054934565241,27.9815824758351,10.6252450109304,11.7226388413281,4.18648029678351,75.5141797449131,25.4509491321512,51.6286381652851,152.280365159876,96.5772090229597,43.360669886286,33.7160684590324,25.5193419678327,26.1594612408552
"AT1G01390",0,1.95229338882877,0,0,0,0,0,2.95622745025857,0,0,1.04072796093174,0,0,0,0.978106146945773,0,0,0,0,1.60146184478252,0,0,0,1.46899205811057,0.826757861402319,0,0.709990224850276,0,0,0,0,0,1.79508525017621,7.04323569604391,0,0
"AT1G01420",0,4.96050117269518,0,0,0,0,0,2.73148380289917,0,0,0,0,0,0,0,0,0,0,0,3.69932823685262,0.823650131422984,0,0,0.822664835358404,2.70088032719234,4.60554648467114,0,0,0,0,0,0,0,0,0,17.5098728588912
"AT1G01430",253.089816739887,157.334853021637,310.214502426066,207.221123324028,381.0535548241,126.366863900814,342.553566331351,202.926475805316,321.49162990246,196.490417390363,214.456158398559,604.62236641867,369.431157064589,377.640082494461,268.939634743141,278.855842963858,343.379981596,321.616943865048,328.506995902931,209.544089113964,321.012533482139,173.539861061457,283.495824153136,197.566718372542,141.142442906965,219.440655501994,230.318675702936,367.238053331002,253.521347228148,498.51117796401,348.227174676036,514.45647374164,179.103844114525,248.126273281596,171.173672763484,230.536715484754
"AT1G01440",166.326308052765,141.448091416249,227.197711308137,195.309534274239,228.500303535334,150.869890639968,218.014577252968,187.997895479692,138.06105186344,180.497601898761,225.767525632317,189.307258035808,159.849157460608,164.365936017043,166.689649181512,214.613060003163,156.925741794671,176.760907561423,145.301290139238,164.087634829546,141.107907342804,247.144289265679,114.393035753735,208.255074264954,162.54660265128,132.512091936327,147.038482530092,192.348305635901,72.928534161998,190.547939311071,152.183528873853,209.212297406988,199.651102988001,133.999219386511,149.907336568971,135.496532670723
"AT1G01448",475.387960978943,103.059360011301,255.399501522628,152.43392296506,325.462127503111,222.863932592456,599.349812779438,383.182449921089,249.159668012625,206.080349265678,332.864610266094,105.729861024721,106.888719308406,175.003285960047,370.724761826258,245.189779790424,223.993403895076,246.884391162613,318.413549245084,298.935762132722,162.841390179235,206.58328106494,109.943816726231,356.17294672802,343.090060178898,398.572059135364,192.04287622151,324.948615146682,214.642959451059,161.973734390705,248.108460470412,263.878115012814,427.077380061276,314.805693465842,560.946884424625,255.940446239993
"AT1G01450",35.4341542504104,1.28100716359873,26.095461304048,0,7.22178168062067,0,24.9062050772981,12.9851240048108,4.0431342625367,16.0599335054658,0,5.77136013970604,3.94716277579992,11.4444914039179,18.3321778847614,13.2712520694487,12.5088963135153,3.36953763617788,23.9568613241561,4.87136995372971,7.22913345398768,6.97391496743489,1.05109187359577,12.6404394670128,24.4118365224365,13.1376321641883,5.59817011764598,20.1810525421414,2.98835308420827,6.91216638701791,13.5143622158739,10.1940840082299,12.7792592788371,26.0755982058532,11.6456637550994,5.27586786065146
"AT1G01453",0,6.70354438127446,0,0,0,6.13337767160051,7.99325620678725,0,0,0,1.09745227518519,0,4.2174906026275,1.98048040822565,5.51056123709133,0,0,0,5.18069826674395,0,0,0,0,0,11.6134517285947,0,19.9796478039673,0,10.4262227886852,5.75524299384278,2.40910959367238,15.0877001573658,0,0,0,10.0400612318468
