"pathway","pval","padj","log2err","ES","NES","size","db","leadingEdge_str","tissue","mission","glds","contrast_column","rank_sign","sign_convention"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.991467576791809,1,0.0387962208304479,0.154726545201027,0.633933963338209,85,"reactome","Erlin2; Eif2s1; Abcb10; Ubc; Abcb9; Rps27a; Abcb6; Uba52; Psmb5; Abcg4; Abcb1a; Abca7; Abcd1; Abcd3; Psma3; Abca12","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.992263056092843,1,0.0445070537769277,0.167027303924764,0.470736747939316,17,"reactome","Abcg4; Abca7; Abcd1; Abcd3; Abca12; Abca2; Abcd2","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ABC_TRANSPORTER_DISORDERS",1,1,0.0385579101998489,0.118483997576065,0.462518866104558,63,"reactome","Erlin2; Ubc; Rps27a; Abcb6; Uba52; Psmb5; Abcd1; Psma3; Abca12; Psmb6; Psmc5; Psma1; Erlec1; Abcd4; Psma2; Psmd14; Derl1","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS",0.422037422037422,0.737041276367119,0.0905428948469474,-0.33035484236144,-1.01176065378805,20,"reactome","Anapc1; Rb1; Anapc5; Anapc2; Anapc15; Anapc4; Ube2d1; Skp2; Cdc27","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS",0.346228239845261,0.691185917342466,0.0978773277424561,0.387524620765299,1.09216921688231,17,"reactome","Cdkn1a; Cdkn1c; E2f3; E2f1; Ccne1; Tfdp1; Cdk4; Ccnd2; Cdk6; Tfdp2","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",0.928155339805825,1,0.0477342401407188,0.201635188384504,0.61941588750371,23,"reactome","Gtf2f2; Ncbp1; Gtf2f1","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.866795366795367,0.986645733500486,0.0506004243853618,0.249649374840213,0.68643162760157,15,"reactome","Snap25; Rims1; Ppfia4; Syt1; Rab3a; Cplx1; Ppfia3","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0.448763250883392,0.76020465661415,0.0782955249944794,0.293072663350101,0.995589705026684,32,"reactome","Ubc; Dll1; Neurl1a; Dtx4; Aph1b; Rps27a; Uba52; Aph1a; Dner; Adam10; Mib2; Adam17","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3",0.0129256171217612,0.141941693210485,0.380730400722792,0.416269945675089,1.51908547239559,47,"reactome","H3c15; H2bc4; H4c8; Ar; H3c10; H3f3a; H3c7; H4c17; H3c11; H2bc18; H2ac18; H4c18; H2bc6; Kdm1a; H4c6; H2bc3; H4c3; Klk1","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.00722723704919943,0.099534606449734,0.407017918923954,0.568577991135818,1.74665069036896,23,"reactome","Map2k3; Map2k6; Ubc; Traf6; Mapk14; Rps27a; Uba52; Map3k7; Tab1; Ripk2","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",0.50314465408805,0.810994642441183,0.0813027345384498,-0.309390336375102,-0.962402079049451,22,"reactome","Prkab2; Tubb4b; Tuba1a; Tuba1c; Tubb2b; Tubb4a; Tuba4a; Prkaa2; Tubb2a; Tuba1b; Tubb1","gastrocnemius","RR-1","GLDS-101","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
