gene,mean_z,n
SST,3.122875014904056,3
PTPRN,2.5945204394540378,3
9330159M07RIK,2.4128041878020965,3
RIMOC1,2.352390383725109,3
PAPPA2,2.3517378552583534,3
MADD,2.3105280740123795,3
KBTBD3,2.2743948780470045,3
ZFP946,2.196232952209136,3
ZBTB37,2.1829149765774196,3
ADAMTS3,2.162295899104284,3
A930007I19RIK,2.128908709132107,3
INSL5,2.095289727220327,3
STXBP5,2.0806840382132443,3
GM10033,2.0687587252514756,3
JARID2,2.0587987386696542,3
QRFPR,2.0317300512288305,3
PBP2,2.0166307654322506,2
GM23925,2.003412972506078,2
NPAS2,2.001677667462214,3
A430035B10RIK,1.9828381866359646,3
APPL1,1.9765867036025446,3
RB1,1.9725462439163988,3
ST8SIA3,1.968960104638584,3
NAA15,1.9613743547719553,3
VPS13B,1.9505915449686746,3
CACNB2,1.9368525449339877,3
ORC4,1.932594331354693,3
A530058N18RIK,1.9194582300813465,3
C2CD5,1.9129104773821133,3
RBM26,1.9125372708658617,3
FCHSD2,1.9031823580753262,3
A330008L17RIK,1.891471917222806,3
CLOCK,1.890369804969704,3
CSTF3,1.888115856328007,3
NAA16,1.8785877828974076,3
FAM135A,1.8749082339793646,3
NPEPPS,1.8714588879319647,3
SCGB1B20,1.868731832663454,2
9430037G07RIK,1.852156364413063,3
ZFP2,1.8436854012308277,3
MEMO1,1.8397299972679904,3
NUP155,1.8388624895045307,3
CCNA2,1.8371533083195384,3
SENP7,1.8336847286754567,3
TRIM9,1.8304373638929465,3
ST8SIA1,1.8227809485204147,3
PTAR1,1.817472490222679,3
JMJD1C,1.8159380269791932,3
VPS37A,1.8080888988640573,3
BCLAF3,1.7982094639525055,3
NOPCHAP1,1.7980677313562257,3
APOL9A,1.794319114839518,3
GLMN,1.787793179601695,3
DPH6,1.7850580516478347,3
SLC4A7,1.7826502899254397,3
ATRX,1.780877606730078,3
ZFPM2,1.774969474309648,3
PTPRZ1,1.7727269664852843,3
FRMD4B,1.772431374490936,3
DCLRE1C,1.7715704782415702,3
TUBGCP5,1.758455806065962,3
HKDC1,1.7556939125563573,3
APC,1.7541889000060216,3
NYAP2,1.7504935743703225,3
BRWD3,1.7502018540558673,3
GM36582,1.74649103935177,2
IL1A,1.7442021483253185,3
TDRD6,1.7430006898427644,3
ARHGEF26,1.738467147170992,3
PPP3CB,1.7292982817314229,3
GT(ROSA)26SOR,1.7287177393629323,3
PDZPH1,1.7266169799385704,3
DMXL2,1.7241992726815967,3
TASOR2,1.718777719515315,3
TMEM260,1.7186526794835306,3
GM5136,1.7153401090624618,3
GM29642,1.7129476701573705,3
PCDHB16,1.7119457478893165,3
ADAM4,1.7060330823289853,3
SRGAP3,1.7033631068325743,3
AZI2,1.699708505185116,3
ZFP968,1.692949799340444,3
GRM6,1.6927763030390908,3
EBPL,1.6916164863270284,3
EXOC6B,1.6894982781966943,3
TEX15,1.685446773754048,3
PLEKHM3,1.681891683660077,3
SYT15,1.6784496753427274,3
XKR6,1.6740666191506441,3
HCN1,1.6720451073305986,3
PGAP1,1.669649315021556,3
AMMECR1,1.6693832773785509,3
SLC38A9,1.669035770180482,3
4932438A13RIK,1.6669245511144108,3
OASL2,1.6612160024261933,3
HMBOX1,1.6611301296726364,3
ARHGAP36,1.6592630547621703,3
POGZ,1.6548756058941547,3
STXBP5L,1.6531128566507622,3
CAMK2D,1.650522041086998,3
SLC25A27,1.649816645484262,3
PACRGL|5730480H06RIK,1.64933323839776,3
USP34,1.6485373234352734,3
ZKSCAN2,1.6455688063800114,3
B3GALT1,1.6449283603693028,3
AW146154,1.6425031091256865,3
ZFP950,1.641138643112358,3
FAM221A,1.6402529339196088,3
SCGB1B7,1.6388877705337777,2
AHCYL1,1.6379714601731965,3
ZFP935,1.6361717242329827,3
RNF144B,1.6355729246516992,3
EML6,1.6333464847298884,3
ATR,1.6327014341832975,3
HOOK1,1.6295307861208952,3
GPATCH2L,1.6291377528893058,3
ERMARD,1.6240769406295528,3
SAP25,1.6229071808025097,3
GM14021,1.621322642308999,3
GLT28D2,1.6206264342844896,3
SON,1.613818495736694,3
ZFP182,1.6055490091856601,3
GM16523,1.6053816674114845,3
6030442K20RIK,1.6012735540428213,3
SLC25A40,1.5979448598174593,3
ATP13A3,1.59684454897192,3
C4A,1.595835437250661,3
SNX29,1.5935748402133598,3
FAM76B,1.5935089120170138,3
4632427E13RIK,1.5930361586514141,3
PRKCA,1.5920920442073683,3
AKNAD1,1.5912492250387467,2
SRSF6,1.5910094232752632,3
MARCHF7,1.5896189915505936,3
RASGRF2,1.5894234057207564,3
GM4787,1.5889557098007014,3
RBBP6,1.587214812341854,3
MED15,1.5858682802696766,3
YTHDC2,1.5858025072205617,3
4930570G19RIK,1.5814324055962434,3
KMT2C,1.579942491113444,3
TCF21,1.5775193881022276,2
KRAS,1.575751114750075,3
UBAP1L,1.5751445221501061,3
KCNQ1OT1,1.5748456321772657,3
SHANK2,1.5737858119949053,3
DUSP11,1.5735578793337293,3
THOC2L,1.5712263471692862,3
PCLO,1.571158859873121,3
TGM4,1.5706949791985843,3
PPM1E,1.5701553808410387,3
GM14296,1.5678096108461927,3
PHYHIPL|D630013N20RIK,1.567125962104761,3
ZFP386,1.564497107027765,3
ANKRD1,1.5637051902444874,2
KIF1B,1.5636823731368157,3
RALGAPB,1.5633358007648965,3
NDST3,1.5628125040170193,3
ECPAS,1.5625997975211192,3
GCA,1.5604116923255578,3
SMG1,1.5600244955564397,3
A230077H06RIK,1.5585211919408335,3
POTEFAM3A,1.55805599188242,3
REX2,1.5577139799085225,2
RNF150,1.5555378421141277,3
CKLF,1.5537159044325815,3
MAP4K3,1.550380489937442,3
SLC38A3,1.5494475323362644,3
KCNQ3,1.548689864295871,3
MPP4,1.5461080411967922,3
LRRTM4,1.5433504427559381,3
DDHD1,1.5428268675213967,3
RPL21-PS12,1.5423781885329868,3
PFKFB2,1.5421617289152907,3
RPGRIP1,1.5390158955717925,3
WDR47,1.537439281020773,3
FAR1,1.5371443708271137,3
GM15712,1.5347732140129435,3
SEC61A2,1.5343282088964987,3
6030443J06RIK,1.5341539671375146,3
OLFR1392,1.5322858544224394,3
GABRR2,1.5319047828961188,3
KIF28,1.531068658756178,3
DYNLT2A2,1.5294913310558946,3
4930402K13RIK,1.5292771639048608,2
S100A7A,1.5291008403558737,3
ATP8A2|LOC108168164,1.5276182762491903,3
TOGARAM1,1.5269690488916694,3
UBR5,1.5258892012973246,3
NFKBIZ,1.5253580536905422,3
CLASP1,1.524747430191339,3
ZCCHC7,1.5191709298053004,3
ATF7IP,1.518525714632976,3
VCPIP1,1.5182592255664964,3
CBLL1,1.517582448227379,3
EPS8,1.5174546920498688,3
1700028K03RIK,1.517232732955371,3
USP54,1.5160541939438963,3
SCN2A,1.5150468737146705,3
PCDHA12,1.514711833650325,3
PCDHGA8,1.513081309736857,3
PDS5B,1.5120780157601796,3
PCDHB19,1.5117841104619831,3
GM11743,1.5112649871593271,3
KDM4C,1.508814470764446,3
SCGB2B7,1.5077556049522383,2
ABITRAM,1.5074296568989076,3
PCDHB18,1.5065026193522586,3
PLXNA2,1.5041911587654262,3
HEATR5A,1.5040215683880114,3
RAPH1,1.5039732989528887,3
CDC40,1.5031582280764393,3
SESTD1,1.5024916371883323,3
SNORD82,1.5003254089585374,2
FAM78B,1.50002660096796,3
ZFP451,1.499979858210958,3
ZFP729A,1.4983542720200214,3
MED24,1.4971047782667977,3
FAM135B,1.4969074619145708,3
THOC2,1.4952750218299184,3
SPINK7,1.4951282960323937,2
GPR21,1.494695344521709,3
AKAP9,1.4938763008461,3
SETD5,1.493826394741169,3
FAM53B,1.4934004969459773,3
GCKR,1.4917065959938904,3
OAS2,1.4913561562432758,3
PRR11,1.4898931735285554,3
9630001P10RIK,1.489455065350269,3
ACKR1,1.4874533222628783,3
SYT14,1.4860940602002228,3
G630016G05RIK,1.4858550931542942,3
SMCHD1,1.485476538771244,3
TIA1,1.482657075047915,3
ZFP326,1.4817065109235876,3
KCNA2,1.4812441256146325,3
TCTE2,1.4795742129189244,3
PEX1,1.4788697072631638,3
CCAR1,1.4778533142944585,3
BORA,1.4772065541429524,3
NR2C2,1.4763561772934517,3
PRR16,1.4757866263856212,3
APBB2,1.474859247364053,3
FMR1,1.4746429609241174,3
NUS1,1.4737918113433697,3
4933402C06RIK,1.4729238991720752,2
CSNK1G1,1.4728291704966507,3
MDM4,1.4682905730827052,3
ZBED6,1.4672765466464412,3
XYLT1,1.4653107022207188,3
AU041133,1.4641944136464418,3
SLCO1B2,1.461475770173723,3
RFX7,1.4591055380429505,3
PAK5,1.4581068938130135,3
ZFP292,1.4580636826408433,3
APEX2,1.4578087757403402,3
PCDH17,1.455765605928624,3
NUP160,1.4537950827563468,3
SGO1,1.452801132707019,3
FYCO1,1.451884146677921,3
LRRC8D,1.4513520258156853,3
SBF2,1.4512157558477412,3
COL26A1,1.4496908422303385,3
ADGRV1,1.445521158374284,3
CAAP1,1.4422992994135362,3
PRPF39,1.4421381464269754,3
PAN3,1.4419247850006105,3
CEP290,1.4416043113314096,3
VPS13C,1.439382590094482,3
MTM1,1.4392632066481525,3
SCGB2B20,1.4389336529587795,2
GUF1,1.437463129749858,3
RFX1,1.437250187294752,3
9330117O12RIK,1.436977423970595,3
ASAP2,1.4361599550671196,3
BRCA2,1.4354729312757837,3
USP40,1.4306014324166398,3
CD46,1.4264428616227383,3
PIAS1,1.4261318452371385,3
PLK4,1.4236736558027856,3
KNTC1,1.4230504182847425,3
OASL1,1.422977057749016,3
UNC5C,1.4226663020898853,3
TEX9,1.4221185502552631,3
PCDHA11,1.4198936424555475,3
CDKN1A,1.417482609919358,3
NCAPG2,1.4167485272788687,3
PSME4,1.4137017898052375,3
KTN1,1.413073922832605,3
STAM,1.412386919256505,3
GM10030,1.4123762348327382,3
RPGRIP1L,1.412293576584,3
NKTR,1.4121253703406413,3
A730046J19RIK,1.409966958895349,3
HOOK3,1.4096478938212924,3
TNKS,1.408990362889705,3
PPP2R5E,1.408979817664198,3
PHLPP1,1.4078525435397395,3
MAP3K2,1.406310480811676,3
GMCL1,1.4053311484439706,3
TBC1D8,1.404929140244939,3
SIAH3,1.4043703817983835,3
SCAF4,1.4032202693495577,3
SLC4A8,1.4030901859401441,3
SLC9A8,1.402298754267543,3
GM15328,1.4015969041304708,3
PICALM,1.3998602467468648,3
PDE7A,1.399400766382204,3
SLITRK3,1.3990027176774484,3
RPRD2,1.3987796493082734,3
SRSF11,1.3976482381529873,3
ARID4B,1.3953446402111647,3
FCHO2,1.3951052039775729,3
ST8SIA2,1.3950492352600659,3
MAPRE3,1.3941201937255174,3
TARDBP,1.3920876232615782,3
5330434G04RIK,1.391684724508366,3
JCHAIN,1.3914348044996594,3
GALNT7,1.3904562074733076,3
GBP6,1.3899460091194509,3
ASXL3,1.38834137009591,3
MCM3AP,1.387076194439462,3
CDC37L1,1.3859548075296626,3
GLRA3,1.3845320659503895,3
GM10548,1.3842317024844641,2
ARFGEF3,1.3834051180106604,3
TNRC6B,1.3831687895502653,3
ANLN,1.3822407335345364,3
ZFP488,1.3818852036506584,3
LRIF1,1.3818168226013532,3
NTNG1,1.381380151512787,3
ZFP938,1.3791871454121176,3
ARNTL,1.378891107852296,3
SNORD55,1.3768428553075396,2
KCNH6,1.3766064157443487,3
ZFP951,1.3764459143149559,3
SPAAR,1.3759317776647542,3
RICTOR,1.3758897349587265,3
GTF3C2,1.3754440643214119,3
MTMR11,1.3745219655940772,3
SCAI,1.3735593543774582,3
CCL9,1.3728231298467675,3
PHIP,1.372754059623902,3
NCAPG,1.3727135275197417,3
AA413626,1.371606757188566,3
ZFP236,1.3715852302337834,3
ETAA1,1.3707397174356288,3
OGT,1.3705037595811003,3
NUMB,1.3697284601676127,3
FAM214A,1.3695851830718206,3
5730507C01RIK,1.3695634892500543,3
SLC24A4,1.369024115908436,3
MCPH1,1.3679370485981093,3
1700066M21RIK,1.367240431217071,3
ATP2B1,1.3659074535971218,3
THNSL1,1.3658290940997244,3
WDR59,1.3653215522247961,3
RNF152,1.3649769061279171,3
STIL,1.3647173532016452,3
RALGAPA1,1.364148471635979,3
TTC37,1.3630594810210546,3
GM6254,1.3614666174092684,3
WASL,1.3606761246444625,3
ZFP287,1.3600756905857754,3
BBS12,1.3600568984982306,3
DCC,1.3595279375164957,3
RPRD1A,1.3590203571613004,3
BICD1,1.3590016134970597,3
A330076H08RIK,1.357867569207719,3
ZFP654,1.357157493249975,3
ZFP942,1.3566739734221163,3
ZBTB26,1.3565418721071518,3
KRIT1,1.3560478511855578,3
DDX58,1.3557228071184086,3
TUBGCP4,1.3555840547932785,3
CHIC1,1.3517449664369678,3
VSTM2B,1.3505451551600964,3
IGKV15-103,1.3504626601761602,2
SFXN2,1.348946184413678,3
D630045J12RIK,1.3469875855598439,3
ZFC3H1,1.3466301975908852,3
KLHL20,1.346372919242721,3
TTC14,1.3462222113057465,3
N4BP2,1.3453865567333143,3
DENND4A,1.3448000741392885,3
ARHGAP11A,1.3436295782425474,3
ATAD5,1.3402482169072918,3
DNAJB14,1.339847859121826,3
PLA2R1,1.3384107518637023,3
AGO3,1.3383537251337645,3
CPN1,1.3383115100488345,3
CILK1,1.3370971605455262,3
MALT1,1.3354295421163151,3
LPCAT2,1.3353140241787589,3
BAZ2A,1.335176984190408,3
AFF1,1.3350693566539746,3
SUZ12,1.333858927327002,3
FAM98B,1.3330585886769095,3
DNASE1,1.332555833059148,2
DCX,1.332407342622478,3
PGR,1.3296588404163077,3
PLEKHG4,1.3291061496891363,3
RBMX,1.328661746045949,3
MELK,1.3284869568107502,3
ALG2,1.3284805601793657,3
1500004A13RIK,1.327938508977049,3
OAS1A,1.3276317850200334,3
PCM1,1.3274249069831214,3
STYX,1.3270301362295382,3
B130024G19RIK,1.3267550823886947,3
4930405A21RIK,1.3266607668662391,3
PADI4,1.3265562429757554,3
TTBK2,1.3264518782164647,3
