"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_GLYCINE_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_CARDIOLIPIN_SYNTHESIS","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_CHAPERONES","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep1_B2",0.193037403475615,-0.0152566602255217,-0.0139841957561842,0.298221500626551,0.224058941429756,0.47571041124565,-0.0219366549060847,0.284432659942165,-0.0376207632374355,0.406247434399597,-0.0749007287848449,0.119092999840337,0.390633309010744,0.195077704926804,0.135003133952841,0.525198708485743,0.175381413030646,0.413189406475397,0.125597673259011,-0.107263682425014,0.32690364655629,0.0158645721338752,-0.0187120769928426,0.0803565359894533,-0.157619363528754,-0.184851270460905,-0.170340865539593,-0.16061053975264,-0.0141885791982221,-0.288028825445067,-0.126769766398591,-0.112563240116323,0.112965669775315,0.250189673358791,0.131008167541478
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep2_B4",0.584231137667143,0.542496210429712,0.614684357488357,0.649183770256294,0.476476556134286,0.635266092104571,0.408904438104403,0.429911544366606,0.445660922534278,0.520916062349337,0.556943397148608,0.582536597328312,0.581378271794957,0.582102073509245,0.534461501197155,0.630674239114619,0.488539665041758,0.525083020739271,0.414530453306449,0.460136592821517,0.640123580845815,0.55700025946639,0.663893237311394,0.249509292255726,0.453605738393906,0.165796482637146,0.398014017020954,0.456431783738582,0.411959999749235,0.241653666598608,0.36420678878709,0.429418327301175,0.481203879288103,0.522990650535766,0.366870870458762
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep3_B6",-0.424680739986152,0.127027673204166,-0.414660044503246,-0.3748726047137,-0.348291338959632,-0.0522582978516403,-0.269446591927843,0.207596622929753,-0.192018360442008,-0.0905679988974761,-0.418708507199828,-0.368634420547988,0.141630395166704,-0.396015389936387,0.0192126436612235,-0.329847838581001,-0.519030204431792,-0.234248987110237,-0.34012389950327,-0.557279174982734,-0.337649141315031,-0.285669143837933,-0.417197432755323,-0.204070303146312,-0.180821603457191,-0.286564559352276,-0.593595792114616,-0.552883673460138,-0.346799725955852,-0.497274059803912,-0.472783648969024,-0.551610627494838,-0.183041981039814,-0.393049975412513,0.268238590842807
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep4_B8",0.168663217226625,0.212477274086699,0.0509860578380337,-0.0346003569556553,0.285729367043701,0.367650070140215,0.137838299669211,0.501329269969391,0.163522718893366,0.479513266195006,0.382615570300247,0.342794493300659,0.574322520926552,0.179407406234211,0.228902102951994,0.413537781573685,-0.27135781079937,0.282417915699182,0.17956485307473,0.180599806033026,0.262135093404202,0.184445854392123,-0.0389164320804258,0.147571280374549,0.244596336188063,0.187263513557547,-0.0198067342516733,0.104007385974132,0.261451386133247,0.234374999999988,0.135916008378598,0.191638030217249,0.250922252337076,-0.0598562936802132,0.432156370294162
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep5_B12",0.0583607568901467,0.324796843806016,0.0619370978572721,0.0150447872511929,-0.109008965888816,-0.0836409831282927,-0.107023955356979,0.304903142994045,0.27597388705124,0.309603812393626,-0.353864146121919,-0.213672339352747,0.226521771516531,-0.183926575441244,-0.0122554731947555,-0.209672981860203,-0.345904210004796,0.0937103095243534,-0.0631570551948744,-0.450881095890641,0.0286218095005154,-0.0832681024994699,-0.139016873928224,-0.195981083345793,0.0446835713055132,-0.118932285152211,-0.411767939119751,-0.484789674988564,-0.288953110554535,-0.247606508829508,-0.373361301481137,-0.386968071007035,-0.0456077471807876,0.0631915476442984,0.0433717158605719
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep6_B14",-0.0511486688233627,-0.364353646639459,-0.202056667623176,-0.116195015043171,-0.0104512180723929,-0.187441793228975,-0.269614232489717,0.202420368059362,-0.142747943038651,0.463362944109308,0.0362399569482951,-0.00648071368470809,0.119577348122194,0.449122219470866,-0.191089235205391,0.617924713092575,0.535859127822423,0.330554107712132,0.0229672937957815,0.356078597860747,0.312605688564216,-0.184178250338061,0.132028559103745,0.313777493865321,0.0453841452636636,0.247815808407787,0.163504897455268,0.0516664805081702,0.237560347954253,0.472144376267131,0.253214243967681,0.231806726172925,0.246617882689597,-0.0412095440862055,-0.144285773370542
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep7_B16",-0.427754436650183,-0.34441862353296,-0.176216287789732,-0.591716376825141,-0.35899631805214,-0.2295753965282,-0.174308784872181,-0.131983100969997,-0.399082409126134,0.0729557730052419,-0.28342283121113,-0.326540106166553,-0.406229765684438,-0.42739222564831,-0.408536513022381,-0.351383400996896,-0.346697747630894,-0.142607350359269,0.230656831285467,-0.400488183520553,-0.142245221956221,-0.10735894712627,-0.181498539143787,-0.313678591425211,0.00273007724764246,0.0385042188644065,0.0954349849254939,-0.516694313006615,-0.350702323958127,-0.402431225644725,-0.229157012934226,-0.469673690155524,-0.255307164372314,-0.313212350164351,-0.0413642432218382
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep8_B18",-0.237680128887149,-0.427919016206283,-0.433283427231743,-0.610167917407273,-0.323946292115809,-0.191078615621082,-0.131784994327608,-0.3114274011803,-0.455283146696141,-0.146592091505825,-0.229510731494617,-0.359285387783597,-0.349625098053883,-0.072290262586405,-0.472379879829962,-0.155250843369268,-0.109423258207405,0.0189001925010682,0.300743355734227,-0.216192486200167,-0.11935371287026,-0.311391316509362,-0.0717582591316892,-0.249673376298905,-0.155272850481634,0.123779897772827,0.148247137208157,-0.224563928621096,0.0238843320604102,-0.205681584612156,0.0454370824680381,-0.228543206206461,-0.150529063107274,-0.255383140179065,-0.0403720673686789
"Mmus_C3H-HeJ_KDN_BSL_0days_Rep9_B20",0.437590493276241,0.0068493394170431,0.311175502970635,0.427791488122868,0.398745948906409,0.408651055631232,-0.0643395604521152,0.607421420701963,0.143265092505952,0.541508641514994,0.266465362118177,0.197379965722233,0.33911798521634,0.447726951830308,0.0657192972008167,0.460489692042663,0.603112303972448,0.525684866161506,0.444122810572324,0.359276126618911,0.54236948356847,0.246802013880182,0.450335713557925,0.0963346170433866,0.431535598576495,0.386088350469669,0.443547675790448,0.0793819683540053,0.329458012752304,0.189741718266558,0.390066613055184,0.221315139873279,0.149254483626429,0.408024814057802,-0.07999966336286
"Mmus_C3H-HeJ_KDN_FLT_25days_Rep1_F2",0.041509693091343,-0.0508300720543497,-0.13894350423818,0.127160885363727,-0.211082568703154,0.0956727630145492,-0.414690806069238,0.204924412862766,-0.215830241189409,0.285554405038841,-0.351901768795293,-0.202180291038464,0.370727458560835,-0.196942221042871,0.204144277395575,0.115111664816248,-0.225243950478868,0.0647334959076257,-0.181343801483973,-0.375374783428562,-0.05186922642431,0.260191804488168,-0.133482859915705,-0.170473238117314,-0.0862195480227388,-0.0904360926419017,-0.45362865334775,-0.395622136563614,-0.157451310292787,-0.337991709943988,-0.341083204083886,-0.3242474923698,-0.143388541228868,-0.0663188111851419,-0.0173782049527307
