"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_GLYCINE_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_CARDIOLIPIN_SYNTHESIS","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_CHAPERONES","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_BAL-TAL_KDN_BSL_Rep1_B1",-0.299457055169503,-0.141992695994971,-0.0298807149606368,-0.209088978551124,-0.153793916419501,-0.1113694545355,-0.239891406274057,0.0169546825331442,-0.0353739766941208,-0.0694283192997449,-0.19331530551529,-0.32496264699813,0.208393042744594,-0.168311166078645,-0.405774164115004,-0.185453589585118,-0.344489055105553,-0.0516405813711317,-0.405448998574737,-0.358648202050223,-0.367179529893993,-0.408026224348605,-0.398054289555706,-0.082167456259142,0.164814711336388,-0.130303500799336,-0.424744439567234,-0.543880733002754,-0.445383854671601,-0.530479295938125,-0.43943680441929,-0.53863862600185,-0.28049522218023,-0.496846898557909,0.31504338317487
"Mmus_BAL-TAL_KDN_BSL_Rep2_B2",-0.718002636664703,-0.774718245275423,-0.735302809399265,-0.705685435087992,-0.517154314533566,-0.464292022663879,-0.396471300716091,0.0965211049973354,-0.641191699477069,-0.343496745508622,-0.566152913519463,-0.593148140100709,-0.586587997626229,-0.478058741970545,-0.571370946771184,-0.524857097870152,-0.416384138561069,-0.589116566729597,-0.670422969523789,-0.551149520822269,-0.528715982050843,-0.62226373210937,-0.587034838063494,-0.138290231068134,-0.335973690858124,-0.0996608850756615,-0.663305619258262,-0.688743597907409,-0.61189155373206,-0.373893970870938,-0.545620900019719,-0.627187692587843,-0.500203776225216,-0.692151975500422,-0.0643059914872473
"Mmus_BAL-TAL_KDN_BSL_Rep3_B3",0.512792057922556,0.546401224587198,0.676858561525075,0.648026698746025,0.57058875974059,0.379176088337555,0.489368416745403,0.570840775512931,0.591750004866642,0.549468532451356,0.678932882103793,0.662040232088919,0.474464454182087,0.695801908383632,0.385753745452813,0.544908765225289,0.529976522511575,0.607587635493394,0.646603980836591,0.749372211965742,0.603178301186739,0.396922588469792,0.627937066556246,0.110222393824095,0.525919708701229,0.543945461318235,0.730424230333661,0.683865232390372,0.564050552134815,0.676637548958723,0.646358914997923,0.687297445333839,0.705382762713064,0.495953134368797,0.351111538760252
"Mmus_BAL-TAL_KDN_BSL_Rep4_B4",-0.4089117948358,-0.477849315942507,-0.247148590424658,-0.472545783357722,-0.340677622409946,-0.407187107364077,0.0472918261458232,0.00586668846492716,-0.241492080218765,-0.017917716587367,-0.011712871773113,-0.0203658642095261,0.128069582853158,0.138749673572667,-0.441544769807363,0.0150223712532746,0.228869525215677,0.0413636986778622,-0.0870719946217639,0.318770954120605,0.242217164547991,-0.0562309413961695,-0.293484671945358,0.145457146082196,0.323505339989387,0.466467331237733,0.367034650071764,0.225297432302822,0.263023334788747,0.498828367447467,0.297622067558089,0.271244155173496,0.303999579188779,-0.322273453511871,0.232209321395331
"Mmus_BAL-TAL_KDN_BSL_Rep5_B5",0.673505429619251,0.759754319653059,0.749217155865021,0.645593634343217,0.667202964911021,0.599848921036692,0.59555127796145,0.563232774193572,0.715243104902816,0.445963767003964,0.5839131354286,0.586180272337235,0.692011740645495,0.57146783984779,0.529662673149782,0.406302068131511,0.273004333238985,0.559007709160899,0.546518002447648,0.512775456793346,0.50779263730546,0.362727447467957,0.637159130874957,-0.0103262220557024,0.378911186994362,0.317479180580836,0.529092918643984,0.538786501522495,0.509797236244261,0.294778559201381,0.518725307354723,0.501489171815628,0.57786434504426,0.516999236151644,0.519044589533973
"Mmus_BAL-TAL_KDN_BSL_Rep6_B6",-0.423629369926118,-0.552305973595298,-0.561903143380842,-0.557313470485248,-0.421849885473716,-0.521034258365543,-0.31056030832331,-0.284108991745415,-0.425302191417264,-0.33761164444894,-0.500490109599353,-0.557531885807532,-0.365027300995644,-0.35363206770532,-0.355395456500195,-0.270401636686016,-0.189864730101853,-0.263944614509128,-0.131073593782466,0.04602068561874,-0.133342380496414,-0.256349116999055,-0.167022268858892,0.110042531835124,-0.446469378808099,0.00313438210772959,-0.0162371457877778,-0.356935203392868,0.0234719160936321,0.0299171842649947,-0.0313354550214623,-0.246503954994671,0.0686823646017032,-0.130578494194139,-0.342923338187392
"Mmus_BAL-TAL_KDN_GC_Rep1_G1",0.159285864048867,-0.270181743959775,0.0662042112638591,-0.300849928586823,-0.349789195773984,-0.328371430942561,-0.180120217672908,-0.208159079615052,-0.0055964356841289,-0.206495783356237,-0.158583347818496,-0.290657798861538,-0.391014893315521,-0.266456627845416,-0.385492897269565,-0.287557861052414,-0.207152530434186,-0.316873726080674,-0.0257360477498899,-0.465250221940587,-0.343150597185821,-0.41556580832895,-0.565339730404202,-0.437902120715563,-0.417118301304577,-0.409083634999149,-0.303962289609912,-0.332340633670539,-0.364172932384451,-0.0461180124223754,-0.333797309806209,-0.195326829783769,-0.330984207997461,-0.357765382469023,-0.241273368098019
"Mmus_BAL-TAL_KDN_GC_Rep2_G2",0.438035978647737,0.0575685424696772,0.427782116745495,0.0489434775376534,0.0456865884506361,0.268437240810991,0.422865645710066,0.13183413975239,0.396235176261556,0.213959189000083,0.225340357758618,0.125370109306379,0.120430067281808,-0.032184292266796,0.171731814651854,0.377702134987405,0.0669108035954954,0.338939579608918,0.373377706199148,-0.0427774907500792,0.258070359664404,-0.301436670265298,-0.200297848118725,-0.243850966233008,0.198280194147648,-0.155315772614023,0.0996698005033904,0.185532978144508,-0.051630495360181,0.402726289835265,0.0407697395041823,0.291698707552437,-0.0784597867715164,-0.142458194777375,0.0582023787212514
"Mmus_BAL-TAL_KDN_GC_Rep3_G3",-0.431802066237304,-0.415536336391128,-0.482631790704408,-0.374796216753087,-0.475393386197903,-0.499383290233273,-0.355164055827957,-0.246867695975087,-0.402554376592619,-0.251234191742704,-0.540538759399775,-0.568689025397721,-0.103005111948482,-0.575287999304439,-0.528791993450492,-0.711799182151261,-0.594263373603579,-0.513007556850536,-0.406992299272325,-0.63772426276516,-0.622618317159876,-0.43219918189677,-0.612506744836568,-0.443479327208865,-0.274698171910854,-0.294613164715507,-0.51719681105109,-0.626099641932277,-0.491170896376938,-0.430609132434387,-0.485201876683039,-0.523777379996494,-0.437463720036512,-0.510250318981947,-0.297540159088517
"Mmus_BAL-TAL_KDN_GC_Rep4_G4",0.651180648948784,0.60455484016764,0.565608758521317,0.546081900766656,0.491000054563647,0.390812088474357,0.409540975045216,-0.219582983769695,0.596350501931859,0.0740769469945514,0.493182862054844,0.584258917323787,0.298347894744753,0.548083358274562,0.516484467313434,0.615236417033635,0.531440267104934,0.554006622427351,0.408387574995071,0.64207220827358,0.600783953671724,0.636670692096536,0.679114137227473,0.155071567350267,0.34347999977043,0.41126163414842,0.567817041723676,0.712588378208327,0.510807236914499,0.688743293621674,0.552624243074273,0.685967263327796,0.456414557978702,0.557578799618486,0.319448807394644
