"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_GLYCINE_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_BAL-TAL_LVR_BSL_Rep1_B1",0.485523991063592,0.291544646897293,0.615398423453129,0.438002516920405,0.565811892015629,0.473056060503336,0.27085080663112,0.49070356379938,0.286838856978056,0.111746652528028,0.24994928286282,0.375077439256232,-0.0728124632331309,0.233328447394747,-0.122255728376198,-0.0998556880431024,-0.164267360415533,0.064960473248622,-0.178530735688017,-0.20586739985228,-0.266098376909638,-0.256133027767579,0.242196391982438,-0.0811050203124959,0.0359260707749927,-0.344026922804593,-0.240088998010768,-0.327572071343537,-0.546692325932422,-0.323126826308894,-0.258432981242556,0.277632349268556,0.32070756613319
"Mmus_BAL-TAL_LVR_BSL_Rep2_B2",0.462321951702959,0.361322751537207,0.621163589773439,0.639879870346196,0.546651232766615,0.429027073723391,0.264606620333996,0.522082608333286,0.315289996626898,0.439622918600303,0.589364338226477,0.613141023064673,0.534846829391433,0.224414353369317,-0.0985825941194747,-0.0861420286864834,-0.0110819403853557,0.578008082467234,0.339992475144223,-0.0153191605833169,-0.110037966451979,0.285534154550964,0.230552188543648,0.0167734420501084,0.107924635529329,0.416165917574503,0.536974477710586,-0.0780675045713815,0.365982690698565,0.270707947073823,0.484113932905682,0.379312720308084,0.425757132870226
"Mmus_BAL-TAL_LVR_BSL_Rep3_B3",-0.00527992492535487,-0.298987705389742,0.497344471655377,-0.142825113954992,-0.0345934222693008,-0.0387135469545032,0.0500805021433354,0.522729342508715,0.0735874327995562,0.262010376121425,0.263784365793681,0.351040577578693,0.106942652652129,-0.280651995389895,-0.0522305407873545,-0.211770790314754,-0.108225622018406,0.0290837101752729,0.239377981579132,-0.0914392260894218,-0.301661310655283,-0.150219341510865,0.408871347688068,0.148649712332891,0.0955429463900402,0.160813202522453,0.011146607799187,-0.00202125943605323,0.334567335297813,0.152498292262745,0.207740521329721,-0.0486575646198668,0.254454526508509
"Mmus_BAL-TAL_LVR_BSL_Rep4_B4",-0.421294419037262,-0.319940548322595,-0.257730803821865,-0.0844184656365416,0.0501840839199015,0.193790159042159,-0.00118547387148113,0.136797603586821,-0.169063954886494,-0.246272485356236,-0.151378370005276,0.157591369849383,0.00297245937528209,-0.318454316699077,-0.254379527920178,-0.464964553476072,-0.200273806018433,-0.350777963624927,-0.505816233613032,-0.221692304973563,-0.301093122625482,-0.648748354831287,0.0236502795261815,0.0167508782333834,-0.136604759138642,-0.374716158115655,-0.578922633799882,-0.470578450208852,-0.471458195544956,-0.413092379075215,-0.520716909470409,-0.135052498857757,0.249134951863095
"Mmus_BAL-TAL_LVR_BSL_Rep5_B6",-0.725694232390998,-0.687252230985263,-0.75629397171814,-0.696874798570292,-0.608445815349928,-0.597887268763391,-0.441656096036357,-0.526707275116624,-0.158333779145801,-0.329225963253898,-0.661467011225059,-0.411075973211145,-0.474202799176487,-0.462832978464101,-0.534860100873983,-0.478400315915647,-0.561290384982993,-0.0872474743864934,-0.526364977399943,-0.621886569816716,-0.656706356508134,-0.595147004761055,-0.300775227841137,-0.526971262913543,-0.334559584723829,-0.28935382265907,-0.556743802228706,-0.290845400539921,-0.0739038616100341,-0.292397130137987,-0.446808811907297,-0.586683835698429,-0.217636132179564
"Mmus_BAL-TAL_LVR_BSL_Rep6_B7",0.252008548369659,-0.237463441706772,0.411158591789009,0.116379744979914,0.218881274544133,-0.0145180495780203,0.282450626427261,0.223335724431929,0.135086657459482,0.255203553831644,0.23639906731569,-0.0752904228129092,-0.293113315737783,-0.0317482094081377,-0.148207296478726,-0.0041632431569158,-0.107813219775157,0.375954782332579,0.160602042751143,-0.0653904199410653,-0.253947024175375,-0.0607667320812093,0.0424069032665453,-0.316862489641575,0.197740930584888,0.467844435101148,0.470651086487729,0.0511058484798944,0.475341319218625,0.273737136809613,0.434180165721361,0.17785162691985,0.277953309045937
"Mmus_BAL-TAL_LVR_GC_Rep1_G1",-0.0110665503237873,-0.0131609597019007,0.0287111991147835,-0.194175439547985,-0.124707399559683,-0.0340076329437189,-0.107177851852466,-0.0204078567771872,-0.144320065968921,0.244041955961985,0.0288977003655078,0.248450615974978,0.0518480355730291,-0.30004322667548,0.280022001147968,0.203414627888705,0.417322510415458,0.30557697673918,0.329706944203599,0.314257901228184,-0.218448343232429,0.214225526375249,0.0278882731918231,0.0491709252134186,0.00614515364942275,0.346414715297031,0.348533504124613,0.0266762581314743,-0.0664143329313863,0.223846104748805,0.265919703319199,-0.0168199692002007,-0.0167487469795729
"Mmus_BAL-TAL_LVR_GC_Rep2_G2",-0.266448171911937,-0.316417921787596,-0.353581768754169,-0.0743303970669738,-0.190122207657792,0.0116682716324652,-0.0564928458569864,-0.292330242485161,0.0347370227072985,-0.158632441375407,-0.24147508839012,0.411173273676062,-0.0956804067507281,-0.366165578903999,-0.280918370542666,-0.198701042601285,0.0620060997577912,-0.17338422361662,-0.302747472827226,-0.0738228442456709,-0.307801518799665,-0.193133594285467,-0.26750181710856,-0.0624146250806065,-0.279086601634239,0.0920777453119498,-0.229520551289859,-0.287510138852912,-0.382467149200986,-0.0488469679002696,-0.320771177839317,-0.2406988997475,0.141961925462489
"Mmus_BAL-TAL_LVR_GC_Rep3_G3",0.36519796370835,0.522094525360866,0.415108402399696,0.297691896599352,0.258643530766267,0.192075699644377,0.0816796994029844,0.241940665042101,0.0318484949819666,-0.0975098055781877,-0.0249527412325873,-0.0685259764533709,-0.00502316910819633,0.275185757173387,0.0627152517750952,0.114569797251984,0.0798747515755973,-0.268284063018434,-0.12216616804789,0.0237571514190215,0.369475603616512,0.151906079206532,0.306457270558989,0.237221887692143,-0.126449638310341,-0.366253998287435,-0.421138126129329,-0.220025020387977,-0.419988341178903,-0.341605424663063,-0.351099111287484,0.220844187579037,0.0194015700511914
"Mmus_BAL-TAL_LVR_GC_Rep4_G5",0.0145595465711064,-0.0175249609533548,-0.309527935259151,-0.461379028617464,-0.399809696665117,-0.388455008492582,-0.449969631114454,-0.268188459338624,-0.204803592689324,0.0360321691258729,-0.067850622624611,-0.243289894120126,-0.0969496286393633,-0.0196667205293596,0.1505714509458,0.229081041069956,0.0465132177828277,0.13745142408685,0.159333258034388,0.0549053523191001,-0.162984260399783,0.0831230664373758,0.0236634309339775,-0.0958760966801337,0.222289447987248,-0.30477917450206,-0.0552742625884828,-0.0549109640615669,-0.108622863528828,-0.204445875441204,-0.126338823790782,-0.0368585943911072,-0.276858607506354
