"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_GLYCINE_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_C57-6J_LVR_BSL_C1_Rep1_B1",-0.165924900250132,-0.663639002351032,-0.497727661580557,-0.382239656203306,-0.510269845478309,-0.347538662229932,-0.301724640197408,-0.503050860792504,-0.171109557751376,0.15051846498901,-0.167117412860096,-0.412463490126121,0.0401129729088736,-0.0663339160887295,-0.364059836178364,-0.145358982713642,-0.532770006568053,-0.161950495770857,0.0639186672955372,-0.362377219366496,-0.516266754378051,-0.295777261397495,-0.0224329930720674,-0.249934838356682,-0.0989876056601368,-0.111424212617636,0.205173219665078,-0.104078724373461,0.486308052211583,-0.0108925398008026,0.27392386304588,-0.348881202565775,-0.353760436342463
"Mmus_C57-6J_LVR_BSL_C1_Rep2_B2",-0.408392266150363,-0.51459451665858,-0.498782109674573,-0.161387232875583,-0.26646978527182,-0.362877118099303,-0.12454100870622,-0.356741216863883,0.0439642311094541,-0.149369845148205,-0.22589507881794,-0.294406150948031,0.00328994332508964,-0.138154748394169,0.0244208440816574,-0.0936803289168909,-0.48706247516892,-0.113657117369706,-0.272371882465907,-0.130300509617218,-0.33961232508635,-0.154862340292386,-0.126259189837995,-0.370091228219392,-0.386868953039496,-0.0430239470301669,-0.169722496869334,-0.214433645540486,0.010033843873869,-0.197519674134542,-0.0414881432792683,-0.0967132345674811,-0.257968900332995
"Mmus_C57-6J_LVR_BSL_C1_Rep3_B3",-0.249560550973872,-0.451123576101498,-0.358771313573792,0.0683270125559478,-0.317194331907031,-0.0612061570559133,-0.274241452785205,-0.149545882022297,0.218217200500932,-0.28096334724556,-0.28444042205048,0.265124329416235,-0.307266729224266,0.0238531406747244,-0.243255283823745,-0.289892766794595,-0.364488656414747,-0.0692437193259895,-0.597552683639407,-0.177182586344706,0.00255680830347843,-0.43547274267362,-0.320332026045073,-0.240589764111997,-0.449963818855583,-0.47806352750607,-0.655756942214329,-0.426188711094935,-0.604609705374211,-0.462838415336551,-0.593705574305439,0.0500118177897188,0.147931987146617
"Mmus_C57-6J_LVR_BSL_C1_Rep4_B4",0.042198722038653,-0.162846450707626,-0.00537980235075897,0.152232712736461,0.0125359587793911,0.201611959338411,-0.000673194900874113,0.040854142070322,0.0855656973023951,0.260965724491142,0.0566183012566007,0.381327352372481,0.132619894209523,-0.218310859623168,-0.29567488396918,-0.221932282097658,-0.361584083369459,-0.177866920410585,-0.237902185507897,-0.338618478907343,-0.0593857852784951,-0.135409037632895,-0.128921539303895,0.250015650000517,-0.0962412676613602,0.191823282544853,-0.132150976700266,-0.217216523959944,-0.0335368392504831,-0.100477486746627,-0.0555552504614417,0.0783823866236198,0.203316667327161
"Mmus_C57-6J_LVR_CC_C1_Rep1_C1-1",0.158290717495378,0.254393756229732,0.0463196954030837,0.298291856728931,0.435570428070103,0.139611504505751,-0.0628402719658977,0.210754381716586,0.272289348252016,0.421338224075879,0.269321803643694,0.484878629298573,0.402334310924916,0.0638463955668259,0.369809149525412,0.484730582886776,0.401245988559713,0.517911142612136,0.572509758888448,0.47734348626902,0.27578130323924,0.632753929241371,0.201329442171358,0.209077729693545,0.288701435150785,0.448401014132012,0.557312107906597,0.488248836274374,0.477435081607986,0.494493741030788,0.56509403147247,0.359084100113595,0.0864186226087199
"Mmus_C57-6J_LVR_CC_C1_Rep2_C1-2",-0.0925880185548202,-0.131004587369937,-0.302586185781213,-0.362950017122222,-0.241242013784281,-0.10136882615415,-0.451889607177131,-0.382836360242661,-0.318642829676376,-0.361753443464736,-0.317029084121683,-0.453404776190661,-0.27776582819319,-0.143940704503692,-0.336814502326955,-0.519610055942477,-0.539204907184093,-0.60313692589788,-0.423069228670855,-0.435715020752926,-0.306584204370572,-0.289177790427224,-0.130335815180176,-0.314142113737315,-0.0775167618121074,-0.514415183216013,-0.383748782218495,-0.342024158694736,-0.0116484043066301,-0.341406685689231,-0.34336929172719,0.0234784105242935,-0.300865818353954
"Mmus_C57-6J_LVR_CC_C1_Rep3_C1-3",-0.0816471609640312,-0.201183354422585,-0.150682071572294,-0.4372017658674,-0.151819517986879,-0.183380414274875,-0.337708480873094,0.177845683353853,-0.24022747116852,0.307265411005279,-0.0895525909204742,-0.080085215948541,-0.0433109923673778,-0.187614027773297,0.172302624845838,0.281776419063759,-0.32017241615979,0.295928141594064,0.263034466073394,0.147037804588929,0.0996130313971753,0.353978104154334,-0.245180889238449,-0.205341458132579,0.220597479081894,0.509776713760034,0.208715635166773,0.313715426876604,0.338043953076881,0.417614959350417,0.217411747411776,-0.038426519560239,-0.363412152527618
"Mmus_C57-6J_LVR_CC_C1_Rep4_C1-4",-0.0787084713639896,-0.121064824946921,-0.362019944350605,-0.193417069646144,-0.40389495817351,-0.338939713199618,-0.501072122690224,-0.420461926107082,0.0486163902982728,-0.213050555030964,-0.250458459015838,-0.0188234370426389,-0.463161578661188,-0.129137096240669,-0.411315035572579,-0.264406463087008,-0.384554792006436,-0.40788795693964,-0.553836679393911,-0.288657425770782,0.192171026440365,-0.336562040496464,-0.0937546162794993,-0.170977092667671,0.204820941072183,-0.371192824711875,-0.602729777840216,-0.273159536094609,-0.321707750211641,-0.379258974669101,-0.484106407326081,0.247880151560252,0.167488548608797
"Mmus_C57-6J_LVR_CC_C1_Rep5_C1-5",0.497326649307523,0.325957864956004,0.485389136516091,-0.0347125402496279,0.260287765186921,0.306059542997884,0.18810961292968,0.456208028688296,0.246373409095703,-0.124039519273507,0.016315042692128,0.0598311540565412,-0.268286350380425,-0.127725045178219,0.382583016940507,0.0809955683621288,0.159661260372495,-0.277151984894096,-0.135258195095365,-0.00638930264235818,0.049689475018868,-0.06963453439148,-0.0747513010454343,0.0185005870000937,-0.285954829343282,0.0496356757868036,-0.459457589007021,-0.220922456522104,-0.557812084533052,-0.171714880333101,-0.47073670096773,0.266197809398525,0.0233821166175626
"Mmus_C57-6J_LVR_CC_C2_Rep1_C2-1",0.162158918540073,-0.237341903816038,0.0500723575362785,-0.208293469887021,0.198383470615439,0.147073947734112,0.095650541244766,-0.165237249113428,-0.031887021751542,0.44299317034245,0.385830911299387,0.107929273708984,0.146455819084135,-0.208052928693752,0.394640779084548,0.453075774657813,0.352992667308356,0.25199484368939,0.589177401087694,0.433693043115729,0.0387043509109132,0.304729466925709,0.188003128596507,0.182802137761201,0.307584957002475,0.529711869294662,0.696783066953963,0.498673024763093,0.625735114956656,0.511432019109281,0.655948676449379,-0.04267382181799,0.160896997446846
"Mmus_C57-6J_LVR_CC_C2_Rep2_C2-2",0.666522979483022,0.569951870972982,0.549720430881042,0.590948174046813,0.526087075790907,0.689655853064413,0.578022664626638,0.587306589087839,0.339311429828334,0.559458512615588,0.549811610294551,0.571909815428885,0.525163805681782,0.405788325945695,0.204165292356214,0.316505693685787,0.103055342339262,0.130309374472084,0.414459672918842,0.297848472160365,0.367895172233913,0.260552259999744,0.215788432561368,0.598512449798959,0.207264226385212,0.322340955598493,0.512982357416568,0.214580432822185,-0.0326838241544898,0.297662641998466,0.417594123922121,0.570085846071511,0.394174006031522
"Mmus_C57-6J_LVR_CC_C2_Rep3_C2-3",-0.622401188959746,-0.620746391974016,-0.518951935511864,-0.392195077943702,-0.52965727063537,-0.372620457683845,-0.413331076654778,-0.601656416564188,-0.413585491861531,-0.0290244594128867,-0.207416689147305,-0.14834019681292,-0.28111255440993,-0.0954295356986144,0.131216562343918,-0.0270856124581926,0.247309786274555,0.205528125813568,0.268885429007921,0.237054235149217,-0.305272289987336,-0.00409728263906536,-0.0984626522063639,-0.444352081257035,-0.00257842903221317,-0.032435798635273,0.291475581972258,0.00900199470837743,0.379387286455155,0.0493404971646828,0.242670722257439,-0.508338224433543,0.0861811695981019
"Mmus_C57-6J_LVR_CC_C2_Rep4_C2-4",-0.255864213625517,-0.206912505045311,-0.172058763582011,-0.0521164192282449,0.202483336181387,0.040567828054846,0.189745549940835,-0.322990561968057,-0.216177147320303,0.0690154301601766,0.214840792498022,0.135569488411899,0.153564044449735,-0.219717282638791,0.194895116548432,0.0686859653255265,0.39175779224419,0.121033169684655,0.514746825797421,0.349052207827822,-0.0773198726507373,0.157745403404431,0.22989235960446,-0.271898487094504,-0.109024317063038,0.405334284884705,0.479002384606105,0.305856914788467,0.263186236249998,0.402794917814995,0.348850082263386,-0.0234718722635954,-0.0022103798700977
