"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_GLYCINE_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"RR8_LVR_BSL_ISS-T_OLD_BI1",-0.34833612749335,-0.116000917473601,-0.290003727123663,-0.192490265199442,-0.372921603348698,0.0286337686807105,-0.250237547415504,-0.0963729616032511,-0.0751235592826904,-0.343591078565134,-0.281849425500717,0.386152571843225,-0.531776723933675,-0.166793158926654,-0.614829945776573,-0.423560384834105,-0.425331579513077,-0.192483402493311,-0.585685840010531,-0.464457112650883,-0.0300865716118328,-0.592600013311181,-0.100229308681945,-0.432108727686164,-0.307720461408769,-0.395894850804974,-0.585419404064555,-0.200891019664046,-0.498364724936261,-0.388307073603047,-0.519788864159277,-0.296813473957916,0.1325338924457
"RR8_LVR_BSL_ISS-T_OLD_BI2",0.472284002574532,0.183782208527367,0.572287667045298,0.179464847373856,-0.0479434053605681,0.0933574436960198,0.269247583779446,0.522321998524585,0.0119744518902917,0.160687018762129,-0.051491728217184,0.332306936594769,-0.170581596696933,-0.232175711338873,0.0201856209309975,0.0183406052187127,-0.105581123824945,0.207748625103848,-0.21631798494014,0.00287278456114254,-0.151568516274784,-0.0414350044812097,-0.1211864722703,-0.146148510242389,-0.245152334983602,0.0350027546621652,-0.202219230642691,-0.195889879674965,-0.349227162150714,-0.154294892115085,-0.183765350838907,0.37816888168233,-0.0555961335898994
"RR8_LVR_BSL_ISS-T_OLD_BI3",0.384085656502973,0.360536356333011,0.472918619270521,0.29414370026225,0.386882856116209,0.136954564932529,0.338638632238662,0.382321672979165,0.108482561891315,-0.127222194125812,0.149921201763947,0.490992997175087,0.00809413540081916,0.153194646194606,-0.246189029453775,-0.160286544938441,0.0420433510398316,0.241735439745188,0.141238525163425,0.00441479413623561,0.349436768251904,0.424020693418474,0.196018412843932,0.170463776269354,-0.334644061154898,-0.293143445048787,-0.436355508392257,-0.318595028312656,-0.552554113967361,-0.297586963618839,-0.428659725430601,0.414863601038575,0.00432706341313227
"RR8_LVR_BSL_ISS-T_OLD_BI4",0.118691667869134,0.026523738400842,0.253046062112927,0.112486791088808,-0.160314619554177,0.207213746457255,-0.190201265603061,0.0753041051140889,-0.0834138529589836,0.0249898527057867,0.101394044698648,0.327140011726087,-0.149310223003614,0.0914305829217679,-0.308881801267664,-0.415217748180748,-0.0948816945890194,0.407569424006557,-0.478953919612415,-0.33563573808355,-0.174064123378195,-0.439663330493317,0.00561452535734339,-0.022087805083618,0.11155315279574,-0.309270734845138,0.0205713145688959,-0.182244082550365,-0.298771035399944,-0.322904265070897,-0.0300849000466237,0.168973358691143,0.200048590052011
"RR8_LVR_BSL_ISS-T_OLD_BI5",0.515781211497603,0.420672308665843,0.667766288282003,0.337139672878858,0.129730547734828,0.388163374414682,0.381564801950375,0.564234708698847,0.133143881010436,0.11496029422788,0.133046651995243,0.357213146449065,0.0147710463860908,0.188068355429495,0.355792922119282,0.149906865406905,0.412094001636568,0.521196978439553,0.00760938540504918,0.0295436353914522,0.264360587738554,-0.0506932161826567,-0.251256352047419,0.0445274607487778,-0.077746703090279,0.284797265892115,0.00792673274899183,-0.0396265353799334,-0.42007927011928,-0.051143264891524,-0.0638356872857954,0.243304160774135,0.103071461674324
"RR8_LVR_BSL_ISS-T_OLD_BI6",0.448905738406227,0.361909343965223,0.632994833435941,0.318396001274757,0.399105360963371,0.340765633476332,0.326071613373637,0.587206229759187,-0.0731838041266427,-0.228853508702304,-0.0861278627680452,0.0735536258570722,-0.156788082883737,0.0314673148277688,-0.309529128270981,-0.188394209408826,-0.0603329809810298,0.39325306372638,-0.273045162525996,-0.0283044509927785,-0.179257149152561,0.177849235603075,-0.0399257463308478,-0.114174106202466,-0.103685982920856,0.375433178720115,-0.233287688162172,-0.371125899524426,-0.400891378995128,-0.0954921669538221,-0.275896021124292,0.478871525897712,-0.216588468265111
"RR8_LVR_BSL_ISS-T_OLD_BI7",0.295612469360298,0.259903374477367,0.325195662422284,0.411645822319672,0.186721143060554,0.104471250933318,0.137738932484814,0.0508028815740048,-0.107338904001118,-0.0796974809869066,0.0735670620852419,0.246431249237081,-0.0621025983479862,0.275242144858055,-0.5115454132492,-0.410755581005684,-0.255097465499444,0.351023264170066,-0.366771245406881,-0.477087554932149,-0.0219889729223565,-0.354864569470102,-0.175276923535271,-0.0434975578052991,-0.27269544162485,-0.43222968690276,-0.283589923377396,-0.386084505127881,-0.399876059529826,-0.388998380859236,-0.293212065790389,0.258312768735859,0.192519769327299
"RR8_LVR_BSL_ISS-T_OLD_BI8",-0.0324770048059429,0.305055522012603,0.189408158732734,0.439676789415232,0.391603463034883,0.336445904679594,0.342991195873069,0.319067196088643,-0.211304820235485,-0.303472238949458,-0.0979525795158512,0.267313404545135,-0.318711319708302,0.107760857065872,-0.566121605167503,-0.439361053116339,-0.344089171335732,-0.278372244064773,-0.388426820950292,-0.500729409017301,-0.0812024148020218,-0.0210746004486075,-0.131052961365656,0.0305106656245279,-0.403130796037349,-0.523657542270381,-0.388079269079169,-0.512735013958348,-0.254265727077994,-0.47495886679339,-0.34843233182996,0.0995418869279551,0.244286394316091
"RR8_LVR_BSL_ISS-T_OLD_BI9",-0.0567250130538817,-0.221358967861979,0.169822375836029,0.0396017075153748,-0.204540063040232,0.236638370992487,0.0987128866324008,0.249346549175259,-0.321747975417715,-0.4685083538287,-0.486172902886177,-0.143138603012231,-0.510849172176401,-0.214324502959205,-0.561979026019103,-0.355357777553737,-0.279350579275203,-0.293653511907436,-0.574372355476654,-0.308594994927305,-0.0406415856407505,-0.548932649849155,-0.236484975334224,-0.222271784911515,-0.294392230391085,-0.552902434037219,-0.608350364508012,-0.565455911815407,-0.564693530071026,-0.570653602271517,-0.548368187978053,-0.113171704960501,0.0857704144890089
"RR8_LVR_BSL_ISS-T_YNG_BI11",-0.478784540494057,-0.284633111767329,-0.480580022610032,-0.350439170406905,-0.153879321972964,-0.253559489473567,-0.345182885343516,-0.311860195995622,-0.539223092724745,-0.616519577478031,-0.491562722736724,-0.00356898060642027,-0.467433830775382,-0.107781167212661,-0.388637682808786,-0.412533334665721,-0.333608886380192,-0.459644015828622,-0.524022977785982,-0.471856891937779,-0.112986464320807,-0.365017348315408,0.0108357183442653,-0.365286356444377,-0.292155888953266,-0.638895339319553,-0.694142415780608,-0.583837475668225,-0.690390315310718,-0.590610674513844,-0.660323071115321,-0.322711841650388,-0.253535886871481
