,MEblack,MEblue,MEbrown,MEgreenyellow,MEmagenta,MEpink,MEpurple,MEred,MEturquoise,MEyellow
Mmus_BAL-TAL_KDN_FLT_Rep5_F6,2.7458660994299633,3.7881052830746933,2.0688977489152833,5.97827671664073,2.3014002159959155,2.4324193283211817,-0.8308322400956094,0.6739358308850067,1.5266908431962927,2.5913198815893526
Mmus_BAL-TAL_KDN_FLT_Rep6_F7,-6.149772447415689,-1.3455146916935627,0.09048963082962341,8.988768396034851,-0.27691813309396135,15.932136763408385,2.4486563212121832,-1.8901532438963125,-1.8692938187602508,-0.3751620796890248
Mmus_BAL-TAL_KDN_GC_Rep1_G1,1.9656238362635468,14.515562697474902,0.4689257954201453,-0.19041717927513072,1.959503599472016,2.6989836085351833,-2.4545437980738067,5.561434320924811,8.919704825565914,10.371398593990016
Mmus_BAL-TAL_KDN_GC_Rep2_G2,0.22956008791415788,9.347156247035045,-0.3246014819025385,1.4983016465835333,1.006933724897471,4.221014806383638,-0.34740863715625236,1.392809134825353,5.521588435131474,6.916650897805722
Mmus_BAL-TAL_KDN_GC_Rep3_G3,4.074819082661891,17.46187001753683,5.430039911750844,1.663867706641082,-1.9128175093618103,3.102200715385704,0.3580056648018194,4.908883037459202,12.339764104891204,7.867133497112141
Mmus_BAL-TAL_KDN_GC_Rep4_G4,-0.8624023564149592,-3.599312043099807,-3.493595912871583,1.865572860575423,1.055329054723463,7.4821161860419005,-0.6593239011476676,-1.9464155914014127,-2.3494104520787507,-1.242508762389709
Mmus_BAL-TAL_KDN_GC_Rep5_G5,3.51616308712077,-2.3475362443898113,-3.476134431006222,-7.588828662513216,-1.1061355986475663,-7.471642671660966,-0.7273205874353993,1.8767962776537712,-3.0646469250529034,-0.8729665574205958
Mmus_BAL-TAL_KDN_GC_Rep6_G6,1.8877381830547713,-6.796943095434506,0.46652939059012577,-0.2204602946165088,-1.1938715550332109,-7.396926135040049,2.183027738938238,-4.93000422030627,-2.03300777626736,-9.945812968775856
Mmus_C3H-HeJ_KDN_BSL_0days_Rep1_B2,-5.429904886858679,-36.39695731542239,24.04691690174326,7.51949228395104,-4.988246518269811,13.145259656452877,11.32021845854272,-16.5951258331627,43.910958714213635,-0.3042943531032633
Mmus_C3H-HeJ_KDN_BSL_0days_Rep2_B4,-7.000979449540215,-36.152528864390504,23.82780910768128,-7.987038380217112,-3.5888757999465932,8.024576079354615,11.192734951583503,-12.367003461955651,45.668642790324476,8.640513981690107
Mmus_C3H-HeJ_KDN_BSL_0days_Rep3_B6,-7.759017792670669,-31.777028939489867,21.27564251266922,-3.2896313466668152,-6.653812326656392,13.182870463675007,12.369634862155346,-11.685100616016282,44.17123929927524,19.52269753618836
Mmus_C3H-HeJ_KDN_BSL_0days_Rep4_B8,-5.895992278310478,-35.80637009962734,23.27956769007485,-6.285392626812259,-2.799383627685106,-3.207335195504869,11.312321465654687,-13.095239451418104,44.639895796032874,8.504769851490297
Mmus_C3H-HeJ_KDN_BSL_0days_Rep5_B12,-6.7469714046615294,-40.51869653517606,11.808455171573867,2.706580499987313,-8.900517520962453,-12.272513771756023,8.937864470836459,-11.962657520776567,42.83651348214937,-1.054349084837676
Mmus_C3H-HeJ_KDN_BSL_0days_Rep6_B14,6.270789952049485,-36.092280403628145,14.447210254152253,5.9421349688499205,-4.359399366837369,-6.904143119861291,10.8652426355013,-11.092558183216346,46.83877290727669,-0.3570167232115296
Mmus_C3H-HeJ_KDN_BSL_0days_Rep7_B16,9.018438761348866,-35.983184375263214,-62.44352950567625,7.3387939965691595,-8.83761018426832,-5.349148711669311,-11.582420734104133,17.297939004258453,31.92997226668706,46.12425518272395
Mmus_C3H-HeJ_KDN_BSL_0days_Rep8_B18,4.694445170568658,-29.613579774334266,-49.599067732083114,14.632876660561083,-8.319414236002027,5.5938744531317015,-6.646187671802817,15.565826809915718,40.718908366582944,44.516980508965325
Mmus_C3H-HeJ_KDN_BSL_0days_Rep9_B20,-3.347722036520634,-39.1052027827584,-10.470566164329105,1.7548208698138321,-8.546779138571944,-2.081576271517137,9.715408281945198,-9.446540475276088,40.82418763532328,-3.0991450826399074
Mmus_C3H-HeJ_KDN_FLT_25days_Rep1_F2,-3.2160152618542748,-37.105393484444306,22.83244848622861,-3.677533026798908,-5.77819317185239,-7.966960653331305,11.941396133517356,-16.072702218521645,45.64749077890556,4.990869336395422
Mmus_C3H-HeJ_KDN_FLT_25days_Rep2_F6,2.519371618391415,-35.34614248339612,26.388082949898394,2.6591438263311797,-6.952288514857335,-12.738314044566074,10.55873145572254,-15.808814471284732,46.172038291988464,4.177077022388415
Mmus_C3H-HeJ_KDN_FLT_25days_Rep3_F10,3.4656679425335786,-36.491222797480894,21.318633133132867,2.378733972084088,-9.878434091959088,-7.339340647043851,9.167986746623766,-17.889175307397164,43.88658591322162,-6.683331792573268
Mmus_C3H-HeJ_KDN_FLT_25days_Rep4_F14,13.495068699394999,-32.20902614152577,-31.74708190684795,2.2867794639180676,-10.548506846113494,5.609472490476679,5.618874372287029,4.847240153459041,43.76245475306607,32.34396116632158
Mmus_C3H-HeJ_KDN_FLT_25days_Rep5_F18,20.36366798744571,-33.33095092350361,-44.78463131230175,-1.6448978550552964,-8.488428982526566,-9.88813059216782,-4.228019909363959,5.331431061803156,40.81866465897939,30.07343040495072
Mmus_C3H-HeJ_KDN_FLT_75days_Rep1_F4,6.5364016368450795,-34.12393254417302,27.819733436781338,1.5936777621320766,-8.269718209710923,17.28627294248172,10.412864285521328,-15.215421015142613,50.96119913073129,3.1913203767850535
Mmus_C3H-HeJ_KDN_FLT_75days_Rep2_F8,4.558638980639523,38.12362285457989,27.776207815460385,9.693046932863021,-7.21845582912703,11.703679087455077,9.587093613644756,-15.025423845510836,-40.783959131753946,3.9740098949301346
Mmus_C3H-HeJ_KDN_FLT_75days_Rep3_F12,13.008274213751413,-34.723295948141775,-60.14582016113914,4.998647892243701,-9.80197290573651,-14.914308654394356,-10.697433357318637,14.466361736746101,37.980102026767476,36.926441398746334
Mmus_C3H-HeJ_KDN_FLT_75days_Rep4_F16,11.323335491088423,-34.03006147354337,-20.689441600462715,-13.483123019264017,3.1212683889577386,-0.6466621781700005,9.099592487327556,7.6095745455660415,45.830377339525555,22.541126442343174
Mmus_C3H-HeJ_KDN_FLT_75days_Rep5_F20,-1.8253266190808293,-38.71762330121683,2.3391911799564142,-15.719337777171388,-13.234246788077964,-14.513336476595057,9.764754949541617,-17.910578355781137,47.83248478398279,-11.603052582529743
Mmus_C3H-HeJ_KDN_GC_25days_Rep1_G2,8.550551845162698,-31.405084780120827,25.494524171091964,8.294790265680172,-8.390528379545756,33.90487015782297,11.064531409339954,-13.589687969776136,46.061446800783486,-0.13745428708814886
Mmus_C3H-HeJ_KDN_GC_25days_Rep2_G6,6.877961231692858,-32.809284740979436,24.494054265905447,-9.71667112640814,-5.110900080486138,8.417766529149173,10.110535695951048,-12.56057892232962,44.15261058808845,10.753257417970039
Mmus_C3H-HeJ_KDN_GC_25days_Rep3_G10,5.602304424911037,-34.86938946601692,21.140079648752195,-2.3068261823528418,-5.975399685183981,-10.718699863432258,10.82102430901349,-15.389523025336942,50.63771572552015,1.8545311887002487
Mmus_C3H-HeJ_KDN_GC_25days_Rep4_G14,21.944138284828014,-35.56018207787254,-62.58784713642431,6.039310815832405,-8.449345550974552,-12.499058761448483,-8.3785749260573,14.171165933552189,35.65534910858214,22.399778705627973
Mmus_C3H-HeJ_KDN_GC_25days_Rep5_G18,17.911816958630766,-31.664622760871335,-58.49323424809629,11.547920198444762,-7.393815899082131,-0.0837134442185079,-10.656392911841754,12.752355919950137,38.256921431506946,35.84000668872473
Mmus_C3H-HeJ_KDN_GC_75days_Rep1_G4,1.679816275350776,-33.66878935866356,29.445905822950547,6.759759281960522,-3.4666432440210366,14.012358582473226,11.978541455765994,-14.061083717395205,50.78919781147844,3.861654264591069
Mmus_C3H-HeJ_KDN_GC_75days_Rep2_G8,4.735365236485221,-34.90653460652653,19.09915412000407,-1.7161225923502939,-7.271405744846194,-3.4763142129728313,9.596377883572194,-12.801304721730899,50.95085772359528,3.081148918763309
Mmus_C3H-HeJ_KDN_GC_75days_Rep3_G12,13.829802702646436,-33.83567063542292,-58.587452635501826,0.18328309272088741,-8.883395725437763,-9.499363494462497,-8.191986453891824,14.017306242828152,38.19421295186729,36.8789031673696
Mmus_C3H-HeJ_KDN_GC_75days_Rep4_G16,12.857556208176867,-31.92625405967398,-59.98010039775891,-1.4559434950233228,-8.800778512817692,-8.294394910303033,-11.783210312875514,16.892759128909255,38.79830189537728,43.30426314469125
Mmus_C3H-HeJ_KDN_GC_75days_Rep5_G20,14.996847649680046,-30.345243401079944,-40.64774526795344,0.8562616620784266,-9.093032063477178,-16.576394145284137,-2.695994637756562,4.718052997001885,47.02378679493041,30.053957547979973
Mmus_C3H-HeJ_KDN_VIV_25days_Rep1_V2,9.434617963187076,-34.71457718592083,26.9138849032653,7.447437290226509,-8.861357684089176,20.38189855732418,10.814307465821232,-13.766763968563726,47.965978616415136,0.08320065698404609
Mmus_C3H-HeJ_KDN_VIV_25days_Rep2_V6,6.646409254478781,-33.29694578628493,18.055095181312577,5.451329890797735,-7.513818914926984,-9.150642550536364,9.91304591461671,-14.095244347518854,47.368226087966015,8.655815433706966
Mmus_C3H-HeJ_KDN_VIV_25days_Rep3_V10,6.758322199390114,-37.33830604887029,21.13363399215988,-1.4207416858285566,-9.103369103232408,-10.7019809383754,9.916039265218213,-17.03388531686587,44.94380837066385,-12.734064443800866
Mmus_C3H-HeJ_KDN_VIV_25days_Rep4_V14,21.382639928240298,-34.733893286392934,-47.26391796661094,7.522589082616146,-11.276278277941458,-10.421498228063717,-3.964939502403336,5.798150186180782,41.09123602109945,19.888617942674855
Mmus_C3H-HeJ_KDN_VIV_25days_Rep5_V18,18.117795832499695,-32.6396975243694,-45.91905733640337,1.3618232473755796,-9.44591848488184,-10.735430050789233,-3.449612336922759,2.3063654308901405,43.616282053663674,26.18442969552125
Mmus_C3H-HeJ_KDN_VIV_75days_Rep1_V4,4.951605324509272,-35.496706320979555,18.576854414786094,-8.63577834800631,-8.452799487035355,-1.0664146977045483,10.807923884368437,-17.064683858616732,49.09884732866255,3.6030041932976204
Mmus_C3H-HeJ_KDN_VIV_75days_Rep2_V8,6.090581376614014,-33.194441591771536,24.822341659871913,-0.06146192219005342,-5.063723599893387,4.846303009838418,11.32641323392266,-13.7062674351487,51.65906299992518,10.69595288365612
Mmus_C3H-HeJ_KDN_VIV_75days_Rep3_V12,3.7843613549487793,-35.305468291812616,-5.804413947214217,7.724847230446984,-11.620009263570878,9.047287100487209,9.750639382054832,-16.519658109412173,47.49277737873623,-12.03461149188517
Mmus_C3H-HeJ_KDN_VIV_75days_Rep4_V16,14.764666544317059,-32.09283460498747,-60.18506740465045,-1.2136822980042115,-7.595614905419157,-14.204716003470436,-12.121340377958056,12.414681308954512,39.146897569811756,35.48741571293536
Mmus_C3H-HeJ_KDN_VIV_75days_Rep5_V20,17.256482729210468,-33.63838851872065,-47.65877170268903,-3.1174582156635275,-12.811566906272478,15.941070452639195,-5.222873983151285,0.6663071938505407,47.8726991306428,5.75394089870863
Mmus_C57-6J_KDN_BSL_0days_Rep1_B1,-3.8218442850152856,37.21654911999103,25.296808488853078,8.740807063413811,-6.764592692598257,-0.6392042338412971,10.938975135638632,-12.801974630483414,-41.806341006618204,3.776318562829888
Mmus_C57-6J_KDN_BSL_0days_Rep2_B3,-12.083923764497698,38.24720128728885,25.644037811569934,1.887274469644057,-3.282387371912334,-6.345018699078894,9.95225508254797,-8.27106014524632,-45.604311550078236,10.682360946985055
Mmus_C57-6J_KDN_BSL_0days_Rep3_B7,-9.151910128558276,39.19327598786188,24.67359341429045,3.8410901009700744,-3.4913401888483175,-8.48068633039773,9.965801878872806,-3.4234734455608407,-44.67044074096145,14.442667701976324
Mmus_C57-6J_KDN_BSL_0days_Rep4_B9,-13.104027364625782,33.88036989319224,19.928593724045225,1.2959251745771216,-5.89895898356318,23.194285080566488,11.422607865079133,-12.93562465058728,-46.078398578887345,1.4716016360559234
Mmus_C57-6J_KDN_BSL_0days_Rep5_B11,-6.5700560626818865,33.668227437413805,16.486496589204446,9.914579502643788,-6.430836773918325,12.971177027427707,10.166975536536825,-15.432458491774003,-44.261244709538104,-1.9800191348972749
Mmus_C57-6J_KDN_BSL_0days_Rep6_B13,0.9613069073586138,35.12172230712113,-65.42238395693367,-10.960732832437108,-6.362362017647954,-2.3479285803215952,-9.83508263514504,14.457042227233817,-51.72958430245413,36.92116254359707
Mmus_C57-6J_KDN_BSL_0days_Rep7_B15,0.48017416414341046,39.5223983171185,-59.006840941444985,7.9552630914803855,-8.280405238916376,8.489431138130614,-11.228300906240635,17.284098617508377,-50.185566188048696,44.53821165515385
Mmus_C57-6J_KDN_BSL_0days_Rep8_B17,-9.824733812510866,40.56995765574506,-10.057339401105901,4.98451859955812,-5.56612271009224,0.27009234776180063,7.975544979371843,-2.1095964842227635,-48.497184101782324,9.772283849401614
Mmus_C57-6J_KDN_BSL_0days_Rep9_B19,-7.286836270898613,35.34321829786635,-4.637329974956955,3.125357825515386,-6.442111852525609,-6.592331164924172,9.953186655421888,-9.254620434068364,-45.960122713434146,-2.6853383719055532
Mmus_C57-6J_KDN_FLT_25days_Rep1_F1,-5.099887178535533,35.10481768652598,21.906341862253722,15.22257971918161,-5.169951813659676,34.51217207121241,10.984573300105758,-13.193879725204907,-41.763097543240114,0.1009506775228782
Mmus_C57-6J_KDN_FLT_25days_Rep2_F5,-6.783072276512842,38.52626479628747,24.653531726370147,-4.264349415083898,-2.7708506943076734,15.707764639627898,10.000119621016596,-7.910121381169254,-43.786948959742986,10.232473134483756
Mmus_C57-6J_KDN_FLT_25days_Rep3_F9,-7.815709486183559,37.24676486934534,18.941357281850685,14.453341055908789,-8.159415354086573,11.211392343193735,10.577530469642825,-15.964159570988878,-41.86516613015163,-3.3825102404676306
Mmus_C57-6J_KDN_FLT_25days_Rep4_F13,9.966995309664926,44.17588324490587,-62.9796077093622,0.5581915182960121,-4.926780906537735,-16.431856077131528,-11.337818846380152,19.348507347971626,-50.20085119464547,48.15743518084345
Mmus_C57-6J_KDN_FLT_25days_Rep5_F17,9.721120458538639,41.474361184308165,-48.87314322456109,3.317943250400598,-10.069818920261994,-7.543279809121679,-5.30822730686103,8.51016311300666,-45.39511302710127,28.30681417277788
Mmus_C57-6J_KDN_FLT_75days_Rep1_F3,-1.091679511415502,39.52001455564387,25.304326581011836,11.746865906207681,-6.798358504629618,32.1931086521343,10.725239150135666,-15.633876383799299,-41.19776400074736,7.113465159241085
Mmus_C57-6J_KDN_FLT_75days_Rep2_F7,2.530964825599015,-33.75328780775093,23.414953974376257,-1.3555231361847626,-9.564757531234099,4.174988834599791,11.03123029445798,-15.99443176985698,47.992528765618076,-1.1918020745937024
Mmus_C57-6J_KDN_FLT_75days_Rep3_F11,5.186646513161849,39.658412577400796,15.27785767694242,-5.189866929704056,-5.138860576992243,5.044340965139128,8.5130988705532,-14.493475259218414,-42.939561503975,2.8460949461501763
Mmus_C57-6J_KDN_FLT_75days_Rep4_F15,4.58355223350954,40.457457819733925,-48.383209958695225,3.3001444362935466,-6.8034561364379496,-9.013766406981427,-6.624406669687522,7.718975523246209,-44.623634776758124,27.457106818417852
Mmus_C57-6J_KDN_FLT_75days_Rep5_F19,14.233950468167887,41.64065466880146,-56.1049792670521,-9.333678164439416,-12.781330594956028,-14.428436236545306,-9.43138126190785,11.067630498972965,-46.756607237933515,21.832425196356134
Mmus_C57-6J_KDN_FLT_Rep1_M23,-2.669764356233619,-1.8747281166187395,-0.9195302542677379,3.4470939574693062,-1.396147356996873,-8.411644160943402,2.4516155680024956,-1.743077090777791,-1.4380099182985902,-1.7441052742385066
Mmus_C57-6J_KDN_FLT_Rep2_M24,1.3336498889925998,-1.5665854003405586,1.778419674606085,5.665756360097824,2.8959473762569123,17.511120629733096,2.0113052710462536,1.13406583321638,0.38049957494357706,3.530860886430851
Mmus_C57-6J_KDN_FLT_Rep3_M25,1.8269992344764225,0.8157284229363793,5.480396215416485,5.877524977943497,0.9087933736190336,8.896151804272016,-1.649083941627184,-0.7941872619116596,1.37299747014537,-2.8072858135992114
Mmus_C57-6J_KDN_FLT_Rep4_M26,2.682258702985161,1.5580599988485397,-2.739860847437677,-12.78167426651386,0.6064252500213472,-7.1869341749694,1.0940482634703317,0.42671041633964674,0.611342547431546,0.6721097177507094
Mmus_C57-6J_KDN_FLT_Rep5_M27,0.5880901438802943,0.9938110729406574,-0.3357328465138997,0.22761709571301486,-1.475862871862108,0.7932182234369615,-1.3070255800400385,1.0769678972575334,-0.22284986142311775,-0.5128515465096106
Mmus_C57-6J_KDN_FLT_Rep6_M28,4.218351297374232,1.3862109587005609,3.1821838056867113,4.502009118414908,-0.32791632854116487,4.192733449789675,-1.754044720458117,1.1173299186191792,2.5024459350785953,0.4220438083156763
Mmus_C57-6J_KDN_GC_25days_Rep1_G1,-8.004357120282599,35.270365697520404,18.90869283503992,9.201125016453634,-6.642848011082997,4.70822685413961,9.593364418382691,-13.315537576126175,-44.39783691217012,1.758856006829311
Mmus_C57-6J_KDN_GC_25days_Rep2_G5,-7.53806899440651,39.76691645138406,23.366607171789344,8.24527434580702,-9.146392784085647,23.137328611142202,8.662857786714252,-12.66492971865842,-44.32989588863258,9.64375804729665
Mmus_C57-6J_KDN_GC_25days_Rep3_G9,1.1014693306333412,37.79265290317819,21.834150198753836,1.5127819470118287,-7.539954242577156,-4.4598740566115085,10.24229491892612,-11.5382123897352,-44.27767415915314,-0.7690658146195573
Mmus_C57-6J_KDN_GC_25days_Rep4_G13,11.345467100674615,39.925949268368996,-60.366842778616686,7.8153989875068675,-7.241322747521355,1.871482105939628,-9.069773446902186,19.02186411872076,-49.328457474026244,41.207879727238435
Mmus_C57-6J_KDN_GC_25days_Rep5_G17,-8.428433728084315,34.766143149443415,3.2535808743303627,-9.344652806228385,-10.11247049011339,-7.760186138730662,8.717970461215984,-13.250538994324131,-45.56665454144159,-9.779546062481089
Mmus_C57-6J_KDN_GC_75days_Rep1_G3,8.772368572048753,42.80088479479248,-33.784111710494784,6.859364251171421,-4.2749653367208875,-5.512466833748792,-1.0739652576928964,6.047512659242003,-43.17279892971804,30.137964072267593
Mmus_C57-6J_KDN_GC_75days_Rep2_G7,-2.6897391259399157,38.75161402645809,19.27569596220443,-1.4051284506338815,-5.399638574735816,-0.26470541265095004,9.068115918704704,-11.507240739425963,-43.85404691774128,7.657691444826903
Mmus_C57-6J_KDN_GC_75days_Rep3_G15,-5.02816109470157,39.58750938640568,6.070021509488521,-4.4031148298661735,-0.29691385659798764,-4.050552058021158,6.810193363454472,-6.3467693949146415,-45.27523699256014,4.71755397777798
Mmus_C57-6J_KDN_GC_75days_Rep4_G19,14.413897748416444,38.86526241955815,-58.74584095189092,-4.248173747299614,-11.769519197512327,17.083586546491894,-8.520154628089767,6.11302556207804,-45.02227897490819,12.466237091054488
Mmus_C57-6J_KDN_GC_Rep1_M33,-2.3669691467068614,-0.4808963470079931,-1.630821614408945,-0.4587799070179298,-2.8495729414782014,-8.57975725223645,-0.39435434988306367,1.4373798506228976,-1.8495173093084698,-0.6133315499360403
Mmus_C57-6J_KDN_GC_Rep2_M34,1.9141474708304174,-0.6856570720311612,1.2764442933323776,5.570534335338758,1.0155873687725452,-0.3860885142133087,-1.0816262630821833,-0.9159762636552943,0.9833274850536997,1.8113065944611473
Mmus_C57-6J_KDN_GC_Rep3_M35,-4.261044622458923,-2.743212358354609,-0.26486311947951396,0.39067363036530406,0.6642576761223062,7.520761328253575,0.15689706701009773,-0.6914934555158742,-1.5153643253262368,1.6902142112900307
Mmus_C57-6J_KDN_GC_Rep4_M36,0.30520380046404233,-0.2256856791924524,0.7366049863040204,1.1157960612139053,0.4866545437136332,6.082673135087098,1.3807662704075083,-1.0303958053290214,-0.5991033207322912,-3.671931935324771
Mmus_C57-6J_KDN_GC_Rep5_M37,-7.886183251663266,-0.37533406977389056,-5.458044321516137,-6.629387977589402,0.41277794565406883,-15.77794049349904,1.5817817861374877,0.25003185658406785,-1.2870693336789205,-1.627910399430109
Mmus_C57-6J_KDN_GC_Rep6_M38,4.3152608380605,3.198288589890081,-1.1051959717208744,-6.927163385435132,-0.9409440352804256,-4.654293974710539,-2.490279370983384,-0.267355895448928,1.0613010561222613,2.85088130079381
Mmus_C57-6J_KDN_VIV_25days_Rep1_V1,4.684334682655172,37.65751194621764,23.415039485361927,15.815077458915598,-8.640484622553945,31.877098385270187,9.057137523513994,-13.347108431429367,-39.84813869752525,1.9559790584825265
Mmus_C57-6J_KDN_VIV_25days_Rep2_V5,-6.287823744499298,35.37401012351951,16.310921779999713,-2.5982246256727906,-9.885173679260491,-10.615507112485364,8.896859673771509,-13.42948373824642,-46.47955584331446,4.099816392254354
Mmus_C57-6J_KDN_VIV_25days_Rep3_V9,7.683726447319158,36.78988290113183,18.55265842737756,9.06705254329524,-5.579308898808535,17.08910391126496,9.477941908197398,-17.331000071175218,-41.630796553704336,0.40745152857223677
Mmus_C57-6J_KDN_VIV_25days_Rep4_V13,17.491143004026103,38.906824707512556,-41.57000666448807,7.164023608003716,-7.341850337996772,5.877664035371507,0.5218908870615353,0.954986625550733,-44.65964032733375,12.098619987131347
Mmus_C57-6J_KDN_VIV_25days_Rep5_V17,9.895749024300896,41.704852061916775,-54.373100112830954,6.477620262453007,-4.5838822769761,-14.327183343512411,-6.459289674035832,13.037520944095096,-47.095843663630404,36.88035300347678
Mmus_C57-6J_KDN_VIV_75days_Rep1_V3,5.036111280018923,31.570407444001674,14.980299249675191,5.585925873325804,-11.441047694044547,-12.597700759773463,5.465734622267322,-14.531527005183026,-48.897601049966816,-16.16953784642545
Mmus_C57-6J_KDN_VIV_75days_Rep2_V7,1.7377581463286915,37.2192976648177,11.436368233208476,-7.368206824385175,-8.565941093750533,0.9727472924679377,8.419130651696246,-14.654851493571941,-34.991087096496855,1.4883524764944827
Mmus_C57-6J_KDN_VIV_75days_Rep3_V11,2.5461139063489058,36.65240040214351,16.22777578877177,3.586239096957419,-5.725654522965293,-3.722302761715162,9.359889053758883,-14.855513286298107,-43.98119923368431,-1.7118658687132386
Mmus_C57-6J_KDN_VIV_75days_Rep4_V15,14.185212567282237,40.27769626087349,-67.05989076012936,0.9673576205900838,-5.690450762089108,-5.855886349806236,-14.081824627953912,15.392689977480543,-47.422270876500065,38.80636887322859
Mmus_C57-6J_KDN_VIV_75days_Rep5_V19,11.326751852717715,40.17821545132639,-50.44884942428765,8.071171958815537,-7.41327227191288,14.75295281102944,-3.9470540205601146,7.923291168656633,-45.82545014394985,19.891907716232396
RR7_KDN_GCrerun_25days_Blue_Rep1_GR01,-11.742789011664902,43.292282087207056,15.799475205697489,-1.8287287760914068,14.931341247038272,-9.662882958382577,-9.459073628745283,6.995201743481175,-45.20221077716565,-28.06641679672792
RR7_KDN_GCrerun_25days_Blue_Rep1_GR02,-7.042683020404437,-35.21071925109188,19.77366498290265,3.6941770907782248,14.39176928977065,20.197953929436764,-9.273998859424402,6.145915036623492,36.91074709532961,-29.11812278850862
RR7_KDN_GCrerun_25days_Blue_Rep3_GR17,-15.731346501014597,37.63529992993541,19.97562655692452,-5.477784905736274,18.897057389607106,-8.711453698518925,-9.817444083388697,16.24032243080936,-50.465475924243684,-22.412009917206987
RR7_KDN_GCrerun_25days_Blue_Rep3_GR18,-2.3079702332845393,-39.850600160082564,22.271485031523603,-10.658153048415707,16.22066281500103,7.596319264309812,-10.608756671247146,10.944190291188493,34.05278308212032,-27.64218058349294
RR7_KDN_GCrerun_25days_Blue_Rep4_GR25,-15.922454876913609,35.30516967400689,11.976029543239507,-13.27779475559706,15.542444661961252,-4.247002164093701,-8.86591921230978,5.600605172367277,-47.837351167019115,-31.49164334495928
RR7_KDN_GCrerun_25days_Blue_Rep4_GR26,-10.623481823363756,-39.35826399691818,15.249547651209177,-2.280712281430824,13.670124707023096,-11.910466675083246,-7.902133930687771,5.240576710185726,37.280050639137514,-35.92879424070391
RR7_KDN_GCrerun_25days_Blue_Rep5_GR33,-15.429814500935164,38.64191452665247,5.050802031466973,-12.264120295815465,17.348961659321017,-6.226572396318629,-10.740822810933038,16.42581994509589,-50.13451306769863,-24.212441383311337
RR7_KDN_GCrerun_25days_Blue_Rep5_GR34,-9.394889436625233,-38.020900636038675,10.532386500943472,-12.51575825219803,14.62057390453366,1.0658011395630769,-8.431207297826477,3.4877923976121643,38.33038929364691,-28.852156488557753
RR7_KDN_GCrerun_25days_White_Rep1_GR03,-11.339893043113841,38.32509729202784,16.99472824859343,-7.241482688923527,14.580854323100299,8.73830274929758,-7.531792812375836,9.541416179624576,-47.70539404453398,-26.5973868522247
RR7_KDN_GCrerun_25days_White_Rep1_GR04,-5.209743754715083,-37.554084717026576,19.87940146480004,-4.049653680027804,15.58566192166701,-7.477188380960202,-7.646427318210625,5.166438875433633,38.92650912605537,-25.908008214557707
RR7_KDN_GCrerun_25days_White_Rep2_GR12,-7.397901057024557,-37.90840516260282,12.47905143403861,-3.2373625451826307,16.439432571799024,-7.257136904689214,-8.298953598465735,6.439843252745028,37.6905117606036,-27.49751503956711
