gene,module_color,kME_assigned,kMEblack,kMEblue,kMEbrown,kMEgreenyellow,kMEmagenta,kMEpink,kMEpurple,kMEred,kMEturquoise,kMEyellow
ENSMUSG00000110884,blue,0.3688613366692558,0.0762051662061436,0.3688613366692558,0.04811890094859289,0.10457524935131744,-0.14766923359948492,0.10238650630262691,0.17392840766177015,-0.20841403296185623,-0.3209731094578623,0.029322364277117458
ENSMUSG00000084250,grey,,0.030024024489895763,-0.015280746633677724,-0.004853809336347467,-0.05266736661843721,0.012708207181840294,-0.1482314035457132,-0.012718670815057039,-0.01773498793465398,0.01974087372625237,-0.01773552993949535
F7,brown,0.3793418851941697,-0.2190041055504884,0.09855894755637254,0.3793418851941697,-0.09255848407345646,0.14215416789594718,0.15510286843645865,0.19465906898873744,-0.19186506213988838,-0.07502733680411473,-0.2544037972701122
Trim80,brown,0.6986286116642422,-0.451140125152702,-0.08291511171773201,0.6986286116642422,-0.06037688709819132,0.38538359180812365,0.14753142664523186,0.2173190504155371,-0.28074023807611714,0.08046874313010997,-0.5514677950303222
ENSMUSG00000097157,blue,0.3309674774603665,0.17388687041961728,0.3309674774603665,-0.20579121494808064,0.3017933508349362,-0.0858892970221288,0.18129743645634377,-0.11158304978416562,0.15410908271163348,-0.27415412641768194,0.19407377450074073
ENSMUSG00000109907,blue,0.1824250081445682,0.3262765343253346,0.1824250081445682,-0.33142308034569007,0.14369605784636405,-0.24548133878264453,0.07862516444622701,-0.04924517824956375,0.08255564911798367,-0.14097928653134334,0.35947113976799383
Kctd14,blue,0.8425701658072001,-0.3223416603950135,0.8425701658072001,0.061394767136165235,0.034546943866928456,0.028354691046722207,0.03963057467455848,0.058852725270685594,-0.058684738153446186,-0.8461953076563877,-0.05210652702614504
Ly6g6d,brown,0.8340584549392481,-0.6916700749953467,0.3396248782053512,0.8340584549392481,-0.16618044200310014,0.35732640571718816,0.17449340738902677,0.3726095520834006,-0.44793848663178587,-0.3457375389039563,-0.6759223358143227
ENSMUSG00000085135,turquoise,0.1260679620398818,0.12183162906212548,-0.11539973132483446,-0.1429247669044504,0.17255580048751662,-0.15025000772489927,0.030370204426509416,0.041160097514111114,0.02555727392932717,0.1260679620398818,0.18899491843900487
ENSMUSG00000102650,brown,0.28591892820005316,-0.08890158133380224,0.059060536759535015,0.28591892820005316,0.08764684951391144,-0.030139675785820472,0.24609524995255744,0.22333530199452511,-0.2545921045509562,-0.024457459824170275,-0.07524808025056098
ENSMUSG00002076327,grey,,0.0536514186823753,0.04099257760969224,-0.10119081851245706,0.004497131478700085,-0.15248580160806646,0.03757381343585533,0.06779331492964132,-0.0028915579679613963,-0.024423441040671755,0.207383527571205
Ptcra,brown,0.08661475141408811,-0.12694900422182107,-0.038513155541081215,0.08661475141408811,0.018294751002295145,0.26419182690036797,-0.0407193655722561,-0.18670842864958648,0.16547786711321255,0.030664324548225104,-0.15954123374271628
Gstp2,brown,0.7064423524943818,-0.6620735453611071,0.14092592819799385,0.7064423524943818,-0.10595174080889741,0.43920293882580413,0.16879411783344433,0.19845284204741914,-0.261454386395578,-0.16646702692671408,-0.6517364635976564
ENSMUSG00000106472,blue,0.19910563082223887,0.17709696937291777,0.19910563082223887,-0.3354797219304848,-0.22696688344471644,-0.046693230577171604,-0.1606208200390226,-0.234277325959257,0.2716030679862332,-0.18070966504746672,0.26306020534039015
Dach2,blue,0.20191113124227159,0.24120358378943643,0.20191113124227159,-0.1895265580338464,0.4138498207587628,-0.28581984343705463,0.24634868788310985,0.04593910169607178,-0.031759166857661364,-0.14726076498989757,0.30783047236573857
ENSMUSG00000078500,turquoise,0.4157521876053686,0.4705571813617146,-0.36925674212712034,-0.26312481234454355,-0.010857444238675247,-0.3328654564999642,-0.22147663389236424,0.10998183236462683,-0.05422858062136479,0.4157521876053686,0.37448117266486664
ENSMUSG00000104664,yellow,0.5177466212652806,0.16966064575554737,0.14378100671289334,-0.4632685491335541,0.13779256499341785,-0.2417734791296014,-0.009285418743550988,-0.12670633522166036,0.21963766087454972,-0.11782163344639948,0.5177466212652806
Cfap276,turquoise,0.22516781820178305,-0.12996991977654565,-0.2419209711764011,0.19543378931278443,-0.04361589429703255,0.2560899015401356,-0.07017907239194922,-0.07912818584831548,0.09396962610038047,0.22516781820178305,-0.24952594133791198
Aard,turquoise,0.6227642277730792,0.5651004683861317,-0.5864898165069933,-0.10447264004099392,0.14760418193959607,-0.2551370090423704,0.09729463078721261,0.09991602002885501,-0.12212591458030009,0.6227642277730792,0.1851136894981122
Gm3264|Gm33933,turquoise,0.20420258842258224,0.31002581606470425,-0.15159942928628012,-0.27732012774811027,0.1854106029780768,-0.2878637131790599,0.05222277664084246,0.03902280322852696,0.025374520136020994,0.20420258842258224,0.3432982338965776
Spata31f1d|Spata31f1c,blue,0.6633174480615714,-0.14945494819091032,0.6633174480615714,-0.028196780598570337,0.027276332336775955,-0.007207603729468919,0.11297321743297246,-0.01507811178304321,0.01718114976276367,-0.6616830477178511,0.007950198046655614
Kcnmb2,turquoise,0.5974623650840589,0.5064192135198113,-0.5598678945327721,-0.3476727024470107,0.08358368486039817,-0.2697257925521023,-0.11615208871366184,-0.05034500579529268,0.06137663941521712,0.5974623650840589,0.35000182831087107
ENSMUSG00000104568,turquoise,0.2622536287593187,0.2720043950117957,-0.22023962364448818,-0.33882220978063265,0.027257991518748807,-0.14413586014843283,-0.03669973576455179,-0.15303214886856661,0.18617251650508085,0.2622536287593187,0.29799142898841596
ENSMUSG00000114153,red,0.3047650843981188,0.058703555293438486,0.07905121100867414,-0.24904857363123287,-0.1152020701536376,0.040409372875040886,-0.09258465648479142,-0.256555210192232,0.3047650843981188,-0.05466044803103628,0.19971934790592477
Ms4a4a,turquoise,0.4374783171958518,0.38072634787489207,-0.41313660249982664,-0.0834807312436924,0.0945499018808503,-0.1122449058843751,0.1593377190993733,0.021545362923752493,-0.02478282043808113,0.4374783171958518,0.11135975790467469
ENSMUSG00000086513,turquoise,0.7787024006278331,0.6809160949141446,-0.748898571142063,-0.46258232667581606,0.10374723604312727,-0.3415209700285284,-0.13021281504999074,-0.1053435018093378,0.13438808637552357,0.7787024006278331,0.4405409076544238
Dtl,black,0.9352901634528172,0.9352901634528172,-0.2902673658282843,-0.4593043980968194,0.2911506748097586,-0.5791799253362375,0.0016195430322093033,0.11673373344241979,-0.10232587937505834,0.3498551659444333,0.5564701734844001
Stk33,blue,0.08579329646259241,0.12914685418816793,0.08579329646259241,-0.07860790685227392,0.11776723770531605,-0.14778988862674142,0.0874891308368636,0.042561646500024204,-0.07763063447208102,-0.057072864274097995,0.09619208205349503
Gm16118,blue,0.34634072282342243,-0.3342949748331365,0.34634072282342243,0.30719383497824215,-0.1461861287016343,0.25816881686482623,0.046862845450235474,0.034466774261298294,-0.0810707118404778,-0.34464025797209896,-0.3651650691099319
Sprn,greenyellow,0.5736011005530306,0.2685040988944966,0.06956805288732532,-0.03826772401913121,0.5736011005530306,-0.3842695073693024,0.47417410454146813,0.3110838408574488,-0.24446096358754607,-0.017661133549560823,0.2800188946007058
ENSMUSG00000100779,brown,0.2423305392490342,-0.023282149366876802,0.07663095775177864,0.2423305392490342,0.09047936684009165,-0.1489893566436575,0.10939393998263416,0.3027725630408147,-0.2751751417485829,-0.03642757959124417,0.008154276722918184
ENSMUSG00000113605,brown,0.2688579434829452,-0.23201670667056754,0.057651318735035595,0.2688579434829452,-0.09222768544125236,0.15148925993139709,0.19420171165604366,0.11016704674251646,-0.07988479319748726,-0.018582969569973296,-0.17008339408697884
Adgrg3,blue,0.8132843546417401,-0.4767799240699783,0.8132843546417401,0.335864541502595,-0.0658102774626717,0.17353704243925072,0.16677718252659213,0.13070543811743526,-0.14543265096398833,-0.8016463680159703,-0.238268924511507
ENSMUSG00000120525,blue,0.7649232924313855,-0.19125293050071177,0.7649232924313855,-0.06628102112224868,-0.020178743749668857,0.09737834278120229,-0.027190453370760075,-0.15632498126554625,0.1723692950765601,-0.7533130050749846,-0.008028481281120997
