pathway,NES,pval,fdr
HALLMARK_ALLOGRAFT_REJECTION,-2.273934505492536,0.0,0.0
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-1.8826255175014979,0.0,0.0013574660633484165
HALLMARK_MITOTIC_SPINDLE,1.8046629953697642,0.0,0.0035775127768313464
HALLMARK_INFLAMMATORY_RESPONSE,-1.7873367113180987,0.0,0.004072398190045249
HALLMARK_G2M_CHECKPOINT,1.7630133644276686,0.0,0.002981260647359455
HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.706241585562684,0.0,0.009502262443438913
HALLMARK_E2F_TARGETS,1.6875319447930495,0.0,0.006558773424190801
HALLMARK_P53_PATHWAY,-1.575755293995437,0.0,0.030135746606334838
HALLMARK_NOTCH_SIGNALING,-1.5388362742430766,0.026717557251908396,0.041402714932126695
HALLMARK_MTORC1_SIGNALING,-1.5306621324406486,0.0019267822736030828,0.039172592113768584
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-1.5255792779448196,0.011428571428571429,0.035633484162895926
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-1.4957323257801898,0.0019193857965451055,0.04524886877828054
HALLMARK_DNA_REPAIR,-1.4868445967598833,0.0076045627376425855,0.04493212669683258
HALLMARK_COMPLEMENT,-1.4661980771476841,0.005671077504725898,0.049115590292060876
HALLMARK_UV_RESPONSE_UP,-1.4574713512953306,0.0019230769230769232,0.04807692307692307
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-1.4192350962778018,0.021153846153846155,0.062234597981204315
HALLMARK_HEME_METABOLISM,-1.3647652368194776,0.016605166051660517,0.09599224305106657
HALLMARK_ANDROGEN_RESPONSE,-1.3585909658329498,0.051233396584440226,0.09420814479638008
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-1.3563442817700304,0.03825136612021858,0.09001696832579185
HALLMARK_APICAL_SURFACE,-1.3515355012719898,0.07722772277227723,0.08767633750332712
HALLMARK_TGF_BETA_SIGNALING,-1.342060669523935,0.06769825918762089,0.09042232277526395
HALLMARK_KRAS_SIGNALING_UP,-1.3291210188531777,0.035381750465549346,0.09373660395332221
HALLMARK_MYC_TARGETS_V2,1.3082126794637798,0.10121457489878542,0.19571976149914821
HALLMARK_MYC_TARGETS_V1,-1.2884628460836742,0.03171641791044776,0.12502262443438913
HALLMARK_APICAL_JUNCTION,-1.2581901938283722,0.04518664047151277,0.1524240465416936
HALLMARK_APOPTOSIS,-1.2304634123851836,0.09608540925266904,0.18011106540518304
HALLMARK_IL2_STAT5_SIGNALING,1.2292057186978549,0.0645879732739421,0.29824531516183983
HALLMARK_KRAS_SIGNALING_DN,1.2158833933967688,0.12184873949579832,0.27268597387847815
HALLMARK_INTERFERON_ALPHA_RESPONSE,-1.2055654896026038,0.12934362934362933,0.2060987605744639
HALLMARK_ESTROGEN_RESPONSE_EARLY,1.177423915220684,0.13071895424836602,0.30374787052810903
HALLMARK_FATTY_ACID_METABOLISM,-1.1734238764987808,0.16793893129770993,0.2437217194570136
HALLMARK_BILE_ACID_METABOLISM,1.173183737594546,0.15766738660907129,0.2729344122657581
HALLMARK_HYPOXIA,-1.1624245484915516,0.13419117647058823,0.2506425339366516
HALLMARK_GLYCOLYSIS,-1.1609348861085322,0.13493530499075784,0.2434563174382179
HALLMARK_IL6_JAK_STAT3_SIGNALING,1.10726602324066,0.2928870292887029,0.377096346772667
HALLMARK_PEROXISOME,-1.0978759798149609,0.2761904761904762,0.3526395173453997
HALLMARK_MYOGENESIS,-1.0662435427994479,0.2937853107344633,0.4061732385261797
HALLMARK_PROTEIN_SECRETION,-1.0603806588493678,0.3371647509578544,0.4030738024652832
HALLMARK_XENOBIOTIC_METABOLISM,-1.0526610960523277,0.3182674199623352,0.40683257918552035
HALLMARK_UV_RESPONSE_DN,1.0415953507641413,0.3558951965065502,0.5037137989778535
HALLMARK_ESTROGEN_RESPONSE_LATE,1.0230614889513374,0.3982494529540481,0.5052423726188633
HALLMARK_ADIPOGENESIS,-1.018841519605295,0.3888888888888889,0.4742373376149467
HALLMARK_ANGIOGENESIS,-1.0126825696314894,0.4519230769230769,0.47311934389140275
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-1.001959009937059,0.47126436781609193,0.48601398601398604
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.9994504892403049,0.4182590233545648,0.525
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.9943039767667002,0.45807770961145194,0.496769754946927
HALLMARK_COAGULATION,-0.9916975824108477,0.4695817490494297,0.4951557093425606
HALLMARK_SPERMATOGENESIS,-0.9569876474829853,0.5271453590192644,0.5654815772462832
HALLMARK_HEDGEHOG_SIGNALING,0.9209150690537798,0.5872340425531914,0.6445485519591141
HALLMARK_PANCREAS_BETA_CELLS,-0.8214777313251147,0.7019230769230769,0.8573906485671191
