pathway,NES,pval,fdr
HALLMARK_MYC_TARGETS_V1,-1.9766468568905136,0.0,0.0023921761767396045
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-1.868653490597704,0.0,0.0029902202209245057
HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.7701453729629526,0.0,0.011163488824784821
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-1.6777741075602997,0.00558659217877095,0.02152958559065644
HALLMARK_ALLOGRAFT_REJECTION,-1.6670655639346783,0.0,0.019137409413916836
HALLMARK_DNA_REPAIR,-1.5593600124259508,0.0017667844522968198,0.044255259269682684
HALLMARK_P53_PATHWAY,-1.5397877186555797,0.0017889087656529517,0.04442612899659266
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-1.5227826654182883,0.005291005291005291,0.04530183634700626
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-1.5171266674478785,0.003355704697986577,0.042793373828341814
HALLMARK_UV_RESPONSE_UP,-1.4363769122289973,0.015410958904109588,0.0822908604798424
HALLMARK_NOTCH_SIGNALING,-1.4228274880268303,0.08151093439363817,0.08470478371273418
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-1.4128171974259434,0.011608623548922056,0.08332747015642955
HALLMARK_APICAL_SURFACE,1.405747484631283,0.09917355371900827,0.46426253824047464
HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.3931767622608928,0.02,0.09219078958050324
HALLMARK_ESTROGEN_RESPONSE_LATE,-1.3834648399524636,0.040280210157618214,0.09192791307756482
HALLMARK_HEDGEHOG_SIGNALING,1.3698944785965355,0.09368191721132897,0.31148604802076574
HALLMARK_PROTEIN_SECRETION,1.3577613433730982,0.04215456674473068,0.2276814684342264
HALLMARK_IL2_STAT5_SIGNALING,-1.3462725629873697,0.0288135593220339,0.1159408053659795
HALLMARK_INTERFERON_ALPHA_RESPONSE,-1.3334996872289164,0.06135986733001658,0.11983307535354956
HALLMARK_MITOTIC_SPINDLE,1.3043233441448059,0.02710027100271003,0.2610549735793084
HALLMARK_KRAS_SIGNALING_DN,1.300507228702097,0.083710407239819,0.21492537313432836
HALLMARK_HYPOXIA,-1.2667485709685984,0.08166969147005444,0.1883486948568212
HALLMARK_MTORC1_SIGNALING,-1.2456722445192394,0.08983050847457627,0.20738838465567516
HALLMARK_INFLAMMATORY_RESPONSE,1.2406152181437835,0.09134615384615384,0.28021383764407776
HALLMARK_KRAS_SIGNALING_UP,-1.2302536498921928,0.09090909090909091,0.21806574411121027
HALLMARK_E2F_TARGETS,-1.2179887993512377,0.10207612456747404,0.22468514740026735
HALLMARK_ESTROGEN_RESPONSE_EARLY,-1.2135294940594938,0.13097345132743363,0.21956759907931372
HALLMARK_TGF_BETA_SIGNALING,-1.185776035396787,0.2153558052434457,0.2495474693462451
HALLMARK_FATTY_ACID_METABOLISM,-1.1821308374116515,0.1702127659574468,0.2437939547077232
HALLMARK_BILE_ACID_METABOLISM,1.1708051455457005,0.1905781584582441,0.38819213603676384
HALLMARK_SPERMATOGENESIS,1.166262113627693,0.22954545454545455,0.34968017057569295
HALLMARK_APICAL_JUNCTION,1.13276470062807,0.19617224880382775,0.3863910262352832
HALLMARK_PEROXISOME,1.1105956238425123,0.27111111111111114,0.39721887457124316
HALLMARK_MYOGENESIS,-1.1083866883372158,0.2559322033898305,0.3651058889748821
HALLMARK_APOPTOSIS,1.0917041494834385,0.2676056338028169,0.39899879484564754
HALLMARK_CHOLESTEROL_HOMEOSTASIS,1.0916110004607258,0.2966101694915254,0.3659961064243997
HALLMARK_COMPLEMENT,-1.0743507157719385,0.2958677685950413,0.42614226412439316
HALLMARK_G2M_CHECKPOINT,-1.044020017671068,0.3756345177664975,0.4807814081366464
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-1.043959540888001,0.3708838821490468,0.46306328843442757
HALLMARK_GLYCOLYSIS,-1.0436642838203725,0.36,0.4474223799137611
HALLMARK_UV_RESPONSE_DN,-1.009226046307404,0.41740674955595025,0.5062339722983088
HALLMARK_ADIPOGENESIS,-0.981852631387956,0.5008849557522124,0.5556227866507188
HALLMARK_ANGIOGENESIS,0.9809677589981095,0.47956989247311826,0.6073977936404932
HALLMARK_HEME_METABOLISM,0.9440434310625169,0.5792079207920792,0.6632321974863924
HALLMARK_XENOBIOTIC_METABOLISM,-0.909975696823602,0.6616161616161617,0.7114409116597028
HALLMARK_COAGULATION,0.8783847108650282,0.7037861915367484,0.7832143629677699
HALLMARK_ANDROGEN_RESPONSE,0.8642526161437988,0.7518427518427518,0.7670807453416149
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.8373424414205722,0.708256880733945,0.8558757827341167
HALLMARK_MYC_TARGETS_V2,-0.7980121578607787,0.7886029411764706,0.8960149585633298
HALLMARK_PANCREAS_BETA_CELLS,-0.7247014560431955,0.8263358778625954,0.9519805811580947
