gene,mars_delta,mars_delta_lo,mars_delta_hi,mars_se,iss_delta,iss_delta_lo,iss_delta_hi,iss_se,mars_over_iss,mars_over_iss_lo,mars_over_iss_hi
CTTNBP2,14.324188380132616,-54.97536394777912,80.97023972102474,34.62403780415704,0.12330017223524888,-1.8784204163902107,1.9411757483146228,0.9714885920460585,116.17330390101141,-28.3206525712626,-43.10549385777359
GALNT1,9.694667118379868,-45.28480996302692,64.31348910281093,28.390014130211686,-0.19957649310364775,-1.6981763248593669,1.3593297341324573,0.7976328542784269,-48.576197364812174,-33.31407297724441,-37.872091467378695
MKRN2,3.643474843641693,-94.33932066287254,98.11228270503653,49.154453277423386,0.3377810710022541,-2.364492080191981,3.1261503213574984,1.4214399384246226,10.78649799063897,-30.17747419833179,-41.49402043971764
PPARG,-95.42595434388511,-237.96113014089858,52.404716399243696,74.7446370338381,-1.529811553864657,-6.001338261946543,2.3648305138698222,2.1497253568842396,62.37758768576242,-100.62502523764276,-8.732171744347927
RAF1,-4.374871022851337,-48.01353860869708,41.21057237025429,22.19471493158979,-0.04349686429616418,-1.3607975017143519,1.2295516544716034,0.6402620640843175,100.57899790346819,-39.049631167655804,-30.284132884089388
SEPTIN1|GM4532,51.86310507141225,-84.41233773064498,187.38950494631874,71.71750956541133,0.3183092954000153,-3.64463081841726,4.353219552778366,2.0569212585217374,162.93305228877006,-19.390783466634545,-51.4152226336317
PDGFB,-24.775748322373357,-120.86642603155103,72.82511030821395,49.61308939932804,-0.4601096979280517,-3.2688813674843864,2.3075064375410816,1.4417126726282654,53.847481228808164,-52.37967013446271,-22.278297105733618
ACVRL1,2.6277653515407455,-73.98494033815305,82.97986930761344,40.03564177636911,0.32323916606660646,-1.9859264140015043,2.615565140870348,1.185290925117129,8.129476955151127,-28.286407087354757,-41.78395972910937
TAMALIN,3.155188919515984,-192.3719598546479,192.70233422545098,97.25931403149019,1.888971843769089,-3.4088789452040174,7.207626546934998,2.689527985587566,1.670320777900213,-26.690056511939147,-56.52953282385273
ACVR1B,-1.9262665997966857,-60.449210500678454,55.61186208249674,30.205829704804383,0.57558134567757,-1.0805498207355153,2.2432027457076744,0.8419403349823648,-3.3466452904742754,-26.94772490642982,-51.466263762500574
