gene,ensembl_id,beta_intercept,beta_Sex,t_Sex,p_Sex,beta_HZE,t_HZE,p_HZE,beta_SexxHZE,t_SexxHZE,p_SexxHZE
SDHD,ENSMUSG00000000171,5.355635694138507,-0.3630817348801809,-1.763742747422142,0.11578487673386628,0.09934421088967789,0.4825845384727726,0.6423186998917298,0.6058612848759694,2.0810812804683407,0.07099574905528883
CCND2,ENSMUSG00000000184,9.095381121622722,-0.5039806419956153,-1.14103143333566,0.2868602379238534,0.2537008279289738,0.5743883697278198,0.5814920704250275,-0.04207182954877165,-0.0673534976806211,0.9479532036271807
GPR107,ENSMUSG00000000194,7.083237806656681,0.16938899100285254,0.6678101736720582,0.5230493282712914,-0.1898543496157652,-0.7484941343511817,0.4755895049770884,0.3361199123720573,0.9370161876681192,0.37617123376813244
SLFN4,ENSMUSG00000000204,7.739705524085041,-0.47562288950478987,-0.780083497685543,0.45779814484599624,-0.6574801845732433,-1.0783531519579408,0.312313872429298,0.9405954632127438,1.0908529879108546,0.30709957676912514
DRP2,ENSMUSG00000000223,2.488004910831965,-0.0759112316039028,-0.14290530806267393,0.8898987427033178,0.27319998198337514,0.5143076559706887,0.6209393065325928,0.4461732064131832,0.593923913051672,0.5689724257297999
TSPAN32,ENSMUSG00000000244,8.421369462590366,-0.1442914436165967,-0.40254997271462695,0.6978215158106069,-0.29050070188787097,-0.8104503405570751,0.4411217921289414,0.1946888832352702,0.38406557272569647,0.7109366933788406
CLEC2G,ENSMUSG00000000248,1.341752617038597,-0.3794406954089572,-0.4194039972699507,0.6859564363708426,-0.445474452843024,-0.492392535815489,0.6356694415229804,1.0657586370033025,0.832976061903262,0.42902348013442926
GMPR,ENSMUSG00000000253,6.5212675712889165,-0.07891724302836492,-0.23864477646426088,0.8173805790321635,0.20247529703427175,0.6122828186345968,0.5573485623369159,0.08553666906132386,0.18290154090279706,0.8594254951933433
TRIM25,ENSMUSG00000000275,8.38191717341216,0.26351042895908544,0.6306854526348799,0.5458370767982776,-0.19617414397393035,-0.4695228924190665,0.6512272167005273,0.38686174860431394,0.6547202874474396,0.5310170343034981
DGKE,ENSMUSG00000000276,5.951211754734541,-0.0022930394433284536,-0.008450322230618128,0.9934646248351777,-0.16431478678896438,-0.6055338034685426,0.5616055635522432,0.0440400718278679,0.11476111667967734,0.9114625570342192
SCPEP1,ENSMUSG00000000278,6.540326232777036,0.12037602806345436,0.41276043418591857,0.6906226208466348,-0.14593327585672602,-0.5003943332724323,0.6302705649063551,-0.006367588100860954,-0.015438959077814979,0.9880600729059612
MNT,ENSMUSG00000000282,7.825945498269109,-0.3375251014764078,-2.3181555879032665,0.049060483761177,-0.20125683439486056,-1.3822517294725711,0.2042574582185015,0.13865239383826966,0.6733624261416888,0.5196919953743215
ITGB2,ENSMUSG00000000290,10.474443760640547,0.30881718975738137,1.3121681747458787,0.22586010951341828,0.21343006607456422,0.906867070634821,0.3909740399159669,-0.22837910194087022,-0.6861663191152758,0.5120006589844897
HDDC2,ENSMUSG00000000295,3.9772367709560688,-0.04546774752029523,-0.08998047577955019,0.9305147451404467,0.36367042692587,0.7197022026907204,0.4921955142499377,-0.07094292525541074,-0.09927478148998714,0.9233626705271449
CDH1,ENSMUSG00000000303,5.0432972273778915,-0.18709818742763445,-0.34030449146963027,0.742390549671748,-0.9067183358971205,-1.649189264984218,0.13771902520606472,0.5271244402670673,0.6779478003834767,0.5169293673020583
BCL6B,ENSMUSG00000000317,0.86304609956323,-0.2734572886566326,-0.6308070646553633,0.5457614753464792,0.037975233165766856,0.08760068338489116,0.9323471314753629,-0.4639479631178655,-0.7567654908068998,0.4708875329655018
CLEC10A,ENSMUSG00000000318,3.5558175821739404,-0.1522269637020643,-0.2617327630809338,0.8001401701178579,-0.35961732557785697,-0.618311197873496,0.5535620541616475,-0.2929317205732314,-0.356137667144797,0.7309468362444971
ALOX12,ENSMUSG00000000320,11.571481089842118,0.21208934069019753,0.6175461422027997,0.5540417598446219,0.19217696480391874,0.5595667507319888,0.5910927607828522,-0.4606702910634618,-0.948474760153021,0.370654888128203
COMT,ENSMUSG00000000326,5.366488701450013,0.048656694356654616,0.10877098700252298,0.9160628910156547,0.2022364555398593,0.45209521871174746,0.6632067745005972,-0.25745190435416954,-0.406959864227716,0.694708268270241
RTCA,ENSMUSG00000000339,4.800582037659062,-0.47908153377433843,-1.4190383670903826,0.1936526593632042,0.04793474273428734,0.1419825943209928,0.8906042793711981,0.4531196807935731,0.9490358852642433,0.3703863025583649
DBT,ENSMUSG00000000340,4.7459287440841305,0.28771588880997656,0.6716524630615226,0.52072455575306,0.15943844111467248,0.3721978029238626,0.7194118715390869,-0.4900069098957706,-0.8088499671771223,0.44199016662992174
DAZAP2,ENSMUSG00000000346,13.270838029947672,-0.060272874311791715,-0.19057088691729412,0.8536090149053408,0.37395287944778405,1.1823649148203685,0.2710087208101948,-0.3600553193158868,-0.8049870355143702,0.44409104082113915
MCTS1,ENSMUSG00000000355,5.39531991516009,-0.013625494164934925,-0.05183136101182858,0.9599339078329481,-0.026813663171528942,-0.10199913772446513,0.9212676211993327,-0.2393687733971429,-0.643862078616775,0.5376819443817009
REM1,ENSMUSG00000000359,1.8357466752041012,-0.4465830430905249,-0.698085212568013,0.5049051544895744,-0.03404498155655003,-0.05321809359868781,0.9588630744393711,-0.8809017769629934,-0.9736854896686351,0.3587301685121007
RNF17,ENSMUSG00000000365,2.951147920494091,0.3368151359343647,0.7015956138415443,0.5028272216573797,0.625967956399237,1.303909253949453,0.22853035738854155,-0.9126841359622363,-1.3443141485638321,0.21571908819619767
TRAPPC10,ENSMUSG00000000374,7.8392741449346355,-0.3378218317688788,-1.2639297881574265,0.2418382679764619,-0.16362379075695163,-0.6121835942516533,0.5574110126374721,0.11216526119762002,0.29674172098167395,0.7742220072817068
CCM2,ENSMUSG00000000378,8.007743003707615,-0.010647439898752269,-0.07481859578276268,0.9421961086331816,-0.13199397210297986,-0.927509686689231,0.38079363593802906,0.033026681522024065,0.16410215957275445,0.8737210067053396
TBRG4,ENSMUSG00000000384,5.6998213748675814,-0.48332649854616166,-1.9465097778357936,0.08746251609219091,-0.22362568844939967,-0.9006118854467172,0.3940976795479352,0.7898697835308346,2.249347144833202,0.05462292519668144
MX1,ENSMUSG00000000386,4.857670580613812,0.272428146430728,0.9529064428197687,0.36853757712853685,0.42710156929199034,1.4939272701774964,0.17354915567788942,-0.7889123949002012,-1.9512461962161378,0.08682483973156718
FAP,ENSMUSG00000000392,1.9647550468559196,-0.3044427672871546,-0.46410435838686553,0.6549405335653651,-0.11213295392882305,-0.17093982261721588,0.8685154611627668,1.6818879393432085,1.812975956071298,0.10740052370039188
NDUFA9,ENSMUSG00000000399,5.255698415938483,0.11947699707013434,0.34572647578586146,0.7384638561700836,-0.14678046257282695,-0.4247335745284404,0.6822234670950444,-0.06338154803516806,-0.12968692266222037,0.9000155897397228
EGFL6,ENSMUSG00000000402,1.3648408813072783,0.6163815764875561,1.181614461538792,0.27129001414206777,0.17503867513667817,0.3355522581461611,0.74583881566085,-2.1562611329315162,-2.9228902272003756,0.019206075869010908
LCK,ENSMUSG00000000409,7.716920755407889,-0.05087390506815887,-0.4109817688121635,0.6918742901427306,0.13810992020388752,1.1157126471784484,0.296934618923163,0.14148822583388615,0.8082259395177356,0.4423290856922093
GALNT1,ENSMUSG00000000420,10.8073060725867,0.08429082231733731,0.22829831847069593,0.8251416542759202,0.2740687886073505,0.7423043442238357,0.4791282724582544,-0.4786161065619981,-0.916631407236565,0.38613406744044676
MKRN2,ENSMUSG00000000439,5.754035171608178,0.46094279649319325,1.4603098042135274,0.18233274029499258,-0.07519180713235328,-0.23821466348380163,0.8177027950393179,0.24425510698642114,0.5471754751687044,0.5991857115451327
PPARG,ENSMUSG00000000440,4.653792140865558,-0.16003205162989068,-0.359942150891897,0.7282075931679759,0.26111700027198276,0.5873011921993194,0.5731994068790556,-0.08856977323117003,-0.14086278463231883,0.8914606612253113
RAF1,ENSMUSG00000000441,8.081901335454662,-0.3445262589102827,-2.5233066144738054,0.03562484033424029,-0.10152032061023308,-0.7435337361789052,0.4784240497147072,0.33487101199645947,1.7342442154316298,0.12109882202912847
SEPTIN1|GM4532,ENSMUSG00000000486,9.283620098438995,0.013532433368243679,0.03941507768208784,0.9695253328152273,0.6529989596535846,1.9019494883653059,0.09368614880201731,-0.7861325441185654,-1.6190761190587484,0.144091045375893
PDGFB,ENSMUSG00000000489,4.70072008419961,-0.2602808026239172,-0.8280839118948129,0.4316312435484726,0.3591140010238888,1.142521937024082,0.28627585151398205,0.18870143926471927,0.4245143981721573,0.6823768012311886
ACVRL1,ENSMUSG00000000530,3.20128880661943,1.2016815424454181,1.9053209287666535,0.09320080134017084,0.1611848400372393,0.2555659201504357,0.8047341627528048,-0.939635018085194,-1.0534718691446854,0.3229002206309666
TAMALIN,ENSMUSG00000000531,2.7611884819539063,-0.8847482554230118,-1.859117745893676,0.10006610457956033,-0.32959240371576315,-0.6925711160252745,0.5081800593418921,0.7871877453474809,1.1696354108388138,0.2758125597024905
ACVR1B,ENSMUSG00000000532,6.526507222931613,-0.06636629731687341,-0.30146808303136374,0.7707450784326135,-0.31275781552641846,-1.4206985007713326,0.19318565433340673,-0.002617311046167335,-0.00840686534559774,0.9934982329619335
TOM1L2,ENSMUSG00000000538,6.5348241727127245,-0.18122625839452408,-0.29384471055428224,0.7763558703962055,-0.7403798198022923,-1.2004700410269606,0.26429454007951425,0.08273764397514541,0.09486038990117536,0.9267587133058446
ZFP385A,ENSMUSG00000000552,6.033018158799203,-0.30574096786834587,-1.3107474592656192,0.22631754802434978,-0.30867543218848537,-1.3233278526579302,0.22229431074916883,0.2626902801696321,0.7963324153024042,0.44882260872365976
ITGA5,ENSMUSG00000000555,5.236349118900993,-0.07299360694408763,-0.10579988213887152,0.9183459181183553,-0.30941471151222955,-0.44847818022066505,0.6657062068041388,0.2492456065285971,0.25545409747210707,0.804817540292903
WDR77,ENSMUSG00000000561,6.593016134277736,-0.3397327188327246,-0.9847320458171662,0.3535968270317178,-0.5257955458594172,-1.5240443291263752,0.16600283306445118,0.6336689406338296,1.2987576519873827,0.23020952579308385
ADORA3|TMIGD3,ENSMUSG00000000562,1.2063600656485634,-0.5893108012515317,-0.7178917220747375,0.49325205898961166,-0.565828783587013,-0.6892861949688899,0.5101373480191449,0.6869118675649939,0.5916986333147387,0.5703907315635319
ATP5PB,ENSMUSG00000000563,8.142248729436451,0.1306316981590591,0.32133274484117236,0.7561928046889017,0.4045936553408783,0.9952346302480656,0.3487679461320461,-0.5815106885052556,-1.0114609378168258,0.3414061854017403
HNRNPD,ENSMUSG00000000568,8.864677183751255,0.20334831644945478,1.0550319644132384,0.32222830300753214,0.05669081449681184,0.2941289233521876,0.7761464368144941,-0.060056899267629665,-0.220329649995764,0.8311331356078564
DYNLT1C,ENSMUSG00000000579,6.4483593424956105,0.1615450651507333,0.5400130761862346,0.6038908845046618,-0.5992357524832294,-2.003126135467555,0.08012720878408675,-0.060579649278772414,-0.14319318110608767,0.889678647028749
C1D,ENSMUSG00000000581,5.375754255417161,-0.16301633257244458,-0.36160282656167536,0.7270131990863189,-0.048016291516828694,-0.10650973715028617,0.9178003841787534,-0.4501064875531468,-0.7059939395044018,0.5002313406098526
GM2A,ENSMUSG00000000594,9.465842335715516,-0.10954628432618765,-0.31117907836661507,0.7636185873142964,0.016754519766217738,0.04759317991838572,0.9632071534046351,-0.11686590082162099,-0.2347391631484894,0.8203077885431531
KRIT1,ENSMUSG00000000600,8.722694162034342,-0.1694238596340804,-0.7308781617434833,0.48570577035960194,-0.17090026903345812,-0.7372472492505732,0.4820322013406251,0.14449460776475756,0.4407649553637136,0.6710510112381307
CLCN4,ENSMUSG00000000605,7.699462152321043,-0.15790439008949578,-1.017088213619686,0.3388810690209203,-0.18727564358326554,-1.206273300435946,0.26217164012527894,0.23150461723836652,1.0544089325640897,0.32249650575132227
GRM6,ENSMUSG00000000617,2.901601319846041,-0.4458079516557522,-0.7967154181669837,0.4486124952528483,-0.4274092066941486,-0.7638345246535593,0.4668934428886655,0.9735265024838942,1.2302353225339882,0.25355481958783876
SEMA4F,ENSMUSG00000000627,3.239705154210762,0.4688287433679982,0.7448601985091271,0.4776649822897614,-0.23485924696562302,-0.3731369029547852,0.7187397021712023,-0.6067077831904233,-0.681592977194514,0.5147397024936105
HK2,ENSMUSG00000000628,6.319237602623541,-0.6867519636854027,-2.6428641239324007,0.029581546762719624,-0.6288747586795315,-2.420132196261403,0.04184145886248203,0.762283034142645,2.0743220397772073,0.07174557442851248
MYO18A,ENSMUSG00000000631,8.14266542724922,-0.29156977751282775,-1.1390026277529874,0.28765722468953214,0.009739631025877188,0.038047377291463666,0.9705822174234553,0.6203192388233881,1.7134935480917013,0.12497243127861535
HAAO,ENSMUSG00000000673,7.613421588744412,-0.2450236010527045,-0.9551490024608094,0.36746959174366944,-0.27061631711927675,-1.0549143194189579,0.3222789334926046,0.533852796014422,1.4715320719970142,0.17935764224032602
CD52,ENSMUSG00000000682,9.183505575222327,0.04550848566693183,0.08095637207052005,0.937465337420273,0.15302200654333584,0.2722153091923591,0.7923502481795908,-0.21127124564949148,-0.2657565936610523,0.7971470596289199
ABHD15,ENSMUSG00000000686,3.709756700252306,-0.39039621946649544,-0.7270774623169689,0.4879065577845898,-0.3461395013185921,-0.644653348770409,0.5371945579278159,0.5946902240984873,0.7831606909705024,0.4560891656391255
LOXL3,ENSMUSG00000000693,3.374749047831522,0.3336524578585563,0.8290369018957695,0.4311223911038007,0.2766256798233251,0.6873406479827618,0.5112988058434262,-0.12880870035591604,-0.22631312121086095,0.8266331611651045
BTN1A1,ENSMUSG00000000706,0.9485711070641317,-0.1309073595623039,-0.25056000586414245,0.8084692755158673,-0.9485711070641272,-1.8155891536061899,0.10697189907675808,0.2685940271170759,0.363520611610277,0.7256348740156202
KAT2B,ENSMUSG00000000708,7.454080450366724,0.2921601125045444,0.7684642961037018,0.4642897826519683,0.267881733125669,0.7046052444351231,0.5010500253236154,-0.4802695702677403,-0.893249628421373,0.39779724936490646
RAB5B,ENSMUSG00000000711,8.325579422637016,-0.13604261178392074,-1.035428284738896,0.33075089377302236,0.09653574656369325,0.7347392200849238,0.48347662414357906,-0.02364125235976081,-0.12723322763537406,0.9018957566338002
AIRE,ENSMUSG00000000731,0.672308524605722,0.6312215317910921,0.9812652726989477,0.35520183335266386,0.21247999632665993,0.3303107245833885,0.7496492005280424,-0.4874850681440987,-0.5358595120496132,0.606628551201021
ICOSL,ENSMUSG00000000732,8.292724567133048,-0.15603345453581102,-0.7070772434380785,0.4995932845815694,-0.29298661798919495,-1.327690723943435,0.2209134102639685,0.1281856581362316,0.41074622060540217,0.6920401240832263
SPG7,ENSMUSG00000000738,6.411454757268614,0.6844760134128879,1.6499729983832399,0.13755669622767774,0.449184729362347,1.0827883814927606,0.3104557825187557,-0.611937796969418,-1.0430638269309722,0.32741082869152494
RPL13,ENSMUSG00000000740,10.425185398981135,0.009255805723657229,0.01928343257044469,0.985087270746821,0.2467879700676892,0.5141550419358673,0.6210412697406826,-0.1686179406666303,-0.24840417812289498,0.8100794424769453
CHMP1A,ENSMUSG00000000743,6.843805302770775,-0.23239262870216135,-0.7769652189141031,0.4595343223299928,0.29534105841696356,0.9874225847384873,0.3523549753854165,-0.38193667845885965,-0.9029331513170273,0.39293641014418346
RPA1,ENSMUSG00000000751,7.024910287205765,0.23922212432707377,0.5624135886556642,0.5892419642076974,0.3047517840852131,0.7164744691516967,0.4940801408057576,-0.22917724166311487,-0.3809876981448442,0.7131306629027834
SERPINF1,ENSMUSG00000000753,0.23850105693098836,1.0875785951019665,1.6903575989099835,0.12942704482775325,0.38842617680426017,0.6037073021973902,0.5627608747083608,-0.7669449860451267,-0.8428827259331871,0.4237763581645819
TUBGCP3,ENSMUSG00000000759,7.761989370430149,0.21467211853441903,1.8915194432429494,0.09520299322825987,-0.12062557437592725,-1.0628563263926287,0.3188748782641464,0.20345015419434112,1.2675882158464309,0.24059391001149932
POLR3D,ENSMUSG00000000776,4.770009949301175,-0.025336513859834202,-0.061267450472320135,0.9526491978111942,-0.3573460435010241,-0.8641157636286544,0.412682057826133,0.4581091679028841,0.7833158875262021,0.45600308802923695
TCF7,ENSMUSG00000000782,9.099356540159404,-0.2613209811816795,-1.0612100137305496,0.31957819073745375,0.06633796477556568,0.269394796361152,0.7944438663168114,0.3092896431441246,0.888131837655412,0.40038367718507506
DDX3X,ENSMUSG00000000787,9.728478738007766,0.2674836603282461,1.1074938332897732,0.30026513573511293,0.13292534779104706,0.5503663393338788,0.5970959624537215,-0.2081739820290639,-0.609474459507446,0.559117674436679
IL12RB1,ENSMUSG00000000791,4.3321600586431295,-0.48852107021367636,-0.8096501965707844,0.44155580996195143,-0.4091622835923096,-0.6781249439148371,0.5168228234782157,0.43518147497859944,0.5099992386876723,0.6238211536541807
USP32,ENSMUSG00000000804,10.787042683237791,0.6007771047781012,1.1701851059586594,0.27560369022430775,0.276787804847963,0.5391233523516349,0.60447675355296,-0.5432328983698929,-0.748190617551309,0.4757626281004088
TXNRD3,ENSMUSG00000000811,2.8912976650763946,0.8551282121816298,2.066923865736858,0.07257514244182706,0.34619652323316996,0.8367889702530126,0.42699861895957825,-1.0399119571521862,-1.7773576143236558,0.11340667995520626
FASL,ENSMUSG00000000817,5.097394668851876,0.16502679625985153,0.35936866285733643,0.7286202420592973,-0.04586920212198726,-0.09988652877291421,0.922892176462704,-0.9530275729179172,-1.4674935567045704,0.18042328283927045
ZFP512B,ENSMUSG00000000823,6.638214507085347,-0.21735815689848614,-0.4197274093620518,0.6857296474510246,-0.3119561863605376,-0.602400037817427,0.5635885968049763,0.11889580962920877,0.16234650319364757,0.8750586641294358
DNAJC5,ENSMUSG00000000826,8.310704567339716,-0.118286798141818,-0.49372474963560853,0.6347689642744807,-0.19156495189985712,-0.7995850712124195,0.44704034402177717,0.4042302251823792,1.193060336536228,0.2670256633825079
TPD52L2,ENSMUSG00000000827,6.49521950141922,0.01032871697269519,0.03712219113154787,0.971297186271975,-0.30016369353397365,-1.0788110499664472,0.3121216363944692,0.25373303672992953,0.644835954669186,0.5370821187364387
FMR1,ENSMUSG00000000838,8.17893356847063,0.11077420160978661,0.47803013648233494,0.6454180794534681,0.041535242997840435,0.17923936792635412,0.862206159693446,-0.22201656566785608,-0.6774652613821401,0.5172196617360507
BCL11A,ENSMUSG00000000861,9.88476793199975,-0.0394253600582887,-0.12413391256280627,0.9042715764886586,-0.2802980620166984,-0.8825409601957428,0.40322298467852624,-0.14956738126415456,-0.33299419892143894,0.7476975004010422
IL4,ENSMUSG00000000869,1.0999583216600555,0.5023141978193625,0.7141997659997692,0.4954110783222425,0.9400711781791449,1.3366108670496246,0.21811294278766025,-0.8676305997860629,-0.8722964651176691,0.4084629779239317
PXMP4,ENSMUSG00000000876,5.550180001500105,-0.2985500225603884,-0.6308869562758027,0.5457118132234351,0.581528279023981,1.2288681233227403,0.25404006134179435,-0.4047715731064277,-0.604824599916204,0.5620539908434843
DLG3,ENSMUSG00000000881,3.8965227630115566,0.08350944386650906,0.14812081968096308,0.8859127760631418,-0.034830365431537155,-0.061778668838385196,0.9522546632365376,0.33353770032222474,0.41832175172707753,0.6867155944663574
GNB1L,ENSMUSG00000000884,2.2725571465175887,0.7519125360359236,0.8857604540092866,0.4015862174751528,0.1385140620387317,0.16317094422300757,0.874430458266859,-1.4177471479665522,-1.1809533586772674,0.2715380141685926
MMP11,ENSMUSG00000000901,1.7094996492873036,-0.4135934426364889,-0.4594614304008645,0.6581304809651556,-0.8969610766456796,-0.9964350901272385,0.34821920143417273,0.8176882316568994,0.6423151493943935,0.5386355496909432
SMARCB1,ENSMUSG00000000902,7.100724450010416,-0.47481310690205975,-1.5187921430091154,0.1672973016139423,0.11920203107126727,0.3812934091120482,0.7129126185737786,0.30726965153217267,0.6949928121447965,0.5067401372334803
VPREB3,ENSMUSG00000000903,4.895885763149164,0.06419934260226759,0.13162111768617893,0.8985339673181949,0.40420050183835554,0.8286895109016242,0.43130783355965274,-0.13579849527245963,-0.19686792024428829,0.8488404007117691
HIP1R,ENSMUSG00000000915,8.555869844466343,-0.15021081504760783,-0.41275840646896994,0.6906240472012137,-0.3134332687092977,-0.861270984288364,0.41415643061389473,0.6006035694663406,1.1669913463196648,0.2768190376515871
NSUN5,ENSMUSG00000000916,5.017073968027331,-0.1836506017183203,-0.4323993044035812,0.6768705028192954,-0.7364234124426516,-1.7338847153635537,0.1211649675238009,0.9704022753066257,1.6155836126376855,0.14484729711612943
TOP1MT,ENSMUSG00000000934,3.1521453393442598,-0.005682224710085314,-0.012300794714130191,0.9904868593461762,0.16407688496772532,0.35519117639605746,0.7316289536280358,0.527708530780367,0.8077814641708866,0.4425705955628172
HOXA4,ENSMUSG00000000942,0.6251481203605537,0.9958829913968879,1.1347538167270925,0.2893320931017884,0.12636530477144997,0.1439863047466579,0.8890723106268861,-0.8457919990200473,-0.6814624207942407,0.5148180283047927
MMP14,ENSMUSG00000000957,2.2656945669237554,-1.165976721249732,-1.493116987941914,0.17375635473527407,0.05553448427520601,0.071115898265128,0.9450512052008704,0.09975971467405408,0.0903325265485911,0.9302437111687891
SLC7A7,ENSMUSG00000000958,3.4821157165376957,0.4779305525457722,0.7455972869700458,0.47724352460589836,0.7774863150180531,1.2129203375803905,0.2597573961118538,-1.3617277420040264,-1.5021552226788226,0.1714576266316774
OXA1L,ENSMUSG00000000959,6.590951321311483,-0.049463190991686785,-0.16208129545800337,0.8752607666350063,-0.2847573930050081,-0.9330948170580554,0.3780729079238989,0.38863992242244877,0.9004988899502018,0.39415427163850403
HEATR6,ENSMUSG00000000976,6.859868830766619,-0.3637022321580273,-1.0633851554682416,0.31864921725606665,-0.37930675969725347,-1.1090093542663941,0.2996487693936518,0.7107715487048335,1.4694664139817555,0.1799020062324701
CCL3,ENSMUSG00000000982,4.1688783831660805,0.19514733384997643,0.46180432175147956,0.6565198487508319,0.4285046187744562,1.0140301736975976,0.3402515149567489,-0.5306789400928388,-0.8879984872064917,0.40045123110660086
ICAM4,ENSMUSG00000001014,1.0918231533160658,0.5955921212971601,0.7465009201668552,0.47672717113797125,1.146792971708126,1.437362883102804,0.18855239324002016,-2.134601021929568,-1.8918344012609758,0.09515684710806549
ILF2,ENSMUSG00000001016,6.944467419381373,0.017464183589742773,0.19740935763772544,0.848430687214953,-0.15450210078778875,-1.7464406688962102,0.11887464020775429,0.3211516606136203,2.5669335207871806,0.033285965801790995
CHTOP,ENSMUSG00000001017,8.018557015502056,-0.20093055883535452,-1.361225940359872,0.21054284832946246,-0.01393273513596982,-0.09438883063469854,0.9271215851205765,0.18114806408604386,0.8677665871555171,0.41079539114252195
SNAPIN,ENSMUSG00000001018,6.199716792617108,-0.028033912318407902,-0.06293088316470934,0.9513654893248966,0.034338143936141284,0.07708270253522036,0.9404507238648114,-0.35528067078623066,-0.5639449321641841,0.5882477263507826
