gene,ensembl_id,beta_intercept,beta_Sex,t_Sex,p_Sex,beta_HZE,t_HZE,p_HZE,beta_SexxHZE,t_SexxHZE,p_SexxHZE
ABCA13,ENSMUSG00000004668,2.0095828146965955,1.8631243614832094,1.642344157658699,0.13914431076384703,0.600575196149637,0.5294070460470309,0.6108945822965763,-1.848692398212274,-1.1523170369297704,0.28245935150219714
MYO9B,ENSMUSG00000004677,8.84905133744963,-0.12559685056703113,-0.8195435648464019,0.4362099653640428,-0.18181916866793782,-1.1864049852747334,0.26949847914671254,0.23551915927456,1.0866871704519012,0.3088296429954871
HDAC9,ENSMUSG00000004698,7.263646295797629,0.1439318253203178,0.27708603574515545,0.788739018186438,-0.31803247674623825,-0.6122506820414038,0.5573687881680212,-0.7618946234652201,-1.0371407950867035,0.3299994934599122
LY9,ENSMUSG00000004707,7.591770763836111,0.18471893342521245,0.715649672127847,0.4945624680644962,0.017784296764241272,0.06890103744295696,0.9467594592665773,-0.2197262213657307,-0.6019438112921764,0.5638776315175715
CD244A,ENSMUSG00000004709,7.867290770175288,-0.3348633762306528,-0.7628680194797379,0.4674382005118738,-0.3221737422430836,-0.7339591669889505,0.4839264444993756,0.5363852513620608,0.8640593764654834,0.4127112456007733
ADGRE1,ENSMUSG00000004730,6.193895017493763,0.027926874615754375,0.10341914106020578,0.9201758867184131,-0.22394997844033754,-0.8293342785191489,0.4309636910072372,0.42079591381769577,1.1018820475439222,0.3025562623923699
MTFP1,ENSMUSG00000004748,1.366776071113654,0.5161884308625638,0.7286513676850149,0.4869944107246895,0.027260674565632834,0.038481156528580224,0.9702470095749538,-1.420024776983382,-1.4174000445712842,0.19411449920782098
RAB23,ENSMUSG00000004768,4.4875170229429155,0.006478387767331699,0.014328120494655663,0.9889190861989716,-0.13147534736262886,-0.2907813929551724,0.7786144309139487,0.6815224266248354,1.06582877120995,0.3176081054249775
RAB11A,ENSMUSG00000004771,8.503492733105293,0.36054764715402327,0.9265298251501929,0.38127244339721234,0.3601421736097221,0.9254878454421882,0.3817820895296866,-0.6479879552943235,-1.177466808253695,0.27284899785154826
EIF2B2,ENSMUSG00000004788,5.254422191189044,0.12541458561396476,0.33089065151058616,0.7492272545094834,0.12138396601904523,0.32025636733044033,0.75697874260735,0.5340219890047379,0.9962781188718565,0.3482909175750215
DLST,ENSMUSG00000004789,8.131867414378641,-0.11517176754005028,-0.8183956797437253,0.4368279250883238,-0.055242687626715956,-0.3925473912294955,0.7049055575645937,0.4004958409776499,2.012335129139776,0.07899175784680001
ULK2,ENSMUSG00000004798,7.1260574240173815,0.03737109095491834,0.16390179941439983,0.8738736419596433,-0.041887232067236595,-0.18370865106909887,0.8588129407250786,0.010991073372236206,0.034085765716259334,0.9736438769592914
DGKQ,ENSMUSG00000004815,5.534381028247901,-0.3082466877490777,-0.788924886100016,0.45289947653337426,-0.17947504037606435,-0.45934743636805364,0.6582088952910365,0.15277071845023424,0.2764791339460894,0.7891886900987477
GRAP,ENSMUSG00000004837,7.70259285597396,-0.22924321057703162,-1.187961282216868,0.26891855522549823,0.05138534774281236,0.2662840196577988,0.7967549992625838,0.09063245747686817,0.3321043486445093,0.7483444778706234
CHMP2B,ENSMUSG00000004843,6.1673782063829945,-0.04512198763467392,-0.16244342453804758,0.8749848073051321,0.2980229547874988,1.0729108335960613,0.31460582734253717,0.04270864175528035,0.10872130994434562,0.916101056621146
PLOD3,ENSMUSG00000004846,6.830585371385688,-0.5298983531253109,-2.7728862327092676,0.024188672398707256,-0.3904916108370667,-2.043389652548159,0.07527674336541246,0.5526634573960446,2.0449619587671783,0.07509323819620706
AP1S1,ENSMUSG00000004849,4.825863533468641,-0.011783249865501633,-0.028757406431324642,0.9777625262717695,0.026549976449883432,0.06479608530977156,0.9499262506934709,0.11094933524138402,0.19146717739877125,0.8529298763911799
MAPK13,ENSMUSG00000004864,2.457141893149768,0.022216799814489686,0.03559045341858713,0.9724809487050814,-0.8566316292456265,-1.3722907147802135,0.20721459774243223,-0.6495082561768791,-0.7357354754324832,0.48290252498649844
SRPK1,ENSMUSG00000004865,8.319079708657645,0.0032239009652780806,0.01648416078044229,0.9872518318317165,-0.16040269445736313,-0.8201566467235669,0.4358801620416335,0.4292356345317977,1.5519078181387,0.159284984490625
LBR,ENSMUSG00000004880,9.088658712112471,0.21854342428650822,0.7708027770671403,0.4629783643475649,0.1668612627241821,0.5885197649512159,0.5724203102187131,-0.04884972606238477,-0.12182955611621372,0.9060386773290992
NES,ENSMUSG00000004891,0.6875540000383775,0.26126669484882925,0.46462176068251637,0.6545855144749506,-0.4815835593182959,-0.8564206829947696,0.4166787981217004,-0.14820116036688968,-0.18635974227743266,0.8568016191603229
PRCC,ENSMUSG00000004895,6.5179643229621105,-0.14515028603999164,-0.6070915528184239,0.5606213305005718,-0.16032680789206624,-0.6705674058044835,0.5213804224890972,0.08935212192899675,0.2642567970550305,0.7982622630207432
METTL25B,ENSMUSG00000004896,6.549605126276136,-0.0964514473550105,-0.35913364156688715,0.7287893770252265,-0.02549500589708996,-0.0949297761794091,0.9267053210780094,-0.2704592250037127,-0.7120887778445398,0.49664827314126736
HDGF,ENSMUSG00000004897,7.91810060576588,0.1516371909578541,0.6409405199056655,0.5394837918385682,0.41406506382764513,1.7501714164451039,0.11820195528939359,-0.192371154188013,-0.5749590979962378,0.581124131059902
THOP1,ENSMUSG00000004929,2.460186431056746,0.9442564813951924,1.3220604588520717,0.2226968378217733,0.0017109037039882294,0.002395448885459894,0.9981473665157219,0.005184097986897052,0.005132388764903694,0.9960306401835557
APBA3,ENSMUSG00000004931,4.203159657854839,-0.009560993063440236,-0.012137764963746522,0.9906129356465843,0.2244263522177391,0.2849112322135455,0.7829486985060092,-0.8899446319483015,-0.7988839763721889,0.447424095321884
MATK,ENSMUSG00000004933,4.248162600967635,0.49579590682587144,1.3986559050248089,0.19946747154149058,0.5128174854226736,1.4466743156036295,0.186006343964082,-0.7996454956083124,-1.5951092870841608,0.14935413394035923
PIAS4,ENSMUSG00000004934,5.916271288338967,-0.2308364787621571,-0.9622931627057657,0.3640826746369017,-0.4262393173533504,-1.7768733216040784,0.113490481676074,0.4734277713723763,1.3955380798424044,0.20037026180193318
MAP2K1,ENSMUSG00000004936,7.251880029816903,-0.4454015385863806,-1.7934716425532324,0.11065127395645091,-0.014176982518612555,-0.0570856046092744,0.9558770634633631,0.4614045754179658,1.3137408379450586,0.22535466703513252
SGTA,ENSMUSG00000004937,7.125490967398021,0.0391730300089811,0.09451910583174775,0.9270213346155274,0.5461213942880017,1.3177154244094698,0.22408156455209816,-0.5455168217190071,-0.9307340202370187,0.3792211902734792
TMEM242,ENSMUSG00000004945,5.263160892400254,0.09489741566385622,0.32729669437425685,0.7518436048900505,-0.24030001463743553,-0.8287833751712353,0.43125772196857604,-0.4541165964987405,-1.1074894811086256,0.3002669072325781
DTX2,ENSMUSG00000004947,5.973859085275525,-0.44013537039464984,-1.3258592156882762,0.22149220733363495,-0.18497954723861057,-0.5572304657093259,0.59261402192972,0.3200763389089255,0.6817885661704669,0.5146223750033263
HSPB1,ENSMUSG00000004951,0.59926034420125,-0.27468606160117953,-0.44316634570489843,0.6693848354824286,0.5602675956533927,0.9039109648857343,0.39244797831902467,-0.4150782631128005,-0.4735274314795932,0.6484895420411154
RASA4,ENSMUSG00000004952,6.21330038156067,-0.6229877319486354,-1.1457313283509618,0.2850207994559608,-0.16520617125753945,-0.3038292350551195,0.7690101644347971,0.7848051881942176,1.0205873041057882,0.3373181691482947
SYT5,ENSMUSG00000004961,3.5019472415998694,0.3281280432369295,0.6412606572138363,0.5392861733224414,0.4027756960977195,0.7871445702764486,0.45388302538006053,-1.521873296836624,-2.103074929163621,0.06860855644321995
HNRNPA2B1,ENSMUSG00000004980,10.332208088111088,0.1663098019284178,0.5700640613091137,0.5842841127099974,-0.2281561324798004,-0.782056198647852,0.4567020726652862,0.15574802177257807,0.37749687219523836,0.7156224339272734
YJU2B,ENSMUSG00000004994,4.882784769431915,-0.16019521337170928,-0.4684048754770003,0.651992549849574,0.014930766594122034,0.04365700897109949,0.9662478160861818,-0.5094542034467007,-1.0533241066928891,0.32296391705657235
MRI1,ENSMUSG00000004996,6.03516469611899,-0.3827297328375974,-1.0247795807034898,0.33545295364349603,-0.4956037239657117,-1.3270058029596066,0.22112970862113834,0.30720805235768295,0.5816421326676736,0.5768254096962513
PRKACB,ENSMUSG00000005034,8.548293785011547,0.08900127495855376,0.5872319071178241,0.5732437225002949,0.10550522947706814,0.6961252762454737,0.5060676640087651,-0.2509989385107437,-1.1710361548980266,0.27528056882403495
SGSH,ENSMUSG00000005043,6.42255339941282,0.32912630147549066,1.1528132257777435,0.2822671213751762,-0.2836836387534813,-0.9936436232098679,0.3494962265863957,0.37339812210089796,0.9248120769601611,0.3821128839947501
CSTB,ENSMUSG00000005054,4.211768988247854,-0.2950675917234168,-0.41838850064223443,0.6866687614346771,0.3398054257564921,0.48182411955840865,0.6428356672194453,0.3347397907543306,0.3356221150169763,0.7457880824517873
SH2B2,ENSMUSG00000005057,4.465445569631822,-0.21929557057930513,-0.6625845590231503,0.5262212922037215,-0.26923631109390583,-0.8134766333306443,0.43948290200641593,0.28281327846138604,0.6042216041508054,0.5624354260782602
PEX5,ENSMUSG00000005069,5.47348610857752,0.06527910945917358,0.21425848112974044,0.8357058490678497,-0.33399223898124114,-1.0962261958857944,0.30487942366942233,0.3112917103874875,0.7224642450885579,0.4905864659962773
JKAMP,ENSMUSG00000005078,4.418099124109068,0.6523460826509317,1.8725741391585329,0.098018391589769,0.18777867107673404,0.5390229093044242,0.6045429128828337,-0.19116687006989466,-0.3880240053628065,0.7081192561140455
CD44,ENSMUSG00000005087,11.092574872141975,0.1267590772148908,0.6668751305280107,0.5236160385521798,0.17811116002490948,0.9370366659323872,0.37616132136532743,-0.2597179466387599,-0.9661674801137504,0.36225571665411715
EIF2AK4,ENSMUSG00000005102,6.5385598858602245,0.056291519157961815,0.1755207920378297,0.8650317437959263,-0.31684544491191763,-0.9879456848279542,0.3521139157305888,0.330948810546968,0.7296782941675062,0.48639985640732064
WDR1,ENSMUSG00000005103,9.529458027638125,0.4058213563150564,1.1779639092876506,0.2726617662316353,0.13115032582197297,0.380685609826959,0.7133461509912533,-0.1925682004898073,-0.3952452513542397,0.7029918194804516
SLC2A9,ENSMUSG00000005107,4.74196343030216,0.40176837206028676,1.4323761836472808,0.1899285062544851,-0.33410509431380353,-1.191144483265875,0.267735586540077,0.21365102317317497,0.5386061712507165,0.6048174493753973
NDRG1,ENSMUSG00000005125,8.957726795502314,0.2314544084511373,0.839075482213756,0.42578755708627947,0.18049023077294354,0.6543186126120036,0.5312626920730816,-0.33185916362297396,-0.8506959996827578,0.4196698042759126
4930550C14RIK,ENSMUSG00000005131,2.976475538681685,0.22222077610624819,0.5794418331410228,0.5782387243409344,0.689515775564202,1.797915982354193,0.10990248137443293,-0.033609614199821926,-0.06196888978932619,0.9521078631181021
MAN2B1,ENSMUSG00000005142,9.079175996920249,-0.03807014040155426,-0.35442747530926644,0.7321795232756081,-0.3025720683997543,-2.8169019911901807,0.022601463357291296,0.18357270196262201,1.2084703657797775,0.26137160974498475
KLF5,ENSMUSG00000005148,3.2976134362330383,0.4559182821630063,0.8347151679594897,0.4280990931142896,0.8798305602427318,1.6108323412359464,0.14588194419713885,-0.7214554203835656,-0.9339976866297267,0.3776344333889061
WDR83,ENSMUSG00000005150,4.514650068663163,0.22521970319848084,0.8108379625485456,0.4409116415724219,-0.015826112080758962,-0.05697730834552541,0.9559606665142941,0.3281716979543793,0.8354372167259062,0.42771571018548293
PRDX2,ENSMUSG00000005161,12.640038622661995,0.5696544189154359,0.87112006179726,0.40906779437214347,0.3694912555929958,0.5650289626797398,0.5875444715208342,-1.1748964227003234,-1.2704311348923125,0.2396306601236664
POLR2A,ENSMUSG00000005198,10.257896718304917,-0.07346019767804098,-0.46140989207784877,0.6567908679651093,-0.04814105547016306,-0.30237815730302164,0.7700762159032055,0.21916704996821884,0.9734083615757901,0.35885966761208765
SENP3,ENSMUSG00000005204,6.16544005861239,-0.000849498859105018,-0.0026615322150164342,0.9979415789303943,0.03009396989285565,0.0942862600568466,0.9272005171004123,0.1948018763771582,0.4315658438176517,0.6774515680121782
PLEKHA8,ENSMUSG00000005225,3.5418130342762217,0.8969774639766182,1.838060871823838,0.10335222941572653,0.72917806126404,1.494211077566982,0.1734766348148069,-1.1329084632540585,-1.641565369066347,0.13930732611777952
SPC25,ENSMUSG00000005233,6.482883133115334,0.5902492006661576,1.0709538833601187,0.3154331942888988,0.07894648148342079,0.14324126288839728,0.8896418867030287,0.028101330092947296,0.036053484178841626,0.9721230999957626
DNAH2,ENSMUSG00000005237,2.8571767557014893,-0.07595188005139826,-0.062385474012426535,0.9517863774009645,0.2635235392827492,0.2164533768020138,0.8340519088076794,-1.1506571600534083,-0.6683068262834382,0.5227484706839283
UFD1,ENSMUSG00000005262,6.496953179046419,-0.10684842635267351,-0.48761746878654894,0.6389023234473048,0.03056033375381901,0.13946628040288908,0.8925288593492275,0.24175208170699605,0.7801288700158171,0.45777291523749364
ZFP287,ENSMUSG00000005267,5.887017268995321,-0.531441404023179,-1.8504084991978513,0.1014130469091723,-0.5574828121346275,-1.9410812291276514,0.08819891685450365,0.8566196801690542,2.1090422388534384,0.06797453196316883
LETM1,ENSMUSG00000005299,6.521909165289431,0.29461311761744424,0.8578444941324326,0.4159372322562793,0.12368715354215828,0.36014806305682,0.7280594536569525,-0.3907051326616182,-0.8044343500347065,0.4443921784967457
UBQLN1,ENSMUSG00000005312,8.563843718946234,0.06038643530839264,0.3184060929478062,0.7583304592493783,0.1530854600985883,0.8071902735801078,0.4428919643342981,-0.2348650265493744,-0.8756797964502993,0.40672708013599745
CADM3,ENSMUSG00000005338,3.772994134151053,-1.2416458237418524,-1.6843013563585676,0.130617202160628,-0.0896909003914524,-0.12166634179712169,0.906163859841083,1.6841421036591866,1.6154212883536319,0.14488253422319786
FCER1A,ENSMUSG00000005339,2.2649608216764734,-0.2981769784469519,-0.4420534208288496,0.6701567835350042,-0.2813389800908017,-0.4170907466076049,0.6875795623356222,-0.23160807613988035,-0.24279478117792638,0.8142735401419889
TXN2,ENSMUSG00000005354,7.808110054002958,-0.19067708102500455,-0.4061173264227807,0.6953026001845424,0.49087456572299476,1.045498835878574,0.3263511881086407,-0.35232362516482446,-0.5306153282570713,0.6100945184541291
CRBN,ENSMUSG00000005362,7.155549820549357,-0.0402399197167558,-0.28949216463207134,0.7795656402151967,-0.04429093788605083,-0.31863581171307637,0.7581625901618105,0.05222398576893733,0.2656652339919984,0.7972149777665827
IL5RA,ENSMUSG00000005364,5.521096872424981,0.2794253610175686,1.2955103835578703,0.23127335313920305,-0.36968553208254745,-1.7139870329592075,0.12487898613462467,0.1140119568051328,0.37377519719044033,0.7182829858900466
MSH6,ENSMUSG00000005370,6.672703844494996,0.2523532547826433,0.8505173354093182,0.41976339443392185,-0.2140654168716376,-0.7214741419434748,0.4911628686431522,0.22649635555660177,0.5397845874812426,0.6040413115596097
FBXO11,ENSMUSG00000005371,8.32535002737298,-0.10325475846039611,-0.47232235439813536,0.6493127890157326,-0.020805249326055854,-0.09517028069260423,0.9265202576949245,0.09441658423914265,0.30539485231426317,0.7678605513184906
TBL2,ENSMUSG00000005374,5.052270013545107,0.7377104052701835,2.017369282272399,0.07837766713783223,0.4607646965881614,1.260023633409487,0.24317285583915393,-0.6182973633923863,-1.195588946590855,0.2660910517124955
BUD23,ENSMUSG00000005378,5.674822702153932,-0.22699403068682256,-0.8260971641568976,0.4326934130718154,-0.05997249320766295,-0.21825731018725592,0.8326932314458326,-0.15812183936916815,-0.4069054948014652,0.6947466140601488
NID1,ENSMUSG00000005397,5.353599136510926,0.05372151066415737,0.10885447191413815,0.9159987522281667,0.22846416534899117,0.46293087746248934,0.6557460714899397,-0.4256086518808896,-0.6098085491070421,0.5589070454197951
MCM5,ENSMUSG00000005410,5.649401557744375,-0.0447564779806002,-0.1656818236546027,0.8725178092189347,0.5673325243805049,2.1001806106967305,0.06891815924041822,-0.18997601807015982,-0.49728200703631925,0.6323676939268761
HMOX1,ENSMUSG00000005413,4.860422704144624,0.0025021255064209733,0.0045470016620865516,0.9964833714504953,0.2518661163801037,0.45770511785468304,0.6593391140538416,0.056517545288148695,0.07262469408380418,0.9438876900118534
MPRIP,ENSMUSG00000005417,8.531309533723329,-0.07934367422888584,-0.3270990999787517,0.7519875502794973,-0.2687002774720766,-1.1077331593141622,0.30016773408073427,0.2017066566095594,0.5879931603384888,0.5727569219602282
CIC,ENSMUSG00000005442,9.381597256601221,-0.4577982885040475,-1.665797807912609,0.1343164894112694,-0.1311348753747356,-0.47716252643482104,0.6460093482507248,0.20959208943962027,0.5392721730880464,0.6043787361957973
PAFAH1B3,ENSMUSG00000005447,4.7713296228059585,-0.4317344740680346,-1.0036861602439937,0.34491860289102805,0.07266817592275014,0.16893726779934365,0.8700393216571709,0.36327846310401446,0.5971808339501437,0.5669002322440446
IL27RA,ENSMUSG00000005465,7.2628833640121675,-0.3656894044923839,-0.7058675067833269,0.5003058420128523,-0.2404508571603738,-0.46412733035923187,0.6549247692088975,0.15201568175202654,0.2074838064849533,0.8408162848171337
PRKACA,ENSMUSG00000005469,7.370802880569499,-0.07370136793420383,-0.31320193946879005,0.7621370805207759,0.09959978679188185,0.4232600732966633,0.6832546193000291,-0.0074806351890702805,-0.02247876111772719,0.9826166171007085
ASF1B,ENSMUSG00000005470,4.477359765514921,0.3099142941345782,0.7659941080799195,0.465677746161951,0.693435081693993,1.7139163858084654,0.12489235972610468,-1.3330352356687805,-2.329756074673387,0.04818003143645222
DDX39A,ENSMUSG00000005481,6.417798662768278,-0.6149329736691207,-1.5280713158237236,0.16501643037599067,0.07275427411387761,0.18078997896901333,0.8610285385986272,0.2571866766368953,0.45190725219042904,0.663336552297745
DNAJB1,ENSMUSG00000005483,6.295101483283842,-0.24144594961721547,-0.8207511760500721,0.43556050325676043,-0.20717682024404588,-0.7042595625861408,0.5012539489567203,0.3374189074745726,0.8110469706201775,0.44079835563728587
MSH4,ENSMUSG00000005493,1.7048272593578426,-0.47499429304664065,-0.6111358676777214,0.5580706843604117,-0.10395307466337068,-0.13374782268368876,0.8969053682669488,0.5518444701995917,0.5020547481961263,0.6291532092789158
USP40,ENSMUSG00000005501,6.502624265351013,0.36903239016404743,0.9012371732549286,0.3937846199172541,0.03095995528922172,0.07560925092931203,0.9415865595797439,-0.40295193127988177,-0.6958455503184842,0.5062337169656919
KBTBD4,ENSMUSG00000005505,5.085377650029831,0.18306120816836163,0.5025889558112536,0.6287939366812529,-0.3063916079219849,-0.84118880147026,0.4246703618309149,-0.5513838418882643,-1.070423546580974,0.31565770620028477
CELF1,ENSMUSG00000005506,9.596287341957654,-0.20908523208052218,-0.8255282284934717,0.4329979147331682,0.00814519699069448,0.03215956466915288,0.975132677822188,-0.03701342822743657,-0.1033362942222541,0.9202395765389211
NDUFS3,ENSMUSG00000005510,5.7027330795260225,-0.028535006461978325,-0.07913701920675474,0.9388673608806792,-0.08597876727393546,-0.2384475842399659,0.817528299568741,-0.10232078763259787,-0.2006552787647266,0.8459754841729152
POR,ENSMUSG00000005514,7.100443516730233,0.07630550011097961,0.23053577899372749,0.8234615241604271,0.08623022746256168,0.2605205736411603,0.8010425442686353,-0.06370676285061143,-0.13609840450490449,0.8951059328801259
IGF1R,ENSMUSG00000005533,7.944335637691639,-0.40503276864383875,-1.4588017107136835,0.18273586124108832,-0.33629102611230166,-1.2112153933443226,0.2603748823798482,0.7198609656372776,1.8333261371538423,0.10410510240152004
INSR,ENSMUSG00000005534,8.300889951980052,-0.11073080020376759,-0.40656527781408636,0.6949865842818124,-0.12756537065892293,-0.4683760098000033,0.6520123155271265,0.375124948066955,0.9739189083451855,0.3586211216363653
FCER2A,ENSMUSG00000005540,9.881844422699157,-0.03887460143474325,-0.14145747940564585,0.8910058455179524,-0.26228166094972544,-0.9543944190541775,0.3678286931352215,-0.09516318901075305,-0.24485780682338323,0.8127302843076651
TRIM28,ENSMUSG00000005566,7.703124820745751,-0.4993001312750517,-1.3603141590028633,0.21081916010653767,0.019143309265409872,0.05215483235986284,0.9596841157844924,-0.004964557938198305,-0.009564078319376706,0.9926032874152351
UBE2M,ENSMUSG00000005575,10.163239198597939,0.0737514311607121,0.15769767681763083,0.8786027186506198,0.3750717721886854,0.8019904994811284,0.4457254119128691,-0.8705934558527627,-1.316301098001035,0.22453388280082276
ADCY9,ENSMUSG00000005580,6.416975507903205,-0.2719035564148131,-0.6379762758450632,0.5413156587026151,-0.22781050020831983,-0.5345192848437029,0.6075133272643938,-0.17409049164989043,-0.2888349179506842,0.7800507175414344
MEF2C,ENSMUSG00000005583,10.21413366614698,0.36415880151728597,1.2417319500356816,0.24950493189421774,-0.0503434527538154,-0.17166432199101253,0.8679642910939691,-0.15388703926232603,-0.37104287028785343,0.7202388813089358
CTR9,ENSMUSG00000005609,6.709177450070084,0.628245262933986,1.3939323712634022,0.20083659568504375,-0.1915982589894522,-0.42511266099458167,0.6819582981168226,-0.05772926522587645,-0.09057190726514072,0.9300594242275311
EIF4G2,ENSMUSG00000005610,11.328203343814698,0.3498776116099103,1.0142855387759735,0.3401369120037723,-0.07186827837273986,-0.20834415530270975,0.8401668347012046,-0.3013540269893479,-0.6177405093169567,0.5539198645832499
IRAG1,ENSMUSG00000005611,9.170513327466507,-0.18865764492647438,-0.46736720395275777,0.6527032757382525,0.07422972834669428,0.18389151736251194,0.8586741688795647,-0.19357648644366415,-0.33909503439676725,0.7432675600567391
PCYT1A,ENSMUSG00000005615,7.0489007453606,0.24325705921368634,1.573786199971629,0.1541832659179836,0.17288160214463588,1.1184821544899546,0.2958190018977427,-0.5148570448400409,-2.355330968986752,0.04629440232349413
ZFP592,ENSMUSG00000005621,8.770581382210764,-0.024575101289559,-0.12217523372287899,0.9057735579182369,-0.39152861694107455,-1.9464863937018542,0.08746567550966633,-0.07975640440681189,-0.2803744476220469,0.7863040035789886
PSMD4,ENSMUSG00000005625,9.467808466967051,0.2553404103151517,0.5057913351410995,0.6266424365272056,0.4136444994804921,0.8193681658449021,0.4363043517406846,-0.7294823929371328,-1.0217664757649267,0.3367927312434744
TMOD4,ENSMUSG00000005628,0.4462220841103999,0.44151855894658854,0.5284105486311284,0.6115548316148129,0.8850546554372746,1.059235691391902,0.3204232298691534,-0.7009456492934371,-0.5931873239815357,0.5694416753783522
SNX6,ENSMUSG00000005656,6.155969069451389,-0.16539234380432863,-0.5808513464521542,0.577333129689199,-0.10594528724315282,-0.3720756434666062,0.7194993273906469,-0.11252909346886662,-0.27944698036577775,0.7869905257769612
MTHFD2,ENSMUSG00000005667,7.6290723526735835,0.07895821331994965,0.12215889113427833,0.9057860916768452,0.4069371162209605,0.629586015041878,0.5465208362728311,0.19933114565897997,0.21806598849184786,0.8328373018734667
KIT,ENSMUSG00000005672,4.261134021397489,0.2830780499209575,0.4646843336170066,0.6545425859666434,-0.6610597569663478,-1.0851569478195224,0.3094670769783139,-0.08996148659645521,-0.10442234968618269,0.9194047029806622
TOMM40L,ENSMUSG00000005674,4.859940109425943,-0.3652369254721552,-0.7025143078964531,0.5022843074634236,-0.528793671587483,-1.0171072372681749,0.3388725569366404,0.5692520214149653,0.7742301492957447,0.4610607658121628
PAN2,ENSMUSG00000005682,7.508243308731337,-0.08157319695075112,-0.38948778979357385,0.7070786062409642,-0.2635799865203739,-1.258516157526856,0.24368955623794575,0.20900075941311325,0.7056335645513067,0.5004437127482126
CS,ENSMUSG00000005683,7.958389014878521,-0.014374894849090988,-0.08765473931893264,0.9323055048188138,-0.03169344466413829,-0.19325919662847077,0.8515724168896461,-0.09155624434339164,-0.39476959640688525,0.7033290641947401
AMPD3,ENSMUSG00000005686,7.009418595916168,0.0495022578514949,0.12895019890818352,0.9005800412652079,-0.12592172417431913,-0.32801799521654684,0.7513182327490227,0.4045037111447663,0.7450827708167439,0.4775376926462218
BCAS2,ENSMUSG00000005687,7.388324809888943,0.12166354659844344,0.2852581381245186,0.7826923323815882,0.5899781024235365,1.3832907204903746,0.203951132888736,-0.6156606317261345,-1.0207137299881353,0.33726180374167525
SH2D1A,ENSMUSG00000005696,4.405811504261948,-0.5850393311092691,-0.8695964407984851,0.4098520706140385,-0.004419225185319084,-0.0065686908347752735,0.9949198284699268,0.5471828247786836,0.5751089800228573,0.581027526139092
CTCF,ENSMUSG00000005698,8.951103467531798,0.010758236991059886,0.11136562324750289,0.9140698232560669,-0.07739926737472926,-0.8012109844066259,0.4461512464317061,0.19893261342647076,1.4561329692674703,0.1834511630211999
PARD6A,ENSMUSG00000005699,2.877459486652785,0.5931449575387576,0.6298623084388397,0.5463489568149198,-0.6971288609742411,-0.7402831096711873,0.48028755081883845,-0.1066018183260257,-0.08004503384257815,0.9381676010683544
PVALB,ENSMUSG00000005716,1.0118122032283459,-0.347347787164902,-0.46286457052293895,0.655791602321973,-0.1483083396507069,-0.19763095800234673,0.8482630131492095,0.16807624563207976,0.1583728542082865,0.8780878111008881
TFAP4,ENSMUSG00000005718,5.0121678023073795,0.21576386708199932,0.6329406359950805,0.5444361287663408,-0.3075648859826557,-0.9022377897483375,0.393284021161308,-0.18310318382535495,-0.3798089198320478,0.7139716736000099
RANBP1,ENSMUSG00000005732,6.455028038895331,0.5340758883769665,1.076107022613581,0.31325819979216996,0.2787613110829979,0.5616748687176295,0.5897219160236518,-0.5856908928619473,-0.8344608525905336,0.42823418274435654
CD247,ENSMUSG00000005763,7.094843203191542,-0.07309818942420933,-0.23470359079543637,0.8203344634441097,0.1837608517259804,0.5900191521492257,0.5714625008419518,-0.45925917850817793,-1.0426918064599202,0.3275729554486333
RFX5,ENSMUSG00000005774,7.621808838627559,-0.17414129588323757,-0.6648591042420334,0.5248391918336557,-0.23675917037108313,-0.9039297033803562,0.3924386224750185,0.02703613194802656,0.07298899901007364,0.9436067758762532
PSMB4,ENSMUSG00000005779,5.856032365416929,-0.3300738877421688,-0.8480528947208977,0.42105584567700727,-0.1845727999074706,-0.4742195704088552,0.6480169404513496,-0.04630369229633568,-0.08412254400128844,0.9350259893464408
MMP8,ENSMUSG00000005800,5.951029591714374,0.18373647018379283,0.20981055957090294,0.8390601929471169,-0.2364237706844027,-0.269974728335306,0.7940132473390329,0.3175179000256305,0.2563806174113017,0.804126786207797
SLC30A4,ENSMUSG00000005802,5.331673565683636,-0.09758975829649104,-0.29585969967302306,0.774871466195326,-0.031652888858663075,-0.09596103479482014,0.9259118219430937,-0.3601922038948013,-0.7721485859431922,0.46222475687485387
SQOR,ENSMUSG00000005803,5.063970828357372,-0.5000311355923114,-1.108760779320802,0.29974979625951903,-0.3085806595660351,-0.6842416566290039,0.5131522586983017,1.1904596943773056,1.8665537720820569,0.098929554423558
BLOC1S6,ENSMUSG00000005804,5.613945106785628,0.3488182797318722,1.5929928244783862,0.14982723159161937,0.13058867309428418,0.5963759105665392,0.5674119562933528,-0.3598217505645787,-1.161948816374167,0.27874679678433334
METAP1,ENSMUSG00000005813,7.174976833219789,-0.513392474454639,-2.547048532239757,0.034332016042833535,-0.4608866425620029,-2.2865560071044304,0.05154118557717968,0.7657189669055291,2.686223405279569,0.027657989382045667
GPR108,ENSMUSG00000005823,6.301007824565366,-0.06303616129454895,-0.3161559041998111,0.7599755251713298,-0.2166146890298407,-1.0864242280424612,0.3089391011580833,0.17072219972758165,0.6054615085689603,0.5616512659238708
TNFSF14,ENSMUSG00000005824,5.734738555077454,-0.04963204621241441,-0.229233202862153,0.8244395236045836,-0.01769045218414272,-0.08170606138008644,0.9368876816487843,-0.15874559059057367,-0.5184441937527292,0.6181789625456271
