gene,mars_delta,mars_se,iss_delta,iss_se,mars_over_iss
GNAI3,-0.9029504364218559,1.1197394288789233,0.08444056843599551,0.1384809780732109,-10.693324940206635
CDC45,-5.092450819702765,4.225979959275917,-0.03602782015297723,0.5226375199310731,141.34773622383423
H19,2.372915010705089,6.1023559540473284,0.32864267219776266,0.7546936361019503,7.220349672903017
SCML2,1.670147116626429,3.1059073898259353,0.022833970723003222,0.38411534152953025,73.14308741509869
APOH,2.463942293235079,9.15423311788286,0.42878454613899275,1.132126924336136,5.746341176289453
NARF,2.284726495389162,1.5799281105104996,0.03528045686786768,0.19539366426339502,64.75898268398045
CAV2,4.467149389587075,4.240293609781118,-0.05134077495075459,0.5244077249186235,-87.00977719701167
KLF6,1.0375976191880767,2.0272369195407784,-0.029397174150398483,0.2507134643684014,-35.29582856772687
SCMH1,3.6758829243852045,1.6958304240302529,-0.01040996491135282,0.20972759350015807,-353.11194184491325
COX5A,-0.46440241834424145,1.559272661504877,0.053651567169395405,0.19283915318066586,-8.655896609282117
TBX2,2.254374865016074,3.947030375529699,-0.27707161023880555,0.4881391266495519,-8.13643398207795
TBX4,3.8508019991962836,5.3028140739323755,0.3787163635773554,0.6558122903948812,10.1680370048487
NGFR,2.4818335887050544,4.6084887462028625,0.38046890798576444,0.5699433390967644,6.523091733945089
WNT3,2.6262365507840535,2.321712294674104,0.09913857189355307,0.28713197113453937,26.49056266015101
WNT9A,-2.9354172302470114,3.013738944140141,-0.18155856427967837,0.3727166391378183,16.167880826184575
FER,1.6222526349321562,1.431028457763121,0.048167568725462795,0.1769788714862371,33.67935475793666
XPO6,-0.5745920324778178,1.0212257956298108,-0.0118890419708358,0.12629755045242844,48.3295486623153
TFE3,1.3949843086330596,1.1983432370285367,0.1180485721771731,0.14820210778615767,11.817036690112596
AXIN2,4.586781664720225,2.72362175265874,0.02413525855592058,0.33683711985321035,190.04485301422426
BRAT1,1.0137464373999645,1.0565655797796745,0.06837245640749409,0.13066811001990644,14.826824874597468
GNA12,-0.9631374556042857,1.819262178135646,-0.0642585426865223,0.2249927075016535,14.98847336614585
SLC22A18,-0.20903385024114285,2.3377522140000266,0.041265848891809606,0.2891156681083013,-5.065541018898841
