gene,mars_delta,mars_delta_lo,mars_delta_hi,mars_se,iss_delta,iss_delta_lo,iss_delta_hi,iss_se,mars_over_iss,mars_over_iss_lo,mars_over_iss_hi
GNAI3,-0.9463377155581286,-3.0608515987525906,1.2602685959668738,1.1154845526309924,0.08059367424183805,-0.17572801271308952,0.3522024666201877,0.13652050822576114,-11.742084282178844,-8.69060239164477,-7.171700040929215
CDC45,-5.161243347835365,-14.013963136638143,3.5326413355168698,4.32362981341308,-0.04673119030464109,-1.1095861607806579,1.0369461997390665,0.5420717364705528,110.44536452397571,-13.514648243240167,-3.1837467520606535
H19,2.104366239109153,-9.292271175500808,13.836336042457216,5.89238314395122,0.27453967939798135,-1.114035200864858,1.7007870388875692,0.7085230583481371,7.665071379567679,-5.463512458078577,-12.420016918420231
SCML2,1.6099251071943967,-4.632848655486051,7.668848692704144,3.107580891000326,0.008867427835429417,-0.7117544087902443,0.7619387609788036,0.378809339359258,181.55491502981417,-6.080342532429496,-10.774571394280146
APOH,2.2779655542554753,-15.74922460038688,19.602714338389983,8.836045253960615,0.3918444654951738,-1.7632740993856633,2.723733016535467,1.1229399848718555,5.813443227727641,-5.782220395602346,-11.117224681755209
NARF,2.2960518982486415,-0.7690807058502955,5.355855076583362,1.5848481510375678,0.041070883576406376,-0.34719465653463183,0.43099118841840617,0.1985882481857866,55.90461412833188,-1.7844464724964912,-15.426087284984261
CAV2,4.312463019972458,-4.160614075492673,12.911110551620895,4.301153616133413,-0.06509508400322334,-1.1067617246040389,0.9315337728464608,0.5301529131238094,-66.24867432015166,-4.466412487417611,-11.665664130407153
KLF6,1.0327709763420339,-2.6357216853718173,5.074172876740518,1.9809975917746117,-0.030077657055003145,-0.5075246152412991,0.4641467153293129,0.248404973467679,-34.33681601108095,-5.678639099065407,-9.997885273659165
SCMH1,3.7070267071826795,0.31269495565791333,7.017567929205003,1.7167269340106412,-0.006805100874372176,-0.4102348907625374,0.39442883779832716,0.20952376343287557,-544.7423595355127,0.7927791421219443,-17.106219113057087
COX5A,-0.49505533103033683,-3.411469071724261,2.8156883144051674,1.5676308096401395,0.05580132114060857,-0.3117166014780711,0.4434798868459008,0.19439006122092736,-8.871749286775717,-7.6925000950712095,-9.032846826424956
TBX2,2.0591740189253507,-5.889402107660516,9.678851387291017,4.010136491668334,-0.2999273824104022,-1.2787908006252489,0.6024994424874306,0.49080778232517586,-6.8655752681750934,-9.774950302602779,-7.568752748736277
TBX4,3.9007880367176218,-6.964466672811065,14.232589448382408,5.225730209846868,0.3948085875027002,-0.887749760327582,1.6374793761921222,0.6417757660630657,9.880200583759954,-4.253162985787699,-16.032208719640256
NGFR,2.4085365120603126,-7.282409197734923,10.957046856749642,4.717400011729497,0.4027953850619119,-0.7551878957086701,1.5153354792125227,0.5834450212525596,5.979553394560632,-4.805806567347969,-14.509034002018165
WNT3,2.7182797103288694,-1.846256140359324,7.078262111772343,2.322075527786542,0.10273799053922551,-0.4288213910472343,0.6537749656962702,0.2835128965447089,26.458369450889993,-2.82399332680636,-16.506317687385792
WNT9A,-2.8499284597618915,-8.957702304889002,3.0533136654865496,2.9527172788817806,-0.18424723829664316,-0.896846750605634,0.5275752222636534,0.360400805714835,15.467957545032114,-16.97900493972105,-3.404498776880966
FER,1.5825758665799454,-1.4720770764127429,4.296375262936966,1.4321878289249652,0.04293969874985398,-0.299605168193893,0.38069748347665844,0.17122121601558757,36.85577478778486,-3.866789617228977,-14.340123999985595
XPO6,-0.5199141592421282,-2.522301074834657,1.5278844898469517,1.035228002792729,-0.007308074484213937,-0.25705312711694234,0.2349435988711536,0.1260569631062754,71.14242751154043,-10.73577270014461,-5.943847122123763
TFE3,1.4446255863180908,-0.9636250836298184,3.7281036082591554,1.180214595468967,0.11979672577390241,-0.18526704930414328,0.3962877764249427,0.15081520120272282,12.058973874165774,-2.4316295908065437,-20.122863845793333
AXIN2,4.688581305541523,-0.7058065053395709,10.224762768588079,2.7216059123659195,0.03692420531508213,-0.651705588286747,0.7389955763366871,0.34309277495519686,126.97852981622373,-0.9550889449681966,-15.689235986862887
BRAT1,1.066901516254102,-0.9817718722668403,3.1517200569022523,1.057584636220997,0.07045045953799033,-0.17886965247387698,0.33106540223264264,0.13231950907580958,15.143996550920674,-2.9654922128556955,-17.620205626343157
GNA12,-0.9642967563771214,-4.500324141001963,2.852086875735885,1.8884975025559545,-0.06612830968419667,-0.5054423598878758,0.38078454609165524,0.23323666289607115,14.582207846869688,-11.818557730855838,-5.6427539558983035
SLC22A18,-0.19689185966131026,-4.758437339733402,4.4939691244073385,2.34268530270907,0.04611167824079723,-0.5024594172561359,0.5905260743538218,0.28591560932578647,-4.2698914282219835,-8.057963138952472,-8.943944466098987
ITGB2L,-7.514450709489459,-22.28975519217111,7.584933433133526,7.700711566103594,-0.42811455656547537,-2.1214659232523565,1.4287044852067665,0.9412511671408033,17.552429821059373,-15.601375527945702,-3.575326546610416
IGSF5,-3.550934363688445,-18.2804060111777,13.253260069752038,8.192107653996542,-0.3539033159362268,-2.245828333771994,1.7564796474244568,1.0249290287207837,10.033628405811042,-10.407411231882156,-5.901279216427218
PIH1D2,-3.1644825112787194,-11.97797574919247,5.688965037043176,4.5925752858541165,-0.1081612957878684,-1.2099855651114753,1.0469265331114326,0.5681072569006842,29.25706915979509,-11.441085281881533,-4.701680087000918
DLAT,1.2552513856046958,-3.597946688155324,6.4268119918552165,2.654727542522245,0.07242374546664405,-0.5109739285873406,0.6941005828485576,0.31742008742622785,17.332041825741012,-5.183609950865496,-12.577573203437295
SDHD,1.926489936776085,-2.1221579214037396,5.919936887563738,2.0750061192242644,0.0410073458767586,-0.4602162043760529,0.5191458639261128,0.2585409807357522,46.97914228747845,-4.087787400162692,-12.86338210448241
