gene,ensembl_id,beta_intercept,beta_HLU,t_HLU,p_HLU,beta_IR,t_IR,p_IR,beta_HLUxIR,t_HLUxIR,p_HLUxIR
ENSMUSG00000103846,ENSMUSG00000103846,6.4407137089686275,-0.4264468472328816,-1.4718084885521363,0.1593430930847175,-0.010887984388122598,-0.046023486385781374,0.9638278557223621,0.4355412771682548,1.164370894320616,0.2603545293014704
ENSMUSG00000103847,ENSMUSG00000103847,3.0403283221778237,-0.1912271815849737,-0.3134439545288769,0.7577565326238382,0.4759692166088146,0.9555089708189406,0.35271164012643563,0.25442589632195506,0.3230332390374634,0.7506095060393883
ENSMUSG00000103851,ENSMUSG00000103851,4.836865557930043,-0.30692028284287604,-0.9060621810956654,0.37756636580330616,-0.1104362235305266,-0.3992910633998059,0.6946502675902759,0.36880588636936096,0.8433461815068386,0.4107447433114977
ENSMUSG00000103854,ENSMUSG00000103854,5.061344582731713,0.5580872111212294,1.6213002114911428,0.12335200702963744,0.26980277345967824,0.9599605990495628,0.35053055426405866,-0.5445771499259149,-1.225452292793066,0.23711227650594946
ENSMUSG00000103857,ENSMUSG00000103857,6.332394656284712,-0.2678317332937798,-1.2256244931971347,0.23704908260412139,0.1316602235852263,0.7378967836447714,0.4706412206551054,0.5203520848578221,1.8444561028363267,0.08261455976311671
ENSMUSG00000103864,ENSMUSG00000103864,2.4742740092250273,1.1331923403372877,1.7647283373904943,0.0955667539526337,0.1763596843724879,0.3363714843054953,0.7407071360721287,-0.8961675820683818,-1.0810333298394503,0.2947799938850877
ENSMUSG00000103865,ENSMUSG00000103865,4.2379192535876475,0.10771838317523492,0.2356931301219593,0.81648680561262,0.19088383634196182,0.5115309106198019,0.6155593978399991,0.5095498147649401,0.8636133977528688,0.39982133674980336
ENSMUSG00000103867,ENSMUSG00000103867,8.050961285892594,-0.27677366488194477,-0.8225921811197457,0.4221288538489272,-0.06966805275978927,-0.2535940819168987,0.8028506865401348,0.0932246939292997,0.2146181288034145,0.8326184330234989
ENSMUSG00000103869,ENSMUSG00000103869,9.601820536199345,-0.12950562061111964,-0.5594327455368224,0.5831625677881984,0.019341252462112858,0.10232682274592043,0.9196945918535677,0.06041922062255538,0.2021668806183473,0.8421858564099067
ENSMUSG00000103870,ENSMUSG00000103870,1.0495322531017215,0.7151881096498715,1.0137547401295481,0.3249117765918672,-0.09827873036706661,-0.17061522345065255,0.8665404730395543,-1.1618338111961655,-1.275652100757461,0.2192346142145496
ENSMUSG00000103873,ENSMUSG00000103873,3.1794311686803476,0.14811071758459504,0.18171915147363085,0.8579522688955699,-1.1755844639695725,-1.76650016234155,0.0952606472596429,0.31386786752608725,0.2982886276717776,0.7690979514967526
ENSMUSG00000103880,ENSMUSG00000103880,1.2890248663093737,0.23613661691171997,0.3096126007570516,0.7606184608603896,0.46547212053121917,0.7474714240077099,0.46499349896783615,-0.7632543354172524,-0.7751757812675256,0.44888494182122196
ENSMUSG00000103882,ENSMUSG00000103882,4.778413256940459,-0.6444696565087669,-0.979948720054352,0.34085243888144756,0.17421475848405565,0.32443780043179615,0.7495646054908986,0.6155156100289391,0.7249625498783066,0.4783358423609898
ENSMUSG00000103883,ENSMUSG00000103883,8.078228858898083,-0.12086122628170211,-0.3899061119913583,0.701447782620201,0.059110203948968876,0.23355067887070052,0.8181229884008396,-0.09682676198719484,-0.2419602812151817,0.8117056353902636
ENSMUSG00000103884,ENSMUSG00000103884,2.730035207288435,-0.21239798447755498,-0.36547607816690203,0.7192637824989698,-0.2530765119890538,-0.5333423061138577,0.6007007847883741,0.46956381287202553,0.625862326741722,0.5397178577612003
ENSMUSG00000103885,ENSMUSG00000103885,4.810486650034523,0.03331118726512723,0.05298784940409118,0.958359282030663,0.1925457156469418,0.3751160706213157,0.7122130831731823,-0.22340192751061702,-0.27526356009837233,0.7864314258472038
ENSMUSG00000103887,ENSMUSG00000103887,7.743877375682793,-0.09856103768168407,-0.5046098724000697,0.620310814071066,0.0682835422608436,0.4281659704127712,0.6739056235701173,-0.12429737879710541,-0.4929332017034628,0.6283662800463659
ENSMUSG00000103889,ENSMUSG00000103889,1.9196944605197737,0.2622896804308277,0.3574704995865091,0.7251389668747188,-0.6922069927130962,-1.1554219535308632,0.2638996706083083,-0.02632217752375661,-0.0277879457467017,0.9781548861200036
ENSMUSG00000103891,ENSMUSG00000103891,1.7041998309074669,-0.531468424834022,-0.8823134589128512,0.3899130554558152,0.1689786415576719,0.34357604836166644,0.7353777263426684,0.6519596777752675,0.8383817153290078,0.4134496569247166
PCDHGA8,ENSMUSG00000103897,8.076765356803598,-0.046002094612800914,-0.15309618521571347,0.8801249511996656,0.17656483998696104,0.7196753324977015,0.48150269730873063,-0.17358847086920834,-0.4474899283535007,0.6601708966428563
ENSMUSG00000103898,ENSMUSG00000103898,7.131818546272131,-0.32766791547837043,-1.670415585394189,0.1131441800805073,0.03192042998060885,0.19929893478027494,0.844393222931225,0.11669695091269591,0.4608140893602163,0.6507724154361418
ENSMUSG00000103899,ENSMUSG00000103899,9.110591561521886,-0.049085910877271946,-0.17217565785398156,0.8653325087163606,0.10395957410360351,0.4466064774595058,0.6607961518689711,-0.14362688360395975,-0.3902350364220154,0.701209097567685
GM37500,ENSMUSG00000103900,1.2805368757282432,-1.2805368757282438,-2.1583657467706345,0.04549089990913702,0.3334254924536165,0.688299385051742,0.5005497189998871,0.7641026394906968,0.9976088100785002,0.3324580867081217
ENSMUSG00000103901,ENSMUSG00000103901,6.863835119669606,-0.4689420057838114,-1.8724492913138988,0.07844870185590391,0.002203700042975321,0.010776780521556525,0.9915270004500343,0.6751968017100239,2.088319434374461,0.05212395202799991
ENSMUSG00000103904,ENSMUSG00000103904,1.7270118311122922,-0.47785495515322135,-0.6462369462364987,0.5267545615486267,-0.1611059560506674,-0.266841218896405,0.7928013301628343,0.2944433583722315,0.3084416924988021,0.7614938162830014
TIGD5,ENSMUSG00000103906,6.829597401454221,0.14356019657560395,0.7658589555505407,0.4542633134823464,0.0022629640362258137,0.01478556866090947,0.9883753918008717,0.14855039611807702,0.6138527279798388,0.5474398025062053
ENSMUSG00000103907,ENSMUSG00000103907,5.818822796784126,-0.21356143630847083,-0.623144667166122,0.5414600458517707,-0.23208421514803687,-0.8293871125341467,0.4183796201123897,0.037908416666052824,0.08567957830490222,0.9327221482435144
ENSMUSG00000103916,ENSMUSG00000103916,4.215380910214179,-0.04449219247355488,-0.11134934222420634,0.9126434440717006,0.3486453642821838,1.0686447908519845,0.30017003197518943,-0.3760327517988421,-0.728962431377607,0.4759483210144151
GM5841,ENSMUSG00000103921,0.9700615715422264,0.2796014827143234,0.7326060977682183,0.47377963512144383,-0.5412587392034348,-1.7369271756756326,0.10048325454410079,-0.3004729411324778,-0.6098345874818695,0.5500366389169669
GM6123,ENSMUSG00000103922,0.9809673683170367,-0.9809673683170375,-2.033589481258851,0.057907354232915376,-0.19631876835323764,-0.49844377464200157,0.6245585632791508,0.43655110128860597,0.7010022941488125,0.4927862029738328
GM37896,ENSMUSG00000103923,0.3595397911824841,0.3833718396315788,0.666649571124297,0.5139427667603251,0.1877887156472111,0.3999378581130844,0.6941827709844852,-0.384472576786644,-0.5178671805322875,0.6112247835611573
