gene,mars_delta,mars_delta_lo,mars_delta_hi,mars_se,iss_delta,iss_delta_lo,iss_delta_hi,iss_se,mars_over_iss,mars_over_iss_lo,mars_over_iss_hi
GNAI3,-1.457280269134201,-6.565671561172117,3.5693016363077823,2.6377271154771935,0.048481002426787385,-0.5660118065821205,0.7139837336304675,0.332795120733736,-30.058789962828918,-9.195827932643454,-6.306055094258756
CDC45,1.4660537171617194,-13.31137068976542,16.148901088912336,7.621572957293197,0.6622689703116318,-1.3442759067256644,2.5440147496524945,0.9695581251263904,2.2136832357884217,-5.2324266954756125,-12.013085266288234
H19,7.1776587172546975,-12.297704262851553,28.42874676473815,10.462340116448743,0.2753127866051303,-2.2295180838416013,2.9492799572170294,1.3012462956557032,26.07092393260076,-4.169731066987548,-12.751072516870378
SCML2,4.510471081504465,-9.555908280947214,18.644420242317317,7.360271964755109,0.8384410709867713,-0.9392503747816511,2.6508684328895615,0.9181414448954038,5.37959224277508,-3.604821786847739,-19.850319726145024
APOH,5.065405340017501,-27.213564863905845,36.6110657384584,16.04817534945946,0.8780980322090803,-3.314916206395692,4.907592749235014,2.082776185442855,5.768610285202642,-5.545196240692108,-11.04434123186046
NARF,3.2180266195947147,-6.669522673059934,12.965473307879119,5.111453608927675,0.575728312092132,-0.64312577446155,1.8414497373738667,0.620128328904795,5.589488222145559,-3.6218868957952073,-20.160089709877234
CAV2,-0.9272207668442645,-6.3845395921024295,4.768327107929939,2.8124631710758425,0.024842158912971597,-0.6618024009706001,0.7091766621601628,0.339588419951563,-37.32448415987333,-9.002749149492631,-7.2050616633253455
KLF6,-0.9260608190553864,-3.8401690602254646,1.9559214312910738,1.492461679161743,-0.1351170614689493,-0.5011407875376386,0.2237761232780149,0.18755972947556884,6.853766718929131,-17.160763194804822,-3.9029380164833873
SCMH1,-0.38205544918092743,-5.777764613349101,4.698792370617983,2.6636423657828945,-0.06499727765994817,-0.7477687810913763,0.5518154433697916,0.3351342684574895,5.878022325485071,-10.470465592745672,-6.283750391076833
COX5A,-0.8465201465338734,-7.373806588747476,5.8941005373514574,3.4200137205945076,0.20930737014666295,-0.6194859575826934,1.0554896383785706,0.4369760241916987,-4.044387667480183,-6.986147775050659,-9.514502250141273
TBX2,0.1277544869932487,-8.424900285776891,8.215942770462586,4.295531856185011,0.06071710877927751,-0.9948265699726406,1.1348258198351406,0.5415907744680843,2.104093715293156,-7.423958935831052,-8.25866841361961
TBX4,0.6995177517517622,-23.955328474753973,23.983366151716474,12.4893836003656,0.22656811963166015,-2.746116917174222,3.2606501420286476,1.5388301400401383,3.0874500476456843,-7.346795096468067,-8.733556099423314
