gene,mars_delta,mars_se,iss_delta,iss_se,mars_over_iss
IFRD1,-8.777827485712862,36.88427728027591,0.006733193022935957,1.0508125138190962,-1303.6649114041525
STK38L,22.08566313317672,24.885456032704923,1.0625223157718766,0.7089727802595476,20.78606990680703
BRPF1,-4.783014069282865,15.92965939608722,0.04930740101433101,0.4538271227896806,-97.00397852834912
AKR1B1,4.804420205728677,19.937481939875525,0.22025175228145277,0.56800775455798,21.813312066590324
HOXC13,22.021713824077104,65.80108408020996,-0.23929908478072615,1.874636231826688,-92.0259007436488
GSTT1,2.6689120863121367,53.181034624603235,-0.8598842325139353,1.5150980526671092,-3.1038039603417014
GSTT3,61.0654957391821,79.0542268522356,0.038417008501233474,2.252210886914832,1589.5432289378139
DDT,-1.9229563093447837,32.66993492343917,-0.33440368207709936,0.9307482476161616,5.750404114573808
TAT,51.99272778268286,53.13112803902398,0.4093279929543039,1.5136762418437557,127.01972178210438
MARVELD3,40.42767648559538,99.97340642956846,2.4989654761300195,2.8481866603223627,16.17776510790498
DDX18,13.9836437835333,39.38375114929927,0.48004979044223833,1.1220211320489053,29.129569602876167
UBL3,9.5187814000639,21.253539855717506,1.5347076510227597e-05,0.605501511487764,620234.1790451357
GRAMD2B,17.052361964528053,19.16227035700949,-1.0013454963661819,0.5459224083834258,-17.029448902911106
EEF1E1,17.46025740207985,33.50330516115917,0.17448777408770122,0.9544905014710002,100.06579253686827
AKT1,-10.9124840303463,10.934040019942392,0.04496487902840099,0.3115047095066277,-242.68905568396374
