gene,mars_delta,mars_se,iss_delta,iss_se,mars_over_iss
GNAI3,-1.4716853083200965,2.5552438281024434,0.05089056661119859,0.31601340044392046,-28.918626895308503
CDC45,1.654228380313181,7.444731464356243,0.658979859310916,0.9207085756626832,2.5102867059442144
H19,7.2700674892987855,10.362986289461626,0.27750661084460637,1.2816164547860192,26.197817295854474
SCML2,4.56497830079236,7.331941180976388,0.8396714454497745,0.906759518983278,5.436624438678042
APOH,4.823499207710778,16.70279277519883,0.9036609800883866,2.065676192522287,5.337730978755987
NARF,3.2186168238518427,5.02681731364002,0.5733520863549463,0.6216790801813328,5.6136829366297745
CAV2,-1.1785668497597408,2.8386766881647283,-0.0075363789256883695,0.351066251729875,156.38370381596636
KLF6,-0.840828643226294,1.4837711605672261,-0.1268409205797943,0.18350169356623644,6.629001424641487
SCMH1,-0.25648589175917635,2.676728821468415,-0.047122868121096284,0.33103775367168925,5.442917674282033
COX5A,-0.732171008956048,3.476896742952045,0.23464444317259597,0.4299965234819135,-3.120342417047948
TBX2,0.21285649233303972,4.512668821132746,0.05740848194470009,0.558093049109301,3.707753368885074
TBX4,1.2748477049413083,12.728562245192158,0.301073951293532,1.5741731546818205,4.234334121115632
NGFR,0.8196888043775816,5.047979016299176,0.1005217375840507,0.6242962009206359,8.154343767607513
WNT3,1.0054651373166312,5.936133541625622,-0.05862281821244508,0.7341364942739692,-17.151429562340287
WNT9A,0.7097800670033436,5.551109937411797,0.29412234675470716,0.6865196613593818,2.4132136671522195
FER,1.5583851160441315,2.2649471462016453,0.18213884457752838,0.28011168312984946,8.556028340131457
XPO6,-0.36590408358561405,1.144792428703771,-0.1170128946452752,0.1415793452735929,3.1270406966245297
TFE3,1.0237900132243065,1.6437853678276446,0.0948122073544736,0.2032910511216971,10.798082249015376
AXIN2,-0.8805263302805546,2.503861693985288,-0.32251275225559195,0.3096588432991777,2.7302062449386058
BRAT1,-0.10987520506667492,1.3699202619866058,-0.1445039895015629,0.169421467950047,0.7603610491701099
GNA12,2.7666592132114927,3.216512188661583,0.10879964858566751,0.39779411386470315,25.428935195806805
SLC22A18,3.157030567614532,4.069243617292384,0.22172215023208638,0.5032535441794751,14.238679195154514
ITGB2L,8.885174421938792,12.296649733046383,1.872219767389773,1.5207574531521464,4.745796715054665
IGSF5,4.262433203176219,11.220873349939405,0.5519010404741125,1.3877134949967493,7.723183851066055
PIH1D2,2.4976637417610013,5.302994338620994,0.16058826955470318,0.655834584180157,15.553214121347706
DLAT,-0.9586075554218604,2.960541101146136,-0.10052882645953438,0.36613752873123856,9.535648521747405
SDHD,-1.3147058566668157,3.951639543657199,0.23148989820918325,0.48870915400943427,-5.679322799126191
FGF23,-5.296199555130654,8.044687876711922,-0.06107010982641814,0.9949066869746077,86.72326888201512
CCND2,-0.6607273786655997,3.4150111026530245,-0.162134284517086,0.4223429714355455,4.075186075749272
GPR107,-0.26199345692010223,2.528382498470877,-0.223495392427397,0.31269139256977574,1.172254398959081
NALCN,1.6710202102934648,5.909292125796138,0.09125857130945064,0.7308169491895754,18.310830273982337
BTBD17,-1.3788941323878978,10.608084990938094,-1.0421656626170663,1.3119284247225513,1.3231045522314038
SLFN4,7.568906502386284,10.094115258145788,1.124808744433672,1.2483645013119367,6.729060864651385
SCNN1G,-3.0372892627334656,10.255281461036656,-0.5798393745162663,1.2682963290506617,5.238156282966017
DRP2,4.556674311380807,5.654305849232303,0.5412532056906447,0.6992821580916512,8.41874794176312
TSPAN32,-1.1601545265273796,1.7412218989107542,-0.09023444134031419,0.2153412708214341,12.857114304635866
LHX2,15.20033726518755,9.707471606444459,0.6024513679418305,1.2005473130693074,25.230812102090226
CLEC2G,-2.125759989393247,10.566275299893087,0.23769413340340995,1.3067577155740417,-8.943258123184082
GMPR,2.5517709392630037,4.686539104670816,0.09339413379969289,0.5795960223022172,27.322604059221916
MID2,4.873718645785351,2.0405808307653013,0.09516593018861633,0.25236373927168326,51.21285144931354
TRIM25,-1.147733688631903,1.7004967499437962,0.024172664366077,0.21030468970651572,-47.48064471712059
DGKE,0.43559729962913196,1.5861600687063488,-0.11569630155938589,0.19616438613315765,-3.765006259993054
SCPEP1,-0.2917964900406953,2.8097108549812617,0.07285372433106413,0.3474839746335259,-4.005237792850572
MNT,0.4248915418775083,2.4544771539102905,-0.22204184751909212,0.30355133360995634,-1.9135651528073974
ITGB2,0.685669421357685,3.138208739827599,0.11149655556869859,0.38811013034016806,6.149691511637863
HDDC2,-1.7087573229119957,3.4566992502975604,-0.06071941289027119,0.4274986490074748,28.14186174691723
TPD52L1,-1.179653745689037,5.346817353408918,-0.16414559631620837,0.661254286115655,7.186630480275355
PEMT,0.7860335069229553,6.323967708340206,0.09396667209738419,0.7821009164883548,8.365024421726186
CDH1,-4.821296544942625,3.649759009072975,-0.26769576093141434,0.4513748326375935,18.010358207270517
CDH4,0.7897294602215728,4.201587263675889,-0.1227817294943319,0.5196208142070315,-6.431978629670874
CKMT1,-0.4018144998491424,13.00389145520318,-0.6466505858803628,1.608223807281081,0.6213780805627884
BCL6B,4.0432358970045525,2.857951788530986,0.2357872232384375,0.35345005164111637,17.147815905681497
CLEC10A,-3.639673950810442,4.463233523295545,-0.012154653509480973,0.5519792620805728,299.44695239328655
ALOX12,5.471331689325487,5.3891241273791834,0.6552677811007064,0.6664864707538167,8.349764549898742
COMT,2.5555212853209084,4.420674479522114,0.4406215852023361,0.5467158786043776,5.799809567085547
RTCA,-0.044064954526618516,2.7520239171301304,0.200465507035874,0.3403496866289754,-0.21981314979405878
DBT,0.539997052608343,2.500502761245455,0.02052441747947681,0.3092434356792457,26.309981910488215
DAZAP2,0.17361233256119735,3.102627573265979,0.05618902376703871,0.38370971840560536,3.0897908687824693
MCTS1,-1.7171763885341202,1.7005965609487907,-0.006997275614038401,0.21031703358334794,245.4064243359239
REM1,-2.404614206507105,3.2176429176569754,-0.3044532640434276,0.3979339539499761,7.898139026567006
RNF17,-1.4411231132827043,4.948601084405468,0.3398299809509606,0.6120058833229858,-4.240717988595204
TRAPPC10,1.7742079592858928,2.6350541050567613,0.17227975056459882,0.3258837371739514,10.29841263103424
CCM2,-1.796276830886836,1.5029757314579169,-0.24607832013873052,0.1858767709206899,7.299614325529192
