gene,iss_delta,linear_mars_delta,linear_mars_over_iss,cap5_mars_delta,cap5_mars_over_iss,sqrt_after5_mars_delta,sqrt_after5_mars_over_iss,log_after5_mars_delta,log_after5_mars_over_iss,linear_extreme_gt5,min_bounded_abs_over_iss,max_bounded_abs_delta,max_abs_delta_shrink_frac,bounded_sign_stable,robust_regime_flag,saturation_sensitive_flag
AXIN2,-0.32251275225559195,-0.8805263302805546,2.7302062449386058,-0.1850002009029239,0.5736213517421194,-0.3344677366973934,1.0370682534510358,-0.2954845320506584,0.9161948790678712,False,0.5736213517421194,0.3344677366973934,0.6201502156206677,True,False,False
BRAT1,-0.1445039895015629,-0.10987520506667492,0.7603610491701099,0.21330240187267513,-1.476100435762489,0.21624604466719366,-1.4964711037604592,0.22253075252981125,-1.5399626909775002,False,1.476100435762489,0.22253075252981125,-1.0253045479621559,False,False,False
GNA12,0.10879964858566751,2.7666592132114927,25.428935195806805,1.2811663692668431,11.775464221817485,1.9051093161109627,17.510252476697136,1.77206072301918,16.28737542864287,True,11.775464221817485,1.9051093161109627,0.3114044161949592,True,True,False
SLC22A18,0.22172215023208638,3.157030567614532,14.238679195154514,0.8687562066848017,3.9182201948494373,1.5514287641310662,6.997175349901293,1.3919778266361233,6.27802781625146,True,3.9182201948494373,1.5514287641310662,0.5085797457756852,True,False,True
ITGB2L,1.872219767389773,8.885174421938792,4.745796715054665,5.283719906754599,2.822168635747875,7.08516819556522,3.784367796438385,6.715422172290915,3.586877079955992,False,2.822168635747875,7.08516819556522,0.2025853563357286,True,False,False
IGSF5,0.5519010404741125,4.262433203176219,7.723183851066055,-0.1054610001056524,-0.19108679341328252,0.7466695345532104,1.3529047416032798,0.5159931766448675,0.9349378580652826,True,0.19108679341328252,0.7466695345532104,0.8248255165625076,False,False,True
PIH1D2,0.16058826955470318,2.4976637417610013,15.553214121347706,-0.2692156868769775,-1.6764343225285905,0.24972723410323994,1.5550776827953317,0.10700956623004299,0.6663597940669694,True,0.6663597940669694,0.2692156868769775,0.8922129979405616,False,False,True
DLAT,-0.10052882645953438,-0.9586075554218604,9.535648521747405,-0.2999385980635247,2.9836078727553654,-0.5030750011320865,5.004286022721931,-0.4560941036928915,4.536948453053731,True,2.9836078727553654,0.5030750011320865,0.475202340846672,True,False,True
SDHD,0.23148989820918325,-1.3147058566668157,-5.679322799126191,-0.983010576046225,-4.246451286431249,-1.3316092811964753,-5.7523429380628155,-1.2677055420325138,-5.47628882227494,True,4.246451286431249,1.3316092811964753,-0.012857191168612392,True,False,True
FGF23,-0.06107010982641814,-5.296199555130654,,-5.469380087813382,,-6.759910906944815,,-6.552668477238241,,False,,6.759910906944815,-0.27637012853796294,True,False,False
CCND2,-0.162134284517086,-0.6607273786655997,4.075186075749272,-0.5925122883685683,3.6544540233014584,-0.727880873174475,4.489370495219163,-0.7043340733856981,4.344140263014354,False,3.6544540233014584,0.727880873174475,-0.1016357073691998,True,False,False
GPR107,-0.223495392427397,-0.26199345692010223,1.172254398959081,-0.14372904236071873,0.6430962213568204,-0.1710287480297509,0.7652450736106785,-0.1640922247613686,0.7342085354832285,False,0.6430962213568204,0.1710287480297509,0.34720221626791237,True,False,False
NALCN,0.09125857130945064,1.6710202102934648,,0.146612833299971,,0.5042489379203943,,0.4138992227838312,,False,,0.5042489379203943,0.6982388753803055,True,False,False
BTBD17,-1.0421656626170663,-1.3788941323878978,1.3231045522314038,-1.273423849526714,1.2219015605723533,-1.4500896764961668,1.391419549224765,-1.4190151272157405,1.3616022654712467,False,1.2219015605723533,1.4500896764961668,-0.05163234974753017,True,False,False
SLFN4,1.124808744433672,7.568906502386284,6.729060864651385,3.4721408944113064,3.086872245254004,5.052843546333324,4.492180178486584,4.708797256681807,4.18630925478147,True,3.086872245254004,5.052843546333324,0.3324209323050442,True,False,True
