gene,ensembl_id,beta_intercept,beta_HLU,t_HLU,p_HLU,beta_IR,t_IR,p_IR,beta_T,t_T,p_T,beta_HLUxIR,t_HLUxIR,p_HLUxIR,beta_HLUxT,t_HLUxT,p_HLUxT,beta_IRxT,t_IRxT,p_IRxT,beta_HLUxIRxT,t_HLUxIRxT,p_HLUxIRxT
BRAT1,ENSMUSG00000000148,6.828010783822904,0.21034361253789516,1.0709889010964702,0.29218598353861536,0.17184652324464014,1.2374036410670153,0.22494062527641123,0.11623516554965334,0.7486057723836391,0.4595621968331467,-0.26117815553300144,-1.085792563122874,0.28568288440236644,-0.27397520617953525,-1.094309631147131,0.28198818348025245,-0.24929157530363638,-1.1967046608168634,0.24021279891340597,0.3238101474470598,0.9942137135442326,0.3275777258600252
GNA12,ENSMUSG00000000149,10.248529974811731,-0.15376616760671755,-0.7259760633220854,0.4731301885862489,-0.3352549932932382,-2.2384725029146666,0.03227462711316398,-0.8497832220277081,-5.0749253071508456,1.598174213879311e-05,0.34848427725335357,1.3433805935682284,0.18859867352603366,0.21355703012744542,0.7909494003213727,0.4347968637360484,0.5707094325951487,2.540389449970821,0.01612508139350921,-0.5458814296475245,-1.5541519744955143,0.12998381026443662
SLC22A18,ENSMUSG00000000154,2.3806556596673616,-1.0137684035515848,-1.4834968120515633,0.14772589141407666,0.5673976668347889,1.174222531445327,0.2489708040577494,0.3853759556343758,0.7133332568794586,0.4808098627115487,0.48307916641189924,0.577192321255809,0.5678485119501113,1.066086368053497,1.223808805032887,0.2299592080818953,-1.4049199689790275,-1.9383097944402703,0.061449940788185,1.1256100538722844,0.9932749495906957,0.3280278243379251
ITGB2L,ENSMUSG00000000157,0.15303526782649135,1.271562393651885,2.6241370292796224,0.013202806598991312,-0.1530352678264928,-0.4466376812483963,0.6581448204792382,0.7240300404889717,1.890015698682444,0.06784313735769931,-1.2715623936518843,-2.1425989122926508,0.039852826728754565,-2.148627701967346,-3.478430436228894,0.0014762875665708108,-0.2688082551910683,-0.5230162410888907,0.6045658985905473,1.693405916669444,2.107383427093236,0.0430109689054774
IGSF5,ENSMUSG00000000159,2.459939799496594,-0.878743810426204,-1.0521202050276692,0.3006248227863755,-1.0800790041570225,-1.828831121494792,0.07675855194166692,-0.4087461782600966,-0.6190372431932464,0.5402741794600898,1.936467582974725,1.8930744042359906,0.0674218516907168,0.6562221141879632,0.6163498021915513,0.5420238298804221,1.4203801683687696,1.6033613876201045,0.118681084582684,-3.46965099796357,-2.505085352276952,0.017526792507034372
PIH1D2,ENSMUSG00000000167,3.7913080124174665,-0.4149677016690607,-0.7887708475154538,0.4360510239730333,-0.48155132672604284,-1.2944764000514102,0.20476455943101435,-0.08835317324544582,-0.2124313939399388,0.8331179025174147,0.7383556678497689,1.1459259096253467,0.26032326410954276,0.135172438441102,0.2015570629150113,0.8415388271377111,0.37563844377259026,0.6731786394354449,0.5056667061845082,-0.8457093825976679,-0.9693739783963677,0.3396288812568944
DLAT,ENSMUSG00000000168,9.768145945268506,0.3035280663472871,2.25681965535441,0.03098121776622942,0.06451482656401833,0.6783792138752458,0.5024079154275158,-0.17064508518453264,-1.604914039538367,0.11833801558425638,-0.3047132330444509,-1.8498805491333223,0.07358444288048571,-0.33248058247826007,-1.939266987469245,0.0613286903476189,0.08810136959555523,0.6175958926098847,0.5412121984181888,0.28055213940857515,1.2578974545890689,0.2175308204706472
SDHD,ENSMUSG00000000171,9.412942510811495,-0.3668711600368859,-2.7906505809777675,0.008793699877251981,-0.2426436318806538,-2.6102120145996417,0.013652022214137638,-0.1944248154800227,-1.8706975413864169,0.07055660651350704,0.4800917379025486,2.9817449420286013,0.005442200144319953,0.42120222690468184,2.5133667458086757,0.01718829209679429,0.24149931545723075,1.7319347715503532,0.09291616085734988,-0.5056716930755254,-2.3194989740696874,0.026906789705646972
FGF23,ENSMUSG00000000182,1.7709669150688485,-0.20436278634815808,-0.27142599935292333,0.7878068044726716,-0.6843216516362771,-1.285360380045461,0.20789148725964202,0.3780195362912143,0.6350733177968659,0.529895801641387,0.6267638283831086,0.6796853751415606,0.5015912783005652,-0.9195823763140883,-0.958106059764975,0.34519259410591574,-0.09504081324634364,-0.11901001577455064,0.9060114061266595,0.4451147837183941,0.35649652601704723,0.7238086977550493
CCND2,ENSMUSG00000000184,9.260559887622087,0.48084164217054554,1.1041933636595487,0.2777433315015103,0.8182072515649829,2.657182496741953,0.01219098601768609,0.2661285981820786,0.7730268853339262,0.445179323876546,-1.1520995491702335,-2.1601675514359022,0.03835565442608613,-0.04376407873509742,-0.07883774052699279,0.9376526300715864,-0.3668989080238684,-0.7943524126354998,0.4328421714150057,0.18947134286596923,0.262373668247068,0.7947151245244297
GPR107,ENSMUSG00000000194,8.797767529316749,0.018679651302734402,0.11308358933848765,0.9106707514452101,0.05138820838707349,0.43995605009204075,0.6629262585798896,-0.09383760956774655,-0.7185677920871656,0.4776216269014939,-0.013751292159160579,-0.06797178883448608,0.9462310392844171,0.029723185491042955,0.14115604743121826,0.8886315441920063,-0.06464060043038955,-0.3689435655059182,0.7145997556098957,-0.15544614229667136,-0.567471979130119,0.5743535308330663
NALCN,ENSMUSG00000000197,10.936563956340471,0.028810459359530634,0.21247426525532356,0.8330847425474932,-0.020548484055144214,-0.2143141957768752,0.8316618928142578,-0.10379567311558233,-0.9682675876493771,0.34017249838728447,0.07840405761489834,0.4721163739563839,0.6400474822431512,-0.22221715302673845,-1.2856035112161848,0.20780762150100407,0.043461515205702836,0.30219324707225165,0.7644602255356652,0.1479660735239875,0.6580394879679913,0.5152192101970967
BTBD17,ENSMUSG00000000202,7.7336127471780545,-0.45106560636789855,-1.6351611445197973,0.11181573036556669,-0.5265751769008592,-2.699580144931268,0.010998106256969953,-0.8071005461685172,-3.7009096060206264,0.0008049198834760851,0.4972536694153569,1.471814957690504,0.15083811862558005,0.6811663379298557,1.9370790324823732,0.06160615040460349,0.6501043494269566,2.2219160983818953,0.03348316090544534,-0.8120128709612151,-1.7750778770833104,0.08539851969913559
SLFN4,ENSMUSG00000000204,2.524809007828413e-15,0.6504951658393169,1.4405788183738903,0.1594172614336702,0.7701987123692755,2.4121856938549424,0.021765804905033992,0.3296875858121307,0.923539631847253,0.3626379142258416,-1.155557786832986,-2.089483713042637,0.04469961509681508,-0.9801827516514477,-1.702837966479624,0.09829436365428301,-0.37575071052992903,-0.7845425462630958,0.4384914191336371,0.7611097849936387,1.0164216564916833,0.3170523870286781
TH,ENSMUSG00000000214,5.944264549759394,-3.571271828119489,-2.171670753121373,0.03740269192862056,-1.6848838257222052,-1.4489587897324008,0.1570785514865598,-0.9825310318921212,-0.7557485835204556,0.45532743761281336,4.801701574862747,2.384078824683782,0.02322147198646851,2.5884908895262795,1.234784112076825,0.2259012080532472,1.9723399085057844,1.1307759831431208,0.2665534230184916,-3.291616378223294,-1.2070185438184544,0.23627191198747832
INS2,ENSMUSG00000000215,6.865432508455142e-16,-2.976438822384438e-15,-5.006349189530786e-15,0.999999999999996,0.5936593125886508,1.412135790289806,0.1675613970594365,5.131976652653204e-17,1.0918647386274422e-16,1.0,-0.1964502389667028,-0.2697932684445326,0.7890515554211581,4.497704645218157e-15,5.934558670628116e-15,0.9999999999999953,-0.5936593125886526,-0.9414238601932061,0.3535408523111012,1.0009773207262778,1.0152712036719511,0.31759187025627256
SCNN1G,ENSMUSG00000000216,1.0459499865980366,0.7914187672487262,1.173283724390947,0.24934154345467863,0.4926904864785291,1.032965640507411,0.3093640136440914,0.790175543889332,1.4817682229870557,0.1481831488092542,-1.124803773791966,-1.3615319493151243,0.18285570781865723,-1.2263520360081375,-1.4262155766856286,0.16348986933771603,-1.8028885565412769,-2.519934906641499,0.016924100720335122,1.3224201876221753,1.1822241455974107,0.2458273026784219
DRP2,ENSMUSG00000000223,9.532485221058444,0.4422618159752776,2.8161895925353893,0.00825410355768219,0.21160001132926837,1.9055183211859115,0.06573107420018709,0.3798671031164718,3.059666704427765,0.004457988700003579,-0.529360729402405,-2.752254147513221,0.009667350200549318,-0.2518146753942809,-1.2578730088786831,0.21753954833648304,-0.04749526250518125,-0.28513890367843203,0.7773751486825962,-0.10041495598207291,-0.3855800005696359,0.7023591564315554
TSPAN32,ENSMUSG00000000244,1.6900316421436137,-0.5326204235136172,-0.6305015393658085,0.5328437627005516,-0.7615164014465032,-1.2748602938865325,0.21153796396999103,-0.28471233251171035,-0.4263189192763667,0.6727297091344377,0.11113716051373083,0.1074192220352547,0.9151270782343344,0.48422469007718616,0.4496644798086779,0.6559836101468655,0.2812866948907022,0.31393610418507717,0.7556070616368684,0.6271833117434753,0.44770967825343455,0.6573790441340681
LHX2,ENSMUSG00000000247,9.34228545660909,0.729007351899967,1.29637236937253,0.20411873659243995,0.842153980687351,2.1178946901264006,0.04204587247942815,0.10326196615449443,0.23227273788510816,0.8178052993775462,-1.3737093240172966,-1.9945598583375592,0.054668064966280294,-0.24765522438684867,-0.3454766257749582,0.7319969212900459,-0.6696539280027958,-1.1227214427634336,0.26990914881042527,0.1575866799788437,0.16898611316628995,0.8668712405474817
