gene,ensembl_id,beta_intercept,beta_HLU,t_HLU,p_HLU,beta_IR,t_IR,p_IR,beta_T,t_T,p_T,beta_HLUxIR,t_HLUxIR,p_HLUxIR,beta_HLUxT,t_HLUxT,p_HLUxT,beta_IRxT,t_IRxT,p_IRxT,beta_HLUxIRxT,t_HLUxIRxT,p_HLUxIRxT
GABBR1,ENSMUSG00000024462,13.254379872512157,0.2769508448948608,2.9203599964875795,0.006358634704148436,0.05885292544049718,0.8776406889830765,0.38668070952687117,0.1695457644472483,2.261416895396435,0.030664514149667088,-0.2896678201127933,-2.4939533058167083,0.017991455340897078,-0.25126327110127217,-2.0784329707919165,0.0457711358469719,-0.0715677932951455,-0.7115002575933036,0.4819291649596975,0.2543422269449011,1.6172822458842881,0.1156341734726043
MYOT,ENSMUSG00000024471,1.4512554089123622,-1.4512554089123637,-1.98458378929765,0.0558209376604315,-1.287939864777652,-2.490784599785759,0.018125771114329003,-0.5240503033146773,-0.906480688090832,0.37145699734388726,1.827469658695573,2.0404696234673954,0.04962672133443102,1.5316483400263483,1.6430772032344823,0.11015865777768141,0.8051379342979639,1.0380532105557059,0.3070258516467643,-1.5037157421755494,-1.240009429143374,0.22398811671605756
DCP2,ENSMUSG00000024472,10.157332314730105,0.1931429044670844,1.1950176351778163,0.24086199492500282,-0.01911044619295699,-0.16721736720190494,0.8682512686814392,0.013350377286185523,0.10448383070795557,0.9174375473346208,-0.021633314842828096,-0.10928813069078351,0.91365643581068,-0.20678074778880545,-1.0036423420514848,0.32308038031005903,-0.03915222103145705,-0.22838927132254735,0.8207968520119406,0.05744204294765756,0.21431821661375833,0.8316587840631815
IK,ENSMUSG00000024474,10.416062341314564,0.14682865029111195,0.6582604373450751,0.5150790928382905,0.09287151626612887,0.58882261454838,0.5601141618517449,0.5132548958794346,2.910583342151713,0.006517386286922111,-0.08152944916666394,-0.298439171721004,0.7672973759290671,0.01580386915149306,0.05558065877689381,0.9560214566137601,-0.002447205889256278,-0.010343825735337325,0.9918111880829767,0.23002409948092828,0.6218618859623172,0.5384383988870929
PGGT1B,ENSMUSG00000024477,8.74920285025393,-0.010620514973445898,-0.07263974689947786,0.9425449365486931,-0.19226441254388588,-1.8596989671703543,0.07214275274312909,-0.3911756672704268,-3.3842354476931287,0.0019013889633792136,0.06237844853770391,0.3483515009103135,0.7298576449563825,0.19181957656952012,1.0291886592969401,0.31110780257583603,0.1306220187421975,0.8423040268017129,0.40586929237463254,0.0723843651018108,0.2985431901620958,0.767218719542937
MAL2,ENSMUSG00000024479,10.34939543380637,0.6870865714603243,2.2098022969658437,0.03439292439534225,0.5066708621461434,2.3045327653346925,0.02783304936168296,0.14649101588646746,0.5959542785392546,0.5553980702769545,-1.020319343391416,-2.6793685204707485,0.011552550256379579,-0.33564999627285297,-0.8468410929822024,0.40337271598498226,-0.23358689910976033,-0.70829500670477,0.48388998129904737,-0.22605827655432906,-0.4384257214583272,0.6640234132866092
AP3S1,ENSMUSG00000024480,9.228796248182707,-0.18185834569918155,-1.0267411773551274,0.3122413966672113,-0.10070569007543274,-0.8040753550260216,0.42728673696321606,0.008498623575129736,0.06069268189810627,0.9519814396774966,0.1378641746082994,0.6355263166878605,0.5296041735602768,0.2398491160185461,1.0622804358252564,0.2960598371073362,0.12820663291685028,0.6824360755391287,0.49987389767760404,-0.4843734350381605,-1.6490799572198322,0.1089156878318771
LVRN,ENSMUSG00000024481,0.38364003924147205,0.3170369921406948,0.43522409809961715,0.6663212261409339,0.8942538200528577,1.7361162289969854,0.09216397235089158,1.3561881546041534,2.354956736905877,0.02482256866118271,-0.9057936904579977,-1.0152819298368272,0.3175868375138744,-1.6885290829479203,-1.8183808857012742,0.07837733083602072,-1.5206792792842694,-1.9681779502742727,0.05776299107537408,2.100932421718011,1.7391968142493048,0.09161309863136169
ANKHD1,ENSMUSG00000024483,9.832497555824641,0.30420483364598255,1.4806995027625511,0.14846641950274142,0.06496566233142341,0.4471978309204574,0.6577446330934928,0.6081873300899195,3.7445374633487356,0.0007137042115743508,-0.4044339856599401,-1.607321795786322,0.11780761679638707,-0.2003359607480105,-0.7649500027517434,0.44990624519921707,-0.20592600774558759,-0.945008595711573,0.35173575638161014,0.517603949942878,1.519259829995307,0.1385167196613888
SLC4A9,ENSMUSG00000024485,1.6699207793537607,-0.796119556804667,-0.7838401584756657,0.43889760247846366,-1.003647800468389,-1.397479842779832,0.17188383230602544,-0.040424327282461404,-0.05034449745698634,0.9601608059808397,1.5846953899109155,1.27394119752542,0.21185943951284525,-0.09869778620042145,-0.07623070674903454,0.9397101694688668,0.7243492375868767,0.6723895628115688,0.5061621749873972,-0.8646284128384498,-0.513348589844904,0.6112338028629547
HBEGF,ENSMUSG00000024486,7.128375217491498,-0.4567917977907779,-1.3751294495445932,0.17864319729787503,-0.13036809451405626,-0.5550237936531356,0.5827376613259774,0.08093834277265359,0.3082049326643328,0.7599237866842448,0.4960831535385095,1.219366152145602,0.23161718317456903,0.24492126243520349,0.5783957492108522,0.567045733161293,0.03429486460463092,0.09733703596028548,0.9230658588370768,0.15112145740227265,0.2743374340209257,0.7855886136066315
YIPF5,ENSMUSG00000024487,8.890029288873473,-0.17974442044366878,-1.2233393518433586,0.23013398677712926,-0.14749092966694327,-1.4196191168490366,0.165387577226755,-0.24364516973498446,-2.09753552655745,0.043932894842141135,0.24869035810485418,1.3819898273495979,0.17654674034744344,0.08194717778006502,0.437520943299112,0.6646724406797413,0.14377455004386194,0.9225656575155043,0.36313771185831034,-0.2869825093072073,-1.177824570379185,0.24755208756349223
RBM27,ENSMUSG00000024491,9.979364135274382,0.2474894164660623,2.7904857689654694,0.008797286888454048,0.11571162236463568,1.8450798286201269,0.07429829419692546,0.2622661284605416,3.740463119154746,0.000721778332418932,-0.22617055353943624,-2.0821576636857695,0.045407470252489146,-0.2862174994714236,-2.5315859742786855,0.016464621413931013,-0.1231714882473267,-1.3093540866627182,0.19973842419870413,0.23155476625979418,1.5743836039470733,0.12523505986812555
LARS1,ENSMUSG00000024493,8.142509080698844,0.6440825700877805,1.9138786084239092,0.06461581019197116,0.22444294931846176,0.9431783135905246,0.3526566310127064,0.6752257680094202,2.537942863007248,0.01621879116986502,-0.9372969423978866,-2.274073055611836,0.02980761788914621,-0.6936002179118063,-1.6167965730004246,0.11573937999067874,-0.03608103784971432,-0.10108241325179135,0.9201157416792016,0.7368154708254652,1.320277526618124,0.19610863533907152
POU4F3,ENSMUSG00000024497,0.14350706603959412,-0.1435070660395933,-0.262301342195316,0.7947703892097833,-0.14350706603959434,-0.3709501155612845,0.7131192319842348,0.04469218392127628,0.10332818384465764,0.9183473674429337,1.163942496216018,1.737053212249567,0.0919961258251425,-0.04469218392127618,-0.06408141929378512,0.9493040359575091,-0.04469218392127737,-0.07701628102275185,0.9390901286199642,-0.9757432462551452,-1.0754653792424176,0.29020861356582084
TCERG1,ENSMUSG00000024498,10.012973648653047,0.14933522338053543,0.6444249522522717,0.5238928566208374,-0.05374732703940037,-0.32800613043318483,0.7450436003331065,0.44619744942721334,2.435550656860326,0.02061955039715868,-0.10510243658578926,-0.3703200675239293,0.7135839884188071,0.08425193993500717,0.2852090610831453,0.7773218847627277,0.03354234434941576,0.13646687419009063,0.8923071588987483,0.1861335335475492,0.48436010787008527,0.6314291050375846
PPP2R2B,ENSMUSG00000024500,10.119391389346086,0.3020262964452379,1.840472938408023,0.07498888760657829,0.29228033836592937,2.5188324415430756,0.016968183027911588,0.1119188879421094,0.8626766764236822,0.3947347367270564,-0.29019773007816957,-1.443886515306784,0.15849086320819694,-0.22535341609444978,-1.0772639883001587,0.2894167862194241,-0.196775686526272,-1.1305241757515376,0.2666578751074644,-0.11679761141940395,-0.42919266710609905,0.6706589062601052
DPYSL3,ENSMUSG00000024501,9.090853721529248,0.01417711257762071,0.048364662835444175,0.961726226697162,0.05286773953759095,0.25506220865092805,0.8003072582520621,-0.4253996680135353,-1.835682274995515,0.07571284433425851,0.22849880508133652,0.6364710878080687,0.5289962313167793,-0.2307485625152112,-0.6175223747413439,0.5412600660639146,-0.1370646626608238,-0.44084875315952304,0.6622865929481567,0.5916394176707529,1.2171136428082974,0.23246119741084947
JAKMIP2,ENSMUSG00000024502,9.731811069899509,0.5306548537342543,3.136303864511288,0.0036564093741440207,0.3043779491052147,2.544099991523993,0.0159839098753487,0.6456959154940689,4.8271858830589265,3.2817420709374545e-05,-0.6777920654899724,-3.2708214954483736,0.0025702275129269037,-0.7467272816023928,-3.4621137125954906,0.0015427003880219559,-0.5186055778802383,-2.8897941964762928,0.006867443412316376,0.8514444846150683,3.0345617682051587,0.004755010128955739
DTWD2,ENSMUSG00000024505,5.282473782660745,-0.5671255725439271,-1.5328496005711045,0.1351410291372186,-0.38417156992894863,-1.4684546354219237,0.15174298999645375,-0.07332408058499205,-0.2506841823191893,0.8036609307084053,1.061156673190912,2.3418236861202,0.02557684373985558,0.34648664839897203,0.7346494126651861,0.46790283176766234,0.19572431056930104,0.49875679447667287,0.6213620653287915,-0.4331425641260246,-0.7059676987626828,0.4853165510705777
HSD17B4,ENSMUSG00000024507,9.474830572364695,-0.12225776522187667,-0.8094873469439411,0.4242134008078402,-0.15841857533365108,-1.4833878343274352,0.1477546855043761,0.07704341068130464,0.64525162013009,0.5233639689078919,0.18552529713307153,1.0029773326302502,0.3233961936291587,0.16462442633518384,0.8550690827795867,0.39886980684830653,0.1441368310244596,0.8997716804774007,0.37496327807999874,0.0025168795419903203,0.010049158484891673,0.9920444566785127
RAB27B,ENSMUSG00000024511,9.01996893264724,-0.04816144613045988,-0.2132762790842481,0.8324644608227927,0.033635482408767715,0.21064720208985005,0.8344982086845489,0.060235013745239575,0.33740540970303684,0.7380145651782755,0.1622843820288538,0.5867784193530634,0.5614697061504725,-0.045128935072578945,-0.1567730613800044,0.8764086571994487,0.008047037696221683,0.033597178820875054,0.973407066385489,0.17517944186331036,0.4677995802028564,0.6430983307667519
MBD2,ENSMUSG00000024513,9.106560651834746,-0.13973072251575588,-1.1400196912657492,0.26273943670738187,0.04173056840807406,0.48149274338919074,0.6334428044932583,0.006206306988803192,0.06404919758256856,0.9493294912003487,0.13895491942242288,0.9256541346448208,0.3615544050072632,-0.04530509312615238,-0.289961803930245,0.7737161394930487,0.06450639576553555,0.4961888075199279,0.6231524025063426,-0.06014509332156689,-0.29590636316432667,0.7692134014110317
SMAD4,ENSMUSG00000024515,9.589678781651367,-0.05277857684061117,-0.3260309206661377,0.7465235710400273,-0.12799895271795317,-1.1182078302216467,0.2718028523226854,0.1303006620664457,1.0181405359871818,0.3162475242927625,0.06920736310208472,0.34906619158974966,0.7293261641101259,-0.04834005037104651,-0.23425104173491798,0.8162824164632356,0.24718898186024688,1.439640190753297,0.1596809261444685,0.03504625211707481,0.13054984151010174,0.8969486832689024
SEC11C,ENSMUSG00000024516,8.98372053793043,-0.50231437225759,-1.7915720425542663,0.08266368618862452,-0.2839111536330195,-1.4320432168201283,0.16182767951518917,-0.5086192377831188,-2.294623549003146,0.02846207220210717,0.5065344361570585,1.475101886556895,0.1499571827656374,0.7215663075262178,2.018869448297923,0.05194546397175537,0.38366176239978,1.2901224376412606,0.20625353574676852,-0.24120742356906263,-0.5187797256817172,0.607483672104562
GRP,ENSMUSG00000024517,6.1251468337854185,0.5278561285455217,0.6751082966783517,0.5044561833192283,0.9031491672992572,1.633549731990541,0.11215555882262596,-1.4256110635183072,-2.3063166029059237,0.02772115601830749,-0.7567148420720194,-0.790213599816442,0.4352202089216892,0.5018224907375756,0.5034789479811258,0.6180760233601217,-0.46002077191587754,-0.5547011397319306,0.5829557692090108,-0.8950027884220074,-0.6902651041759136,0.4950038391113962
RAX,ENSMUSG00000024518,1.2830331775585202,-1.2830331775585238,-1.4261364134391128,0.16351254114573388,-0.10685948843621063,-0.16797756081762255,0.8676580912521752,-0.7126575292558437,-1.0019915318651198,0.3238647385557205,2.2364339927219192,2.0297083445725144,0.05077031787553077,1.421844089602097,1.2397909915462608,0.2240678472947426,1.228553159175895,1.287481133921283,0.207160819003553,-2.953439337417288,-1.9796339360922344,0.05640079333906822
CPLX4,ENSMUSG00000024519,1.4462378137623326,-0.11455664893369542,-0.14366658054788503,0.8866646844892478,-1.0239850890123798,-1.8161180909525982,0.07873165334420751,-0.04283705631708028,-0.06795400608769481,0.9462450839780385,0.38819401201389026,0.39750139455454353,0.6936369846541006,9.425217018883535e-05,9.272570207141479e-05,0.999926591252017,1.1168901903784496,1.320595063423669,0.1960038819074883,-0.5454007415762501,-0.4124628433978404,0.6827505832740546
PMAIP1,ENSMUSG00000024521,4.480316854507872,-0.4292903497685309,-0.9737209396309978,0.3374986858430802,0.24673623014189439,0.7914642565132322,0.4345007877176945,0.4115898245515016,1.1808860831331065,0.24635093291214716,0.19050957966363088,0.352821118904988,0.7265360497135265,0.7769373193173239,1.382428516496686,0.17641333766297462,-0.5746557882068691,-1.2288953697709621,0.22807180251578663,-0.8280445208074402,-1.1325847887158655,0.2658039799152836
GNAL,ENSMUSG00000024524,11.933678554621121,-0.18329410483236672,-0.4867486212010407,0.6297538780215275,-0.4724655369224011,-1.77435847738035,0.08551952410898567,0.9289477675762212,3.1203802427903753,0.0038107542446590426,0.39809650691225545,0.8631752318116588,0.39446470061379846,-0.5299897094086204,-1.1040709607579815,0.27779562077771214,0.15330395680043862,0.38382506815445694,0.7036466445384595,0.6922845105263753,1.1085990457614996,0.2758659408056272
IMPA2,ENSMUSG00000024525,5.855361509598811,-0.34825074866461936,-0.602400744123021,0.5511526422842703,-0.34736484069831686,-0.8497561120346744,0.4017737853514882,0.6885114929815995,1.5064843568356017,0.1417518677351175,0.4996127807299884,0.7056370099753917,0.48551944671356284,0.04983593787882981,0.06762532948109284,0.9465046736938081,-0.16648706125336118,-0.27151740053354667,0.7877371393676387,0.6808144731696572,0.7101594551632027,0.4827488514301348
CIDEA,ENSMUSG00000024526,5.241487694530871,-0.2927447489940286,-0.6622300833627026,0.5125652363715134,0.009891779752761157,0.031645300764626495,0.9749514742504981,-0.5105346757147982,-1.4608479925918751,0.153807307211816,0.4570978992554283,0.8442739468237335,0.40478413432074944,-0.1441949149891409,-0.25588395495537397,0.7996782085057255,0.38666395683786287,0.8246643519372185,0.4156672591624686,0.14624985052189443,0.19950274511530358,0.8431318281168214
AFG3L2,ENSMUSG00000024527,9.348399157389728,0.265182980545586,2.83706632433933,0.00783621842188964,0.13993320578590693,2.1171889695606043,0.042110062573781804,0.2743678242002516,3.712932138927193,0.0007787107990937514,-0.2557619544278323,-2.2341593909247703,0.032585634680107445,-0.20860527633277376,-1.7507431972677945,0.08957296245321444,-0.19197173194389264,-1.936354472627912,0.06169827320233945,0.2365611983929602,1.5261633003569794,0.13679349225784998
SRFBP1,ENSMUSG00000024528,7.274991671707529,0.1921242376346111,0.9927108359866911,0.3282984955222237,0.09775827848206906,0.7143468733168188,0.4801915455921586,0.09562785284871957,0.6250071723700545,0.5363980901213643,-0.16677020660790792,-0.7035799301107206,0.4867826570556879,-0.1514143004268553,-0.6137348955356471,0.5437290946177327,-0.03687572423840585,-0.1796407678205321,0.8585673044008264,0.2597685196117016,0.8093954855145917,0.4242654534518848
LOX,ENSMUSG00000024529,4.257948528829928,-0.6747081934872229,-0.8156130773456247,0.42075113149616317,-0.5181022612179969,-0.8857245491566544,0.3823737630947719,-1.008373732725589,-1.541876935024058,0.13293566729075668,1.0678438700254353,1.053975039148439,0.29978780055095733,-0.002988144564376014,-0.0028336298463208552,0.9977566852786741,0.9664403251498872,1.101455555984694,0.27891457308063927,-1.5486596784633009,-1.1289061539659646,0.26732974951433075
PRELID3A,ENSMUSG00000024530,6.855536706505523,0.05380784055478467,0.21566845473908397,0.8306149899948134,0.15261559208643943,0.8650774020240479,0.39343549028397695,0.46075177353547647,2.335974354109889,0.025919425401441876,-0.06830599666912605,-0.22353949560738168,0.8245366146521875,-0.32405857193176907,-1.0189148567786406,0.31588540903504203,-0.43710370974624935,-1.6517689377731544,0.10836266911089476,0.2265198745371596,0.5474960989571919,0.5878365977469264
SPIRE1,ENSMUSG00000024533,11.226768361089814,0.14738992870154038,1.0736579964500512,0.2910058405802225,0.005820136904148601,0.059957891588653965,0.952562065330713,-0.0077766641741423585,-0.07165582333165676,0.9433217978500519,-0.17235788318320186,-1.0251411725823214,0.312984006073318,-0.014092000472024533,-0.08052748222582524,0.9363192735955574,0.04577546589086599,0.31437982376305895,0.7552731825933185,-0.37304150877228964,-1.6386604288569233,0.11108070040844953
SNCAIP,ENSMUSG00000024534,6.623767708589891,-0.24926337963785006,-0.6800629089255874,0.5013553741289811,-0.4471313167568151,-1.7252049522067587,0.09413759849289471,-0.11765165204194412,-0.4060211255931265,0.687429469277018,0.6673709795461213,1.4866621949995222,0.14689149219455655,-0.29656397482368724,-0.6347202013474905,0.5301231874568426,0.20703274171539432,0.5325414076965669,0.598029894058782,0.45209739174381125,0.7438001545447761,0.4624242585686136
SNX24,ENSMUSG00000024535,6.559578460856916,0.0800374759850595,0.3854261862045418,0.7024719650643694,0.020222857502306606,0.1377226443047854,0.8913225806864258,0.025063752625140715,0.1526700753615308,0.8796170589270733,0.008810001407699854,0.0346400237762227,0.9725819660936326,-0.023839064676658923,-0.09005552500257137,0.928804414225008,-0.029235448255420765,-0.1327337392259567,0.8952351194547208,-0.20801503078222008,-0.6040546107662458,0.550066160681864
PSMG2,ENSMUSG00000024537,6.648599960956144,0.12584879983778358,0.8352203194446937,0.40978646789623685,-0.038267805489997156,-0.35917039214933594,0.7218268468314681,-0.007676024938092354,-0.06443893313228514,0.9490216026584231,-0.028895169004275578,-0.15657830326337585,0.8765609040839442,-0.15908669654612748,-0.8282456321757888,0.4136662785262537,0.005758373675088052,0.036030936963699245,0.9714815217572346,0.0662347956947358,0.265076866005323,0.7926503743699898
PPIC,ENSMUSG00000024538,4.089434098321513,-1.2375337357769107,-2.069819189858394,0.046622011460291546,-0.4941184538042527,-1.1687494885489775,0.2511378247533502,-1.3879580787764048,-2.936376249409204,0.0061064134646826584,1.6292983564026857,2.2250017255406527,0.03325489742188825,1.737004445181843,2.279027729811198,0.029478070962045244,1.0326098671487902,1.6283035573205282,0.11326783041733468,-2.46077737132518,-2.48188320293601,0.018508019043864676
PTPN2,ENSMUSG00000024539,7.5419161468741915,-0.053745353019787986,-0.3768183862767338,0.7087958662073248,-0.033768440251196,-0.3348244503741588,0.7399424222974762,0.05105122498213507,0.4527488171708465,0.6537844144764207,-0.14467688202179368,-0.8282180221312782,0.4136816823006997,0.11423958843804365,0.6283203309956243,0.5342532998246274,-0.20725963218188048,-1.3700285812004713,0.18021450214336876,0.19107008707188744,0.8078254294013454,0.4251557194927511
CEP192,ENSMUSG00000024542,7.162770553422745,-0.06276283112116884,-0.2123116860065902,0.8332104954788333,-0.722354515752991,-3.455705812341264,0.0015695618589719462,-0.5608382457984507,-2.399766503766765,0.022398435297491748,0.27065892524604745,0.7475635142628996,0.4601820464870363,0.128232463346521,0.3402848985394133,0.735865755967748,0.5728599164733219,1.8270210354635377,0.0770368801964969,-0.10926054930496845,-0.22287861802193915,0.8250465563441329
LDLRAD4,ENSMUSG00000024544,8.767978229564232,0.5488260509277298,2.7494290261584955,0.009734731619551962,0.19784809614250326,1.4016986946524368,0.1706307118526904,0.3062735401422598,1.9407842779993334,0.06113691579576663,-0.7593925768855416,-3.1061935504856195,0.003953465615873286,-0.2609406010281118,-1.0254695552293722,0.3128314947386355,0.014820076080393676,0.06999740946567853,0.9446313334357317,-0.18825528007396133,-0.5687070532950688,0.5735249521924413
4930546C10RIK,ENSMUSG00000024546,1.4023447879283163e-15,-4.630875962864124e-15,-6.6489125568266435e-15,0.9999999999999947,1.0724770366465262,2.1776619990353576,0.036914762081935226,0.17726772986004072,0.32194163630731687,0.7495906685390741,-0.474289159717489,-0.5560131228384593,0.5820691424589508,-0.17726772986003547,-0.19965972706296184,0.8430100741571831,-0.925302943483221,-1.2525502419579766,0.21944622493958654,0.3271150665541817,0.2832185359866071,0.778833528045145
SETBP1,ENSMUSG00000024548,9.843017575669958,0.45390844678272546,1.8950983759886009,0.06714432433906037,0.2506963030901423,1.480220526379836,0.14859351554149192,0.04246166814961063,0.22424384839691278,0.8239932123190976,-0.7095182213661879,-2.41869673584891,0.021440679422475295,-0.15184856138827243,-0.49733324806222434,0.6223542376920852,-0.06356324624817367,-0.2502034550972266,0.8040294112770299,-0.025194341525958706,-0.06343079580926304,0.9498180408113956
SLC14A2,ENSMUSG00000024552,2.4546989354526683,1.296906187852887,1.29931709851902,0.20311875470371854,-0.09893167053591123,-0.14017059976595078,0.8894037833603994,-0.38839880565659224,-0.4922032401849884,0.6259356649418708,-1.2447833682416163,-1.0182507502103697,0.3161959646097725,0.015464983117644177,0.012154283408859856,0.9903779852250474,1.3949673025331828,1.3176326811610841,0.19698282336311612,-0.30138709323053703,-0.182081110832151,0.8566676386511181
GALR1,ENSMUSG00000024553,4.890494011494566,-1.5068468179161227,-1.2535921022701813,0.21907203275564124,-1.4493290054503323,-1.7051756557089386,0.0978528516099908,-0.6521691586750843,-0.686289556902113,0.4974735104804109,3.0813453252203806,2.0930609962713205,0.04435752693037753,0.19811829855768312,0.12929598796533176,0.897932729460428,1.476757206851531,1.1582971287845627,0.2553146145583811,-0.16962736930942865,-0.08509748440657934,0.9327140835757839
ME2,ENSMUSG00000024556,8.03981133168038,0.021865256311719677,0.14136884868865163,0.8884647984830432,-0.10412953980189449,-0.952112123821951,0.3481768637976168,-0.11797023009312685,-0.9647872739522003,0.3418863319481793,0.1710014574925445,0.9027205538842198,0.37341949801113583,-0.10465334588014583,-0.5307934848714834,0.5992267685554307,0.29104412331591556,1.7741148118865973,0.0855605420034884,-0.15838958342294968,-0.617531930072983,0.5412538444412687
MAPK4,ENSMUSG00000024558,10.267052312473883,0.13341826462676504,0.8118989010853382,0.42284830986626076,0.02811318583426342,0.24194225677911635,0.8103687330737084,0.2559647597868284,1.9702749461158,0.05751152246573854,-0.12438906708749325,-0.6180494826379294,0.5409169139488359,-0.13434256965520244,-0.6413183027152478,0.5258830003449595,0.03858808275813976,0.22139285772218487,0.8261932702795112,-0.14226184427495003,-0.5220459774982315,0.6052335570703913
CXXC1,ENSMUSG00000024560,8.308252382556809,0.14895818302960057,0.8951326990988938,0.3774002042470319,0.19936718729228178,1.694305558293732,0.09992001465941147,0.3790199228877627,2.881012125900181,0.00702057020048108,-0.21751456714734546,-1.0672490423253038,0.2938452238178364,-0.20388093014465472,-0.9611097423779174,0.3437035595031057,-0.2640910565678129,-1.4962373401413847,0.14439043495218917,0.5525989688327831,2.002473507829008,0.053768377728635075
MBD1,ENSMUSG00000024561,8.495895123155405,0.07699201271511488,0.7077741757024562,0.4842090279630149,0.04286619860225642,0.557287124370769,0.5812088152768882,0.33327980536302315,3.8754133403372943,0.0004963663537678187,-0.0717756338813453,-0.5387415193034787,0.5937936206530336,-0.28764895107195304,-2.0743648829589496,0.04617126270184846,-0.3396743332973907,-2.9439844383727958,0.00598993346688137,0.502074442922495,2.7832409638195226,0.008956323713275038
SMAD2,ENSMUSG00000024563,8.560809834266076,0.3496930716867193,1.5752589784953623,0.12503283078342853,0.1601951297576065,1.020538144973405,0.31512719544329904,0.32274185564369395,1.838993603956456,0.07521180771491753,-0.45018760923159745,-1.6558189314480243,0.10753413656153077,-0.4609945152475138,-1.6290484891201424,0.11310934083557678,-0.17927095762355938,-0.7613750006739972,0.45200796167619917,0.5378268784102298,1.4609693051045445,0.15377421040843564
SALL3,ENSMUSG00000024565,7.227170818186649,-0.31122250628864717,-0.9655135320503034,0.3415282189985531,-0.10162125797519034,-0.4458481139189694,0.6587090848333386,-0.14118726779465782,-0.5540422630218828,0.5834012811101399,0.24233286765315504,0.6138384113712554,0.5436615354959504,-0.013148596058659713,-0.03199926993869084,0.9746713914994269,0.30854593116290663,0.9024661716609124,0.3735525083396072,-0.15073361285211725,-0.2819883269868557,0.7797682113662088
ATP9B,ENSMUSG00000024566,9.74096024251078,-0.2500940498117751,-1.7272504656568566,0.09376492691262217,-0.2075123626990046,-2.026800171154312,0.051083309267661026,-0.18170203663907028,-1.5873465256887522,0.12226753458107398,0.2562523964554369,1.4450213549870727,0.1581740099288933,0.30013407409017223,1.6260750270853923,0.11374306050338401,0.11622243952911379,0.7567730978073732,0.45472192581496484,-0.19642121405798504,-0.8180389890964159,0.41938482003161637
RBFA,ENSMUSG00000024570,7.664472719252538,-0.03580467162537806,-0.20690095853612472,0.8373981526242975,0.1985413110938641,1.6225148895618666,0.11450566439644416,0.2432025484424552,1.7776690876483034,0.08496387377184456,-0.10138472512951334,-0.4783543263360808,0.6356501239565184,0.11902319689648422,0.5395450791555628,0.5932456366218908,-0.05024770253977546,-0.2737554385630019,0.7860318845675973,-0.04311670369932039,-0.1502456863797739,0.8815138295366705
TXNL4A|NAA12,ENSMUSG00000024571,9.661950006725746,0.11136041970745081,0.7302691263864161,0.47053859671305087,0.050453881976835306,0.4679092880202022,0.643020717506428,0.294868342034241,2.4459085797353124,0.02012925686921241,-0.04123916452709963,-0.22080876563980048,0.8266441806848492,-0.13011308619316428,-0.6693393794869761,0.5080799274799082,-0.1195084989040411,-0.738881191345222,0.4653645845572414,0.11642274725373286,0.4603875572322737,0.6483514094927814
PDE6A,ENSMUSG00000024575,0.7912183793587729,2.324399080411661,2.387698896057688,0.023029144961117076,0.03406657210221451,0.04948941236450871,0.9608368874866029,1.6132597906445822,2.0962021614695816,0.04405905350015127,-2.419978384590474,-2.0297134097915324,0.050769774203323736,-2.352307024935978,-1.895554111653105,0.06708196978004799,-1.0600950707533487,-1.0266854742469587,0.31226722967514875,3.0051451075998745,1.8615211038103654,0.07187788046013321
CSNK1A1,ENSMUSG00000024576,11.267440877140306,0.30768034580170506,2.949477237087361,0.005907145798859537,0.1702642024561184,2.308254229830908,0.027600076391522066,0.28728133358262653,3.483474961679942,0.0014563192283996163,-0.41908910175363695,-3.280243107375575,0.0025070280459222882,-0.21840329706915948,-1.6423957080122134,0.11030051173016653,-0.17913043196810174,-1.6189685258448956,0.11526950244151468,0.24437413145983444,1.4126487128169283,0.16741168489775715
IL17B,ENSMUSG00000024578,0.7808635823136514,0.7933609328353761,1.1890182338813673,0.24318114995956108,0.47031288065471816,0.9968264996405216,0.3263272143818836,0.4395471490987509,0.833265042902821,0.4108718377987348,-0.8627328215493584,-1.0557191387753826,0.2990022352266517,-0.9730196202559478,-1.1439646878092633,0.26112378759453714,-0.3271563445500068,-0.4622711492527917,0.6470147100922219,0.9935066919204238,0.8978879715200285,0.3759515878002877
PCYOX1L,ENSMUSG00000024579,7.078656759041175,0.3208352369012338,1.6551133257612276,0.10767810765461161,0.2757020062885139,2.011409974388773,0.052767994865383416,0.28567653254240544,1.8641473263236548,0.07149759129472644,-0.40589141913724974,-1.7096606487898198,0.09701043057071024,-0.40325936689550085,-1.6319372530910088,0.11249646556602544,-0.27265512645245743,-1.3261207835651325,0.1941878504196688,0.42396547430790904,1.318893777838176,0.19656562711598013
GRPEL2,ENSMUSG00000024580,7.439147547597131,-0.1282219424932211,-0.777460068626954,0.4425974968523476,0.1816727175045885,1.557831390797103,0.12910944841052552,-0.10742939965459355,-0.8239462481545945,0.41606920722936147,-0.04994619658081937,-0.24727062868856395,0.8062784270762835,0.11763301462178827,0.559523439581727,0.579700150927648,-0.0162156188018105,-0.09269856379699966,0.9267209715698186,0.16758993184853047,0.6127697501175235,0.5443592027141118
