"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_CARDIOLIPIN_SYNTHESIS","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_CHAPERONES","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_C57-6J_DSKN_FLT_1G_JC_Rep1_F5",-0.413645940617076,-0.320414702390642,-0.15506798037028,-0.0522856182693663,-0.300100229430057,-0.096131857435955,-0.421047221971897,-0.33270589648304,-0.343019794211738,-0.240426740137345,-0.320798666829124,-0.240843512357109,-0.190011505310097,-0.456069615436811,-0.113575051823679,-0.202132850127433,-0.431640599273166,-0.246106958920613,-0.152564627016226,0.0904171840357725,0.133726878584812,0.0405025384799122,0.171826188616478,0.15564494908959,0.225644961857013,0.183630665421972,-0.315618665195136,-0.4191986560068,0.318970113714618,-0.201884376517299,-0.0969449361597552,-0.148150268084778,0.0647454017238506,-0.190607693742566
"Mmus_C57-6J_DSKN_FLT_1G_JC_Rep2_F6",-0.564896320602646,-0.349363656861057,-0.428836354042881,-0.227155060446473,-0.535399021470173,-0.257408263830981,-0.26807479047182,-0.445882550747024,-0.256830222297893,0.205003438831219,0.0151853942646832,-0.272986410913845,0.0380751947519671,-0.391967181167609,0.208116554914069,0.357811416015018,0.133088698221045,0.427346552918435,0.514608681131432,0.258869785027801,-0.00850216030255682,0.0329878413394024,0.0046934263358174,0.410303210984727,0.516678020170415,0.303924267632872,-0.0266302907817905,0.0384522151965401,0.174802006070207,0.0384602000558847,-0.0256285988270443,0.522306494991577,0.294601770652071,-0.149904102234551
"Mmus_C57-6J_DSKN_FLT_1G_JC_Rep3_F12",0.523629505084491,0.480090557684577,0.563637672109405,-0.040331792846014,0.405662108913199,0.118437838478584,0.457785891118353,0.429480133131118,0.48326171272874,0.367133560606654,0.433923911928292,0.592804208240236,0.368050859130464,0.231954858803033,0.249027879286321,0.145521546051546,0.290633601369232,0.024874272996413,0.0506062993827273,0.392133754560684,0.424770974348214,0.257673936679822,0.129403368797735,0.0419685015659365,-0.0856776924227168,0.53580706236939,0.621282553322376,0.49618412482896,0.292643785482696,0.529729493470739,0.558407976637374,-0.00325502977650766,0.134636261744652,0.331431942583818
"Mmus_C57-6J_DSKN_FLT_1G_JCwFOS_Rep1_F4",-0.215406400335539,-0.252253899542431,-0.259792769423521,-0.415308322988193,-0.464687316436955,-0.0456807516389371,-0.376811382229497,-0.234257671499927,-0.201253659149851,-0.236723099131582,-0.241324366048901,-0.481274329968975,-0.162209732021191,-0.115915418146987,0.234026812136809,-0.0412976211450475,0.2324129874764,0.255751400509605,0.196705008903461,0.136437169980521,0.0573893183145669,-0.105067567100187,-0.412382317274487,-0.324869949337104,-0.368932504195007,0.0947597676815422,-0.133652648219431,-0.296774038141498,0.0976882288257941,-0.0368661972199852,-0.230883492750733,0.000176507399675618,0.0245598623202323,-0.240510346865778
"Mmus_C57-6J_DSKN_FLT_1G_JCwFOS_Rep2_F10",0.765210927434867,0.612513411025314,0.757928672604036,0.49697753738792,0.553583711085663,0.505688908208481,0.18762865673109,0.588906234904623,0.202617850652101,0.596356999098809,0.655002274597671,0.566131177967958,0.25360957786413,0.180583244924746,0.303575462331888,0.0502341587073695,0.388672674179288,0.0638818491157789,0.410487381952523,0.426157027797245,0.161515549088145,0.771882631782838,0.198104566250232,0.205831495809416,0.109520182284901,0.607166330276081,0.882631683958499,0.610669877923199,0.685390411895705,0.604199280996761,0.835053452633594,0.0945526682596564,0.37859982337605,0.297471934088973
"Mmus_C57-6J_DSKN_FLT_1G_JCwFOS_Rep3_F11",0.733444413637103,0.735558021890598,0.870248912238131,0.327669312608108,0.36437641571954,0.231283973874403,0.165185160008826,0.571249322527789,0.231351334695813,0.700440141461512,0.702112178088412,0.59861173795557,0.164186221619302,0.10508603617914,0.297918584830298,0.217989149778907,0.446377016937901,0.487525743455283,0.560272016444125,0.419059427168657,0.382344352543158,0.534582836900099,0.26922619224557,0.26811828883083,0.254558878246418,0.68645723355421,0.880287310454907,0.658704119776004,0.70600248202345,0.663747876078105,0.822330017547751,0.592534386865258,0.420550331071329,0.209350274926929
"Mmus_C57-6J_DSKN_FLT_uG_JC_Rep1_F2",0.13286589720568,0.15736189859092,0.270168568363917,0.0556177355027022,0.0954757897886838,-0.00161157115888319,0.329466611581903,0.320839178384643,0.256799952115045,0.278216901787099,0.237208537161152,0.321021956816756,0.196734345737539,-0.331268514186683,-0.291129886236197,-0.218496741179919,-0.142104265301179,0.0318247512798672,0.142460903302868,-0.0890028259750984,0.0878532100510993,-0.097954539468417,0.255849505934939,0.253720854407902,-0.149281174480248,-0.277551671860451,0.338509767702031,-0.114447271124272,0.0981368519702798,-0.0668035362512659,0.282305929041466,-0.0342201854485474,-0.0695324190570953,0.238853310009981
"Mmus_C57-6J_DSKN_FLT_uG_JC_Rep2_F3",-0.224856061339253,-0.0086705202312844,0.0730199870407984,-0.198031477719412,-0.418040348444491,-0.314506068938248,0.0488297275290481,-0.257031413365878,0.00819866611544726,0.232128460348097,0.0928545005187327,0.0493588602936854,0.148365024573931,-0.213780266073257,0.272798148617984,0.488425679684796,0.478537148301022,0.515628535971211,0.612201440916492,0.579153499979526,0.383911586432967,0.418562565908423,-0.16450234341543,0.521025929391445,0.64994387957601,0.0275205294019556,0.073124501197119,0.0326478760740516,0.22140261366202,0.0866435972742477,0.0741540074777232,0.574358792219785,0.419560459830898,-0.0496114946488032
"Mmus_C57-6J_DSKN_FLT_uG_JC_Rep3_F9",0.231848626684972,0.288901560916366,0.119264177402468,0.144455717835425,-0.155664996422585,0.23412373176845,0.292829794836847,0.341782300188289,0.214066946572564,0.0773034465629753,0.0512003021751353,-0.0866867645727828,-0.0685674004299337,-0.239729492946147,0.292022691212077,-0.210051699377041,-0.149131889882201,-0.41236427149243,-0.376379670448297,-0.228076987462642,-0.00529347070550298,-0.0510447944405408,0.303863724724646,-0.0637344090524277,-0.432270460934177,-0.0390111333676671,0.0204444734337456,-0.231557208767273,-0.16620785576396,-0.0565575033434541,0.0231337661823855,-0.137200780958592,-0.202395271224409,-0.0184081240885588
"Mmus_C57-6J_DSKN_FLT_uG_JCwFOS_Rep1_F1",0.55618802563905,0.540651069120835,0.576513796373266,-0.234820723231908,-0.343506150130666,-0.0107835656230138,-0.229319461533873,0.509413892660204,0.0100451363318087,0.299300887803444,0.306423983853856,0.426234049893509,-0.116434977931677,0.0348751181475475,0.177056376957474,-0.0850734084294678,0.205010971944454,-0.00854523117506728,-0.364119858117179,-0.162411429314437,0.0444150707362526,-0.113937793779442,0.0368255115779297,-0.0645129798904573,-0.3859157136826,-0.16191182560683,0.426669648068152,-0.0899097186744175,0.337310528117322,-0.0665958811994478,0.481935511802167,-0.456302303582324,-0.0790900349818878,0.22852439400297
