"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_CARDIOLIPIN_SYNTHESIS","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_CHAPERONES","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_C57-6T_DSKN_BSL_LAR_Rep1_B1",-0.5376218328586,-0.48070501335278,-0.664036863740911,-0.376244257803745,-0.37154574831795,-0.39979734439829,-0.42989674330017,-0.575457393791555,-0.187488115858923,-0.56512162719396,-0.559621334256578,-0.451766151585846,-0.414446638442232,-0.0221820691189605,-0.0259563163399106,0.195857403112497,0.226230689923955,0.169227555429562,-0.0722595405419176,0.0516888552196107,0.0410936033476808,-0.121376654810214,-0.393620670812299,-0.0611953883682085,0.0170704655085421,-0.552894549853935,-0.700350364855478,-0.452293125005416,-0.592416336807483,-0.448563265775409,-0.662839884521027,0.0383986567421649,0.0331671470934625,-0.295259032201996
"Mmus_C57-6T_DSKN_BSL_LAR_Rep2_B2",-0.309445161481134,-0.363640482611133,-0.334049409742119,0.111196720714675,0.0994855875649189,0.0919711857354134,-0.134769203001706,-0.0939907620832154,0.0324021676344324,-0.133158963332063,-0.205746520293928,-0.0250090244199656,0.0850476434252913,-0.0980364080583934,-0.597505305526689,-0.484684258380891,-0.277846362077731,-0.195326902202115,-0.321069953086847,-0.480702088162493,-0.42907897377846,-0.510240714014898,0.219834213646039,0.00408615958972702,-0.13411810072957,-0.434147369452983,-0.24987488624659,-0.0238566914917826,0.012140609227113,-0.251760501859293,-0.161245547301819,0.114947195445466,-0.375987420915952,-0.0505947166914841
"Mmus_C57-6T_DSKN_BSL_LAR_Rep3_B3",-0.025419340775399,-0.256971794322943,-0.426483690532785,0.262303613436476,0.191050627788537,0.183000037881789,0.0100541423733225,-0.132198582570093,0.230583234652436,-0.32043467435724,-0.353802908078062,-0.352081676919749,0.231204351029025,-0.205360183870258,-0.255356881229242,-0.198329761585388,-0.276018230962412,-0.28305200030921,-0.131377481718657,-0.457665878191952,-0.442833042730664,-0.302490645690649,0.0246204374908581,-0.143870278505506,-0.232606550570393,-0.204999814726036,-0.195270324085244,0.0117816502150553,-0.143096844908729,-0.057715333870726,-0.172463942820614,-0.189053597536691,-0.106374388022576,-0.234269269233034
"Mmus_C57-6T_DSKN_BSL_LAR_Rep4_B4",0.0714184866705353,-0.254214329641746,0.329930061964777,-0.00974811489405011,0.000864970688244815,0.109849992200656,-0.26149499321476,-0.0167717724954215,-0.142870603579108,0.313295163018034,0.251406349434363,-0.02149763264369,0.176862260628134,-0.229237229610948,-0.538752900262496,-0.456061773033888,-0.254635855186471,-0.0610492096417756,-0.0380374934814204,-0.372013652082548,-0.115168679050735,0.299761671720625,-0.0453949014053633,-0.361193112198946,0.0533459345201843,0.148198128777453,0.216424013552486,-0.0993707056576765,0.190212128215433,0.0493778155224983,0.242079457621903,-0.114129445006691,-0.235490918912034,-0.317071455794635
"Mmus_C57-6T_DSKN_BSL_LAR_Rep5_B5",0.318846519352038,0.24154801371676,0.333665348822793,0.297217946151119,0.198954648772496,0.280633535209839,0.179577304367214,0.300310972836235,0.403185977450037,0.364670720252477,0.439031326166469,0.380507071945221,0.110259840725422,0.161006896829262,-0.391998036013181,-0.22483158878652,-0.155319707754972,0.0440933619712313,0.170791048785935,-0.313475534654769,-0.397452083279736,-0.060066911039793,0.00671538613467365,0.0133204781637308,-0.184166521066997,0.354147819223984,0.54778262144253,0.237600948239357,0.297207079725789,0.265178705013475,0.476239737765994,-0.0341374377189604,-0.0747804771550828,0.0308189937108395
"Mmus_C57-6T_DSKN_BSL_LAR_Rep6_B6",-0.261899638039128,-0.353506254153429,0.0848943706817423,-0.0578447814119893,0.171531069387185,-0.126947854200174,0.0937745366066119,-0.247306386133001,0.237999975797042,-0.0668881641657712,-0.109229173137616,-0.204978518407403,0.118435638260297,-0.277921654888146,-0.427042051820826,-0.465064792345385,-0.345345838227126,-0.105356395583874,-0.0381733136521966,-0.481825219651354,-0.529901048647129,-0.210219818928752,0.149714236053846,-0.186132346336241,-0.260569286172633,0.330567559746801,0.16869448576612,0.375210363694214,0.19361891807403,0.306551598149758,0.235308588611633,-0.0683683698155273,-0.170450489486419,-0.262866407034052
"Mmus_C57-6T_DSKN_BSL_LAR_Rep7_B7",-0.348736168607254,-0.458588356895145,-0.277906652277423,0.0314430013772815,0.186746969090662,-0.163791770894582,-0.0178672321296425,-0.304636348386824,0.00811749100688861,-0.184972505954269,-0.206541958130909,-0.452408378384773,-0.180480170700532,-0.344773777369773,-0.538992660300698,-0.331656950228191,-0.491484766157509,-0.434186101992208,-0.247545899251863,-0.499945274327953,-0.656259330510162,-0.467413695107778,0.0980016582709569,-0.149403275924571,-0.0602493368279936,-0.388585919387994,-0.0126480171059779,-0.268108581451616,0.295289294142078,-0.253771068416999,0.0948049953972464,-0.450209293176682,-0.416147113941864,-0.233480093687766
"Mmus_C57-6T_DSKN_BSL_LAR_Rep8_B8",0.544338657554501,0.521548041283852,0.654101384075105,0.173621433052843,0.436409568327885,0.126209323060571,-0.0037565539249842,0.434628145928807,0.0478645426596635,0.549737842369886,0.56047755266816,0.219976254521482,0.507163815166085,-0.19958288373365,-0.16132020775715,-0.290503919793093,0.380805026760495,0.347138201645457,0.516371609028247,0.0339600339902237,-0.0212178032171634,0.396859666592973,0.184480434104205,-0.00492341007754171,0.134213008216239,0.584833630804652,0.665135403229163,0.490157118762037,0.681612688996889,0.536931596741452,0.694157331662643,0.327394450089531,0.193134873497449,0.0889274594251626
"Mmus_C57-6T_DSKN_BSL_LAR_Rep9_B9",-0.244397286952935,-0.301303313205253,0.176528690598247,0.013862320525065,0.154878406045215,-0.308717599372488,-0.0160934501909242,-0.0157361346376643,0.00647213480841738,0.158905125705226,0.296560544309157,0.513796266876882,0.131124838313999,-0.00836089997974321,0.0480694684977169,-0.287219238185785,-0.0762362886495712,-0.470273022025359,0.114377186025673,-0.207905922502896,-0.200050471124887,-0.0119637381554617,0.22954749513677,-0.0662521750290568,-0.14949916184667,-0.153714631777575,0.561478052575076,0.0812538093215451,0.387346657922326,0.0586350459842975,0.462921085486781,0.149901530496931,-0.38543683684667,0.163427925584155
"Mmus_C57-6T_DSKN_BSL_LAR_Rep10_B10",0.342442917081264,-0.206255102315233,0.506642615874975,0.277786015358032,0.45350656232828,0.169568066853071,0.282682942959387,0.340819066277524,0.180516253009151,0.20834973660966,0.448077888928354,0.323567667461714,0.134819536913816,0.146013979512608,0.00846868131466155,-0.225094102703381,0.107902570051017,-0.308460514486831,0.251659319781494,-0.12901868893687,-0.2564810377909,0.270339158387303,0.26557611133972,-0.156472375681001,-0.157430033277931,-0.0135571188453562,0.612384198403222,0.197719335298407,0.466658328919754,0.152088928313596,0.526195861039615,0.242278763497524,-0.204304227928593,0.151772703002043
"Mmus_C57-6T_DSKN_GC_LAR_Rep1_G2",-0.562534195553031,-0.680289052118038,-0.472138029236649,-0.211597680099464,-0.486485831298303,-0.335277392641468,-0.32405366641443,-0.533734517369831,-0.292217074939425,-0.352927060588865,-0.50054709814538,-0.302498581446522,-0.16515405334248,-0.356074475981636,-0.144232733426567,0.152254736537182,0.0581277668819904,0.362052582974694,0.223659785104297,0.0199074862700342,0.173191455890179,-0.0821403843550449,-0.347831622214232,0.117167795628054,0.343977282255009,-0.322357831808242,-0.502487138271278,-0.0925434351476464,-0.178120294102195,-0.240671003191272,-0.440149726802785,0.261445812420357,0.0807651846432183,-0.265775672567033
"Mmus_C57-6T_DSKN_GC_LAR_Rep2_G3",-0.264930795408943,-0.519051949521714,-0.208399239704509,0.115583402209701,0.0378997236478673,-0.124079837462794,0.13387606425729,-0.201815684205367,-0.132188021682701,-0.071340717439526,-0.117138375722112,-0.311860525727311,-0.239260275689952,-0.327628482971301,-0.374679625266857,-0.221162918239115,-0.468654100186709,-0.501975799483652,0.155255871435079,-0.39637540922742,-0.287324390673134,-0.419403137131325,0.0740607501072978,0.0764456892334511,0.189433180405406,-0.112420704848526,0.222926296841208,-0.00758485512413337,0.343067472319425,-0.0187861148709544,0.22218560034074,-0.13136087388893,-0.174023671542371,-0.243333563101433
"Mmus_C57-6T_DSKN_GC_LAR_Rep3_G4",-0.154695300623751,-0.459264320623901,-0.188146597464272,-0.0546690123949434,0.053673045191182,-0.120267886376338,-0.384576494077183,-0.447010424429598,-0.045726517722352,-0.413026762108797,-0.305655297849611,-0.388546788367709,0.138668373694568,-0.157232748431369,-0.0399278678270787,-0.244945080708639,-0.375929658905874,-0.389547700312237,-0.356436307954098,-0.11762796537465,-0.3562581518857,-0.0164659380823068,0.129785849183076,-0.396708464127078,-0.469772796291377,-0.249738349094235,-0.0386838634216564,-0.277769533666388,-0.0342394790073826,-0.245041779256515,0.0219393779295061,-0.33802278776754,-0.372222414695835,-0.290786596025141
"Mmus_C57-6T_DSKN_GC_LAR_Rep4_G5",-0.321483459852383,-0.247911184388473,-0.482353663200365,0.119175429985286,-0.145874041842496,-0.0220756792177452,0.0248981138087225,-0.379803905546408,-0.145116619707333,-0.0553086718276524,-0.367429379212809,-0.29019105343795,0.186570689447571,-0.257798918404389,0.266031034477573,0.316895930360996,0.00986441325757936,-0.0775302304274371,0.5483865015559,0.0571481739545378,0.224882877239775,0.135989139660867,0.0246378688973068,0.0695409022322198,0.251736947754509,0.0119708585297841,-0.13325268310554,-0.104513139043747,0.215956826410864,-0.0628394440471546,-0.0998899567933092,0.361466098554647,0.250603373368936,-0.224706197721739
"Mmus_C57-6T_DSKN_GC_LAR_Rep5_G6",-0.410886262124367,-0.466472385733185,-0.398400333522904,-0.0918311150105934,-0.185323684113674,-0.0718244162619446,-0.137111212238967,-0.444179789218816,-0.0395753866687407,-0.361898837229995,-0.444605763547766,-0.482680789431395,-0.152092171036788,-0.0760087907503301,-0.424772035609616,0.0556848911208293,-0.076197116298703,0.305388130751159,0.324756195441043,-0.259096242331026,0.0577164282846236,0.0781673413104548,-0.0738048398679738,-0.378125277361769,0.198825624691462,0.164229578666537,-0.361672423915692,0.188779277295721,0.0313914955122047,0.0501854156097655,-0.225613715723198,0.304375361482281,-0.105660702524526,-0.312493101283083
"Mmus_C57-6T_DSKN_GC_LAR_Rep6_G7",0.581230312090091,0.395864543552917,0.28594400285663,0.31885683984517,0.455503040255665,0.367694743644632,-0.264928980762895,0.203421281402529,-0.0331429695642666,0.213706942337088,0.365182060256856,0.119364206158694,0.370332198156539,0.371398012607893,-0.151451099818819,-0.23561940418383,0.0411897531372825,-0.231422920035848,-0.367127808733098,-0.0480932748737201,0.371074058840101,0.0661764033009018,0.22369027649826,-0.34946312866456,-0.370936739978763,-0.274249348134042,-0.00416809630594625,-0.0218210601771091,0.0313286299275017,-0.0647007741337398,0.0238485225633854,-0.333602871250555,0.00222134465400858,-0.0191447527097235
"Mmus_C57-6T_DSKN_GC_LAR_Rep7_G8",-0.637923446259956,-0.431064022948034,-0.550110529754249,-0.4520362563747,-0.524815818638763,-0.30680935177463,-0.164718433725002,-0.58798307819293,0.00869832142856491,-0.464082565826643,-0.555742147718908,-0.228778733987564,-0.339595842547595,-0.00971245175503321,-0.40718821709277,0.253030744547301,-0.0236984206122319,0.424693855819607,-0.192870135470831,0.106450828038395,0.0865669420572271,-0.316335275443231,-0.213683967824762,-0.240614475840708,0.131502868940073,-0.0787389198133273,-0.704109284410133,-0.350427405970262,-0.438910502681112,-0.333836593931965,-0.593669156466956,0.302445035213895,0.0425380911914519,-0.264613945570146
"Mmus_C57-6T_DSKN_GC_LAR_Rep8_G9",-0.592605099406503,-0.428206941825186,-0.622555449368253,-0.421680194047964,-0.534046261306216,-0.290748324050918,-0.213102754421633,-0.582740430171735,-0.0554545696490016,-0.580103819025925,-0.573499145028281,-0.477100780020872,-0.153595341135164,0.0819054749230805,-0.00780551484102301,0.351407878872192,0.193226595158708,0.487957132912677,0.256862493870742,0.131702196523891,0.00770706828587697,-0.212570433901037,-0.309865454718818,-0.326064657697453,0.16266122101569,0.0192207577798335,-0.668001914395287,-0.423770649894247,-0.585696936982103,-0.353639813597414,-0.627726341937286,0.432602779938686,0.150175891569904,-0.391012159871392
"Mmus_C57-6T_DSKN_GC_LAR_Rep9_G10",-0.369164268398219,-0.142632782527597,-0.443241092724271,0.329303352533569,0.286937349408089,-0.0334045794871659,-0.000559840040767146,0.00961439439838296,-0.0283776681121354,-0.125328553614513,-0.113067253880543,0.0412394042969408,0.144760043607665,0.153769238313518,0.343472845044434,0.0237684846910793,0.0931939036655601,-0.368687712599095,0.230269094437028,-0.0195917805073268,0.0137925307551741,-0.167957784615537,0.202394836362215,-0.139701587386698,-0.0758107127500797,-0.256155620385862,-0.0884246243891879,-0.197032949369106,0.167268866341252,-0.224784337258701,-0.122119556978982,0.361200389285553,-0.0763727871821568,-0.0462224056954385
"Mmus_C57-6T_DSKN_FLT_LAR_Rep1_F1",0.102023723794376,-0.214626025528893,-0.0659428130846723,-0.0524105099306703,0.345317548431091,0.239834808593512,0.0807838224028189,0.352915006502434,-0.0811276856928557,-0.218682801663074,-0.0216094352258225,-0.0879962259761158,-0.258906721994967,-0.15623394718324,-0.149145317939695,-0.470010938987948,-0.413262907802824,-0.569102475877138,-0.45297887872797,-0.33823901138524,-0.251537840773804,-0.0877183445660724,-0.173769053435126,-0.318491507440564,-0.633036759152411,-0.211754992635164,0.0986969022536569,-0.0350354049009598,-0.32728982951742,-0.128924445081301,-0.0791239240076541,-0.33853284001262,-0.402383219765036,-0.190100748303187
"Mmus_C57-6T_DSKN_FLT_LAR_Rep2_F2",0.484689660598864,0.0643855331127611,0.179775913199785,0.092822486334438,0.272105664091922,-0.0540970664881641,0.245087688730857,0.466607747264939,0.237379830590695,-0.104314664485222,0.299725579066858,0.0334977799704287,-0.0279560622931143,-0.134900124492694,0.156840316778665,-0.0464760529730308,-0.201498354307241,-0.29901117083082,-0.330204693484813,-0.114978589298936,-0.24485735429043,-0.0136507157648302,0.11808485907788,-0.109434829173621,-0.360764975995746,0.18276584281608,0.384309010631133,-0.00707061759223596,0.0679100237423637,0.0674136731001276,0.300834935643641,-0.193874791466097,-0.314836240052105,-0.0970370483604042
"Mmus_C57-6T_DSKN_FLT_LAR_Rep3_F3",0.240416141370881,0.345964758617103,0.0882753355893114,0.125118963144383,0.0331442403466267,-0.00310925515358312,-0.167795828142075,0.334428521757091,-0.223746054849097,0.275817355604097,0.265534350480755,-0.366645017164953,-0.239604200298299,-0.362880770263536,-0.205976233971265,-0.432458286072464,-0.230871999197369,0.0159499648051283,-0.316479252812163,-0.130685644464618,-0.315936148727187,-0.232777806807924,-0.134979943525265,0.00299201899897733,-0.129492353775701,0.00754511361842672,0.164414451386965,0.108370627560628,-0.0318297051126897,0.109791505333019,0.102818553881721,-0.307336219355568,-0.10864295421437,-0.0610877219420162
"Mmus_C57-6T_DSKN_FLT_LAR_Rep4_F4",-0.240950665340878,-0.445587115002016,-0.306084658230499,-0.321059121832439,-0.106558214226986,-0.277697382391286,-0.145663348437491,-0.24692922746812,0.126145939366959,-0.133240858906148,-0.257459688152911,-0.339411852719174,-0.375660631086151,-0.00212083737774324,-0.423964470271154,-0.234570867269667,-0.306174925395465,0.120490862705156,-0.503950657062222,0.0290736266004793,-0.329919590948931,-0.249762517478584,-0.305288766687345,-0.347357783563472,-0.258078650733101,0.219930443137947,-0.253542402465817,-0.0129320031837032,-0.297487630896687,0.0149323206027017,-0.237823961080189,-0.462311202392464,-0.285919710999832,-0.264066612120255
"Mmus_C57-6T_DSKN_FLT_LAR_Rep5_F5",-0.327849660403812,-0.482666745287032,-0.272997033849132,0.10992746916811,-0.408463638692948,-0.497128063568142,0.179881086539959,-0.390845969022915,0.0810236623640486,-0.0739169904655688,-0.181613305186632,-0.347384304480784,0.239655844165281,-0.361033929509899,0.232428377804294,0.168647378834493,0.192742835787202,0.443693414488409,0.469307931186783,0.32245788181172,0.106806791966502,0.296773567005322,-0.255027018671477,-0.0106578733441921,0.400637205478002,0.346742316425956,-0.309000482061082,-0.195902303910832,0.15878431059627,0.0639002100565824,-0.173548008803061,0.22019994023244,0.0885174043672394,-0.298690978116015
"Mmus_C57-6T_DSKN_FLT_LAR_Rep6_F6",-0.508961622777396,-0.165043381443609,-0.629844540937386,-0.325778669811498,-0.218237608057837,-0.430254582701776,-0.378701709608651,-0.421606329374263,-0.303156477872243,-0.52578131299695,-0.55303142075187,-0.46832449592663,-0.135872984613209,0.210636575041336,0.188047244947298,-0.0223655526758973,-0.32797068787217,-0.0902110323832178,-0.47268792337779,-0.346524419494868,-0.440686712436178,-0.454462353512538,0.00307541160092561,-0.393984658002638,-0.102914790625993,-0.414672583450984,-0.698210639221947,-0.317311455685365,-0.603168546422483,-0.37615470866378,-0.688065400429228,-0.0167491623018941,-0.272134686642211,-0.236494742388388
"Mmus_C57-6T_DSKN_FLT_LAR_Rep7_F7",-0.64659972674767,-0.716985175053371,-0.820699308953604,-0.444612367602647,-0.399917169339963,-0.391592436753989,-0.312874497100703,-0.538435529048914,-0.133620496571554,-0.620748775894134,-0.655630061801766,-0.485126029337762,-0.293290747600741,0.0243631858665318,-0.466193093501638,-0.281755214181377,-0.539198352593301,-0.385848235278944,-0.702315777845034,-0.576805433459431,-0.296757383312317,-0.661413771758325,-0.164868825568597,-0.580059400478821,-0.451038770838465,-0.720606303020323,-0.824696949705902,-0.619491214864081,-0.699023647357675,-0.631120167035163,-0.764893142173044,-0.44912354724125,-0.50752353072083,-0.16168327761801
"Mmus_C57-6T_DSKN_FLT_LAR_Rep8_F8",-0.528277727414821,-0.493294672541952,-0.664152072651227,-0.476664768876402,-0.494780298228964,-0.413519045480773,-0.501086122193947,-0.514532793251609,-0.23204574896926,-0.486064366172,-0.558061393662694,-0.454561750765089,-0.43641597113441,-0.146246623995396,-0.239646701669233,-3.8030729031302e-05,-0.0732464580132662,0.150473748861831,-0.194975493791141,-0.243094170582502,-0.221421374760817,-0.322369819214313,-0.16457242793421,-0.285185149071841,0.0588460031747598,-0.33062804799156,-0.707549036568772,-0.48988714742165,-0.590944661443832,-0.431410707882329,-0.653183180793749,-0.261369514963881,0.0866727396864401,-0.206349013151473
"Mmus_C57-6T_DSKN_FLT_LAR_Rep9_F9",-0.565541279433763,-0.252781445206529,-0.586095033262421,-0.379862667080069,-0.480415772409223,-0.329324292772325,-0.117396213512691,-0.505146012764725,-0.160426848391703,-0.436488917696139,-0.513875383949365,-0.398006246280485,-0.35845634835407,-0.324194792734619,0.132693518573507,0.272287652386949,0.236390393620997,0.515618003675487,0.275481643549573,0.332687770994971,0.22354454266693,-0.112327225613,-0.391585055102242,-0.216772058203172,0.0838482264843717,-0.0709798028541475,-0.590795203529422,-0.199911349319534,-0.424739776810545,-0.2558552938283,-0.533655615039242,0.393817212460351,0.0736243002153002,-0.240723218960415
"Mmus_C57-6T_DSKN_BSL_ISS-T_Rep1_B2",0.266776147359943,-0.0324227939174635,0.604163069216034,-0.169066119731272,-0.00734483892552734,-0.0722246292315308,0.337936322240713,0.0943752568283168,0.385988449436124,0.228582292812805,0.302548355482712,0.0270682300303352,0.0213166034987178,0.0802545982407571,0.214176363085775,0.261429032158178,0.272926661324363,0.335493969428933,0.228239427357925,0.243111688456658,0.550304142175096,0.427184209311727,-0.137542191270327,0.255581215384033,0.177554370689515,0.475089201959872,0.581740541158409,0.438930137748093,0.384017318720294,0.501873110046811,0.577472645734433,0.0533437729990503,0.274588472539516,0.116928676978701
"Mmus_C57-6T_DSKN_BSL_ISS-T_Rep2_B3",-0.173112409638169,-0.356914607106929,0.100856090394147,-0.383785511793761,-0.346552532537499,-0.367091616727752,0.195320362971765,-0.0778804832791374,0.206539211852895,-0.0120963642289354,0.104794290143903,0.296495450224563,-0.169999205528834,0.0255454332579102,0.404568637982254,-0.183192452761326,-0.0433288703341081,-0.396751631952011,-0.25710849483905,0.33313044280498,0.206718590796883,0.0618561375686005,-0.0440360168098227,0.0143382155262357,-0.167389521722486,-0.522422621948185,0.129942820936677,-0.0447070719161047,-0.199536999822379,-0.140296949584195,0.0862736691035336,-0.234612438376618,-0.0563955161344911,0.148595892601879
"Mmus_C57-6T_DSKN_BSL_ISS-T_Rep3_B4",0.0990613118450262,0.0575921882541882,-0.341040836776398,-0.306441225904899,-0.271855347570315,0.117083218850536,-0.572490116006184,-0.0657320402310078,-0.42794980576033,-0.13843925333574,-0.301121156648501,-0.179696693954874,-0.400005906391709,-0.00633195515013685,-0.0186422466186875,0.197320888661783,-0.0774366911338915,0.249587051363392,-0.403750111456925,0.00387120952824152,0.0298271342143517,-0.153915293143173,0.104760726465828,-0.288430671043057,-0.186961193645116,0.152786614086406,-0.601900820302666,-0.220895209690452,-0.491430917385701,-0.11955941204752,-0.53535752958307,-0.293216071825677,0.0427589278069812,0.0753946632071893
