"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_GLYCINE_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_CARDIOLIPIN_SYNTHESIS","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_CHAPERONES","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_C57-6J_SKN_FLT_25days_Rep1_F1",-0.316868961150264,-0.218497364747121,-0.203340358683789,-0.638484558575461,-0.186545400609482,0.00062509020818674,-0.147807697626431,-0.355855838694985,-0.545990859542718,0.0491283512449908,-0.50294999730239,-0.586768816157957,-0.360801964513959,-0.506762072413852,0.0922870686210442,-0.29323449461576,-0.430470417970569,-0.376691590590134,-0.110833996576597,-0.584551866374016,-0.541939283532031,-0.363843127838144,-0.426335458353669,0.0533856053058542,-0.500141502079219,-0.380847380518884,-0.306322952799489,-0.771506957709317,-0.327821385402911,-0.622469423946866,-0.357701809801083,-0.685920897644908,-0.48344224289273,-0.354334817780501,-0.187417883249398
"Mmus_C57-6J_SKN_FLT_25days_Rep2_F5",0.379012632408634,-0.0167627906851517,-0.120898428397738,0.358621651323326,-0.0202560081499402,0.340372188286353,0.246712826394073,-0.322290834444872,-0.0735227744309172,-0.0859875093879277,0.22526951537447,0.122832909126984,-0.163020567848243,0.025135425631101,-0.0497457134142617,-0.345542571379828,-0.284551213859445,-0.23297656415081,0.122438171321979,-0.290317285929989,-0.136415233917784,-0.403390909239364,0.262377796502296,0.0487895627372138,-0.161241838035144,-0.025790556970733,0.0390669280121037,0.272455063303444,-0.141230150620209,-0.0215357285080734,-0.0332731621681714,0.207779237600835,-0.277275719471996,-0.0476211596155108,-0.130660347121914
"Mmus_C57-6J_SKN_FLT_25days_Rep3_F9",0.466518950886969,0.160826720584595,0.395641120081558,0.386391050658533,-0.275283794423514,-0.258340949999982,0.0109292867176774,-0.062942955261715,0.321973155634666,-0.0580851524785155,0.283868439850939,0.237955923249205,-0.0187911193218782,-0.241556853819923,-0.144878585467018,-0.10471236042576,0.0591006824931424,0.0914523925519546,0.306854243538222,-0.0363734600714299,-0.0744730120386224,-0.282040202742177,0.254783290053106,-0.265086766821436,0.12639974122985,0.0527635918906701,0.345583428226974,0.431332492364331,0.0351224905783137,0.275795135801649,0.243241165695398,0.449868719409719,-0.333030994415333,0.0746796051316555,-0.0787121500562805
"Mmus_C57-6J_SKN_FLT_25days_Rep4_F13",-0.00752828829456431,0.0288250139364653,-0.314279989302521,-0.434278821035754,0.00136030011347821,0.035204499732979,-0.115667899304029,-0.123562156907167,0.123076207301621,-0.198392945454866,-0.373442623893436,-0.210762013286348,0.136548337674949,-0.22903165634279,-0.0509943213796255,-0.405762797407561,-0.505795375136568,-0.379518336945738,-0.587429265985892,-0.592150658287763,-0.460361440865803,-0.457657116074155,-0.399484141563493,-0.0647538213902091,-0.386821106863003,-0.529354923864219,-0.561890376778482,-0.480855019580469,-0.468052992512344,-0.431489821177362,-0.458631505098267,-0.456892321475837,-0.579359973284942,-0.42193790079051,-0.274084921111339
"Mmus_C57-6J_SKN_FLT_25days_Rep5_F17",0.580958991873733,0.466185993285935,0.596647302806221,0.831663143762234,0.374040731187497,0.416573506570977,0.229343952715923,0.0397832408667179,0.480843566160312,0.0103723207009919,0.280240187730945,0.561969987110048,0.411008132316909,0.231854388624377,0.25272931196003,0.0147079551901929,-0.266478415979387,-0.201677108369249,-0.363839443672104,0.00595229836330566,0.0222627791565337,-0.299488586210722,0.305702138364628,0.0334139598800873,0.341728419127695,-0.0150902890948694,0.0664120609108637,0.593824868663471,0.192328231646652,0.646854699898687,0.241442157046395,0.590633047151119,-0.332508413366425,-0.137200105140045,0.23329721455829
"Mmus_C57-6J_SKN_FLT_75days_Rep1_F3",0.531024858485799,-0.0761695412529909,0.165330613347799,0.247578774652041,0.284070179949586,0.4443907196556,0.491272925067392,-0.226797820315152,0.214397954602597,0.0814376430374972,0.315676418817689,0.0758971409052816,-0.117943176740045,-0.171474173817222,0.0725157616580461,-0.417870236303698,-0.363620741928434,-0.406180084376564,-0.097100014938663,-0.388253200600655,-0.456115726189371,-0.11327768919099,-0.455742113699366,0.236266502249053,-0.225580284817036,-0.18092877375536,-0.0495770224447043,-0.00880914562289431,-0.260080167876293,-0.275833611401469,-0.112191889835407,0.0584862025737194,-0.359651573475332,-0.211004342073555,-0.033534815945602
"Mmus_C57-6J_SKN_FLT_75days_Rep2_F7",0.276212169969022,-0.0811479837895588,-0.138749729614252,0.42858888442554,-0.12901080393844,0.201716515251101,0.14153747876499,-0.0814247180807906,0.339075610964043,-0.00770377688885251,0.243792663549363,0.122927788872464,0.0603405038472383,-0.111520815690235,0.110208168478475,-0.00842424636126765,-0.300886118105138,0.0461581378321739,0.268982305321235,-0.302284632372497,0.142618348694527,0.395544238373964,0.159229143645967,0.114923630367089,0.0641551546467135,0.1286940942952,0.342289082246279,0.401387781313388,0.17803238247796,0.158211720335834,0.194962201261607,0.364872018765015,-0.172232728271587,0.011641539131951,0.0400063131633515
"Mmus_C57-6J_SKN_FLT_75days_Rep3_F11",0.111909312496309,0.200612028485755,-0.178881062889446,0.0287938233977327,0.262967117459395,0.0681504400230035,0.126624618227027,0.188118438349862,0.321781768987573,0.0541820495748116,0.00712243733405951,0.0283491552458816,0.359828564043265,-0.10715760144773,0.245574557764133,-0.00274130331053465,-0.494500606999819,-0.322746005819412,-0.490786295134107,-0.278717350518059,-0.138842090981421,-0.1242660559829,-0.291420721431552,0.186687214000618,-0.16003805306786,-0.295975328078661,-0.261333672701191,0.374697463839994,0.0186503244949419,0.298896582165073,-0.0684596379025854,0.297436856055468,-0.14908650109089,-0.306441101873892,0.207639497169783
"Mmus_C57-6J_SKN_FLT_75days_Rep4_F15",-0.525054390454439,0.0492564383028181,-0.497570829157917,-0.493815794111068,-0.443118708875436,-0.475299472517865,-0.404720452720958,-0.00654547289964014,-0.123259112111761,-0.187062754208507,-0.475623671945963,-0.471221015006632,0.046541243364399,-0.350927735789456,0.202491160784294,-0.283409188753695,-0.276003444134668,-0.344660920724896,-0.634227966293042,-0.544070253447372,-0.192904330240381,-0.139000962040868,-0.546314913059008,-0.104524282171721,-0.408316486906355,-0.483649812171266,-0.574272121354689,-0.591543516981815,-0.399193543591231,-0.538013228239531,-0.426174640388744,-0.558558311932483,-0.365424672162638,-0.302047128559409,0.000620379939656246
"Mmus_C57-6J_SKN_FLT_75days_Rep5_F19",-0.238317639332363,0.154790561067561,-0.150756241704044,0.445290924863242,-0.251550248128334,-0.426885337217375,-0.31471013801607,-0.115331415201739,0.279978129516925,-0.368863224044535,-0.117522433744659,0.268384581330579,0.0925534910253978,-0.0185481938610261,0.0389219229285899,-0.173689723697148,-0.218219382458793,-0.335344283420644,-0.687325766389434,-0.309744095582082,-0.316027719349691,-0.257335189838765,0.194381350636005,-0.263185973796433,-0.0279829468047333,-0.14227775588635,-0.459139649189523,0.0980581101725179,-0.227936586478318,0.286238785633233,-0.268257663768978,0.182710516973705,-0.363891005988728,-0.0693375853575529,0.205473615838141
