"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_CARDIOLIPIN_SYNTHESIS","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_CHAPERONES","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_C57-6J_FSKN_FLT_1G_JC_Rep1_F5",-0.573057183246455,-0.426150831563251,-0.26463221549774,-0.393454614425911,-0.380435067684515,-0.361271492324342,-0.323587426373928,-0.312737235111037,-0.494576721617423,-0.215039134225052,-0.315127776918296,-0.230494774851697,-0.276375634778061,0.00837055192186659,0.217624050854099,0.352630300954221,0.161535606462183,0.298082880906553,0.140126392982132,0.312303431984336,0.397610561414641,0.422841011349356,-0.106716689539437,0.0474837488610861,0.260678529885296,-0.13407765538561,-0.3266703772994,-0.239975843340817,-0.197538246872985,-0.282309222124487,-0.265477711875675,0.218534621606761,-0.0502784056075602,-0.0812449978314147
"Mmus_C57-6J_FSKN_FLT_1G_JC_Rep2_F6",0.561650125292093,0.629290397985159,0.757357734350936,0.262611460394569,0.341443734320731,0.186317842269111,-0.298022010782189,0.533863689004098,-0.343615616396099,0.612379971671066,0.575462889473544,0.407393412220489,0.183018727615326,-0.093758904267873,0.00441317960979559,0.0870802727604389,0.404833672840174,0.290078432286807,0.597577525603886,0.167849762702944,0.256437237380036,0.600946176930358,0.331050129542285,0.150878610721106,0.181911343323514,0.619979173044073,0.796399470992224,0.540503095356797,0.74197996107662,0.624218712905902,0.781336697328176,0.449574792824875,0.405397330207937,0.178074884661483
"Mmus_C57-6J_FSKN_FLT_1G_JC_Rep3_F12",-0.571290308573451,-0.140902655657842,-0.110395911574419,-0.363646553060126,-0.376661589089876,-0.423585821971902,-0.0674359269404148,-0.347187306267659,-0.314703428847328,-0.386853426799491,-0.40148234746625,-0.47826421601562,0.125167400594713,-0.442395958646066,0.138338678712011,0.263624781278348,0.183609608801846,0.154572491490908,0.372814600510813,0.0419266298843036,0.409489700643956,0.348066303366847,-0.234104195952785,-0.028798556111494,0.255642002210004,0.122563923640496,-0.268685119703719,-0.114216684404938,0.127484889403607,-0.106860127508201,-0.0822997192882977,0.30588788791985,0.308174477711487,-0.24672661754604
"Mmus_C57-6J_FSKN_FLT_1G_JCwFOS_Rep1_F4",0.590934671911231,0.613763918166872,0.75293328519014,0.431222356312447,0.214663790501561,-0.139945068488071,0.175145626755444,0.466057539956124,0.045694778267382,0.76848144679006,0.754344752646146,0.487267797958614,0.317021892124709,-0.268955114564781,0.543749319899081,0.404957605194873,0.6365797079012,0.620705049543809,0.799820474758732,0.568177551772147,0.303796625225189,0.62807404084058,0.0127403235842924,0.648767598941148,0.599609623128209,0.661691900576576,0.857499127138542,0.618473938714573,0.759136402322897,0.656615900813446,0.825889462300132,0.584616150873245,0.573674465886305,0.210838804841
"Mmus_C57-6J_FSKN_FLT_1G_JCwFOS_Rep2_F10",-0.612231571684067,-0.425798633884754,-0.351075828750597,-0.00957164334193109,-0.133335882047787,-0.195870206387324,-0.045526264057083,-0.423867596440918,-0.372464876748692,0.344496457349036,0.147232486694128,-0.312218513441612,0.0606278900371885,-0.0267792057451212,0.135242941139411,0.265587259291323,0.214716584550335,0.265193299224014,0.496617955916871,0.184085493141577,-0.0293524441884264,0.219753411620247,0.088461461832749,0.128922814245672,0.228198691019213,0.211858291548683,0.216391854664951,0.0679473968770025,0.296550176529314,0.135188196268553,0.268458617280849,0.430064522312365,0.104828106069398,-0.0279778753368208
"Mmus_C57-6J_FSKN_FLT_1G_JCwFOS_Rep3_F11",-0.316325536327182,0.0158951616921399,-0.104014926451541,0.0282174984760458,-0.0867160846483288,-0.115430710890179,-0.199396219101137,-0.35410003896058,-0.34691315003431,0.183860751101546,-0.0295686795753088,-0.0751252251078006,0.313759831919298,0.127363521432276,0.497312816459065,0.572611252365358,0.575554592882457,0.445987326416807,0.547337179480571,0.338747639323305,0.501428179058684,0.308548468819801,-0.0253099208417247,0.206681416524764,0.444526549578768,0.383711071196577,0.156974608431267,0.0663584059878799,0.218606740522226,0.263527763256998,0.303665585665833,0.485632252275312,0.418614287095724,0.0247211033760379
"Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2",-0.624132819959867,-0.538608109047138,-0.43841019474229,-0.186186265449504,-0.476117262209171,-0.46399367593105,-0.166941182666945,-0.408406748370718,-0.194390993692369,-0.309227921676414,-0.408702263031665,-0.476723742234968,-0.360918501511628,-0.287362807466672,-0.14542159941513,-0.248063498025914,-0.00866686402801106,-0.0365485000058329,0.0500844668375599,0.127181626255363,0.0784123752542558,-0.409280056440976,-0.153179327669747,0.00874435895474496,0.08222135728549,-0.366902061894435,-0.388631010672682,-0.463690694864274,0.25605936496235,-0.413342503448812,-0.232409504628355,0.149071534898077,-0.0861583586293836,-0.11803167438128
"Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9",0.0744484770818989,-0.216204095869246,-0.213153066041846,-0.0708598492638075,-0.0376807053798643,0.239863506005219,-0.17090459305793,0.210774802755194,-0.0802153500715235,-0.00469481822500742,-0.0136637909539596,-0.0532190552122998,-0.067565006717992,-0.114398954024815,0.348462646261256,-0.123771792226498,-0.268741232985706,-0.286324096334806,-0.446606379071301,-0.210407268651017,0.156530511713872,-0.127231351909511,0.224043103016542,-0.301010317996346,-0.523675250384087,-0.0281605625033539,-0.233926879145982,0.0102944676354191,-0.318493054467682,-0.0232459606792788,-0.230041488020313,-0.401512261577417,-0.326013557976843,-0.151304333742159
"Mmus_C57-6J_FSKN_FLT_uG_JCwFOS_Rep1_F1",0.620621038228434,0.456055680783037,0.509266562224174,0.194400163403955,0.149446630946206,0.308330882587105,-0.384300246431595,0.597234003007761,-0.242867913729774,0.37279260995542,0.422105286492721,0.313744680844588,-0.123072889827876,-0.176465138538476,-0.0787411664709285,-0.143141825505153,0.143174406853348,-0.174829818613528,0.129356641241962,0.154762570337599,-0.483358959453449,0.167050474961883,0.153815785843934,0.0445353678503773,-0.271387943555989,0.207970516279652,0.548166179269492,0.162556316382328,0.373635944303056,0.191067281020898,0.478115120699086,-0.0982665461360696,-0.0909961740773128,0.0629295554322332
"Mmus_C57-6J_FSKN_FLT_uG_JCwFOS_Rep2_F7",-0.356679024628744,-0.454121536157653,-0.434936218951138,-0.242877954477475,-0.272620619309109,-0.270568495538666,0.371938257316476,-0.229723397595177,0.343191122951233,-0.306613811863732,-0.412598929870798,-0.280751544576393,-0.140678639482915,-0.18442354312709,0.402788261212945,0.464885626106941,0.0131676150849694,-0.0188966575424867,-0.464794324102252,0.116773156288085,0.44775963480895,-0.169245686204023,0.200419021836106,-0.398070041582876,-0.534893553186745,-0.14144051611107,-0.621498302498565,-0.010275136133052,-0.701236871904105,-0.139922692633319,-0.609935027033314,-0.0843901768113959,-0.0966197953536955,-0.228414427961896
