task_id,legacy_task_id,task_family,tissue,organism,material_type,model_system,assay_modality,feature_namespace,variant,n_missions,n_folds,missions,n_sources,source_ids,metric_ids,manifest_schema_version
draft_human_organoid_spaceflight,,human_organoid_spaceflight,,Homo sapiens,cells_cultured,human_iPSC_neural_organoid,bulk_rna_seq,human_gene,,,,,2,OSD-863;OSD-871,balanced_accuracy;auroc;calibration_error;de_direction_match;signature_rank_correlation;mission_discrimination,0.1.0
