"ENSEMBL","log2FC","stat","pvalue","adj_pvalue"
"ENSMUSG00000000001",0.0542751770969618,0.65608263905968,0.511770954131423,0.999961543398985
"ENSMUSG00000000028",0.581896303993832,1.75938592129687,0.0785119815693428,0.999961543398985
"ENSMUSG00000000031",-0.0160916045146696,-0.0241052431732111,0.980768661091504,0.999961543398985
"ENSMUSG00000000049",-0.0930813483147105,-0.882495060469935,0.377509149761288,0.999961543398985
"ENSMUSG00000000056",0.169958794711286,0.654336061144303,0.512895317887088,0.999961543398985
"ENSMUSG00000000058",-0.0572806958271517,-0.270215909853268,0.786994153529198,0.999961543398985
"ENSMUSG00000000078",0.0509631918114867,0.314238026669923,0.753340263253777,0.999961543398985
"ENSMUSG00000000085",-0.016464586623093,-0.144372830099845,0.885206070456902,0.999961543398985
"ENSMUSG00000000088",0.0435687044790129,0.381097302409402,0.703131049019882,0.999961543398985
"ENSMUSG00000000093",0.109990171510747,0.573070676660176,0.566596840715934,0.999961543398985
"ENSMUSG00000000120",-0.187149783432805,-0.950513347564862,0.34185147502568,0.999961543398985
"ENSMUSG00000000126",0.0904287146244554,0.249352136604331,0.803088405413348,0.999961543398985
"ENSMUSG00000000127",0.0511386994643671,0.644560342436334,0.519212141505867,0.999961543398985
"ENSMUSG00000000131",-0.0528524606654112,-0.448478351415639,0.653808006568273,0.999961543398985
"ENSMUSG00000000134",-0.0526310744901693,-0.419534879270704,0.674825269356131,0.999961543398985
"ENSMUSG00000000142",-0.273212035942028,-1.07214630322832,0.283654324210875,0.999961543398985
"ENSMUSG00000000148",-0.0781670000306904,-0.578034709553275,0.563240685616449,0.999961543398985
"ENSMUSG00000000149",-0.0903295037009055,-0.501784911893435,0.615818827598365,0.999961543398985
"ENSMUSG00000000154",-0.151414841542353,-1.05801846861131,0.290047022574568,0.999961543398985
"ENSMUSG00000000159",0.0445168532236862,0.294844942051404,0.768112332904414,0.999961543398985
"ENSMUSG00000000167",0.0105787761885214,0.0441591191307305,0.964777568452258,0.999961543398985
"ENSMUSG00000000168",0.130049805480055,1.09037938447301,0.275546059175596,0.999961543398985
"ENSMUSG00000000171",0.0364338894224658,0.240665005043202,0.809814763772364,0.999961543398985
"ENSMUSG00000000184",-0.14295946129981,-1.0073595643463,0.31376201541643,0.999961543398985
"ENSMUSG00000000194",-0.087145873473547,-0.915634151126552,0.359858812968252,0.999961543398985
"ENSMUSG00000000204",0.459794869478828,1.59683440424318,0.110302624735052,0.999961543398985
"ENSMUSG00000000244",0.204347045818215,0.535871704264597,0.592047221463584,0.999961543398985
"ENSMUSG00000000247",0.00256498653112627,0.0117754526108515,0.990604765291723,0.999961543398985
"ENSMUSG00000000253",-0.0492367205015021,-0.218778443686029,0.826822639553957,0.999961543398985
"ENSMUSG00000000266",-0.046813505092656,-0.452359977221767,0.651009674574386,0.999961543398985
"ENSMUSG00000000275",-0.220367687769885,-1.38756662466145,0.165269050348133,0.999961543398985
"ENSMUSG00000000276",0.101264018858744,0.593300216841044,0.552980253688785,0.999961543398985
"ENSMUSG00000000278",-0.13807965073178,-1.49184826377226,0.135738928092198,0.999961543398985
"ENSMUSG00000000282",-0.0240315375328227,-0.108027888330045,0.913973569969964,0.999961543398985
