stressor,gene,n_environments,mean_beta,std_beta,cv,icp_score,environments
HLU,GM10240,2,-2.6960668500991816e-16,9.05710153208194e-18,9.057099090227478e-09,0.999999990942901,analog_spleen|analog_skin_analog
HLU,GM13370,2,-2.6960668500991816e-16,9.05710153208194e-18,9.057099090227478e-09,0.999999990942901,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000064938,2,-1.1774249808554977e-16,2.4047716036828357e-17,2.404771320539053e-08,0.9999999759522874,analog_spleen|analog_skin_analog
HLU,GM13316,2,-1.2545965584813684e-15,9.693160062678313e-16,9.693147901688313e-07,0.9999990306861494,analog_skin_analog|analog_brain
HLU,ENSMUSG00000081201,2,-1.698139425464219e-15,1.4334266293651631e-15,1.4334241952110238e-06,0.9999985665778596,analog_spleen|analog_brain
HLU,ENSMUSG00000100131,2,-3.939581024210898e-15,3.562739916821485e-15,3.562725881174209e-06,0.9999964372868118,analog_spleen|analog_brain
HLU,GSTT4,2,-0.32671831455082667,4.88801588128529e-05,0.00014960948464258578,0.9998504128950072,analog_spleen|analog_skin_analog
HLU,PLA2G4E,2,0.5102776209351125,0.00017022875442157526,0.00033360027385880887,0.9996665109781703,analog_skin_analog|analog_brain
HLUxIR,SLFN5OS,2,-0.4280385990690882,0.00014388132000742182,0.00033614099285484637,0.9996639719599442,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000105454,2,-0.7515652455626649,0.0002609603693937146,0.0003472225074100149,0.9996528980142119,analog_skin_analog|analog_brain
combined_flight,GM17928,2,-0.0820025346422063,2.8777353245502957e-05,0.000350932480564557,0.9996491906298378,flight_skin|flight_liver
HLUxIR,ENSMUSG00000114422,2,0.36514754256895965,0.00023640110207173715,0.0006474125493523737,0.9993530063224739,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000085987,2,0.5788481385794951,0.0004017985797275525,0.0006941347000258817,0.999306346788738,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000064338,2,-1.3942279053566053,0.0010651500808094294,0.0007639712818493773,0.9992366119247169,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000088442,2,0.3049766941484085,0.0002689197653126807,0.0008817715241547171,0.9991190053118743,analog_spleen|analog_skin_analog
IR,SUCNR1,2,0.3663918155795194,0.00032942179227860025,0.0008990970250207665,0.9991017106242847,analog_spleen|analog_skin_analog
combined_flight,RPS12-PS24,2,-0.28047452722427474,0.00026064248922086364,0.0009292911226949175,0.9990715716575217,flight_thymus|flight_liver
HLU,ENSMUSG00000097815,2,-0.4169791024049972,0.00043103680336181727,0.0010337132001148898,0.9989673542594183,analog_spleen|analog_skin_analog
HLU,NPY,2,1.241379566497516,0.0014372346235573819,0.0011577720958100574,0.9988435667902908,analog_skin_analog|analog_brain
IR,ENSMUSG00000114153,2,-0.49945074178502313,0.0005815048499195619,0.0011642886877632635,0.998837065303948,analog_skin_analog|analog_brain
HLUxIR,A930017M01RIK,2,0.6903903155784212,0.0009376187830948957,0.0013580995569893567,0.9986437423758892,analog_skin_analog|analog_brain
IR,SMIM22,2,-0.5484906409265,0.0007931083896325909,0.0014459834480437146,0.9985561044010929,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000096987,2,-0.4349889524769939,0.0006413920411112994,0.0014745019062770797,0.9985276690485174,analog_spleen|analog_skin_analog
HLUxIR,GM6974,2,1.1078702150963067,0.0017387007495500706,0.0015694083334747994,0.99843305084958,analog_spleen|analog_brain
IR,CYP4X1OS,2,0.4666366220350248,0.0007463662552827932,0.0015994592332431918,0.9984030949512817,analog_spleen|analog_brain
HLUxIR,ENSMUSG00000074065,2,0.6844870901908204,0.001101706800844704,0.0016095362717915328,0.9983930501722431,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000097109,2,-0.8039658798628666,0.0012982148052901321,0.001614763556752939,0.9983878397009456,analog_spleen|analog_skin_analog
HLU,9630013A20RIK,2,-0.2103024370793431,0.0003597033147162976,0.001710409627208356,0.9982925108786233,analog_skin_analog|analog_brain
IR,SNORD35A,2,0.20746331986036937,0.00035811653679145017,0.0017261679573348588,0.9982768065639588,analog_spleen|analog_skin_analog
IR,ENSMUSG00000109673,2,-0.3117766690692584,0.0005449819948245005,0.0017479883748307324,0.9982550617569329,analog_spleen|analog_skin_analog
IR,ENSMUSG00000103904,2,-0.16027765911351555,0.0003109927584770411,0.0019403375258709333,0.9980634200927949,analog_spleen|analog_skin_analog
HLUxIR,LEMD1,2,1.9535992300631855,0.0041123221358797535,0.002104997826827435,0.9978994238813373,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000071568,2,0.175147876440931,0.00040347414746880195,0.0023036199659620454,0.9977016745025421,analog_skin_analog|analog_brain
HLUxIR,LOC100503923,2,-0.19393113508979082,0.0004572541555915993,0.002357817134531141,0.9976477290901252,analog_spleen|analog_skin_analog
IR,SRRM4OS,2,0.27029943496021325,0.0006390630499270578,0.0023642781482574927,0.9976412984782087,analog_skin_analog|analog_brain
HLU,ENSMUSG00000107570,2,-0.6274936644415685,0.0015274697732652887,0.0024342393515485216,0.9975716717805616,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000111399,2,-0.3701481016760405,0.0009213465755670835,0.0024891295373556475,0.9975170508447264,analog_spleen|analog_brain
HLUxIR,OLFR921,2,0.3333020089972806,0.0008534325810556076,0.0025605383569771174,0.9974460012547737,analog_spleen|analog_skin_analog
IR,HOXB5OS,2,-0.33221104761488024,0.0008924770457478526,0.002686476110499466,0.9973207217066291,analog_spleen|analog_skin_analog
IR,BB218582,2,0.3167305034214771,0.0008949569799436563,0.0028256103136587254,0.9971823512636708,analog_skin_analog|analog_brain
HLU,G6PD2,2,0.6903657041580432,0.002054465237934955,0.002975908598276377,0.9970329211571638,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000097035,2,-0.7701358460920394,0.0023065080160225016,0.002994936574802561,0.9970140062869807,analog_spleen|analog_skin_analog
HLU,GM18300,2,-0.5461912050028105,0.0016367352164827764,0.0029966341429421596,0.9970123188444169,analog_spleen|analog_skin_analog
IR,KLRB1C,2,0.2599292928148681,0.000797839984586296,0.0030694500526537386,0.9969399426405692,analog_spleen|analog_skin_analog
HLUxIR,FCRL5,2,-0.7848688044326642,0.0024854815692580967,0.003166747808110374,0.9968432488267484,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000116184,2,2.203811405249324,0.007317711800687077,0.0033204800464941425,0.9966905090521623,analog_spleen|analog_skin_analog
HLUxIR,TRAV5N-4,2,0.4064061385416545,0.0013875645484244525,0.003414231266263226,0.99659738604469,analog_spleen|analog_brain
HLUxIR,TRAV5D-4,2,0.4064061385416545,0.0013875645484244525,0.003414231266263226,0.99659738604469,analog_spleen|analog_brain
HLU,EAR4|EAR14,2,0.532495161306648,0.0018665658758932335,0.0035053198752223297,0.9965069244718521,analog_spleen|analog_skin_analog
HLU,GM12094,2,-0.5968575661312514,0.002232150659144283,0.003739838082095429,0.9962740961948453,analog_spleen|analog_skin_analog
HLUxIR,GM24004,2,0.8971975519569809,0.003429553152529685,0.0038225172830962085,0.9961920387147302,analog_spleen|analog_skin_analog
HLUxIR,SLC22A14,2,1.445434523978951,0.005557360079710194,0.00384476777306196,0.9961699578495675,analog_spleen|analog_skin_analog
HLU,SAA2,2,-0.2388418328687385,0.0009261227061723998,0.0038775565032772847,0.9961374208655648,analog_spleen|analog_brain
HLU,CNPY1,2,-0.30657162376374186,0.001195662148883947,0.003900107029818493,0.9961150447116122,analog_spleen|analog_brain
IR,GM7457,2,0.44330800208810306,0.0018081332790097493,0.004078729159893828,0.9959378392934323,analog_spleen|analog_brain
HLUxIR,GML2,2,0.824325742313115,0.003448071367513239,0.004182899048687736,0.9958345247139239,analog_spleen|analog_skin_analog
IR,GM8714,2,-0.35525182654120013,0.0015633741304553472,0.004400749015918956,0.9956185327218934,analog_spleen|analog_skin_analog
IR,VMO1,2,-0.30643041200537335,0.0014045974804831607,0.004583740454177864,0.9954371743543197,analog_spleen|analog_skin_analog
IR,ENSMUSG00000107335,3,0.25016320075435183,0.0011683911067092744,0.004670515481555828,0.9953511968256407,analog_spleen|analog_skin_analog|analog_brain
HLU,GM45623,2,0.42903314885444943,0.002064864033887698,0.004812830977252476,0.9952102214174837,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000111857,2,-0.6491742201598101,0.0033731146220324915,0.005196008270331667,0.9948308506723255,analog_spleen|analog_skin_analog
HLUxIR,RPL39L,2,-0.6360162382048028,0.0033780846876479975,0.005311318295695631,0.9947167427651169,analog_spleen|analog_skin_analog
HLUxIR,CHRNA5,2,-1.1410493505946249,0.0062609558582169544,0.0054870158328097045,0.9945429272119789,analog_skin_analog|analog_brain
HLU,ENSMUSG00000111923,2,-0.4671128991922894,0.002571526548143105,0.005505149926462153,0.9945249908199228,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000104043,2,-0.5286460173478349,0.002937277621110679,0.005556227644143589,0.9944744734392814,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000087659,2,-1.1248469937543983,0.0065293210082246755,0.005804630352993299,0.9942288689295892,analog_spleen|analog_skin_analog
HLUxIR,MUC20,2,0.37250136932369304,0.0021716985680370893,0.005830041822799055,0.9942037505538872,analog_spleen|analog_brain
HLU,GM32926,2,0.2213181800185591,0.001299705607835988,0.005872565922304406,0.9941617197632587,analog_skin_analog|analog_brain
combined_flight,GM25587,2,0.39853044884780886,0.002411415814176948,0.006050769307835377,0.9939856223041326,flight_liver|flight_kidney
HLUxIR,ALK,2,0.8951078642482109,0.0055087574377120085,0.006154294528720788,0.9938833491421876,analog_skin_analog|analog_brain
IR,IGKV10-95,2,0.8805598385915645,0.005527964469630886,0.006277783997274911,0.9937613807070872,analog_spleen|analog_skin_analog
IR,ENSMUSG00000085765,2,0.2885594470582983,0.0018205910056774965,0.006309240670954148,0.9937303162726127,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000113472,2,-1.738970341758945,0.011480132181816538,0.00660168370876461,0.9934416126898963,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000087514,2,0.8078415837238697,0.005410467012461506,0.006697435629425875,0.9933471215954391,analog_skin_analog|analog_brain
HLU,ENSMUSG00000105980,2,-0.9382372493520352,0.0065171747800352176,0.006946190611798789,0.9931017261135092,analog_skin_analog|analog_brain
IR,ENSMUSG00000100880,2,-0.2003302647569609,0.0014087114279431046,0.007031945086381218,0.9930171578759818,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000113664,2,-0.5894133161520623,0.00423438228143086,0.007184062792966103,0.9928671798349904,analog_spleen|analog_brain
HLUxIR,GM18859,2,-0.8610151677653534,0.006248677740071429,0.007257337578653436,0.9927949518877673,analog_skin_analog|analog_brain
HLU,ENSMUSG00000078125,2,-0.8652774697458127,0.006317628989461421,0.0073012752591559305,0.9927516469615533,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000109673,2,0.5085203693560341,0.0037803282700719643,0.007433976081283068,0.9926208801194101,analog_spleen|analog_skin_analog
IR,ENSMUSG00000112144,2,-0.10927976310199389,0.0008345705721376009,0.007637009276105983,0.9924208725902273,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000112319,2,0.25796328892154063,0.0020111711093135087,0.007796346177493724,0.9922639666168024,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000111833,2,-0.9069493457754925,0.007113653460157965,0.007843495874879204,0.9922175457727487,analog_spleen|analog_skin_analog
IR,HNF4G,2,-0.3027272113935497,0.0024182917722428976,0.00798835279168456,0.9920749552615757,analog_skin_analog|analog_brain
HLU,ENSMUSG00000089652,2,-0.6993777703823589,0.00566956913101524,0.008106590405081108,0.9919585979476399,analog_spleen|analog_skin_analog
HLU,MYOZ1,2,-1.1449931999301917,0.009381616601713993,0.00819360027124386,0.9918729892065973,analog_spleen|analog_skin_analog
HLUxIR,NWD1,3,0.27675575840480016,0.0022890062477259917,0.00827085316182327,0.9917969927069827,analog_spleen|analog_skin_analog|analog_brain
IR,ASIC5,2,-0.3430326557407694,0.0028527935959598016,0.008316390698963873,0.9917522012181128,analog_spleen|analog_brain
HLU,GM20383,2,-0.22193391191435013,0.001849778844100855,0.00833481832411404,0.9917340766453282,analog_skin_analog|analog_brain
IR,4930502E09RIK,2,0.6672331234993263,0.005694204735290864,0.008534055828783443,0.9915381580032313,analog_spleen|analog_skin_analog
HLUxIR,NPS,2,0.34330423092599655,0.0029768550670482563,0.00867118663334728,0.9914033564671464,analog_skin_analog|analog_brain
HLU,ENSMUSG00000087011,2,0.25318172203333,0.0022018182180141566,0.00869659228017932,0.9913783863782859,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000108724,2,-0.8708881663230812,0.007708298572841221,0.008851077396693581,0.9912265768506353,analog_spleen|analog_brain
IR,ENSMUSG00000115509,2,-0.06045309242002015,0.0005359514123490505,0.008865574646864313,0.991212333070273,analog_skin_analog|analog_brain
HLU,ENSMUSG00000115325,2,-0.8874580753996375,0.007930863183629844,0.008936606015018608,0.9911425495301281,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000112540,2,0.29663840631435423,0.00276148192743661,0.009309252811994122,0.9907766100567711,analog_skin_analog|analog_brain
HLU,ENSMUSG00000101301,2,-0.3952966331243984,0.003741689230615408,0.00946552261671399,0.9906232333798012,analog_spleen|analog_brain
HLUxIR,GM23287,2,-1.02410890244511,0.009709314253700363,0.009480743914087805,0.990608296422448,analog_spleen|analog_skin_analog
IR,S100A2,2,-0.4287999058227002,0.00407918195083759,0.009513019676387771,0.9905766250746947,analog_skin_analog|analog_brain
HLUxIR,SNORD3B-PS2,2,0.5968058081776044,0.0057064476236707296,0.009561648924855788,0.9905289103096987,analog_spleen|analog_skin_analog
HLUxIR,IGKV10-95,2,-1.114241440530134,0.010801516969989988,0.009694054239408638,0.9903990181989226,analog_spleen|analog_skin_analog
IR,TTLL8,2,-0.632689545216296,0.00620121823043035,0.009801360347291649,0.9902937738725952,analog_skin_analog|analog_brain
HLU,GM22265,2,1.3148340722795595,0.013115792530956294,0.009975245392174757,0.990123277340029,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000102344,2,-0.1878981540066291,0.0018780292023063971,0.009994931574714715,0.9901039784832075,analog_skin_analog|analog_brain
HLUxIR,PRSS2,2,-1.4528837166837063,0.014601805794608014,0.010050223302032238,0.9900497786444952,analog_spleen|analog_skin_analog
combined_flight,4930467K11RIK,2,-0.31142700183697203,0.003133329750885455,0.010061201252114006,0.9900390181905396,flight_skin|flight_kidney
HLUxIR,DLX6,2,-0.3660416548724539,0.0037466795217221682,0.010235664333863923,0.9898680429772659,analog_skin_analog|analog_brain
HLU,GM23287,2,1.0885733388148795,0.011247092640775835,0.01033195672667171,0.9897737009525603,analog_spleen|analog_skin_analog
IR,ENSMUSG00000115497,3,0.4285256193917318,0.004527165101108728,0.010564514431996555,0.9895459277650032,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000106435,2,0.6498802826187844,0.0070534539474368385,0.010853466592586073,0.9892630663580041,analog_spleen|analog_skin_analog
HLU,PPP3R2,2,-0.25929292582325847,0.0028212987429127867,0.010880739314712834,0.9892363768627257,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000097022,2,0.9685134517989846,0.010597805513194614,0.010942342083702778,0.9891760967681412,analog_skin_analog|analog_brain
IR,ENSMUSG00000106313,2,0.4344045602778297,0.0047721790703293965,0.010985563909116692,0.9891338073447463,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000078519,2,-0.0839493363654817,0.0009250228379634046,0.01101882238731947,0.9891012687960637,analog_spleen|analog_brain
HLUxIR,GM36033,2,-0.8219918935437518,0.009215393801162042,0.0112110519122297,0.9889132423038403,analog_skin_analog|analog_brain
HLU,ENSMUSG00000087743,2,-0.49056139444893365,0.0055351601641767945,0.011283317879327485,0.9888425748948487,analog_spleen|analog_skin_analog
combined_flight,OLFR1247,2,0.6293854373283677,0.007194880619260768,0.011431596889769479,0.9886976075051218,flight_skin|flight_liver
HLUxIR,ENSMUSG00000083528,2,1.0619973570002106,0.012142085544892933,0.011433254003340491,0.9886959876412145,analog_spleen|analog_skin_analog
HLUxIR,RPS18-PS2,2,0.6094617476224062,0.007040352820562035,0.01155175503052597,0.9885801641160937,analog_spleen|analog_skin_analog
IR,ENSMUSG00000109799,2,-0.4358636440206006,0.005040211117200072,0.011563733692361177,0.9885684576194209,analog_spleen|analog_skin_analog
IR,GM15843,2,-0.5537797510326596,0.0064516334868430225,0.011650179449794207,0.9884839842008128,analog_skin_analog|analog_brain
IR,ENSMUSG00000064397,2,0.48047846126162497,0.005628760971304048,0.01171490797903681,0.9884207419633283,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000083897,2,-0.7587756053716634,0.008947385177622669,0.011791872462014892,0.9883455552639284,analog_spleen|analog_skin_analog
IRxT,NLRP5-PS,2,0.8137116019769576,0.009604230571039984,0.011802990808909425,0.9883346946825357,analog_brain|analog_brain
combined_flight,CYP2C68,2,0.1016080024480813,0.0012134073226722011,0.011942044735602118,0.988198884711108,flight_liver|flight_kidney
HLUxIR,CES1B,2,-0.8293879006195062,0.01009608597083117,0.012172936151006092,0.9879734621266439,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000112043,2,1.2359808625858761,0.01520641995967742,0.012303119253448598,0.9878464078402506,analog_spleen|analog_skin_analog
HLUxIR,NDST4,2,1.1296936275229879,0.01402790780388441,0.012417444384655975,0.9877348573421674,analog_skin_analog|analog_brain
HLU,ENSMUSG00000104022,2,0.4976466992921995,0.006212063376477034,0.012482878662371402,0.9876710224681893,analog_spleen|analog_skin_analog
HLUxIR,9030619P08RIK,2,-1.0348164742953991,0.0129522626346118,0.012516482819733268,0.9876382429006227,analog_spleen|analog_skin_analog
IR,ENSMUSG00000081179,3,-0.5332844210448555,0.00672482031165761,0.012610194548476748,0.9875468421941974,analog_spleen|analog_skin_analog|analog_brain
HLU,CCDC175,2,-0.4062237428669939,0.005154663468395965,0.012689222494300352,0.9874697763021056,analog_spleen|analog_brain
HLUxIR,SKINT10,2,0.47625174495456524,0.006081961879212838,0.012770476813733427,0.9873905518514813,analog_spleen|analog_skin_analog
HLUxIR,CRISP2,2,0.8316194272232853,0.01062616180110798,0.012777673825887235,0.9873835352455806,analog_spleen|analog_skin_analog
IR,ENSMUSG00000108258,2,0.17005681901168415,0.002177405867041543,0.012803990259796338,0.987357879330124,analog_spleen|analog_skin_analog
IR,CSRP3,2,-0.0799591673642494,0.0010262918233914994,0.012835198819431012,0.9873274558048616,analog_spleen|analog_skin_analog
combined_flight,CDX4,2,0.45515860393406765,0.005868733779579749,0.012893821441494814,0.987270312871348,flight_liver|flight_kidney
IR,ENSMUSG00000107498,2,-0.4629337397220623,0.006005406372074057,0.01297249658818799,0.987193633951681,analog_skin_analog|analog_brain
IR,ENSMUSG00000085725,2,0.26519540004474174,0.003463376525199152,0.013059715634415686,0.9871086418373302,analog_spleen|analog_skin_analog
combined_flight,OR52H1,2,-0.6336880513115225,0.008313841944630695,0.013119770704693027,0.9870501286382286,flight_thymus|flight_kidney
IR,ENSMUSG00000085376,2,-0.5015278103535511,0.006669448061060068,0.013298261651851752,0.9868762612597664,analog_spleen|analog_brain
combined_flight,GM15264,2,0.10057850579851305,0.0013656264048373529,0.01357771603801084,0.9866041687547306,flight_liver|flight_kidney
HLUxIR,FAM177A2,2,-0.29593779509469376,0.00403120854254535,0.013621810379555066,0.986561249728383,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000108847,2,0.6643899422830566,0.009067983472425711,0.01364858629198484,0.9865351893382375,analog_skin_analog|analog_brain
IR,GM23301,2,-0.8397897551337662,0.011595314330823947,0.013807401490828597,0.9863806463924761,analog_spleen|analog_skin_analog
IR,GM6974,2,-0.5811754880921234,0.00807245244658844,0.01388987078446603,0.986300414685355,analog_spleen|analog_brain
IR,KLRA5,2,0.7601796657232749,0.01066327931210509,0.014027314566395525,0.9861667290763328,analog_spleen|analog_skin_analog
HLUxIR,USP44,2,-0.6078117340007672,0.008547539524324355,0.014062807662496951,0.9861322123676808,analog_spleen|analog_skin_analog
IR,ENSMUSG00000111821,2,-0.482628806841621,0.006851940261293793,0.014197122405387617,0.986001614388615,analog_spleen|analog_skin_analog
combined_flight,E030018B13RIK,2,-0.4252996426076231,0.006051045359468321,0.014227722619610165,0.9859718657829014,flight_skin|flight_liver
HLUxIR,BGLAP2,2,-0.8074821828240661,0.011543719448534995,0.014295943216810509,0.985905550236678,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000088453,2,-0.25996411102797495,0.003720117649247956,0.014310120040137042,0.9858917704187249,analog_spleen|analog_skin_analog
HLUxIR,IGKV12-41,2,-1.6078522201612,0.02314320268066128,0.014393861808983369,0.9858103815974255,analog_spleen|analog_skin_analog
HLU,OLFR921,2,-0.405161334591024,0.005832379531591214,0.014395202649540346,0.9858090785406506,analog_spleen|analog_skin_analog
IR,ENSMUSG00000097491,2,0.34994599918632724,0.0050384819357620625,0.014397884053766422,0.9858064727065191,analog_spleen|analog_skin_analog
HLU,GM25135,2,-1.2495626289279276,0.018047107442527577,0.014442739411603962,0.9857628835512381,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000086144,2,0.7467011576156264,0.010793568719395241,0.014455004649258037,0.9857509652148094,analog_skin_analog|analog_brain
HLU,IGKV17-121,2,-0.31932278085519417,0.0046552346577702075,0.014578460799834988,0.9856310168576394,analog_spleen|analog_skin_analog
IR,ENSMUSG00000109136,2,0.14518778753057854,0.0021176653433368497,0.014585698733821822,0.9856239854829174,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000105057,2,0.7989081385103647,0.011714693236818396,0.014663379501926348,0.9855485279175796,analog_spleen|analog_skin_analog
combined_flight,GM23240,2,0.4120244475295318,0.0061621732566286,0.01495584370932524,0.9852645375638542,flight_liver|flight_kidney
HLUxIR,ENSMUSG00000096292,2,-0.158451796083599,0.002385300513778804,0.015053792747584442,0.9851694630815218,analog_spleen|analog_skin_analog
IR,IL12B,2,0.39522004043085623,0.005996884335066094,0.015173532985207301,0.9850532618392953,analog_spleen|analog_skin_analog
IR,ENSMUSG00000083608,2,0.6025852286721001,0.00932477696598566,0.015474619202099903,0.9847611954947147,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000102437,2,-0.6416160148459402,0.009994834462873137,0.015577595035085623,0.9846613443313039,analog_spleen|analog_skin_analog
IR,ENSMUSG00000110658,2,-0.2857005800880772,0.004495784767575117,0.015736001482577082,0.9845077840505715,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000106275,2,0.6827481657557259,0.010780765620619082,0.015790252021981966,0.9844552042209987,analog_spleen|analog_brain
HLU,ENSMUSG00000097879,2,-0.6466439298316169,0.010274809689474196,0.01588943961209111,0.9843590857503564,analog_spleen|analog_skin_analog
combined_flight,GM22661,2,-0.1709961433456235,0.0027698748729139966,0.016198463909896276,0.9840597437555934,flight_liver|flight_kidney
HLU,ATG101,3,0.22806542234341753,0.003709732223874456,0.01626608790359421,0.9839942628242679,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,GM6576,2,0.37262069422151434,0.006080063465736113,0.016317031082027412,0.9839449398337295,analog_spleen|analog_brain
HLUxIR,ENSMUSG00000054135,3,0.328221814773745,0.005359957971432244,0.016330291631580802,0.9839321018314187,analog_spleen|analog_skin_analog|analog_brain
HLU,CLDN4,2,0.7861681190382424,0.01289594348714379,0.016403544176424353,0.9838611895143323,analog_spleen|analog_skin_analog
IR,ENSMUSG00000103768,2,-0.3218604941914007,0.005357387006755393,0.01664505923154538,0.9836274626228676,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000086563,2,-0.1532436997178525,0.0025546007032235946,0.016670184100598336,0.9836031543353013,analog_skin_analog|analog_brain
HLU,GM3752,2,-1.8107659873725945,0.0303291560170742,0.016749351496452715,0.9835265678096563,analog_spleen|analog_brain
IR,ENSMUSG00000115645,2,-0.33507740053528323,0.005704955367410197,0.017025783718241806,0.9832592408267217,analog_spleen|analog_skin_analog
HLUxIR,ZFP354A,3,0.30584254143040596,0.005232127139532498,0.017107257538323206,0.983180478350211,analog_spleen|analog_skin_analog|analog_brain
IR,ENSMUSG00000116498,2,0.15457901078610758,0.0026608104069979904,0.017213270910799834,0.983078011855481,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000108854,2,-1.1299929281225807,0.01974949835574724,0.01747754153743455,0.982822675858746,analog_skin_analog|analog_brain
HLUxIR,E230025N22RIK,2,0.3048092599205178,0.0053437996822191525,0.01753161851474258,0.9827704434970455,analog_skin_analog|analog_brain
IR,ENSMUSG00000078125,2,-0.6075036550950106,0.010708624432610836,0.017627259235681144,0.9826780787604681,analog_spleen|analog_skin_analog
IR,E230032D23RIK,2,0.2717946432039874,0.004802376599076397,0.017669136244907444,0.9826376416306534,analog_spleen|analog_skin_analog
IR,LINGO3,2,0.1026677898331641,0.001828247141156203,0.01780740703895263,0.9825041487065233,analog_skin_analog|analog_brain
HLU,ENSMUSG00000088302,2,-0.4999732746849094,0.008918102798675415,0.01783715896906405,0.9824754295793929,analog_spleen|analog_skin_analog
IR,VMN2R27,2,-0.21855788959093075,0.003907680853527246,0.01787938583668504,0.9824346714498119,analog_skin_analog|analog_brain
HLU,ENSMUSG00000090955,2,-1.2170739019481864,0.02180277820910248,0.017914095566660647,0.9824011715284402,analog_spleen|analog_skin_analog
HLUxIR,ENSMUSG00000108650,2,0.6889526801715067,0.012408472680990212,0.018010631237969258,0.9823080126225527,analog_spleen|analog_skin_analog
HLU,CASR,3,-1.5420230675669446,0.027837967440137976,0.018052886501891803,0.9822672409839895,analog_spleen|analog_skin_analog|analog_brain
HLU,BTBD18,2,-0.8684717411255128,0.015734379563384193,0.01811731896408696,0.9822050773259403,analog_spleen|analog_skin_analog
HLUxIR,GM43915,2,0.8756086278526443,0.015989102279455658,0.018260558145032232,0.9820669100860614,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000084783,2,-0.15441281590461314,0.002827870806607749,0.018313705191678718,0.9820156548043008,analog_spleen|analog_brain
HLU,CRP,2,1.7280266385780714,0.03170209345473873,0.018345836070258366,0.9819846702166977,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000082070,2,-0.6541601193384057,0.012072758486503687,0.018455356893749945,0.9818790713124254,analog_spleen|analog_brain
HLU,ARRB2,3,-0.07416645177197144,0.0013764070093535692,0.01855835027711792,0.9817797868211785,analog_spleen|analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000114498,2,-1.1305788042173672,0.021062924057604016,0.01863021309120899,0.9817105237486796,analog_spleen|analog_skin_analog
HLUxIR,HRNR,2,0.48657633185498794,0.009119074140529898,0.018741302288633122,0.9816034725925706,analog_skin_analog|analog_brain
HLUxIR,ENSMUSG00000073628,2,-0.4344342477089945,0.0081511401123818,0.018762655422781445,0.9815828983101121,analog_spleen|analog_skin_analog
IR,GM4988,2,-0.13238089511562784,0.002488005958867043,0.018794297605402965,0.9815524118562722,analog_brain|analog_brain
combined_flight,HOXAAS3|LOC115490409,2,0.17066647608103563,0.0032167217599602532,0.018847999999630237,0.9815006752728208,flight_skin|flight_liver
HLUxIR,GM5430,2,0.6534164978232702,0.012387451958279838,0.018957972412065278,0.9813947454896612,analog_skin_analog|analog_brain
HLU,ENSMUSG00000097889,2,-1.1723739804428912,0.02256655146106501,0.019248594576699307,0.981114916734623,analog_spleen|analog_skin_analog
HLUxIR,RNASE2A,2,0.6512221933152691,0.012558665922803802,0.019284763376359856,0.9810801023724917,analog_spleen|analog_skin_analog
HLU,ENSMUSG00000111439,2,-0.8604732233408316,0.01666541423323853,0.019367731338770157,0.9810002507011539,analog_spleen|analog_skin_analog
