gate_id,task_id,gate_status,mode,step_count,ready_step_count,missing_output_count,script_missing_count,hashed_output_count,environment_package_count,generated_at_utc,python_version,platform,repo_root,reports_root,rebuild_command,next_required_block,claim_boundary
osd120_diagnostic_packaging_rebuild_gate,draft_osd120_arabidopsis_root_light_interaction_spaceflight,ready_existing_outputs_present,preflight_existing_outputs,8,8,0,0,40,5,2026-05-26T18:08:07Z,3.9.6,macOS-26.2-arm64-arm-64bit,.,v9/multispecies/reports,python3 scripts/rebuild_v9_osd120_diagnostic_package.py --repo-root . --mode preflight,V9-MULTI-032: archive identifier and license decision gate,diagnostic_packaging_preflight_only_not_model_retraining_or_frozen_release
