"","CS-Female_Ground_Control-13","CS-Female_Ground_Control-14","CS-Female_Ground_Control-15","CS-Female_Ground_Control-16","CS-Female_Space_Flown-29","CS-Female_Space_Flown-30","CS-Female_Space_Flown-31","CS-Female_Space_Flown-32","KCNQ370_Female_Ground_Control-01","KCNQ370_Female_Ground_Control-02","KCNQ370_Female_Ground_Control-03","KCNQ370_Female_Ground_Control-04","KCNQ370_Female_Space_Flown-17","KCNQ370_Female_Space_Flown-18","KCNQ370_Female_Space_Flown-19","KCNQ370_Female_Space_Flown-20","KCNQ97_Female_Ground_Control-05","KCNQ97_Female_Ground_Control-06","KCNQ97_Female_Ground_Control-07","KCNQ97_Female_Ground_Control-08","KCNQ97_Female_Space_Flown-21","KCNQ97_Female_Space_Flown-22","KCNQ97_Female_Space_Flown-23","KCNQ97_Female_Space_Flown-24","Sei_ts1-Female_Ground_Control-09","Sei_ts1-Female_Ground_Control-10","Sei_ts1-Female_Ground_Control-11","Sei_ts1-Female_Ground_Control-12","Sei_ts1-Female_Space_Flown-25","Sei_ts1-Female_Space_Flown-26","Sei_ts1-Female_Space_Flown-27","Sei_ts1-Female_Space_Flown-28"
"FBgn0000037",1706.26691001213,1563.83147817758,1550.70243520421,1552.69478090394,1636.48319136372,1717.82784458732,1390.24314055317,1861.42522383035,1592.29565012574,1478.82774577633,1648.40658837446,1838.0567120618,1274.76174416933,1656.06555938603,1500.9110077351,1534.76107453367,1430.67687457499,1592.54389691423,1989.58898853406,1529.84741879606,1391.64724525309,1223.47600158882,1257.43433460335,1257.69422949921,1804.45003612943,1653.57362211798,1767.87832499875,1954.78234742392,1640.70739844449,1349.84597096637,1628.10117813705,1525.31771190942
"FBgn0000038",7615.07322782574,6186.29134153691,6860.61506513123,6570.07734296575,5332.59169980389,4521.83215528327,4898.92075848405,6559.1389584039,5019.13173152437,6547.89098354285,5720.66583562019,7652.13258427113,4185.1777076297,6147.2854369581,4970.19720957959,4699.83677453137,6398.91835563822,6350.7832726417,8928.34143143617,6561.79816720905,3852.22886230948,3781.85919408742,3663.64068442207,4144.90454404438,10031.5568257432,8552.97357041493,8878.72688274483,10193.0858776869,5213.92713829217,4890.71648192249,5184.57868809395,4865.59369139574
"FBgn0000039",859.53512058155,653.468861802115,866.878306785517,787.268674620207,714.018614708197,496.591845424808,596.599726893987,737.426156167167,689.784570978477,811.956630910361,713.55866962182,833.659356315516,536.252364023138,736.642613436985,643.909350539131,661.694209793428,806.768830878547,737.786598368136,1004.49343202943,806.039164183412,471.032961712046,541.517371402995,510.021032129819,543.032185281497,1209.79857747303,1104.14293469091,1080.71623329813,1183.3657773712,780.519678452041,632.041533997161,817.910636157659,600.334552220006
"FBgn0000042",26141.3151728811,39857.535064222,33826.0583428864,30947.9066842417,19244.7775471342,27043.6265341899,19384.6669702728,22567.5454076575,52654.9422707215,37314.9190217775,39351.4518620005,30113.2690513364,28794.7044162425,34813.31904899,23040.602233943,28148.7178423283,29031.6579095773,28695.1827637714,22651.3989508415,40030.1714250173,38781.7457597142,27830.3503359724,30773.9271467524,104164.776982755,24576.3102857342,29213.2126611107,22912.0668503246,24049.5839109751,28199.7870200457,27159.0738870971,24396.3684113302,39531.471337439
"FBgn0000043",1132.41643171586,1369.50611198214,2024.23799098944,1742.49117474223,902.770807752256,1334.95923575994,701.050957588319,765.570256173094,1504.52601111044,1252.97990410513,1048.51908605873,1203.76099282189,1036.58120177812,1168.76205864125,812.498050535042,874.44711673772,1606.36909784713,923.194999990082,1206.47415597877,1177.44212719353,1357.09753468729,971.619110140873,1268.92843852188,4855.30223738698,1777.87430357128,2273.46910201098,1317.35717215941,1255.3253303123,1171.13670940205,1106.7254777648,936.43282191021,1174.22159902247
"FBgn0000044",51954.1307538105,23236.3573307294,93108.786583862,88824.0490046973,32264.3350447697,26437.78038519,26021.9579625154,29695.7777929003,19674.7208180919,43729.5438271567,24191.0208237686,101783.63378203,32088.8705961071,24550.6040993169,23350.5141699051,30064.3694863717,69900.1778079498,19718.6092262703,89712.7018382912,21762.8480137919,12121.8504551519,18246.7199251182,14215.3576365022,7593.82907075396,124013.771473317,113520.800415311,88356.1085671762,95566.8276874719,14164.7491346071,13106.7420266925,15427.46357908,14237.0637290442
"FBgn0000045",2261.20188328171,372.169045075545,1381.190687576,3912.6195828946,253.342300496109,175.225089499996,521.363634232643,173.022225379704,511.302588000665,1840.75534571034,602.133814029204,1374.2650466145,338.900566166207,717.847396609826,490.917264199986,431.313555001792,1078.68782449254,247.036389389489,1342.99958075996,3573.83483720038,273.474370216662,455.08379610204,444.146083270142,444.120001147719,2909.93777112382,16368.543557069,2650.15362286491,2491.5838058068,398.013602932877,403.804680950958,456.550149011065,468.836710287721
"FBgn0000046",4716.12157566145,2908.99230518302,11393.0140894894,12623.7722191471,2108.61024108059,2165.72236503036,1915.9818652344,1747.03110818335,2064.56929936558,3297.28091717632,2846.90961510761,4460.16924900744,2491.37909401372,2430.1753279303,2001.39494376228,2395.36299957155,3619.66099375372,2073.24473305869,3348.7566278142,3144.00843791683,1504.78862698101,1856.52193140974,1520.2748077868,1327.85869965256,4836.64219034166,8130.11150327046,4221.17282952419,4451.73987220992,1182.6584035695,1352.85658113638,1375.24096732422,1628.55675853786
"FBgn0000047",3295.16562039169,400.575174253966,148.515595642903,2573.18800823038,157.766907685025,235.981242969632,544.705976233637,132.222452437445,31.5071053610563,938.165487182079,131.606419889686,147.917599753972,97.2273912127919,288.975382978157,95.2254367670574,139.441328896433,107.552306999676,44.1104322718715,279.664633287496,58.7236589280379,216.683878881442,106.053215283979,80.7945624680631,230.558104231479,10899.9994810382,6538.95585383192,4510.03485647752,1671.85405666721,75.0838757224634,156.111894544133,304.002318562096,230.068711392312
"FBgn0000052",2396.62189822262,2176.52817054124,3501.71354277671,2443.03958979309,3184.76350792914,3506.15783876625,2896.89252618041,4260.69176791274,10137.9074062892,7437.33372345963,6620.15700711409,3098.6720259855,2717.92000735253,3374.70635602265,1251.74643342443,2457.27931576435,6218.84374198397,11771.887326482,3494.40030328015,5198.11401090691,10469.9423969975,5291.63198196256,8186.5274517671,12105.7055510517,2213.86671615318,2241.90613639559,3402.68793925228,2854.45723050548,2691.93662951205,7680.92913959798,2054.13256506627,5858.88109339416
"FBgn0000053",2930.93404258004,2023.73907194253,4445.28618518541,2997.25722021314,4107.02168958259,3164.99028387439,3174.95054219735,3370.34199471479,6729.36038994854,6164.60475222158,6588.47157469141,5763.07905197926,3303.19870096091,3829.37663190906,1941.89939898448,2904.7762886067,6134.57557042048,6505.4292099822,4027.88990803235,7805.16766758716,15304.4572039294,4852.3316970991,8772.66552788522,23553.2508849573,2266.05488736664,2185.2601879834,4177.71515797774,3370.23002307151,2786.47952259958,6790.48763228935,1725.85515196878,7891.32930668345
"FBgn0000055",87636.4296335874,93230.6777420463,110575.429195551,90329.6340792526,144307.753419755,114090.553794147,135552.024100624,130085.456453479,162782.388147996,141104.39417535,223692.606570591,127922.586482302,253023.840440251,183481.499098783,185744.021419084,208722.35340924,201989.369469225,189700.734219917,179528.598550513,97415.9681481163,198244.357870253,223326.02742551,253662.481217829,95175.2618708835,111377.253210663,125796.393551926,125992.098152485,126981.108405687,75127.6110128805,170708.634759728,58488.3725156361,116672.705431499
"FBgn0000056",703.175652904921,852.021506300195,778.073797539534,695.142362223062,1220.375140408,1220.05886123654,1071.34190536498,1395.97964796126,1650.83293379121,1269.30944442063,2017.64696996321,1091.6683027091,1947.7979496634,1841.85930347577,2005.19601019131,1813.19505499038,1833.43699997761,1872.02537209753,1436.10552985011,1105.70745328254,2372.69889618628,1825.00103594058,2197.00702997241,1871.25855885711,987.338829294027,904.825168579401,1097.25595608112,965.181359386058,579.418906859495,1279.25348500876,486.306675316451,1103.28958354465
"FBgn0000057",862.562588985381,754.265784591077,654.992068469141,660.414556867513,900.919074233233,911.702009094625,844.405151969226,849.068445479697,787.517468862429,776.840805425715,824.193430733119,969.191956888551,1449.64061234434,1081.63592619247,940.378823373358,957.800139738633,677.851102987318,717.675633116938,843.675989888606,810.05058584577,936.27880970422,928.575294224985,1034.10290987201,699.735551156173,715.841507239442,718.589856872233,708.538688170455,727.521133838728,741.96797758043,784.065303087658,640.219229399202,834.448885226948
"FBgn0000061",16.458155442344,23.8517697673515,26.5327704826395,32.5044206204747,29.7703227600856,24.242097028317,22.4633275989561,20.2092821852527,10.8553454272744,23.3556284883096,25.2507976905382,37.203278437204,19.1057925683066,18.1875802030721,16.8397578027847,27.7437493339989,26.8684699898268,22.5612226954103,20.5664124807529,20.1807493784919,25.1827316282862,16.1840380985624,29.3919693245349,19.2097742972469,38.520017555579,30.7614774674983,15.2486155784252,23.6192818029482,29.5255867193627,21.8019067117808,29.7887725204222,12.3874346049147
"FBgn0000063",31.228057609697,47.4865662608997,18.8168632160855,28.1987768132218,35.0422709027005,42.2067068702953,27.7197736216975,39.4462992052346,54.3211938130064,35.6263027999159,39.4470926348032,59.6127827513891,34.8122360269549,20.0560755879762,25.3598213611935,34.5522295313599,27.8542731261175,44.1583820782771,50.5394399769731,57.419791779173,30.254529973757,30.6354098350587,30.3759715153652,38.478372301594,40.5270318478863,37.1619958371836,41.2470090107876,33.8191080713225,33.195396774133,41.0552148889011,50.3687632963051,31.801177977445
"FBgn0000064",44901.5153634272,31532.2840221611,37965.7490043543,35315.3838847101,37020.4039833596,31981.4604580536,32986.2419084657,31874.0817035916,38073.4387090649,42767.9451084977,39517.2530106489,48881.2971089324,31550.5092580749,26908.5692989297,24696.7741915728,32587.4426964701,46267.6366836703,35433.7513223436,48190.2657115085,37555.9412192824,44491.3142925603,38753.2417448026,40590.8125469435,31314.9235511882,49541.2625972154,51777.7961599924,47118.3222613789,43058.438911842,30174.0095387181,34690.9809706794,24803.5323194773,30441.0357653247
"FBgn0000071",10.5183679224056,28.2893470606307,52.1270667229982,27.8612882078235,7.84633489471548,0,1.76649314753454,4.30968183856806,10.416012662335,38.2819315824576,14.9130069927457,52.8915928999658,0.724260503564724,12.8661243903975,5.66253282949235,0,22.3462034140857,24.9059522249711,11.3552296700157,52.5755009770308,6.79741277454366,2.75923919639139,2.81867068722872,22.4758344302187,9.91249000742883,5.49046754431848,15.1045813704274,11.9861915903279,8.23075492248174,22.1128257170613,15.4112706834684,16.302840468556
"FBgn0000075",363.243282426914,235.483298700663,797.35751563368,1042.75277720203,323.457833152565,135.965069741175,276.982319355005,219.424991945064,305.001939259712,580.896521005272,541.384541459285,549.009332064896,479.55065409546,410.345482739371,554.912715445443,617.431682460137,486.677755637951,397.834767355464,508.854178458983,458.772860006994,429.377692189434,480.902275918913,223.864036916205,202.128556915906,697.475802149398,595.362253235013,541.469137173793,609.085751095213,385.140741532132,246.363884167491,341.652924342207,112.550635103943
"FBgn0000077",330.318543465276,311.396373138756,312.27410100013,252.272620642128,285.99767018638,267.458985429068,324.518151787478,305.76287848129,324.19149329763,326.789457466521,266.271753722801,303.966759441541,278.72889237092,343.844395878237,238.135007588169,291.744642717916,256.842092996426,307.786339073878,250.026199529636,278.864292156911,312.014165699211,331.796028473149,336.13612368102,397.300501729866,244.869786126955,250.330017010502,253.229359634699,254.620841500212,347.270815389476,324.14819248578,316.096042067709,291.15116692747
"FBgn0000078",720.020110024128,578.240460701158,350.118024082239,256.585761260982,5709.66381992689,175.756614925017,13978.3253258221,5806.14094181864,2525.87391624918,15269.3669975974,10640.7273859998,316.297400742262,25079.1801789418,2633.60480783818,1624.6361535978,3224.16535372745,761.475746489762,3315.40297808896,219.796379269601,321.346712629919,4303.31003571403,3312.89313216433,3595.44628615961,8135.32202199754,1648.63634326135,3606.03407355991,1086.34933272941,10013.7914108037,547.964800592703,5667.97359805404,557.651651726598,10017.6805719129
"FBgn0000079",627.705507380762,175.92226115274,9.25113438312357,19.7819253681774,27971.097123082,180.13809867524,49760.6141816945,23190.9129502348,4425.59446497875,29281.0795057718,18876.1850620297,221.507044963456,46421.9144264875,4409.85089880136,3115.66788978488,6864.98123310097,917.12984878985,5724.86606795117,140.317342079002,406.154598825562,6912.81337164575,7107.77837417843,3309.49314621405,14770.1546490119,861.3390163488,1964.34233103235,669.375217469809,5956.10529667123,234.147944253749,4442.61700197296,399.576678345936,5542.77025932216
"FBgn0000083",7946.67009467403,15439.4684151098,8662.06958801552,8913.00384025554,9719.13084669512,10436.558333472,8383.74757178488,9365.83189088355,16229.8233397573,12238.0644072533,12530.5040384865,8870.89421121434,10877.162426081,11628.9441215706,8828.67460500089,10811.2952683627,10524.4982680252,11063.2083408593,7574.45567027862,12353.5983514921,15367.0308743626,11078.7195301354,12650.999779069,33855.7258477196,8700.81670594328,8861.82444739504,8209.89001442301,8362.11652063973,11864.179922004,10894.155569603,11294.3652617513,14037.4247372336
"FBgn0000084",4479.14507817397,5052.14426012434,4245.37581891294,4150.30478997459,4489.49542240194,3943.43919751746,4379.32729924395,4216.53696046011,5095.02990312905,4468.32344363272,4266.75825955932,4459.32099380686,4683.25491438687,4363.22684593835,4184.57898315346,4323.56040822235,4439.79567812373,4331.65155925804,4338.61541615784,6040.00409136585,4391.22492144736,4557.31120010029,4935.23312441418,5930.30580101978,4665.32349854317,4490.43340897588,4568.52324281817,5087.72986144854,5625.46602252289,5190.4092222995,5006.67793131362,5531.4553310656
"FBgn0000092",297.646667912122,29.6227123727864,4211.4538709473,2860.29295905953,11.5811511737553,24.4716264790163,31.7948458672142,33.2639263015879,18.5535805270162,43.5525951244752,34.8743214827278,85.6937131592841,55.4398745317451,47.0719954852712,55.391058177959,23.8377050082599,668.087091590028,35.9623637334052,106.931096998972,48.8844562623513,15.1594786828696,43.0477549515928,21.9858012483461,60.4407441860292,491.192840444302,829.179256235353,259.037233053885,132.084477538563,15.117348809732,18.3209595738845,15.2753251994473,14.1632502488874
"FBgn0000097",1240.000695503,1362.53743530763,2232.52718977576,2316.11638026723,1267.28537751809,1658.26382870686,1113.75065588536,1047.34067710253,1414.48729247065,1288.58136306846,1615.59940373688,1687.46847737228,1119.93608871841,1321.13048586698,1028.7603824716,1164.97383568173,1990.85229016338,1411.17706240925,1469.83454167101,1285.2356383068,1577.41436173124,1077.4231990829,1189.16310662174,1887.8789235968,1639.75489761892,1919.56195049828,1362.4550156427,1362.31269776294,1008.02216805286,1434.3720203375,1128.49710163037,1518.11930239266
"FBgn0000100",29412.0121026107,34694.6859050704,23537.1936787357,19401.8431689037,35403.3463794348,32327.174057354,36102.7112809247,34304.1581560439,37111.8758771521,38934.1556336727,37480.7873601314,24319.7872240977,40154.5795590454,22631.9620175188,34016.3132225872,31032.9582513747,29180.6029333455,38578.5828008301,26893.5745886605,21016.2309715489,32810.7386423241,46075.7629417031,48645.3120447078,29505.2417080449,20741.9778930764,21218.880389841,23288.3138399956,24362.9001980235,30757.5557279544,36120.0526260721,28516.9760310246,33874.5720675632
"FBgn0000108",23939.9269597703,23733.0903297869,22408.467086584,23058.2481928689,21517.3686371643,26170.5327190153,20967.4975431851,22094.1242374954,19516.8209477829,17248.0673676433,19603.3537857066,23927.1891188204,15692.0162231927,23187.9258328585,17820.8070300931,18303.421533631,19680.1293561132,19272.6566916099,23594.6772186124,18957.5951733186,19232.551870217,15295.7437216044,14622.4334673464,14998.4404450253,24861.1710082362,23035.8410796973,23501.7812307141,25038.9333558089,17846.0682359471,17336.2170124613,20006.9873831598,18815.8855171704
"FBgn0000109",461.502664363736,364.221322534126,385.681866861769,310.353708355765,506.965173878428,439.471579098353,437.947927813326,514.852425913844,263.371065614337,322.94064690898,334.871857393119,283.215493485839,786.818228738372,556.848615254464,452.37878162473,526.172524213638,297.671354795289,299.743605766656,247.539624266866,301.642580789175,328.390838677146,396.335926223753,455.325042349262,357.230807659544,244.618102380984,283.606632820276,248.476237709462,295.704162312798,344.539585161012,412.282912465338,261.475566032851,357.939766343086
"FBgn0000114",1673.74894724302,1468.1782108824,2099.63590260441,2171.43567876948,1840.43031434753,2137.45020499131,1787.82095009737,1975.67851291521,1184.88388646345,1449.04853562748,1256.5000472931,1685.72658098167,1444.16876813981,1575.76169160961,1599.77827691912,1507.57730935224,1771.05804189884,1550.57001099295,1613.94781842862,1503.80848133596,1945.06371177787,1276.05365317836,1386.95819080268,1870.95326978349,1860.11930176536,1818.08224540847,1666.63251215302,1761.37372920184,1336.17272234471,1696.16356619495,1300.54751161837,1887.19479740539
"FBgn0000115",576.661022577751,626.314006747311,607.294551784975,507.304765218414,621.172912908731,732.357798694553,700.3648012661,649.457307525915,716.584401335371,743.988556641195,713.698814469217,638.461357229647,1239.91335344466,912.406302779867,856.247902522514,956.381979309194,596.047880372051,634.509826114673,598.400866019787,493.050015716543,799.574202510986,774.864959504836,885.7028615117,769.622032506587,573.19343279468,681.607273905009,619.956183249837,683.97281217085,720.097201513324,825.443862470348,725.642328310957,947.343183849386
"FBgn0000116",47252.5361831342,31532.9168754819,41813.9513794482,39132.6635919138,35452.8200632081,32841.070539392,34855.4425998785,32799.4763894639,30911.4526723502,42424.2383670989,32318.1420614201,46438.7432981546,28945.4706566426,32843.8607460924,29917.9161502856,34199.5801805489,37724.2489642035,31718.7243039483,52575.4654358181,26739.4929282897,27566.9452888332,31848.5185405743,29355.6793682569,19320.2805644226,61023.8249714418,54456.5329737685,56858.4247354648,57545.929433336,34404.4483891931,34549.2317756044,35649.4888667916,31510.3897235882
"FBgn0000117",8493.46824710158,7733.41426811423,8900.59609807121,8993.41334871638,8286.71158491381,7799.41251051856,8698.11866416738,7760.03103325126,7985.00472651614,8448.45734085896,7857.98262225643,9192.79735867737,7368.11124154131,6045.38893355474,7522.16224603193,7833.31079566831,8792.77379329584,8161.09386394034,9229.22710611305,7220.10702281822,6199.14898989917,7429.92768861779,6835.90969981361,5764.35113005127,9276.04587144369,9644.49736817632,9340.56835254118,9624.19253422125,8444.926890326,8162.90081432325,8174.72534112753,8539.79816460183
"FBgn0000119",1153.92993955623,1182.27402049156,1286.85138844205,1438.49197671099,1110.3293882278,1121.63965803133,1198.05914190881,1063.28237687822,852.98066153943,797.152028850566,871.346499114304,1037.71080781334,747.418761404423,658.854145334322,759.903718982024,848.362692599599,1039.38091736378,803.821169270227,1085.34128764778,845.367112218424,885.869643095172,810.754147941469,902.843636628168,954.16773422294,1167.81292080026,1408.36895065048,1064.91817101349,1093.19609008424,849.455063508628,945.888789178663,862.366007497655,883.615175512589
"FBgn0000120",125578.953101556,154123.368046469,105571.183772412,127212.850162052,131784.625623403,139708.857815803,142457.402358649,128352.725389441,151399.367467885,147579.85002775,142637.962931755,151359.534239919,123238.869476467,127492.715958515,133953.315193931,103414.227192072,122003.869507208,169261.599574551,142050.584510878,133552.397747678,94828.887698327,121392.251057749,110391.858356887,92143.6934852582,104646.847139825,91657.1231704111,112849.804038332,112403.42882145,138420.529201034,141939.506095692,141343.762254478,125647.921452476
"FBgn0000121",214224.71782675,215598.487600993,180223.856962699,180707.457616025,181783.699898137,196665.475177187,195178.403221556,198638.07928208,229947.914075077,233584.870771342,228015.881931273,216165.897686573,166032.711138825,167809.455132956,186152.681509215,158135.582603619,185040.860726959,219095.126685967,225728.27877337,244235.787823215,130675.337810294,133556.957910612,132062.315012576,124312.431765214,175473.022597443,152143.79976148,198366.876072193,183530.856010752,196728.524091701,224329.759346918,186056.154773918,220966.626886495
"FBgn0000137",0.865758651235269,4.93414970965531,0.828130385734828,5.0499188060285,5.1863244332273,26.1096909821823,2.59601306587648,1.1268708412552,0,0,1.05074843187208,0,0,0,0,0,0,0,1.8678237004311,0,0,0,0.91920326242389,0,0.6522823661381,0,0.762588030060919,1.56705282222025,0,0,0.66133572992017,0
"FBgn0000139",881.975471803705,917.79116029606,922.323400006337,819.500970498401,1074.77548671715,1092.18295659358,1097.68263943493,964.137425578324,740.658743012445,636.624925008102,582.274638771573,672.817184216186,605.671530506003,419.956282489694,635.668007114905,451.754296960819,591.380729894756,639.657749315397,624.789217884719,748.351532334751,609.51792620975,781.616784199161,747.521065933866,615.906125149956,586.811764429205,596.00420003416,616.073504660577,674.235349059299,753.955992894294,679.468431188419,901.264636993137,660.839175518297
"FBgn0000140",9.51490182572851,3.28863698365355,4.95865103354376,5.03943699052896,3.90079730795107,8.66381063088679,5.2056017494317,1.13377836297559,10.810034209362,7.76038848621772,5.24240767289457,6.50296331909552,8.70135858401917,7.30082119084223,2.83603489921814,13.1234164247607,1.91225066339457,5.11972804723912,8.39138553210512,14.4612392891674,5.02358455174231,7.20697420141721,3.68146332410768,24.6763224797544,9.76930477978829,9.05128560544796,10.6798043302709,13.9919688920434,0,3.4871240296585,3.30139040237831,4.42246615847855
"FBgn0000146",15.546344939485,14.7692487698609,15.6925425021704,19.5519785802466,58.6321784865762,6.79100262139328,29.3751723932849,26.0643305309264,34.5854252341745,19.9420315226688,35.6292371790804,20.4046260732354,30.5557819355298,36.5970126959911,53.4995637863757,26.1683555363036,13.4662171443795,33.9591325353052,20.4932096185712,52.3349426340338,28.5336172351188,77.2337069287587,50.4606426597618,147.797258217908,49.4473205893706,44.2455890546598,45.1876715907825,93.6421847651353,41.1690651391323,48.8388040800086,58.708100060514,38.2019548769481
"FBgn0000147",28.5941430201412,52.6427104445499,24.0627600983315,25.2998819224334,46.5499178634308,28.1664983248235,47.4743410621474,58.2561445212088,49.9809772239193,33.3888045965252,47.381592872361,31.630910728644,43.4033797153094,59.971756291438,67.2039826790121,46.2220613928273,27.8503807864904,29.7497983481109,19.6430316016751,56.1939601014509,30.2365155415363,49.4296320401393,36.7232952457738,57.6405358865097,9.79852414788901,10.8559469509319,21.3454300972918,19.7389661618448,59.8826197963746,55.8169038716847,64.9101350411006,38.0500918239635
