"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_GLYCINE_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_CARDIOLIPIN_SYNTHESIS","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_CHAPERONES","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"Mmus_C57-6T_TMS_BSL_LAR_Rep1_B1",-0.815166803168956,-0.732130923242008,-0.664486552014401,-0.749529266060071,-0.749739209181765,-0.542182660624504,-0.651145550555473,-0.496203005290182,-0.714403709417358,-0.304852781070522,-0.643343851083679,-0.781351566796466,-0.497252402228075,-0.620273581383678,-0.420873134933252,-0.430889734640933,-0.311191708914367,-0.486365684708028,-0.182273600116252,-0.633556797770698,-0.126126543313978,-0.138872270210621,-0.513871456564686,-0.334712425349411,-0.460940510131563,-0.160715003442886,-0.520443579746471,-0.756033833690386,-0.50637757619223,-0.64665377703078,-0.467993754578842,-0.715125099913171,-0.486004811370874,-0.453256134287729,-0.341303607534951
"Mmus_C57-6T_TMS_BSL_LAR_Rep2_B2",-0.354654158955612,-0.470158407290878,-0.45739826946143,-0.227692253137636,-0.334482224750941,-0.225235055241378,-0.0546331012319604,-0.27438481309854,-0.321811685946059,-0.0812917563207704,-0.404744941836367,-0.412587464264337,-0.324928892682584,-0.370185550083597,-0.326353746682546,-0.290925584177759,-0.0374418087167968,-0.29890924656881,-0.00732716536124869,-0.364306227497822,-0.0849142568938398,-0.348060155075303,-0.417091224678416,0.0780047615237603,-0.209297304816176,0.0518503168538086,-0.425952960721041,-0.499756945763971,-0.28486153963681,-0.341954042911103,-0.346674747071079,-0.399105099903002,-0.319354181527488,-0.202052745727092,-0.180254835064497
"Mmus_C57-6T_TMS_BSL_LAR_Rep3_B3",0.516931252956862,0.0942855097553017,0.462946175644416,0.492510703406008,0.361623053445526,0.37606821801936,0.540463603950486,-0.0638049248407891,0.526887572682512,0.213262542085354,0.422329712818108,0.462504191777853,-0.0880359639791437,0.132838938578457,-0.242147696301573,-0.20988482383851,-0.31781435843906,0.0721184613463207,0.40949051857678,0.142148587898604,0.0513183111203324,-0.284939330307588,0.354520195789886,0.147618556992529,-0.041516150007445,0.0752161844698288,0.497353985314815,0.431934043859261,0.337989237647519,0.495136279178263,0.400196503016173,0.456041083220917,0.22725077510017,0.389301511064283,0.0053491332788671
"Mmus_C57-6T_TMS_BSL_LAR_Rep4_B4",0.361692376397889,0.289276876271318,0.212234952643369,0.325918338022243,0.581953676501664,0.538047082732767,0.508992310015511,0.387504635747338,0.407965398510198,0.255600154390226,0.105914419126432,0.431910328120853,0.421991882493726,0.454967778432355,0.156175555081649,0.138407716498157,0.0259008437182739,0.168704782886362,-0.337995415979248,0.318111071979707,-0.133673664914217,-0.245365137387955,-0.103669814075698,0.284593094456239,0.226136969736758,-0.0837974801396904,0.284306663743046,0.368281272551255,0.0314972177412931,0.453699623596335,0.209429700759887,0.379453541911917,0.194071785284671,0.0581361056889275,0.159471542919918
"Mmus_C57-6T_TMS_BSL_LAR_Rep5_B5",-0.462873134517845,-0.0853702986870071,-0.477937535661285,-0.466342708439047,-0.104649192182316,-0.196357507656862,-0.292321021791803,-0.0345751970114121,-0.371757029094383,-0.22298536157643,0.013117062765835,-0.113344161540555,-0.0479544174775793,0.203010854647715,0.00817578133398367,0.460763194183727,0.221986619196362,0.24311127229959,-0.408849158252642,0.501201822846231,0.373487339167193,-0.0798342717060347,0.222264959333301,0.0175325197670595,-0.0640991522579661,0.0135847589556867,0.171002636048961,0.410217410296945,0.214403828785099,0.495061192809707,0.253747326081567,0.358689079617152,0.279300517733919,-0.216142198989216,-0.224097299733034
"Mmus_C57-6T_TMS_BSL_LAR_Rep6_B6",0.772439273023735,0.356764498121506,0.63058352140575,0.819838731395499,0.544451697238004,0.475091793537611,0.473245179420273,0.513728795782191,0.702830837132818,0.552119157887376,0.5740437336422,0.640896839162163,0.216722896535867,0.2120579334695,-0.0221223096397689,0.00941847148105701,-0.0550161680127888,0.321308112796273,0.58732505206825,0.561763804945673,0.209448445416657,0.162540586585125,0.530255232453715,0.224327913439596,0.25535401355954,0.158675984549773,0.674500731668563,0.712434632551566,0.551686176239055,0.708728907527108,0.571737452907078,0.716567184494374,0.699047289623862,0.436721006166272,0.409721848523658
"Mmus_C57-6T_TMS_BSL_LAR_Rep7_B7",-0.563617759284355,-0.516290156632872,-0.61114958670759,-0.675837545826374,-0.266437356565568,-0.475258794338965,-0.547655174399177,-0.265878000955588,-0.674674965343877,0.000485783172504639,0.0660254646765796,-0.434718333119237,-0.490585741238476,0.145074306087577,-0.154848271211898,0.191484428408111,0.531154842974268,0.0457597992331776,0.425548832674843,0.44922714529077,0.275226431230328,-0.0447763636172297,0.00149549415998718,-0.0296224290118292,0.0465648970807662,0.070692192749272,0.320628344799697,-0.161582598849542,0.219106987639514,-0.342689960856172,0.212215161298617,-0.244935187327322,0.31285196648948,-0.1496969884157,-0.441243035688186
"Mmus_C57-6T_TMS_BSL_LAR_Rep8_B8",-0.0715090068861657,-0.26360285783223,-0.166755901679275,0.21209339697467,0.124241605799847,-0.0340470983390957,0.155880455272763,0.00065382180197554,0.131557098488791,-0.0603594447069884,0.342691020467486,0.198984555244697,0.17481356035556,0.364722238127791,-0.327339843329967,-0.448985260914701,-0.310464668128339,-0.244391922491929,0.0780194999351955,0.417769723315758,-0.131364326109627,-0.262404936388568,0.123742583881027,-0.0977719149161921,-0.41389093465271,-0.204668588944103,0.388499902900916,0.288649718468861,0.38905954794243,0.383924815322631,0.378100795266422,0.353239368084158,0.0737059720817653,-0.0538561685632618,-0.267970638804257
"Mmus_C57-6T_TMS_BSL_LAR_Rep9_B9",0.289883067123285,0.320874779751215,0.14854784527452,0.437258672076056,0.200959523357993,0.212029632668228,-0.179236299888437,0.125256740633464,0.404369524520932,-0.123128505102066,0.0536736351999407,0.305197138218501,0.195464679378975,0.376829120469527,0.087712475611444,0.370233517873758,0.320658352926053,0.413109256347528,-0.256057346844865,0.31489286140077,0.496017025718486,0.264689993747304,0.134422523220973,0.1240793760048,0.0403810104644858,0.0792817735797138,0.220681708234329,0.553251941314446,0.0612916462373704,0.563804436785552,0.147414980931046,0.508644214310198,0.22663593515215,-0.233827094293686,0.197400182764305
"Mmus_C57-6T_TMS_BSL_LAR_Rep10_B10",-0.353783078184546,0.108187475721535,-0.198603882487841,-0.234657113193888,-0.266576377552862,-0.0189275373840619,-0.227874665082736,-0.0968428511522738,-0.256822771998954,-0.144220980135864,-0.362864291344975,-0.342140712794865,-0.0816717660671407,-0.137811732584315,0.0258479022582021,-0.0348361465058536,-0.113981052847735,-0.0728684141943223,-0.514638320034558,-0.333045605250507,-0.0250633715071041,0.136674352394573,-0.387437402789001,-0.0207174204261874,-0.290188626968759,-0.28162514683445,-0.429031578083639,-0.0536491120551205,-0.39385143772307,-0.0162364647584084,-0.371682523607642,-0.113542773303922,-0.427705347580498,-0.391541167474161,0.00413790520883162
