gene,beta_intercept,se_intercept,t_intercept,p_intercept,beta_isolation,se_isolation,t_isolation,p_isolation,beta_time_num,se_time_num,t_time_num,p_time_num,beta_iso_x_time,se_iso_x_time,t_iso_x_time,p_iso_x_time
ABTB1,14.772697653181817,0.10597456774196856,139.39851766275675,0.0,-0.08272884068180202,0.2440012827007107,-0.3390508433649355,0.7361485829792433,0.05216940124708502,0.0479970277030528,1.086929831777205,0.28285572722435814,-0.2607688687470865,0.14866493399342137,-1.7540711299049572,0.08622674170174749
ABTB2,8.018803094727273,0.13987943399184874,57.32653375759696,0.0,-0.3251762331631611,0.3220655865335873,-1.0096584259841415,0.31805731677275917,-0.02860659849883418,0.06335290826324626,-0.4515435720798645,0.6537666224912351,0.0456707105501202,0.19622789943402552,0.23274320665841564,0.8170161823031619
ACAA1,12.466736694545451,0.09834702871258838,126.76271828179506,0.0,0.3105881353263504,0.22643924544333724,1.3716179574713785,0.1769829537939147,0.07606634310023364,0.0445424327950493,1.7077276279504896,0.09457815277025383,-0.12146994220279389,0.1379647479912851,-0.8804418807800587,0.38329807489991374
ACAA2,9.84020625890909,0.12435046644091136,79.13284558192585,0.0,0.5955571444947635,0.2863108947978091,2.08010646928173,0.04324056184860536,0.04962498279953298,0.05631967093448501,0.8811305530755007,0.3829292632215504,-0.13818086212645436,0.17444330540230277,-0.7921247640187761,0.43244401328900905
ACACA,9.078874543000007,0.10673580880102834,85.05931275533217,0.0,0.28584237103846927,0.2457540031770734,1.1631239668251139,0.2509100192273577,-0.003432142871795274,0.048341802010501325,-0.07099741277848325,0.9437144109778473,-0.10762302139743157,0.1497328303218476,-0.7187670276858998,0.4760003426828292
ACACB,8.972080662272734,0.16539243316129773,54.24722576952949,0.0,0.6705565918106107,0.38080802498396266,1.7608783108991741,0.08505349095399728,0.23437884652447394,0.07490802147593317,3.1288884942686193,0.0030761686172964264,-0.2926987206078075,0.2320184520007077,-1.2615320811075608,0.21361759540874248
ACAD10,8.281579899045443,0.10817251312762938,76.55900431262297,0.0,-0.686063573958905,0.24906194494104328,-2.7545901246427134,0.008450216864602567,0.0007773247540818762,0.048992500936047935,0.015866198688173776,0.9874112741591032,0.18119145139015536,0.15174829080857735,1.1940263078067814,0.23872403857776048
ACAD11,6.4630441673636385,0.14323270787129047,45.122683662249536,0.0,0.6074682276491871,0.329786336382011,1.8420054460519575,0.07207000375744732,0.0737460732634013,0.06487164226440179,1.136799851047849,0.2616394542562368,0.011114741646856136,0.200931992600632,0.05531593800967052,0.9561316353740186
ACAD8,7.051439554545442,0.08805051586463754,80.0840231917075,0.0,-0.497501456686471,0.20273202591155712,-2.4539855232518053,0.018063289802472626,-0.07581807669463697,0.03987903078324548,-1.9012015890439016,0.06369085585064327,0.30673607168182226,0.12352042955226006,2.483282099922149,0.01681083922876936
ACAD9,9.269103139318181,0.06665109924710144,139.06902127681383,0.0,0.2819069505728535,0.15346091101124248,1.8369951586707385,0.07282022188303783,0.11273349443240052,0.03018700359119412,3.734504290624132,0.0005270692125349807,-0.10485029316957781,0.09350055849517967,-1.1213868115556043,0.26807179686375915
