gene,beta_intercept,se_intercept,t_intercept,p_intercept,beta_inflight,se_inflight,t_inflight,p_inflight,beta_postflight,se_postflight,t_postflight,p_postflight
AADACL2,0.058012890000000095,0.5014067187466179,0.11570026453777232,0.9082967505460244,1.891596925500001,0.7090961819164592,2.6676168533126523,0.009927798962388268,0.2791186155000007,0.7090961819164591,0.3936258897144712,0.6953258632628825
AADACL3,0.010403906650000015,0.15950068937621653,0.06522797293659448,0.9482207243069467,-0.29726417072500017,0.22556803812370366,-1.3178470371851958,0.19282696177189207,0.08784438522499986,0.22556803812370363,0.389436313565068,0.6984046436397326
AADACL4,-0.011810586249999946,0.2719879155961026,-0.043423202182035416,0.9655159435142586,-0.4311830177500003,0.384648999037597,-1.1209778754886475,0.26699793066866695,0.13861743639999974,0.3846489990375969,0.36037383886822694,0.7198996029282232
AADAT,0.07176073850000003,0.2045647564964622,0.350797174102867,0.7270337343958726,0.3787388872000001,0.2892982530208466,1.3091641005267614,0.1957319369468251,0.15101112150000018,0.28929825302084655,0.5219911282669186,0.6036991975000685
AAGAB,-0.025853252499999896,0.1358432742927646,-0.19031676492339167,0.8497371100484175,0.12633595699999992,0.19211140086199613,0.6576182175192912,0.513430507688051,0.33958754769999994,0.1921114008619961,1.7676595255475953,0.08247014545681619
AAK1,-0.007230047058333334,0.17078667770382558,-0.04233378829976141,0.9663805569999224,-0.5572731012250003,0.24152883588139287,-2.307273577464926,0.024693230505437036,-0.022600152450000285,0.24152883588139284,-0.09357123909253844,0.9257778921655166
AAMP,-0.034894514999999966,0.2709266119834586,-0.1287969267564253,0.8979717241048415,0.08031589754999988,0.38314808907480025,0.2096210312413177,0.8347108928019065,0.08062545899999994,0.3831480890748002,0.21042897328468682,0.834083307436285
AANAT,-0.019211171500000172,0.24958853692537986,-0.07697136950541839,0.938915868725966,-1.1852734443500004,0.35297149393273025,-3.357986309727015,0.001404053336842681,-0.6376480620999999,0.35297149393273025,-1.8065143306488192,0.07611782379250798
AARS,-0.005770492500000038,0.23151700010005624,-0.02492470314277641,0.9802020784243997,-0.4874650085000002,0.32741448146143276,-1.4888315456426149,0.1420440380048955,-0.1511369123500002,0.3274144814614327,-0.46160729261391314,0.6461198326595716
AARS2,0.0013719558499999884,0.18025093820580165,0.007611365930498274,0.9939536442825003,0.0370076043,0.2549133214411194,0.14517720804382567,0.8850831106407213,-0.05251446570000001,0.25491332144111933,-0.20600910695100713,0.8375178442162245
AARSD1,0.005621481000000041,0.11096412720900835,0.05066034529710314,0.9597732901098202,0.34609148855000016,0.156926973635873,2.2054302108256856,0.031472290237547496,0.1657190760000001,0.156926973635873,1.0560267120458715,0.29541145349347
AASDH,0.04872412800000004,0.13327219075159039,0.3655986123227932,0.7160178942815292,0.3801463543500004,0.1884753396480733,2.016955401485525,0.04841918203645634,0.2080331770500001,0.18847533964807328,1.1037686810298142,0.2743315165757325
AASDHPPT,0.05067148100000007,0.2558675268790347,0.19803795197487406,0.8437199718055615,0.7618682709000003,0.3618513266831934,2.1054732005087495,0.0396679066633423,0.2561374175000002,0.3618513266831933,0.7078526417128564,0.4819212714478458
AASS,0.01081705099999998,0.2723493082151345,0.03971756370849807,0.9684570877571343,0.5112195978,0.38516008538077345,1.327291215273781,0.18970435586894818,-0.05062069374999972,0.3851600853807734,-0.1314276729894157,0.8958997986722204
AATF,0.014435195999999918,0.18598149921963655,0.07761630087169337,0.9384050946472506,-0.2569047174499999,0.26301755854689124,-0.9767588098275136,0.33281595271010844,-0.2855852403,0.26301755854689124,-1.085802947444991,0.28213697539498606
AATK,-0.0023477767500000193,0.14248949829076776,-0.016476840596414237,0.9869115172848315,-0.6056327779500001,0.20151058097854174,-3.005463906704195,0.00393751963282063,-0.1168186804500002,0.20151058097854171,-0.5797148709647156,0.5643913641950382
AATK-AS1,-0.003173020300000105,0.26033227376455875,-0.012188347814569256,0.9903179068528458,-0.6322871002000001,0.3681654322812645,-1.7173994209129242,0.09133543407766997,-0.3961953907000002,0.36816543228126447,-1.076134139604182,0.2864011294748261
ABAT,-0.000553334749999983,0.11998071323139647,-0.0046118641496389,0.9963363810376564,0.04669394014999997,0.16967835187503796,0.2751909105316416,0.7841646743321635,0.054427158749999954,0.16967835187503794,0.3207666632104231,0.7495603165981004
ABCA1,0.008915698499999961,0.1860990452066691,0.047908351652738386,0.9619567537549061,-0.6581992635250005,0.2631837936759552,-2.500911071809413,0.015285757746824835,-0.13000790342500013,0.2631837936759552,-0.4939814173553264,0.6232175989343882
ABCA10,-0.020870127000000075,0.24717795020826516,-0.08443361142211712,0.9330075396117152,0.2616091622000002,0.34956240950411027,0.7483904306848077,0.4573016857329695,-0.35534433599999987,0.3495624095041102,-1.0165404698522702,0.3136676298143668
ABCA11P,0.011068319999999993,0.1408422849585867,0.07858662619152,0.937636663470542,0.2859875396000002,0.1991810695440495,1.4358168688152022,0.1565199107826616,-0.01238143564999989,0.19918106954404946,-0.06216170883278494,0.9506515193834224
ABCA12,0.019156695000000133,0.3358351254283547,0.05704196359914985,0.9547112604085832,1.0574124837000003,0.47494258910204873,2.2264006386523465,0.029955515908797636,0.5385475273000003,0.4749425891020487,1.1339213194550661,0.26157412064542274
ABCA13,0.1202481770000001,0.5527505045907036,0.21754512388738664,0.8285604230782624,1.5559903890000004,0.781707260200745,1.9905026705270934,0.05133838814035796,0.34856539290000055,0.7817072602007449,0.44590271914640767,0.6573567276865115
ABCA17P,-0.007030824000000183,0.2273252485448643,-0.0309284782267052,0.9754346213878176,-0.619527829225,0.3214864495619818,-1.9270729141744327,0.058960189460429024,-0.6016226844999999,0.32148644956198175,-1.8713780481874045,0.06642788562957103
ABCA2,-0.02051865949999998,0.21805910819184737,-0.09409677802565239,0.9253622736243776,-0.6395583122750004,0.3083821482038927,-2.0739148358618484,0.04261572813250014,0.07635528794999975,0.30838214820389265,0.24759957213708758,0.805333986677184
ABCA3,-0.06258692500000013,0.17580739351197824,-0.3559971156488132,0.7231569792045356,-0.26992478155000005,0.24862920027010335,-1.0856519719194762,0.2822032174527347,-0.4121352864999999,0.2486292002701033,-1.6576302624642179,0.10288648983067872
ABCA4,-0.02714032999999988,0.2178544501376461,-0.1245801037474879,0.9012942972937392,0.5155376457,0.3080927180079923,1.6733198013678023,0.09974448060269592,0.44961342515,0.3080927180079923,1.4593445377645584,0.14995966094802649
ABCA5,0.022443342000000123,0.3407332915405666,0.06586776976950634,0.9477135840028041,0.14706597649999986,0.48186964204869503,0.30519867546488477,0.7613265618712917,0.44178551429999996,0.481869642048695,0.9168154117817525,0.3631022643873598
ABCA6,-0.029836596500000034,0.20893281876346934,-0.1428047382722469,0.886948010823136,-0.3762780338000001,0.29547562592013826,-1.273465561256485,0.20802171698381056,-0.10561631600000017,0.2954756259201382,-0.3574451045533833,0.722078739921185
ABCA7,-0.0704727649999999,0.2561194105153876,-0.27515589255100953,0.7841914417586997,0.20091497849999987,0.36220754393786353,0.5546957313911349,0.5812729540993931,0.2513501359999999,0.3622075439378634,0.6939395388272722,0.4905386761768902
ABCA8,-0.0072625630999999715,0.15212983067248786,-0.047739243959556844,0.9620909354827327,-0.11567250197500001,0.21514406977855483,-0.5376513612206941,0.5929107806988432,0.10685831092499999,0.2151440697785548,0.49668257663335996,0.6213231225352418
ABCA9,-0.0057504149999998855,0.392823234604308,-0.014638683492824184,0.9883715562368027,0.11511668199999983,0.5555359459926806,0.20721734179468654,0.8365786448573247,0.3510896169999999,0.5555359459926805,0.6319836178604826,0.5299243446633752
ABCB1,-0.010508795375000145,0.2294740809009488,-0.045795130037087746,0.9636336079868462,-0.7498177099750001,0.3245253574232227,-2.3105057673417537,0.02450114668716652,-0.5060848722500001,0.32452535742322264,-1.559461720552088,0.1244226309243135
ABCB10,0.09595712569999991,0.21048108822798306,0.455894287262824,0.6501981806858947,0.26610638495000033,0.29766520959506165,0.8939787935311844,0.37509250229871394,-0.22037665219999975,0.29766520959506165,-0.7403507198567012,0.4621260165762686
ABCB11,-0.01096177049999997,0.21082512547844628,-0.05199461152992719,0.9587147782660703,-0.7514440532000004,0.2981517517406283,-2.5203408962483826,0.014548611944302348,0.0824800734999997,0.29815175174062825,0.2766378967035275,0.7830588407937626
ABCB4,0.005040670300000009,0.250120255314169,0.02015298718477864,0.9839917125118562,-0.5660469408000001,0.353723457289519,-1.6002527656419927,0.11507113562835403,0.061006731849999773,0.353723457289519,0.17247013335637051,0.8636788758879226
ABCB5,0.0040327989666666154,0.18679261607586883,0.021589712973603993,0.9828506407532951,-0.6400200468500004,0.26416465100564435,-2.4228073075391348,0.01860124138153596,-0.14967494700000022,0.2641646510056443,-0.5665971825912551,0.5732122645390896
ABCB6,0.04613613999999996,0.26409123401240553,0.17469773342735315,0.8619362004201339,-0.028432809299999938,0.3734814048441908,-0.07612911628588725,0.9395829569870975,-0.059555387699999934,0.37348140484419073,-0.1594601148210988,0.8738700821331835
ABCB7,0.027569818499999975,0.1811073422138551,0.15222915958561742,0.8795437608119099,0.4423537975000002,0.25612445960417923,1.7271048543494212,0.08956473399712861,-0.09226748999999979,0.25612445960417923,-0.3602447425075767,0.7199956085671824
ABCB8,-0.0009908248749999193,0.17099751995782062,-0.005794381551523804,0.9953970105933516,-0.33010184317500024,0.24182701185651395,-1.3650329656757427,0.17760660476293477,0.30722302712499977,0.24182701185651392,1.2704247749928286,0.209094536546659
ABCB9,-0.007349728999999982,0.14922589078127366,-0.04925237143179646,0.9608903552515811,-0.14300277470000008,0.21103727860008342,-0.6776185499008021,0.5007549203001269,0.07385022592499993,0.21103727860008342,0.34993924492812684,0.7276740465653018
ABCC1,0.007876586999999961,0.15636476607304792,0.05037315757131825,0.9600011339938193,-0.6109426335000003,0.22113317285780082,-2.762781475092684,0.007702056247767652,-0.14664277740000023,0.2211331728578008,-0.663142374818176,0.5099124084011772
ABCC10,-0.01750013026666664,0.16165132712725563,-0.10825850042598249,0.9141708310593231,-0.44731556465000016,0.22860949919897477,-1.9566796927395842,0.055290176687056825,0.06440554761666645,0.22860949919897475,0.2817273465990572,0.7791729060445933
ABCC11,-0.009374429149999933,0.2390416964910438,-0.03921671109103414,0.9688546463384209,-0.8175177723500007,0.33805600915030726,-2.4182909051219204,0.018811392733749432,0.2033587221499997,0.3380560091503072,0.6015533421847322,0.5498566509595257
ABCC12,0.00207534150000011,0.29539588562087865,0.007025627644197033,0.9944189379374109,1.1245062278000004,0.4177528677142582,2.691797746243503,0.00931236940886837,0.4508306794500004,0.4177528677142581,1.079180334336729,0.28505289617556073
ABCC13,-0.008082748,0.3123854888145059,-0.025874274860441825,0.9794479929639577,-0.9500801427250004,0.44177979497002307,-2.1505740043848496,0.035764007016664934,-0.0547166096000003,0.44177979497002295,-0.12385493909632762,0.9018658589342181
ABCC2,-0.006635115375000013,0.22597849859664498,-0.02936171103093842,0.9766786747112683,-0.6775839326250003,0.3195818575200848,-2.1202202712099076,0.03835239180361327,0.04331695812499968,0.3195818575200847,0.13554260702135554,0.8926604218236436
ABCC3,-0.040949285099999976,0.275954876664395,-0.14839123553449943,0.8825577406803684,0.2926835851,0.39025912918178224,0.7499724239984872,0.4563558199212061,0.03843067760000009,0.3902591291817822,0.09847476900943714,0.9219007957583798
ABCC4,-0.008214784000000102,0.1987846270163398,-0.04132504672670115,0.9671811810973581,-0.57405641225,0.28112391551778493,-2.0420048973516916,0.04578788220478858,-0.3338695760500002,0.28112391551778493,-1.1876242383543438,0.23990697353767088
ABCC5,0.009691373333333328,0.19020794824323595,0.050951463505300526,0.9595423313722078,-0.05459800413333338,0.26899466007674405,-0.2029705872888205,0.8398808298541809,-0.004887047083333346,0.268994660076744,-0.018167821926052638,0.9855684189277774
ABCC6,-0.01850027388749995,0.15481153989518587,-0.11950190470313414,0.9052979288913188,-0.3659301893250002,0.21893657933163538,-1.67139813018959,0.10012504509678677,0.14874240272499972,0.21893657933163535,0.6793857982940867,0.49964313567494756
ABCC6P1,-0.002004728800000016,0.2801339804291397,-0.007156321403526109,0.9943151183977847,-0.6222660009000002,0.3961692744044486,-1.5707073746075768,0.12178570220438734,-0.07664710035000023,0.39616927440444855,-0.19347058265743078,0.8472782259026466
ABCC8,-0.12845044150000004,0.33790967307282865,-0.38013247839849645,0.7052599013028955,-0.04123157749999983,0.477876442516653,-0.08628083293426417,0.9315455492236455,-0.3052514499999999,0.47787644251665296,-0.6387664735939825,0.5255333667490789
ABCC9,-0.008225441750000007,0.17568702185791066,-0.04681872151405952,0.9628213608206848,-0.4361218092750001,0.24845896904439566,-1.7553071678288743,0.0845797946268656,-0.031907414725000145,0.24845896904439563,-0.12842126346945762,0.898267647941013
ABCD1,-0.030353117749999988,0.23385647555549866,-0.12979378774053493,0.8971865306305955,-0.8546926933333334,0.3307229993793584,-2.584315862329706,0.01234327563525106,0.03578109778333295,0.3307229993793584,0.10819053362022145,0.914224502656237
ABCD2,-0.009821169999999942,0.31564436240963495,-0.031114669449582265,0.9752867848003506,-0.4673465605000002,0.44638853820631413,-1.0469501801679315,0.29954191472556113,0.2638099589499997,0.4463885382063141,0.5909873044904901,0.556865256264627
ABCD3,0.020685756499999968,0.1365481407455887,0.15149057604922564,0.8801236438743087,-0.046709961600000086,0.19310823255924178,-0.241884879691343,0.8097375025624487,-0.08395755799999999,0.19310823255924175,-0.4347694393310937,0.6653714182144195
ABCD4,-0.03091665450000001,0.10954447638961791,-0.2822292416647138,0.7787900003230739,-0.019518525999999956,0.15491928419325698,-0.1259915839505894,0.9001819450556383,-0.11338865847499999,0.15491928419325696,-0.7319208778007984,0.46721562301420017
ABCE1,-0.0018465762499999946,0.22065673020177853,-0.008368547147016098,0.9933521644441552,-0.1958702432500001,0.3120557404802562,-0.6276771032910796,0.5327221282828725,0.030026788899999893,0.31205574048025614,0.0962225173418968,0.9236813630978196
ABCF1,-0.0032654285000000035,0.17109514963111527,-0.01908545336931138,0.9848395877059879,-0.52597758585,0.2419650810645773,-2.173774759299353,0.03388998107549979,-0.011459654200000224,0.24196508106457726,-0.04736077680953391,0.9623912414567264
ABCF2,-0.007928657500000113,0.2727334879301577,-0.029071081663541453,0.9769094483760941,-0.5309031279499998,0.38570339754414795,-1.3764543722724978,0.17406427673075298,-0.38355514850000005,0.3857033975441479,-0.9944303082165566,0.32421630937058143
ABCF3,-0.018995714500000073,0.13053111169434492,-0.14552633662142506,0.8848087300195595,-0.36276517309999995,0.1845988684697799,-1.9651538284449837,0.054276398810873205,-0.30785265645000004,0.18459886846977988,-1.6676844175802608,0.10086386956679116
ABCG1,-0.07691843549999992,0.23077371073859188,-0.33330674994921333,0.7401257168881732,0.08538672649999995,0.3263633115656822,0.2616308986765979,0.7945491278872363,0.2454779142499999,0.32636331156568216,0.7521614885948855,0.4550488532274537
ABCG2,-0.025684165000000047,0.20926620418491465,-0.12273441428365879,0.9027491388780882,-0.6909539540000003,0.2959471041046437,-2.334721118797251,0.023103850116884983,-0.19264249810000025,0.29594710410464364,-0.650935574054085,0.5177036739543026
ABCG4,0.034633586499999945,0.44058312033977676,0.07860851880410352,0.9376193267061832,0.07253453000000024,0.6230786241371699,0.11641312539078834,0.9077343258725818,-0.2210655449999998,0.6230786241371697,-0.3547955850774502,0.7240521228576653
ABCG5,-0.00944020549999995,0.1674702457673905,-0.05636944913254632,0.9552446278564548,-0.08822646750000016,0.23683869285819908,-0.3725171188680028,0.7108894254568052,0.20355091804999992,0.23683869285819906,0.859449592435771,0.3936927548109741
ABCG8,-0.008206640050000056,0.21676646765376928,-0.0378593614539502,0.9699321007399142,-0.7305332784000002,0.3065540784236694,-2.3830486358441965,0.020525797413483815,-0.16144619995000037,0.30655407842366933,-0.5266483511821872,0.6004813563061289
ABHD1,-0.04128341449999996,0.24649330166814296,-0.1674829061098802,0.8675828937952719,-0.3154550820000002,0.3485941702532105,-0.9049350474532066,0.36930894946978743,0.14734574199999972,0.34859417025321043,0.42268561718336056,0.6741150001414469
ABHD10,-0.011342763500000016,0.18820166433573612,-0.06026919868129045,0.9521520523438238,-0.4338800485000002,0.26615734616478687,-1.6301637161326767,0.10858120023985607,-0.05831407935000019,0.26615734616478687,-0.2190962608783152,0.8273577206100695
ABHD11,-0.002373750000000037,0.18123934823139737,-0.01309732143248138,0.9895958834009266,-0.11220797351666671,0.2563111443045024,-0.4377803150976594,0.6632000067178723,-0.11436802683333337,0.25631114430450236,-0.4462077805616679,0.657137681121323
ABHD11-AS1,-0.0027595042999999687,0.21742101158724053,-0.012691985378297778,0.9899178522479208,-0.8273982950000002,0.3074797433315534,-2.690903426791995,0.009334494150071926,0.1294920417999996,0.3074797433315534,0.42114007380437146,0.6752366186974217
ABHD12,-0.02330431999999994,0.30913837118003495,-0.07538475379501838,0.9401725492784248,-0.3262570605000001,0.43718767717273344,-0.7462631669078255,0.45857534572570735,0.2042746771999998,0.4371876771727334,0.4672471065996918,0.6421044136373184
ABHD12B,0.0031188855000000106,0.27260332181334135,0.011441113333665074,0.9909114624569066,0.6340227208500003,0.38551931485638474,1.6445939189484944,0.10555821391687426,0.02673336475000023,0.3855193148563847,0.06934377531761038,0.9449586845887201
ABHD13,0.16199648384999993,0.35600424349236665,0.4550408788974826,0.6508083323487015,0.1204292826500003,0.5034660294092786,0.2392004139609997,0.8118081914417408,-0.21625141934999967,0.5034660294092786,-0.4295253437530422,0.6691602821484717
ABHD14A,-0.030058312500000017,0.13485625222406591,-0.22289150116716597,0.8244167691951105,-0.18190416652500008,0.1907155408660809,-0.9537983412307857,0.34421322782424757,-0.07880854780000013,0.19071554086608086,-0.41322562095418824,0.6809917897890072
ABHD14B,0.00012173655000008622,0.16836711720534778,0.000723042313848084,0.9994256203639686,0.2751666327499999,0.23810706060946335,1.155642474631698,0.2526486664391301,0.2921903653,0.23810706060946332,1.2271386012330083,0.22481486199799838
ABHD15,0.024051572499999792,0.21505183935630362,0.111840812763989,0.9113425480373087,-0.14664680699999968,0.30412922783096474,-0.48218583937452436,0.6315204028116068,-0.6931416760999998,0.3041292278309647,-2.2791024757582607,0.026424882981743725
ABHD16A,0.009192180500000046,0.21985564083860948,0.04181007348702868,0.9667962178422884,0.5376766585000003,0.3109228290381897,1.7292929572371774,0.0891694712272959,0.15714420395000017,0.31092282903818963,0.5054122414751947,0.6152181626611244
ABHD16B,-0.010488442200000093,0.25603776652269966,-0.04096443404598366,0.9674674026285737,-0.8777376408000003,0.3620920818961179,-2.424073004313356,0.018542727056988673,-0.2900924852000003,0.36209208189611786,-0.8011566662295205,0.4263680240429244
ABHD2,0.04090366499999981,0.24115969803878778,0.1696123578385843,0.8659155405003172,0.06064226800000031,0.341051315664254,0.17780980519570622,0.859502749736186,-0.6215277114999996,0.34105131566425395,-1.822387667056705,0.07364322497246545
ABHD3,0.07242954199999996,0.27545645950927056,0.26294370489272306,0.7935420930944241,0.6736236270000003,0.3895542608812858,1.729216426682297,0.08918327146229377,-0.16359956499999956,0.38955426088128575,-0.4199660520459703,0.6760891149599881
ABHD4,-0.005821657000000027,0.10955043906672988,-0.05314133881703488,0.957805106100925,-0.3724056717500001,0.15492771669209676,-2.4037382057990238,0.019503113889299817,-0.11280236270000014,0.15492771669209673,-0.7280967221906685,0.4695349773150239
ABHD5,0.00470814700000013,0.43649144133673573,0.010786344368131568,0.9914315735853729,-0.11499609800000025,0.617292116198192,-0.18629121445490618,0.8528778212898918,0.4703282353499998,0.6172921161981919,0.7619216623835725,0.4492480038237181
ABHD6,-0.000516987000000038,0.22619239675380723,-0.0022856073299525534,0.9981843313531304,-0.5353131087500002,0.31988435519491026,-1.6734582359422547,0.09971711104382597,-0.10448286885000016,0.3198843551949102,-0.3266270048947446,0.7451463686238728
ABHD8,-0.022824336000000053,0.26105185079251275,-0.08743219376039252,0.9306344199852177,-0.19549222049999987,0.36918306787336924,-0.5295265073398605,0.5984967232521823,-0.2416971194999999,0.36918306787336913,-0.6546809443137915,0.5153064005456225
ABI1,0.019241428499999855,0.21486959438023162,0.08954933133047371,0.9289592678821563,0.4150629764500003,0.30387149451412937,1.3659161321257158,0.17733074142524718,-0.48107246594999975,0.3038714945141293,-1.5831444364967606,0.11892183658432409
ABI2,0.051418019999999925,0.25634962519212845,0.20057770695573765,0.8417427612550763,0.20196237300000025,0.36253311665596777,0.5570866873153992,0.5796492298132918,-0.2447923188499997,0.3625331166559677,-0.6752274691702158,0.5022613010992707
ABI3,-0.007657623000000016,0.1853083982033671,-0.041323669484186795,0.9671822742189087,-0.46060621150000014,0.26206564996083587,-1.7575985695524574,0.0841850964265094,-0.07171556915000021,0.2620656499608358,-0.2736549759982573,0.7853389747062072
ABI3BP,0.0094174332833334,0.22457955728207993,0.04193361763334838,0.9666981627518973,0.8573309261500006,0.3176034557400629,2.6993753079678973,0.009126825088411561,0.22193373210000022,0.3176034557400628,0.6987761880073438,0.487533376416895
ABL1,-0.00877432824999999,0.1278934703741959,-0.0686065381158843,0.9455429247622269,-0.305928905875,0.1808686803421495,-1.6914421297057838,0.0962135086155036,0.06662276734999983,0.1808686803421495,0.368348833109024,0.7139776521984922
ABL2,-0.0006487787499999731,0.11303452964534094,-0.005739650990149579,0.9954404874275253,0.05563226490000004,0.15985496484090486,0.3480171226171666,0.7291093232367589,0.04209557159999987,0.15985496484090483,0.26333602864255956,0.7932412156600424
ABLIM1,-0.007862790999999973,0.2266112641467603,-0.03469726462894533,0.9724423655475682,0.7359961208333334,0.32047672314286035,2.296566545038109,0.025339130357803885,0.07420217410000032,0.3204767231428603,0.23153685975166097,0.8177269396551337
ABLIM2,-0.008231648333333362,0.2002717790382309,-0.041102387829500334,0.9673579069584588,0.056767367733333365,0.2832270660764539,0.20043058920791723,0.8418572652580301,-0.054356253683333244,0.28322706607645387,-0.19191758201760423,0.8484888387301648
ABLIM3,-0.017360604500000078,0.24492898196055873,-0.07088015620297512,0.9437412430858176,-0.9708480620250003,0.3463818881068574,-2.802825711618899,0.006910792550419709,-0.31116934735000024,0.3463818881068573,-0.8983418534112437,0.37278249270864494
ABO,-0.09694466485000004,0.25402953322631233,-0.3816275360535856,0.7041566362290443,-0.7006084991500003,0.3592520111319577,-1.9501867141744633,0.056077865871946964,-0.2500503773500003,0.35925201113195765,-0.6960305568286819,0.4892381483796604
ABP1,-0.01685059099999994,0.27914785394625924,-0.06036439385718497,0.9520765698120752,-0.6922561835000002,0.3947746809581437,-1.753547572554171,0.08488393026618923,0.22470737139999955,0.3947746809581437,0.5692041112024211,0.5714539190387504
ABR,-0.007198001500000018,0.0827703518871676,-0.08696352420746406,0.9310052903824086,-0.24329362225000004,0.11705495420122593,-2.0784564302315705,0.042180120818568145,-0.10217610112500009,0.11705495420122591,-0.8728900183870218,0.38638546616128977
ABRA,-0.007333541749999949,0.1835603255137312,-0.039951671089466255,0.9682712645910065,-0.18928308625000012,0.25959350185513874,-0.7291518658877139,0.46889437964883696,0.13344518924999996,0.25959350185513874,0.5140544285444654,0.6092011948376537
ABT1,0.005484438000000015,0.17558894613668652,0.031234528828088505,0.9751916164275665,-0.1279730062000001,0.248320269029301,-0.5153546534894407,0.6082982662889616,0.06379244814999988,0.24832026902930096,0.25689585630431394,0.7981842200762141
ABTB1,-0.02739889624999992,0.2433632489683224,-0.112584362536869,0.9107556488787942,-0.9085167817500004,0.3441676072741817,-2.6397509891923936,0.010682996686339319,0.26434460502499957,0.34416760727418166,0.7680693924643787,0.4456163769740502
ABTB2,-0.043497799999999996,0.21036513455114772,-0.2067728575498524,0.8369241288675071,-0.27675406840000033,0.2975012263326741,-0.9302619414769278,0.3561587078839681,0.012605782699999846,0.29750122633267406,0.04237220415993752,0.9663500675506471
ACAA1,0.008167934500000092,0.37396270959738714,0.021841574815825326,0.9826506114891629,-0.09915614280000018,0.5288631357344161,-0.1874892313345022,0.8519428827482729,0.2822359486999998,0.5288631357344161,0.5336653845386053,0.5956481275063232
ACAA2,0.029497861999999996,0.2939267550287577,0.10035786635726283,0.9204123795001649,-0.026307576899999966,0.4156752033059835,-0.0632887809779566,0.9497579716920508,-0.08341454730000006,0.41567520330598345,-0.20067241595500615,0.8416690496037931
ACACA,0.003078019424999931,0.12408656838087956,0.02480541983844741,0.9802968064333717,-0.3194438625500001,0.17548490791257637,-1.8203494895933825,0.0739571428195327,-0.2418327190750002,0.17548490791257634,-1.3780827192015694,0.17356369015322048
ACACB,0.020383272833333313,0.18281883474938704,0.11149438109741401,0.9116160106671862,0.05057963151666676,0.25854487555982886,0.19563192427289985,0.8455940082733173,-0.03821783643333325,0.2585448755598288,-0.14781896701909072,0.8830073025028109
