"ENSEMBL","log2FC","stat","pvalue","adj_pvalue"
"ENSMUSG00000000001",-0.138383926639653,-2.03501903386246,0.059240095567934,0.159474550171288
"ENSMUSG00000000028",-0.566650178415685,-6.23041518047322,1.35958211036867e-05,0.00111092094084257
"ENSMUSG00000000031",-0.431298945520644,-1.77390246819843,0.0956308747377003,0.220136160793714
"ENSMUSG00000000037",-0.17498967390128,-0.740944422370541,0.469753693434157,0.636252131716797
"ENSMUSG00000000056",-0.409266958415333,-4.52522002105346,0.000368050790718251,0.00635423444084358
"ENSMUSG00000000058",0.245301570538113,0.876884274341299,0.393876550035572,0.566554449935948
"ENSMUSG00000000078",-0.15614584176615,-2.21017319832355,0.0424377318527815,0.129140698940995
"ENSMUSG00000000085",-0.0892163373480724,-1.1613339819437,0.262998976737687,0.435213483984016
"ENSMUSG00000000088",-0.376410820359184,-2.85023385865547,0.0118151960834706,0.0543031761953926
"ENSMUSG00000000120",0.441921196219861,2.21753548386546,0.0418389389086506,0.128099150580522
"ENSMUSG00000000126",0.0655900289225808,0.303942124158745,0.765195637232998,0.857525122784825
"ENSMUSG00000000127",0.461996331559386,3.49389115605409,0.00310863467583756,0.0229815285460394
"ENSMUSG00000000131",-0.0684578449417692,-1.17877740791649,0.256185365131455,0.428107802021325
"ENSMUSG00000000134",0.253237407976525,2.8820224682408,0.0110691368790465,0.0522292468742002
"ENSMUSG00000000142",-0.0979789295343224,-1.29760272045622,0.213317730120198,0.378683838716755
"ENSMUSG00000000148",-0.176376594609368,-2.42124180557037,0.028086629305885,0.0977558366317857
"ENSMUSG00000000149",0.0747705834186282,0.893082610129401,0.385407072785576,0.558771253014682
"ENSMUSG00000000168",-0.221680686784575,-2.64362218954014,0.0179961689574528,0.0723286009048577
"ENSMUSG00000000171",-0.203629894574566,-1.97362599347285,0.0664403635555477,0.172383631178673
"ENSMUSG00000000184",0.485456769734201,4.98109374980262,0.000147174048360218,0.00380488603829537
"ENSMUSG00000000194",-0.010310160937706,-0.143301835736868,0.887889741621714,0.935208902428103
"ENSMUSG00000000216",0.608584683496402,2.33701730374663,0.0331574854065887,0.109653926904218
"ENSMUSG00000000223",-0.132586265588245,-0.460113191651682,0.651794211965816,0.781412379118108
"ENSMUSG00000000244",0.137615930756794,1.91405334377357,0.0741742073139487,0.186116798880623
"ENSMUSG00000000253",0.330348177455191,2.69154880705727,0.0163314888720973,0.0676422545736494
"ENSMUSG00000000266",0.718600658850449,3.91919787562048,0.00128121879807795,0.0130833503254287
"ENSMUSG00000000275",-0.0254978388075349,-0.291252423817523,0.774701962432958,0.864005071186036
"ENSMUSG00000000276",-0.384984619451937,-3.26468171556685,0.00501323380151234,0.0314108137099357
"ENSMUSG00000000278",0.3227141171407,1.9077258787361,0.0750414360380576,0.187377335848502
"ENSMUSG00000000282",0.0464871675472238,0.411754238272511,0.686131376190388,0.805622238945701
"ENSMUSG00000000290",0.191596253870706,2.8366976014074,0.0121475283671382,0.0552297792012437
"ENSMUSG00000000295",-0.29493726868997,-2.013050391768,0.0617308679561542,0.163679669531176
"ENSMUSG00000000303",0.582014175145932,4.57978069577022,0.000329437891116109,0.00598945272671168
"ENSMUSG00000000305",0.337310583102332,3.09878730971289,0.00707636703397804,0.0394093139539127
"ENSMUSG00000000308",1.00612352902057,3.2306617000919,0.00538102669877769,0.032876493056439
"ENSMUSG00000000318",0.265475902087128,1.12975083046648,0.275683783919518,0.448817514333655
"ENSMUSG00000000326",0.413509456546919,4.44435009766994,0.000433985204171622,0.00687992840602653
"ENSMUSG00000000339",0.0244041096223473,0.183986994805927,0.856398155600674,0.914904140986501
"ENSMUSG00000000340",-0.045045446332867,-0.496513908585189,0.626467511273363,0.762211466448977
"ENSMUSG00000000346",0.0758893991087222,0.782365453954046,0.445734466569476,0.613613447614435
"ENSMUSG00000000355",0.0150676924237377,0.166378457390853,0.870000227833522,0.923398368340865
"ENSMUSG00000000374",-0.0271518636296808,-0.371963192189187,0.714933338464894,0.824766390231217
"ENSMUSG00000000378",-0.270930932152589,-3.66923650467255,0.00215610295020895,0.0183526013051592
"ENSMUSG00000000384",-0.087589777675447,-0.896997249336487,0.383378727076428,0.557070485968184
"ENSMUSG00000000385",0.68220188762076,2.94727251403452,0.00967878691465845,0.048044433982696
"ENSMUSG00000000386",0.654541907816589,3.41265644688777,0.00368282120664893,0.0256937740687026
"ENSMUSG00000000392",0.445529386920243,1.47986430994312,0.158855578847734,0.309307957722629
"ENSMUSG00000000399",-0.284124824146328,-2.44074669318158,0.0270215639529251,0.0950481450055813
"ENSMUSG00000000409",-0.30313745313224,-3.67759437381613,0.0021188442757213,0.0181983867798084
"ENSMUSG00000000420",-0.180962659911872,-3.13732513720361,0.00653275502492849,0.0372973575364892
"ENSMUSG00000000439",-0.158605673978932,-2.19378748611145,0.043799076652259,0.131837244791539
"ENSMUSG00000000440",0.744215895762722,3.40390445720096,0.00375067093155725,0.0260495137810195
"ENSMUSG00000000441",-0.22777425814792,-2.98890983243407,0.0088823552343118,0.0455863527801387
"ENSMUSG00000000486",-0.0868288157613608,-1.47646455973046,0.159754900470231,0.310695594436523
"ENSMUSG00000000489",0.307342709972401,1.78447249836812,0.0938397417757945,0.217315376649123
"ENSMUSG00000000530",0.168640917719742,1.12044420199512,0.279507814475353,0.453073638677262
"ENSMUSG00000000531",-0.0949077236560823,-0.506109868283691,0.619868986577196,0.757072989394503
"ENSMUSG00000000532",-0.011241517662038,-0.121698207999685,0.90469462885253,0.94546426472548
"ENSMUSG00000000538",0.155223835023536,1.83090430567858,0.0863172857329561,0.206206228283434
"ENSMUSG00000000544",0.519962445760682,1.55608027677791,0.139776406916605,0.284209711355904
"ENSMUSG00000000552",0.3664015439942,2.04301729730603,0.0583562280317167,0.157879334696879
"ENSMUSG00000000555",-0.0237856408733691,-0.266212654096148,0.793568084705787,0.876470324165246
"ENSMUSG00000000561",-0.214043737175543,-1.97475114079985,0.0663015703647668,0.172140329199484
"ENSMUSG00000000563",-0.113523639193584,-1.0908985951112,0.291910057806761,0.46471354332198
"ENSMUSG00000000567",0.601723214855828,5.55458087384559,4.80821166585035e-05,0.00208184447878913
"ENSMUSG00000000568",0.0674514572353063,0.495142555247954,0.627413209890394,0.762951931495448
