gene,module_color,kME_assigned,kMEblue,kMEbrown,kMEred,kMEturquoise,kMEyellow
Abcc2|Gm10768,yellow,0.36076023333096446,0.21867658064998463,-0.31236932871897405,0.16963799566557802,0.004994377298862831,0.36076023333096446
Hormad2,yellow,0.4382957348276969,0.07378021177938866,-0.40941108680543314,0.16790259368743315,0.056561025956763905,0.4382957348276969
Gm25432,red,0.25196183590500854,0.02301531526723406,-0.11864546575350905,0.25196183590500854,-0.08427669103233984,-0.0003940512359059578
ENSMUSG00000082152,turquoise,0.724311669327612,-0.2717535792209828,-0.012855959337613415,-0.1771878929426514,0.724311669327612,0.0424502851873009
Efcab6,blue,0.8444462309344463,0.8444462309344463,0.016384298916077723,-0.03378292383045306,-0.4331095620734096,0.08406295823196548
Scg3,red,0.6520319009805379,0.06340350446558861,-0.49592159565743366,0.6520319009805379,-0.35698413304630194,0.5630718857344764
Etnppl,blue,0.16146348096343716,0.16146348096343716,-0.0241950517372301,0.0834977433896614,-0.2874782272163835,0.06740265036617311
Hsd11b2,turquoise,0.4648321445548717,-0.2171588732889859,0.3864965970169042,-0.23889331228578667,0.4648321445548717,-0.2691848784818299
ENSMUSG00000097234,blue,0.05825621476155766,0.05825621476155766,0.014920543428585021,-0.19407229441744772,0.07459774235668007,0.08046765156926756
ENSMUSG00000085611,turquoise,0.09950285544087431,-0.04858291993850821,-0.15394308137762508,0.10044970462863247,0.09950285544087431,0.21556009348342192
Ppp1r3b,turquoise,0.8008251887614944,-0.20838212348054497,-0.03344689386725442,-0.1758121597170297,0.8008251887614944,0.09498267715380342
Dnah11,turquoise,0.7025238201514342,-0.2705159896013294,0.16718732931513766,-0.45655078398480087,0.7025238201514342,-0.1160568717633104
ENSMUSG00000103108,brown,0.8768656901233599,-0.21329702833138361,0.8768656901233599,-0.6688678837521055,0.2266155377664848,-0.7556030039619229
ENSMUSG00000114311,turquoise,0.5650096879440233,-0.15515587664486707,0.0895536684695009,-0.10306081522766326,0.5650096879440233,-0.07262799153675725
ENSMUSG00000116851,blue,0.8347814356260286,0.8347814356260286,-0.48531563973995967,0.36327061337711053,-0.6199786767189873,0.47571956321858533
Pon1,brown,0.3085318612765477,-0.02238359014637739,0.3085318612765477,-0.08078751910918198,-0.28984077804483244,-0.3691554452326845
Morn3,turquoise,0.20591014668210708,-0.14612590648007018,0.1657031904257031,-0.14519570091892295,0.20591014668210708,-0.0649783202565212
Mlip,blue,0.9409027016972152,0.9409027016972152,-0.49595586450717266,0.35983321764606024,-0.5670419182620795,0.5519320865959553
Klk14,turquoise,0.6259002510852147,-0.4701462893925994,0.5348102090605084,-0.5765104971011861,0.6259002510852147,-0.44461585906004125
ENSMUSG00000112162,turquoise,0.8278665270935833,-0.32935229891101653,-0.00963820189168993,-0.22589529912217865,0.8278665270935833,0.03195899216759755
Cdhr3,blue,0.7348575217067947,0.7348575217067947,-0.3257843031261002,0.19638468154769875,-0.46005717910823446,0.3767091870528022
Atp2a1,blue,0.9200747736652951,0.9200747736652951,0.024217521051792035,0.0042081198174900416,-0.3081582097540066,0.07524541884594245
ENSMUSG00000085992,brown,0.6736460914032357,-0.4189861257139658,0.6736460914032357,-0.6186776959533397,0.7531016890938101,-0.6317642014621566
ENSMUSG00000109125,turquoise,0.3399852731006333,0.14882048118301544,-0.5939224420910526,0.23915922202405082,0.3399852731006333,0.6368016216481179
ENSMUSG00000106441,turquoise,0.668826055306366,-0.27458195607621383,0.07162334001886948,-0.24186348276860775,0.668826055306366,-0.09223396787197902
ENSMUSG00000095438,blue,0.9075890660297526,0.9075890660297526,-0.42680122563552675,0.3081469499082038,-0.45572940134159584,0.45722119727913746
ENSMUSG00000022591,yellow,0.1891573261367421,0.11208773968430819,-0.08027693083449022,0.005934766470733179,-0.06519321333124699,0.1891573261367421
Slc29a4,brown,0.567339093198114,-0.12108650136948632,0.567339093198114,-0.2501429616671322,-0.033977691821915935,-0.4859414642445188
ENSMUSG00000108569,turquoise,0.7524222352160111,-0.28900030335061183,0.06080738299372273,-0.29598708836886345,0.7524222352160111,-0.09926781311281524
ENSMUSG00000103788,blue,0.5114427709127594,0.5114427709127594,-0.4805617023554747,0.22173237898628065,-0.5578678574768005,0.426059834429475
Tcfl5,turquoise,0.7386939871763227,-0.6070121679328184,0.42401507633969876,-0.30274918282730723,0.7386939871763227,-0.500427905388236
Rapsn,brown,0.6812440997854942,0.4467819108738508,0.6812440997854942,-0.3911912042450718,-0.17248654875909522,-0.5310099480013026
Neb,blue,0.9595590052992973,0.9595590052992973,-0.33555570210817426,0.28001018955293644,-0.3874101993834425,0.39421067632665446
Sh3bgr,blue,0.9339259244636419,0.9339259244636419,-0.46522363364833497,0.39622137912789485,-0.4622166557259374,0.4997210901738454
ENSMUSG00000085360,brown,0.842479979148484,-0.17095332549641745,0.842479979148484,-0.537057136166491,0.1727718659208041,-0.7505477698558383
H2ac6,turquoise,0.8053344443959451,-0.5199150425122644,0.6297070524551558,-0.5708665825162141,0.8053344443959451,-0.6146350901911332
Llgl2,brown,0.964455252951889,-0.28430900276772286,0.964455252951889,-0.7821206721919558,0.36117284124360666,-0.8746997306967615
Mmd2,blue,0.2873814655826184,0.2873814655826184,-0.19794135970050408,0.3625470751547414,-0.3645238861033198,0.21999501914637853
Lamc3,brown,0.9370071837672285,-0.24817803417693474,0.9370071837672285,-0.6512030380717649,0.17827579755849612,-0.8407937296796058
ENSMUSG00000087644,turquoise,0.8907870475582075,-0.30044516458244747,0.0806324566469139,-0.3178787863486642,0.8907870475582075,-0.08717777044940174
Tmigd3,red,0.3344178173297343,0.055616420150559,-0.23020198091187877,0.3344178173297343,-0.10960768946972178,0.22308585343181728
Galnt13,yellow,0.7719090904911836,0.3050287516172216,-0.6207693635241047,0.49917157873691087,-0.18942263010743146,0.7719090904911836
ENSMUSG00000114088,blue,0.9166736469346332,0.9166736469346332,-0.4284891782255299,0.2835696590031726,-0.42857382582334264,0.5099911181826144
ENSMUSG00000102959,turquoise,0.7481859455542529,-0.37507023221881153,0.05013871068234063,-0.23647296427948422,0.7481859455542529,-0.0427687623307449
A730013G03Rik,brown,0.5865030793547071,-0.4265389184137904,0.5865030793547071,-0.4447548443675226,0.20453960904497026,-0.6010785551872357
ENSMUSG00000109874,brown,0.06609759440210065,-0.11815568039531477,0.06609759440210065,-0.12339984470661203,-0.05508436844268452,-0.11182714026799291
ENSMUSG00000102404,turquoise,0.869037068850514,-0.3843379681111273,0.09899807862515136,-0.26271386109250183,0.869037068850514,-0.13778878672463887
ENSMUSG00000113788,yellow,0.7078298821277252,0.48687389861460395,-0.5300107694611816,0.4592893770632923,-0.2708653638336746,0.7078298821277252
2310016G11Rik,blue,0.6115436247416073,0.6115436247416073,-0.15234215762326184,0.09592265097553185,-0.3186827244910536,0.23639346041533096
Nr4a1,blue,0.4339803468289293,0.4339803468289293,-0.0622059287909292,0.11364918540641458,-0.5198064466904186,0.009122169901108921
ENSMUSG00000058932,brown,0.3918645285788495,-0.2041528455553501,0.3918645285788495,-0.4448695020821499,0.2850959204393901,-0.3260267022527653
ENSMUSG00000097925,turquoise,0.20081498181653434,-0.17171296884383802,0.07568319330557645,-0.16445322739814547,0.20081498181653434,-0.008024121662495234
Asb12,blue,0.9748878398703961,0.9748878398703961,-0.25657599554480165,0.21286340092706327,-0.4510799064783751,0.29500515019367707
ENSMUSG00000101791,turquoise,0.7692383295842585,-0.33752163226036247,0.1135383322524112,-0.23830764554386352,0.7692383295842585,-0.1352473619549032
ENSMUSG00000107552,turquoise,0.32481432462012916,0.08814790532358757,-0.3497560064168478,0.015315588339890156,0.32481432462012916,0.48886405036619984
H2ac13,brown,0.7866471332095711,-0.33252582591787705,0.7866471332095711,-0.580992368787934,0.38407921202772294,-0.7470156289189013
ENSMUSG00000111933,turquoise,0.7648857577334964,-0.14682579851636685,-0.10410459625563384,-0.16556543170906188,0.7648857577334964,0.08192609415868862
ENSMUSG00000104953,brown,0.5203325926646475,-0.20752142442092236,0.5203325926646475,-0.4624744213247603,0.22168801450059739,-0.4800661665236268
ENSMUSG00000085185,yellow,0.42624641730294555,0.2639462784019425,-0.2932732034542914,0.18519545549901167,-0.2117057093830682,0.42624641730294555
Gm4952,yellow,0.23532713862800322,0.08044122761740058,-0.3199294435495404,0.25857152032748304,-0.24346419458943674,0.23532713862800322
Sim1,blue,0.7412201454212203,0.7412201454212203,-0.504156478075581,0.29714946787595536,-0.5978343805841212,0.540259588977777
Acod1,red,0.38880259082960855,-0.057526200097595265,-0.2752748113373311,0.38880259082960855,0.002080849918448855,0.34645305426516404
ENSMUSG00000095649,yellow,0.9064485228256333,0.4653820927772157,-0.8053365863961028,0.6954506790083635,-0.3242434805330167,0.9064485228256333
Dlk2,brown,0.8439228395956312,-0.043550509661600026,0.8439228395956312,-0.6130687728958534,-0.017601814113754412,-0.6893391188584493
Myh8,blue,0.8142377193019951,0.8142377193019951,-0.3168657950634124,0.2682962392664558,-0.3948132592683376,0.42285361477999867
ENSMUSG00000106334,blue,0.30120042381900075,0.30120042381900075,-0.32811371818698537,0.25475092644711855,-0.24749726952455142,0.42741062741371694
ENSMUSG00000106078,blue,0.6374806894897043,0.6374806894897043,-0.2572702579012801,0.1803191423916348,-0.4246019155571364,0.30952584227521085
Nrg3,turquoise,0.519721672992388,-0.13863833492134878,-0.06600990069680174,-0.13716711974353282,0.519721672992388,0.0753171248693381
Samd5,turquoise,0.8352685312779441,-0.3482588618626208,-0.19372416751804006,-0.12979332393188056,0.8352685312779441,0.18504013119248336
Psg29,brown,-0.049230632935442456,-0.1406594473199091,-0.049230632935442456,0.10297530798703444,-0.06874625065530908,0.18015209885258845
0610040F04Rik,turquoise,0.7144354269830082,-0.2232249182137515,-0.08960328099002432,-0.1600910375106138,0.7144354269830082,0.07844725554953161
ENSMUSG00000102838,blue,0.7555685786517503,0.7555685786517503,-0.09726679466427421,0.013048426542421061,-0.4119231348196223,0.07360255268703468
ENSMUSG00000096403,brown,0.1442201475131392,-0.026237168463831628,0.1442201475131392,0.05650501073133094,-0.06449405605444847,-0.12781199205301944
Gypa,yellow,0.36339729039935253,0.2824769519002033,-0.300833641151328,0.3216227066447074,-0.25522475965488123,0.36339729039935253
Klc3,brown,0.9793008775269966,-0.27212551824960113,0.9793008775269966,-0.7319764829865841,0.3290844080537314,-0.8590635458712407
ENSMUSG00000082902,brown,0.29984350579275626,-0.017856447154423156,0.29984350579275626,0.19664437176646254,-0.10861913441900667,-0.38650561792528015
ENSMUSG00000111818,red,0.21107211791817274,-0.053959414022742166,-0.0708872251892421,0.21107211791817274,-0.15090620140811056,0.11060630717196868
ENSMUSG00000104374,blue,0.44229355566650824,0.44229355566650824,-0.47192752400520993,0.3030428228890738,-0.3730750924900447,0.5245165557674044
ENSMUSG00000092447,yellow,0.7743241103811248,0.5265394158191973,-0.6220272660198172,0.37674856102076865,-0.4030989334359882,0.7743241103811248
1700108F19Rik,blue,0.13562807564900345,0.13562807564900345,-0.11237951916789517,0.03162991727050476,0.04697817174886119,0.170469228213676
Osr2,brown,0.608329769465019,-0.24503779857002436,0.608329769465019,-0.09134738399026071,-0.18915384970147062,-0.7012722128878097
Cyp3a16,turquoise,0.4745511043186431,-0.18585138006171512,-0.21462903698765098,-0.06604072351153273,0.4745511043186431,0.18113056200718505
Gm8707,yellow,0.061243691359824465,0.02591864889384851,-0.12633973612123348,0.15218448414451807,-0.2086866997013194,0.061243691359824465
Tmem200b,brown,0.933886850305132,-0.09354352493400538,0.933886850305132,-0.594059269413399,0.13868313482504,-0.7799700474037968
ENSMUSG00000106218,brown,0.36838572156627025,0.051863826920621775,0.36838572156627025,-0.2823785402582976,-0.06730528778990469,-0.28116512267469956
ENSMUSG00000106457,yellow,0.14445039253338915,-0.06028640693196954,-0.0695960073775049,-0.08725566961982083,0.032836609428939956,0.14445039253338915
ENSMUSG00000104526,brown,0.8293965303491228,-0.17715753237149545,0.8293965303491228,-0.5702726451786497,0.054606337913244644,-0.8006492811865281
Saa1,brown,-0.03294585024746693,-0.15600485169929232,-0.03294585024746693,0.2956386365251369,0.040242870796834966,0.10934207822354111
ENSMUSG00000109387,turquoise,0.2024714512997634,0.1514967825158537,-0.5371846925960063,0.20092861936293988,0.2024714512997634,0.6079019495386969
ENSMUSG00000086324,brown,0.10944539000930997,0.13153187748385248,0.10944539000930997,-0.11901804371626533,-0.018001010725008225,-0.07403094712283814
ENSMUSG00000112112,blue,0.32650554900120377,0.32650554900120377,-0.23204428013825462,0.14619630320216734,-0.418796721587944,0.19819549124710156
Tppp3,brown,0.9086864895660577,-0.06849236729470097,0.9086864895660577,-0.5295264419245356,0.07258745444317152,-0.8019198042870909
ENSMUSG00000097317,blue,0.9437283942298454,0.9437283942298454,-0.16354201952919498,0.09148806811603669,-0.4587725820161297,0.2135706516432751
Kirrel2,brown,0.20463980904185874,0.2290594043600447,0.20463980904185874,-0.11930362051945877,-0.19395454954027824,-0.11586673920849633
Mtnr1b,turquoise,0.7135865632226243,-0.3079687990227685,0.246931485676174,-0.39535078916452826,0.7135865632226243,-0.17645252306067294
ENSMUSG00000084853,brown,0.4898635094310761,0.0009242576243989539,0.4898635094310761,-0.17446984320345954,-0.1037494978911851,-0.6023202471428675
Mup-ps16,yellow,0.723801383707035,0.25143588296881586,-0.6982445104053115,0.533168473228659,-0.2444083109816211,0.723801383707035
Slc16a5,brown,0.06853832601824454,-0.2841749261116701,0.06853832601824454,0.003953608928710388,0.08639478198441652,0.09115993608004071
Phyhipl|D630013N20Rik,yellow,0.7996484958561823,0.33715693866942226,-0.7007049454682499,0.35728874677082323,-0.07312205312642094,0.7996484958561823
Ptx4,blue,0.2342323295174371,0.2342323295174371,0.09743795564079873,0.006843447757149034,-0.05878762515011242,-0.012977150447040434
Pla2g4d,turquoise,0.29750551880628895,-0.47158557825693664,0.14093711192601538,-0.139733010094433,0.29750551880628895,-0.04281823505181326
Txlnb,blue,0.9697486567789517,0.9697486567789517,-0.36334954095738525,0.27971475090260045,-0.4581936643062012,0.38673120774902225
Mypn,blue,0.9439686314079652,0.9439686314079652,-0.04963700875469678,0.03979504641876651,-0.3312137192097405,0.13715540162628453
Actl6b,brown,0.25175611293098105,0.07750104760723968,0.25175611293098105,-0.28520628390573904,-0.07091060724698173,-0.09139013719129106
ENSMUSG00000085731,turquoise,0.8393901633499382,-0.4145089850516405,0.4646150086709099,-0.5321614053704312,0.8393901633499382,-0.43638493852583177
ENSMUSG00000085158,turquoise,0.5052356863147173,-0.09093746270430986,-0.32230528964562105,-0.02980965143909645,0.5052356863147173,0.33750944411366135
ENSMUSG00000103349,blue,0.3328656426489984,0.3328656426489984,-0.450218530205268,0.2358170756719001,-0.29811746483569923,0.42443456427490767
Gm15500,red,0.70383817990838,0.0916892801522918,-0.6163702107910045,0.70383817990838,-0.19322591644794554,0.4273058473677416
Slc26a4,turquoise,0.5296349397255548,-0.285808782921724,0.07320799816876583,-0.05474682662685767,0.5296349397255548,-0.07598747924989711
Cdh26,turquoise,0.3207405448385409,-0.07488019930309293,-0.20715786153332016,0.30184438357045745,0.3207405448385409,0.19067054163873667
Gm11413,turquoise,0.7159772569643551,-0.23682976725656146,-0.2614769463377892,-0.03455076658873794,0.7159772569643551,0.24220235495842105
Upk2,blue,0.24370018641781957,0.24370018641781957,0.15447741742239074,-0.12877931070729426,0.026643197589376465,0.09402145627349003
Tgif1-ps,blue,0.5351137951601143,0.5351137951601143,-0.46649331597021954,0.20290847541488805,-0.37185029539836356,0.48919874059356844
Cacng5,turquoise,0.631070824745192,-0.1513721982517508,0.09970547597436082,-0.36300326907477437,0.631070824745192,-0.08861347593336308
ENSMUSG00000114800,yellow,0.6493311551027542,0.3226419367389528,-0.6042801653147062,0.4050524804589672,-0.2542545647817968,0.6493311551027542
ENSMUSG00000111371,yellow,0.28299279099207963,0.08809564483067854,-0.1736452904938549,0.03359102835182268,-0.07622749164056773,0.28299279099207963
ENSMUSG00000090222,yellow,0.9164581230018469,0.5532472920671095,-0.8334160765257459,0.6808529914921574,-0.4691243513562955,0.9164581230018469
ENSMUSG00000073686,blue,0.03850634776372278,0.03850634776372278,0.12556457580596173,-0.28445100394156614,0.06237192295101338,-0.07470595610576862
1700027J07Rik,blue,0.6438854832027959,0.6438854832027959,0.024141814420093208,0.05811917065824225,-0.35791019506037297,0.060176415431333855
Kcnh7,blue,0.25678992408669543,0.25678992408669543,-0.2959144739190138,0.08150375156437019,0.04701468720337051,0.3619370044634573
Zfpm1,brown,0.9007067181224041,-0.1566315340673067,0.9007067181224041,-0.708321328527849,0.17667152836802583,-0.7768654871422391
Ak7,turquoise,0.7857276545311066,-0.3572270703715542,0.07555221161018516,-0.24737370756294325,0.7857276545311066,0.019072455677999516
Ncf2-rs,blue,0.15881515557038078,0.15881515557038078,0.04932963139639478,0.22457114750851512,-0.222443710082282,-0.04445819753023217
ENSMUSG00000097666,blue,0.9182564713444605,0.9182564713444605,-0.23628893656242997,0.16545435408805487,-0.4512936129680078,0.3648204509751637
Ppp1r3a,blue,0.9376453670428792,0.9376453670428792,-0.4931513772406127,0.35078602001597703,-0.43118171425292395,0.5093624438123424
ENSMUSG00000052909,turquoise,0.7966524648314189,-0.34898051266981694,-0.061844713513850395,-0.17277241027223006,0.7966524648314189,0.027162983708201426
ENSMUSG00000106554,blue,0.33272062324527235,0.33272062324527235,-0.04123205302877466,0.3027435753856666,-0.23407193810316707,0.13097699295962642
Gm14138,turquoise,0.6351604716705505,-0.26204270296893156,0.11236530935114143,-0.35517548131338206,0.6351604716705505,-0.11975256439138295
Mannr,blue,0.30460425059159524,0.30460425059159524,-0.32987224770681783,0.35090618526096784,-0.34560921210907325,0.34106870524574284
Tafa2,turquoise,0.3683109593624977,-0.24881721261081852,-0.2232442721056497,0.1557504952188966,0.3683109593624977,0.22920011950813404
Snord23,brown,0.7068713702328825,-0.14555150536271555,0.7068713702328825,-0.5078239143837879,0.013054766944191172,-0.6560575272644836
Gm10635,yellow,0.6421095083357705,0.33344699828714597,-0.5938215015823483,0.38788356631555326,-0.2706641481594511,0.6421095083357705
Aard,turquoise,0.1805511844002635,-0.15584212326162003,-0.09495929943983986,0.06628134748861818,0.1805511844002635,0.17353487630237593
ENSMUSG00000109370,turquoise,0.33150043771012266,-0.008282194302519877,-0.4664904111433817,0.1452587925821739,0.33150043771012266,0.5434333686364671
ENSMUSG00000097448,blue,0.3249841244279488,0.3249841244279488,-0.40478127892126503,0.3638890329001622,-0.2678652355256458,0.44487323978792115
Gm15389,turquoise,0.7686489208133146,-0.43924280525933707,0.2591459511450601,-0.3896902854765232,0.7686489208133146,-0.2785359445736058
Gm3667,yellow,0.4206316209245453,0.2761629479715936,-0.379967939094898,0.34485587879178403,-0.3151837232027852,0.4206316209245453
Gm13293,turquoise,0.3232959245240121,0.06525853151913773,-0.2599906957676203,-0.01964914790433391,0.3232959245240121,0.40613653283603757
ENSMUSG00000102816,turquoise,0.2752797822704806,-0.019210788003853816,-0.2175694553555845,-0.020987815950124156,0.2752797822704806,0.22408740632630433
Rnf180,turquoise,0.9188899394360328,-0.395961921578998,0.153774845236791,-0.25775394170310434,0.9188899394360328,-0.11072699636438689
Ighg2c,blue,0.34029028565290265,0.34029028565290265,-0.05504202510229416,0.09046206199079065,-0.10190143994228194,0.2190144180536446
Mmp10,yellow,0.34925610060323037,-0.12100345220114646,-0.26259225230587485,0.26618139451578815,0.018719380917338366,0.34925610060323037
Lncenc1,turquoise,0.7746449554543365,-0.21372807412935166,-0.03462037559546827,-0.1304695467143977,0.7746449554543365,0.04591340208314814
Trp53i13,brown,0.9413197592418309,-0.21808023972879703,0.9413197592418309,-0.5785280959182816,0.2106104475398659,-0.8320200375148115
Gm6951,turquoise,0.3961478412566954,-0.1904727155667164,0.46322196966477674,-0.3218020967900325,0.3961478412566954,-0.43969695181940827
ENSMUSG00000115231,blue,0.7958159029178559,0.7958159029178559,-0.2366568606831838,0.12048638353615268,-0.5306943606160983,0.3290876987482598
Slitrk4,blue,0.38626593398582343,0.38626593398582343,-0.42800475200054044,0.41274962915660335,-0.36757667655571,0.40906716166632845
ENSMUSG00000098103,blue,0.8296718541169928,0.8296718541169928,-0.22419595962536173,0.20883407353194125,-0.4651105766656556,0.2819163697794403
Pnmt,brown,0.44446656209073543,0.38332681519728024,0.44446656209073543,-0.24513970506913244,-0.21076864214177682,-0.39327117337282663
ENSMUSG00000111293,blue,0.6158169618748757,0.6158169618748757,-0.2818678438938516,0.14192704930555072,-0.3717551317986204,0.4322644071165068
Art5,blue,0.8858255243872322,0.8858255243872322,0.03762623257257092,0.020223484218531818,-0.3027443878289218,0.08787179761619072
2210417A02Rik,yellow,0.33562843933620806,0.20383355238950235,-0.33734638272170037,0.2899865156718022,0.0412023282093733,0.33562843933620806
Abra,blue,0.9271013478994987,0.9271013478994987,-0.1746716732301321,0.19617709497225763,-0.460858396280765,0.19410235045812155
Srarp,brown,0.8053216912956147,-0.26619679395840334,0.8053216912956147,-0.4398755494482878,0.14500091911146995,-0.7797682371525617
ENSMUSG00000110638,turquoise,0.7922118924228587,-0.3272796497972721,0.2014246447422909,-0.37679616034248115,0.7922118924228587,-0.18490920493353355
ENSMUSG00000092544,turquoise,0.1442774833107893,0.10309797652536992,-0.03701491611262964,-0.12336532099306154,0.1442774833107893,0.15622661849464653
Rtn4r,brown,0.9304955250416854,-0.11357555615166968,0.9304955250416854,-0.5648574872289718,0.1294488524966124,-0.8126534042162429
ENSMUSG00000075029,brown,0.7097925263040029,-0.4391610459917332,0.7097925263040029,-0.5542227820043417,0.6410816571078316,-0.663173830983291
Myhas,blue,0.9522335036991257,0.9522335036991257,-0.33123123717803915,0.22872553183506458,-0.4046017949181312,0.39884860113561094
ENSMUSG00000094365,brown,0.8284510405255049,-0.1667155080725679,0.8284510405255049,-0.5984988733986821,0.21463337469866875,-0.6314948419371172
Pou2af1,yellow,0.2943077304686018,0.28475202713299264,-0.197838068580953,0.38661026128593784,-0.2812513343919396,0.2943077304686018
ENSMUSG00000102389,yellow,0.2602504331182906,0.15139394675554357,-0.2935805045225775,0.17279700811484383,-0.08814897769431049,0.2602504331182906
Ifi214,red,0.5969664455892011,0.27587920879521827,-0.29421379397463726,0.5969664455892011,-0.2766447826419081,0.3391832818379507
ENSMUSG00000066693,blue,0.3297284262596336,0.3297284262596336,-0.16726624618388933,0.2624699163925375,-0.21205245498205497,0.2694450616873373
Lrrc39,blue,0.9454415775325097,0.9454415775325097,-0.5162796773005546,0.38111401379102694,-0.5305184144875813,0.5575646439013722
Clec2e,yellow,0.7513068430502473,0.12214763703283457,-0.773358284795934,0.6451339945834008,-0.07880791533005208,0.7513068430502473
Zfp268,red,0.9074875028687757,0.3087727766408446,-0.7971118173030856,0.9074875028687757,-0.49384153166125894,0.7661815656413858
A330048O09Rik,turquoise,0.7037642780803146,-0.26151777725287606,-0.10129911583490031,-0.09033347445211441,0.7037642780803146,0.08854280265876951
ENSMUSG00000081375,blue,0.12873254579321008,0.12873254579321008,-0.00636422013245863,0.048216483274940145,-0.08717243753313701,0.03841534700556683
S100a8,turquoise,0.5132146218646467,-0.21720978031858523,-0.24034941273027519,0.09825965393553812,0.5132146218646467,0.3203585444985648
Gm22614,brown,0.5116239267008514,-0.24945739144932216,0.5116239267008514,-0.4795168679586751,0.3163773033794992,-0.4632332839834751
ENSMUSG00000105928,yellow,0.422601070361367,0.06453981798210064,-0.3943675692679599,0.25365733551286385,-0.12006970129835362,0.422601070361367
ENSMUSG00000103043,yellow,0.6310582615107544,0.40658789026091086,-0.47346372812289134,0.5163785872295782,-0.31483368992327737,0.6310582615107544
ENSMUSG00000104941,blue,0.35573214666801384,0.35573214666801384,-0.3368260978973704,0.22281916540914998,-0.29669772457411037,0.35988598607583033
ENSMUSG00000100760,yellow,0.40350056321556305,0.19456640792821528,-0.3979919614901115,0.2752223162083869,-0.33677410833095694,0.40350056321556305
Prss55,blue,0.7457463513691664,0.7457463513691664,-0.30860729374039325,0.18508643316169604,-0.37305070802346996,0.32687648509275335
ENSMUSG00000055732,turquoise,0.5237886708540028,-0.3295675877363549,-0.03814813454536745,-0.11309164890989058,0.5237886708540028,0.01988890375412175
Ntn5,brown,0.7498492203249442,-0.11516040986382307,0.7498492203249442,-0.2981231978532151,0.10083753605220923,-0.6527296914310639
ENSMUSG00000109881,yellow,0.36791442230963495,0.046887892987259275,-0.2538505153660299,0.0964616337580743,-0.08215754384486697,0.36791442230963495
Eif3j2,yellow,0.688458599954376,0.25664767208113437,-0.869858182960069,0.6441453569483556,-0.16167958790180328,0.688458599954376
ENSMUSG00000105961,brown,0.3982137958821234,0.15207687417383253,0.3982137958821234,-0.379562995168271,0.03601167328205882,-0.3522836065410878
Pdlim7,brown,0.7717978695557072,0.2389767791463297,0.7717978695557072,-0.5468925587039938,0.2537323397905993,-0.5954685159729481
Slc39a10,turquoise,0.832149403987354,-0.3768163227249624,-0.06148280755733298,-0.15406134883008565,0.832149403987354,0.0032320299981483283
Gm10284,blue,0.49812128295031544,0.49812128295031544,-0.03933862786946556,-0.04074179046809299,-0.2420722709503244,0.14441852029176122
Fam151a,turquoise,0.6755444646649846,-0.20550524275534113,0.35772532171463306,-0.2986872503374526,0.6755444646649846,-0.33423315323162867
Dmrtb1,turquoise,0.5971077012998308,-0.4352896696378517,0.29828549864232373,-0.3093462084673504,0.5971077012998308,-0.2848879627807617
ENSMUSG00000118317,yellow,0.4679948524545661,0.2790966676860109,-0.48043940155456366,0.37123019663804224,-0.24633288710172158,0.4679948524545661
Cfap90,turquoise,0.7402404004855614,-0.3374782466454082,0.1838890829838146,-0.2907844902406783,0.7402404004855614,-0.18651603454605384
Plcd4,blue,0.8909804369981745,0.8909804369981745,-0.3762747650868023,0.2980444480522974,-0.40468013949459464,0.411028495979249
Rspo2,turquoise,0.5304753245152823,-0.23852553637828913,0.18568702235547294,-0.24021517673883624,0.5304753245152823,-0.3256768600305041
ENSMUSG00000102207,blue,0.1952969151443599,0.1952969151443599,-0.24466827249675738,0.18254678388751072,-0.023760768198510876,0.22839803359366675
Gpr174,red,0.6387422741972062,0.14164713476756094,-0.4502597897854544,0.6387422741972062,-0.3463676666260615,0.3817460176590575
Igflr1,brown,0.867705831574288,-0.15240998838992462,0.867705831574288,-0.5204657975742605,0.17079381179169784,-0.7981554571914995
ENSMUSG00000103659,blue,0.5686716145233295,0.5686716145233295,-0.2176628916083492,0.021701818163893077,-0.39380079211336605,0.27970738838096265
Myot,blue,0.9626719915376989,0.9626719915376989,-0.3390766235694945,0.2736820749773978,-0.4141808984754248,0.38158834498547817
ENSMUSG00000087635,yellow,0.3913254650818369,0.016632477971856897,-0.38380179122719665,0.2650813722866734,-0.040651550800359246,0.3913254650818369
Dhrs9,turquoise,0.81516104098858,-0.35837746846027896,-0.11204786343569206,-0.06500270684554492,0.81516104098858,0.11481234787605774
ENSMUSG00000104588,yellow,0.40769827630471017,0.2561950252667505,-0.3706341167834236,0.1758519877753385,-0.04655993281727488,0.40769827630471017
ENSMUSG00000106991,brown,0.03291698387984105,-0.08810749615620418,0.03291698387984105,-0.1192622116140032,-0.20017750482211877,0.034337892466372776
Pitx1,brown,0.636555399907799,0.07564104937095686,0.636555399907799,-0.5297052158907208,-0.13033164510737177,-0.5432301993322877
Vmn2r90,yellow,0.3715169326769892,0.24776686115629315,-0.3457681777223883,0.23236143061061243,-0.3319601010505943,0.3715169326769892
Gm18025,blue,0.3172850120514884,0.3172850120514884,-0.14061475967549164,0.0935700859994194,-0.30436337686118026,0.27803796745826354
Gm5941,yellow,0.41612692226245257,-0.042344484470522394,-0.27779913189780325,0.14684332135113157,-0.05984966016300853,0.41612692226245257
