gene,module_color,kME_assigned,kMEblue,kMEbrown,kMEred,kMEturquoise,kMEyellow
Gm9507,turquoise,0.9405901398376013,-0.5375157157999311,0.5430332145849668,-0.5870704106924619,0.9405901398376013,-0.5210825527650658
Krtap4-7,turquoise,0.9489533641530183,-0.4794236084854071,0.2065840464995056,-0.3862640804256841,0.9489533641530183,-0.1873123202142091
Krtap6-1,turquoise,0.9553944785763109,-0.4689567189628083,0.25111010975158393,-0.41047060271583125,0.9553944785763109,-0.20796764213611293
Padi1,turquoise,0.9714175404547721,-0.443251958027513,0.4519560264821497,-0.5283632030357652,0.9714175404547721,-0.37101681786776197
Gprc5d,turquoise,0.9775167900623015,-0.4446935778703966,0.3101731238382043,-0.4200864178734433,0.9775167900623015,-0.2564450663184442
ENSMUSG00000113097,turquoise,0.9683262954174469,-0.4882773555355306,0.2669626923776949,-0.4341034225052164,0.9683262954174469,-0.23638035276457292
Gm11569,turquoise,0.9166451123239113,-0.5051376863692639,0.2796004915807478,-0.3594862420315607,0.9166451123239113,-0.2590867486078399
Krt31,turquoise,0.9662770882399544,-0.46880136924588917,0.4410238398920462,-0.5045775368932582,0.9662770882399544,-0.38877203076440037
Gm11563,turquoise,0.9500043681647402,-0.49130328699963893,0.23731888655632982,-0.4002541802365609,0.9500043681647402,-0.20337748491573163
Krtap4-16,turquoise,0.9552226949594137,-0.496004017115202,0.27386909513852586,-0.4296141683595055,0.9552226949594137,-0.22362120806073513
Gm7579,turquoise,0.9431264817143193,-0.5216947352795233,0.5316237220588673,-0.6151960630320292,0.9431264817143193,-0.49322179035142083
Gm11555,turquoise,0.8911726649827476,-0.484478924620122,0.5982422477143315,-0.5889203543336764,0.8911726649827476,-0.5443838396631836
Gm45337,turquoise,0.9677960502381934,-0.5255688749703811,0.3561810359716936,-0.492996272189924,0.9677960502381934,-0.3241057611616271
ENSMUSG00000113846,turquoise,0.9585110710234027,-0.4559592583283214,0.2357082232055477,-0.40004594290803414,0.9585110710234027,-0.21873125925660658
Krtap3-1,turquoise,0.9685149853861821,-0.5098675179267346,0.374710837947455,-0.47750232224214695,0.9685149853861821,-0.3594113694577348
Gm11596,turquoise,0.9412483609186303,-0.4932203747717718,0.2809090501538723,-0.4035243193868826,0.9412483609186303,-0.24602299827678556
