term,target,ko_direction,pvalue,odds,combined_score,overlap_genes,adj_pvalue
NDUFA13 Down,NDUFA13,Down,0.001392372898705578,5.295717748451387,34.82858980933441,C2CD5|RBM26|JMJD1C|NAA15|JARID2|PAPPA2,0.7166346565713615
HDAC1-SHRNA4 Down,HDAC1-SHRNA4,Down,0.001392372898705578,5.295717748451387,34.82858980933441,RB1|ORC4|C2CD5|JMJD1C|NAA15|ZFPM2,0.7166346565713615
PIGL Down,PIGL,Down,0.0015442414069656942,5.184983295234746,33.56355046630411,RB1|CCNA2|CACNB2|RBM26|PTPRZ1|AMMECR1,0.7166346565713615
VRK3 Down,VRK3,Down,0.0072602522462910215,4.385370205173952,21.599442382777305,CACNB2|HMBOX1|RBM26|ATRX|AMMECR1,0.7166346565713615
NTRK3 Down,NTRK3,Down,0.007637927043636627,4.329663069808412,21.105501342107168,IL1A|ORC4|FRMD4B|TMEM260|ZFPM2,0.7166346565713615
GSTM3 Down,GSTM3,Down,0.007637927043636627,4.329663069808412,21.105501342107168,RB1|C2CD5|PPP3CB|RBM26|ZFPM2,0.7166346565713615
ITGAV Down,ITGAV,Down,0.007766807447103564,4.31140350877193,20.94435020890023,CCNA2|CACNB2|IL1A|DCLRE1C|NUP155,0.7166346565713615
MAP2K4 Down,MAP2K4,Down,0.007897196892320752,4.293295479362306,20.78490560364549,PPP3CB|TASOR2|JMJD1C|NAA16|ZFPM2,0.7166346565713615
ZCCHC12 Down,ZCCHC12,Down,0.007897196892320752,4.293295479362306,20.78490560364549,CCNA2|PPP3CB|PTPRZ1|AMMECR1|ZFPM2,0.7166346565713615
PHTF2 Down,PHTF2,Down,0.00802910411587518,4.275337103088299,20.627143352063364,C2CD5|POGZ|AMMECR1|NAA15|JARID2,0.7166346565713615
PPIP5K1 Down,PPIP5K1,Down,0.00802910411587518,4.275337103088299,20.627143352063364,C2CD5|PPP3CB|ADAMTS3|DMXL2|POGZ,0.7166346565713615
GK2 Down,GK2,Down,0.00802910411587518,4.275337103088299,20.627143352063364,SLC4A7|PPP3CB|DMXL2|VPS13B|NPAS2,0.7166346565713615
TUBB Down,TUBB,Down,0.008162537821164743,4.257526532380334,20.471039715295404,CCNA2|C2CD5|DCLRE1C|POGZ|AZI2,0.7166346565713615
HIPK2 Down,HIPK2,Down,0.008297506685134053,4.239861949956859,20.316571376619883,TRIM9|C2CD5|PPP3CB|DMXL2|ZFPM2,0.7166346565713615
TNNI3 Down,TNNI3,Down,0.032019234058892725,3.4867021276595747,11.999201179648882,RB1|PTPRZ1|AMMECR1|JARID2,0.7166346565713615
NR1I2 Down,NR1I2,Down,0.03329421117702152,3.4422268907563027,11.711735480752989,HMBOX1|PTPRZ1|SST|GLMN,0.7166346565713615
CDKL1 Down,CDKL1,Down,0.03329421117702152,3.4422268907563027,11.711735480752989,C2CD5|HMBOX1|FCHSD2|POGZ,0.7166346565713615
HAL Down,HAL,Down,0.03329421117702152,3.4422268907563027,11.711735480752989,RB1|SLC4A7|PTPRZ1|DMXL2,0.7166346565713615
NDUFS6 Down,NDUFS6,Down,0.03372573754529058,3.427649930264993,11.617998899243412,NAA15|TMEM260|ZFPM2|JARID2,0.7166346565713615
GJB1 Down,GJB1,Down,0.03416053499122491,3.4131944444444446,11.525279918813723,RB1|RBM26|DMXL2|JMJD1C,0.7166346565713615
DSCAML1 Down,DSCAML1,Down,0.03416053499122491,3.4131944444444446,11.525279918813723,DCLRE1C|AMMECR1|JMJD1C|FRMD4B,0.7166346565713615
BUB1 Down,BUB1,Down,0.03416053499122491,3.4131944444444446,11.525279918813723,CCNA2|PPP3CB|SST|NAA15,0.7166346565713615
PF4 Down,PF4,Down,0.03416053499122491,3.4131944444444446,11.525279918813723,CCNA2|PPP3CB|AMMECR1|ZFPM2,0.7166346565713615
MAGI3 Down,MAGI3,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,CCNA2|PPP3CB|PTPRZ1|CSTF3,0.7166346565713615
KDM4B Down,KDM4B,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,HMBOX1|PTPRZ1|ATRX|JARID2,0.7166346565713615
GP9 Down,GP9,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,JMJD1C|FRMD4B|AZI2|JARID2,0.7166346565713615
GAPDHS Down,GAPDHS,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,PPP3CB|PTPRZ1|AMMECR1|JARID2,0.7166346565713615
FDFT1 Down,FDFT1,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,HMBOX1|SST|VPS13B|TMEM260,0.7166346565713615
CD3G Down,CD3G,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,C2CD5|RBM26|DMXL2|ZFPM2,0.7166346565713615
ZFAND2A Down,ZFAND2A,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,CCNA2|C2CD5|PPP3CB|ZFPM2,0.7166346565713615
SLC25A5 Down,SLC25A5,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,RB1|CCNA2|PTPRZ1|APPL1,0.7166346565713615
PRKCI Down,PRKCI,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,DMXL2|TASOR2|JMJD1C|ZFPM2,0.7166346565713615
PCDH17 Down,PCDH17,Down,0.03459860576512333,3.3988589211618256,11.433563915114975,CCNA2|DCLRE1C|DMXL2|TASOR2,0.7166346565713615
KCNA1 Down,KCNA1,Down,0.03503995197088032,3.384641873278237,11.342836530472548,C2CD5|PGAP1|DMXL2|ZFPM2,0.7166346565713615
CDC7 Down,CDC7,Down,0.03503995197088032,3.384641873278237,11.342836530472548,C2CD5|NAA16|NAA15|ZFPM2,0.7166346565713615
DHODH Down,DHODH,Down,0.03503995197088032,3.384641873278237,11.342836530472548,ORC4|PPP3CB|SST|AZI2,0.7166346565713615
DUSP7 Down,DUSP7,Down,0.03503995197088032,3.384641873278237,11.342836530472548,C2CD5|SST|JMJD1C|ZFPM2,0.7166346565713615
KLK3 Down,KLK3,Down,0.03503995197088032,3.384641873278237,11.342836530472548,C2CD5|SST|FRMD4B|NAA15,0.7166346565713615
LDHA Down,LDHA,Down,0.03503995197088032,3.384641873278237,11.342836530472548,ORC4|DCLRE1C|SST|NPAS2,0.7166346565713615
MAP4K5 Down,MAP4K5,Down,0.03503995197088032,3.384641873278237,11.342836530472548,IL1A|PTPRZ1|ZFPM2|JARID2,0.7166346565713615
TRMT10C Down,TRMT10C,Down,0.03503995197088032,3.384641873278237,11.342836530472548,CCNA2|PPP3CB|PTPRZ1|APPL1,0.7166346565713615
TREML4 Down,TREML4,Down,0.03503995197088032,3.384641873278237,11.342836530472548,DCLRE1C|RBM26|DMXL2|JARID2,0.7166346565713615
SMS Down,SMS,Down,0.03503995197088032,3.384641873278237,11.342836530472548,TRIM9|DMXL2|NAA15|ZFPM2,0.7166346565713615
SIGLEC5 Down,SIGLEC5,Down,0.03503995197088032,3.384641873278237,11.342836530472548,HMBOX1|PTPRZ1|TMEM260|JARID2,0.7166346565713615
RELB Down,RELB,Down,0.03503995197088032,3.384641873278237,11.342836530472548,CCNA2|PTPRZ1|SST|AMMECR1,0.7166346565713615
MYBPHL Down,MYBPHL,Down,0.03503995197088032,3.384641873278237,11.342836530472548,C2CD5|RBM26|POGZ|NAA16,0.7166346565713615
CCNA2 Down,CCNA2,Down,0.03548457558948585,3.3705418381344305,11.253083665761139,CCNA2|PTPRZ1|AMMECR1|NAA15,0.7166346565713615
CDK3 Down,CDK3,Down,0.03548457558948585,3.3705418381344305,11.253083665761139,CCNA2|CACNB2|C2CD5|PPP3CB,0.7166346565713615
