term,target,ko_direction,pvalue,odds,combined_score,overlap_genes,adj_pvalue
ARSG Down,ARSG,Down,0.0011992590693281366,5.458834412580943,36.7164005980649,CDKN1A|SMAD3|DUSP10|NFIL3|TNFAIP2|FOSB,0.5196313561565201
ETV1 Down,ETV1,Down,0.0013349334911803923,5.341330918967858,35.35359531787584,SMTN|TPPP3|DUSP10|AUTS2|NACC2|TNFAIP2,0.5196313561565201
SUCLA2 Down,SUCLA2,Down,0.001392372898705578,5.295717748451387,34.82858980933441,CDKN1A|FYB1|SMAD3|NFIL3|WBP1L|FOSB,0.5196313561565201
SLC5A8 Down,SLC5A8,Down,0.0014820513416898538,5.2287234042553195,34.061619847535184,TPPP3|CDKN1A|PPP1R3C|TNFAIP2|FOSB|SOX4,0.5196313561565201
STK19 Down,STK19,Down,0.0014820513416898538,5.2287234042553195,34.061619847535184,CDKN1A|SMAD3|DUSP10|TNFAIP2|FOSB|B4GALT5,0.5196313561565201
ADAM8 Down,ADAM8,Down,0.0015129025852380757,5.2067626026308815,33.81128568671064,CDKN1A|DUSP10|TNFAIP2|FOSB|NPAS2|SOX4,0.5196313561565201
TKFC Down,TKFC,Down,0.0015129025852380757,5.2067626026308815,33.81128568671064,CDKN1A|SMAD3|DUSP10|PPP1R3C|FOSB|NPAS2,0.5196313561565201
CAMK2D Down,CAMK2D,Down,0.0015442414069656942,5.184983295234746,33.56355046630411,SMTN|SMAD3|PPP1R3C|NACC2|WBP1L|ADCY2,0.5196313561565201
CREBBP Down,CREBBP,Down,0.0015442414069656942,5.184983295234746,33.56355046630411,TMEM100|PPP1R3C|NACC2|SH3BP5|TNFAIP2|NPAS2,0.5196313561565201
EXTL2 Down,EXTL2,Down,0.0015442414069656942,5.184983295234746,33.56355046630411,CDKN1A|SMAD3|DUSP10|AUTS2|TNFAIP2|SOX4,0.5196313561565201
GABRG3 Down,GABRG3,Down,0.0015442414069656942,5.184983295234746,33.56355046630411,CDKN1A|SMAD3|DUSP10|AUTS2|FOSB|SOX4,0.5196313561565201
WDFY4 Down,WDFY4,Down,0.0070158527005147195,4.423301844354476,21.93773271485405,CDKN1A|DUSP10|AUTS2|FOSB|SOX4,0.5196313561565201
FFAR3 Down,FFAR3,Down,0.0070158527005147195,4.423301844354476,21.93773271485405,DUSP10|NFIL3|TNFAIP2|FOSB|GADD45G,0.5196313561565201
RPS6KB2 Down,RPS6KB2,Down,0.0070158527005147195,4.423301844354476,21.93773271485405,CDKN1A|SMAD3|PPP1R3C|NFIL3|GTF2IRD1,0.5196313561565201
LAMP2 Down,LAMP2,Down,0.0072602522462910215,4.385370205173952,21.599442382777305,CDKN1A|AUTS2|TNFAIP2|FOSB|NPAS2,0.5196313561565201
CYP4F3 Down,CYP4F3,Down,0.0073846582565567495,4.36664445924939,21.433022123664735,TPPP3|CDKN1A|DUSP10|PPP1R3C|NPAS2,0.5196313561565201
SLC15A4 Down,SLC15A4,Down,0.0073846582565567495,4.36664445924939,21.433022123664735,CDKN1A|FYB1|DUSP10|NFIL3|FOSB,0.5196313561565201
RSAD2 Down,RSAD2,Down,0.0073846582565567495,4.36664445924939,21.433022123664735,CDKN1A|DUSP10|TNFAIP2|FOSB|SOX4,0.5196313561565201
PARPBP Down,PARPBP,Down,0.0073846582565567495,4.36664445924939,21.433022123664735,CDKN1A|DYRK2|PPP1R3C|AUTS2|FOSB,0.5196313561565201
FPGT-TNNI3K Down,FPGT-TNNI3K,Down,0.0073846582565567495,4.36664445924939,21.433022123664735,TPPP3|CDKN1A|DUSP10|FOSB|GTF2IRD1,0.5196313561565201
OAS3 Down,OAS3,Down,0.007510546913165806,4.348076072534277,21.268383622514243,CDKN1A|PPP1R3C|TNFAIP2|FOSB|NPAS2,0.5196313561565201
VPS9D1 Down,VPS9D1,Down,0.007510546913165806,4.348076072534277,21.268383622514243,JPT1|CDKN1A|DUSP10|FOSB|SOX4,0.5196313561565201
TIMP3 Down,TIMP3,Down,0.007510546913165806,4.348076072534277,21.268383622514243,CDKN1A|SMAD3|TNFAIP2|FOSB|SOX4,0.5196313561565201
SH3BP5 Down,SH3BP5,Down,0.007510546913165806,4.348076072534277,21.268383622514243,TPPP3|CDKN1A|PPP1R3C|SH3BP5|TNFAIP2,0.5196313561565201
PLPP3 Down,PLPP3,Down,0.007510546913165806,4.348076072534277,21.268383622514243,CDKN1A|DUSP10|AUTS2|NFIL3|FOSB,0.5196313561565201
NETO2 Down,NETO2,Down,0.007510546913165806,4.348076072534277,21.268383622514243,CDKN1A|SMAD3|DUSP10|FOSB|NPAS2,0.5196313561565201
ERGIC1 Down,ERGIC1,Down,0.007510546913165806,4.348076072534277,21.268383622514243,CDKN1A|SMAD3|DUSP10|AUTS2|SOX4,0.5196313561565201
CDK16 Down,CDK16,Down,0.007510546913165806,4.348076072534277,21.268383622514243,TMEM100|CDKN1A|FYB1|FOSB|NPAS2,0.5196313561565201
BTNL9 Down,BTNL9,Down,0.007510546913165806,4.348076072534277,21.268383622514243,TPPP3|CDKN1A|SMAD3|FOSB|SOX4,0.5196313561565201
IL7 Down,IL7,Down,0.007510546913165806,4.348076072534277,21.268383622514243,CDKN1A|FYB1|AUTS2|FOSB|SOX4,0.5196313561565201
GBP1 Down,GBP1,Down,0.007637927043636627,4.329663069808412,21.105501342107168,TPPP3|SMAD3|PPP1R3C|AUTS2|ADCY2,0.5196313561565201
TSPAN9 Down,TSPAN9,Down,0.007637927043636627,4.329663069808412,21.105501342107168,TPPP3|CDKN1A|DUSP10|FOSB|SOX4,0.5196313561565201
TRPC4 Down,TRPC4,Down,0.007637927043636627,4.329663069808412,21.105501342107168,SMTN|CDKN1A|PPP1R3C|NACC2|NPAS2,0.5196313561565201
PLAGL2 Down,PLAGL2,Down,0.007637927043636627,4.329663069808412,21.105501342107168,TPPP3|CDKN1A|SMAD3|DUSP10|RNF187,0.5196313561565201
GJB1 Down,GJB1,Down,0.007637927043636627,4.329663069808412,21.105501342107168,TPPP3|CDKN1A|DUSP10|FOSB|SOX4,0.5196313561565201
MIF Down,MIF,Down,0.007637927043636627,4.329663069808412,21.105501342107168,CDKN1A|PLEKHF1|PPP1R3C|NPAS2|TRIOBP,0.5196313561565201
COX6B1 Down,COX6B1,Down,0.007637927043636627,4.329663069808412,21.105501342107168,TPPP3|CDKN1A|PPP1R3C|AUTS2|FOSB,0.5196313561565201
ATP23 Down,ATP23,Down,0.007637927043636627,4.329663069808412,21.105501342107168,CDKN1A|DUSP10|PPP1R3C|FOSB|TRIOBP,0.5196313561565201
CA6 Down,CA6,Down,0.007766807447103564,4.31140350877193,20.94435020890023,CDKN1A|SMAD3|DUSP10|NFIL3|SOX4,0.5196313561565201
WNK4 Down,WNK4,Down,0.007766807447103564,4.31140350877193,20.94435020890023,PPP1R3C|AUTS2|NFIL3|SOX4|B4GALT5,0.5196313561565201
STK39 Down,STK39,Down,0.007766807447103564,4.31140350877193,20.94435020890023,TMEM100|CDKN1A|DUSP10|NFIL3|TNFAIP2,0.5196313561565201
SMARCB1 Down,SMARCB1,Down,0.007766807447103564,4.31140350877193,20.94435020890023,TMEM100|TPPP3|CDKN1A|TNFAIP2|FOSB,0.5196313561565201
SLC23A2 Down,SLC23A2,Down,0.007766807447103564,4.31140350877193,20.94435020890023,CDKN1A|NACC2|TNFAIP2|FOSB|NPAS2,0.5196313561565201
PIK3C2G Down,PIK3C2G,Down,0.007766807447103564,4.31140350877193,20.94435020890023,NCOA1|NACC2|TNFAIP2|FOSB|SOX4,0.5196313561565201
KNG1 Down,KNG1,Down,0.007766807447103564,4.31140350877193,20.94435020890023,AUTS2|NACC2|ARHGEF10L|BAHCC1|GRAMD4,0.5196313561565201
CPLX1 Down,CPLX1,Down,0.007766807447103564,4.31140350877193,20.94435020890023,TMEM100|CDKN1A|SMAD3|NPAS2|B4GALT5,0.5196313561565201
CD226 Down,CD226,Down,0.007766807447103564,4.31140350877193,20.94435020890023,CDKN1A|SMAD3|DUSP10|NFIL3|SOX4,0.5196313561565201
IFI44 Down,IFI44,Down,0.007897196892320752,4.293295479362306,20.78490560364549,PPP1R3C|AUTS2|NACC2|GTF2IRD1|NPAS2,0.5196313561565201
TYROBP Down,TYROBP,Down,0.007897196892320752,4.293295479362306,20.78490560364549,CDKN1A|SMAD3|TNFAIP2|FOSB|NPAS2,0.5196313561565201
SIPA1L1 Down,SIPA1L1,Down,0.007897196892320752,4.293295479362306,20.78490560364549,SREBF1|SMTN|PPP1R3C|NACC2|TNFAIP2,0.5196313561565201
