term,target,ko_direction,pvalue,odds,combined_score,overlap_genes,adj_pvalue
ODC1 Up,ODC1,Up,0.006895841363403066,4.442511859046759,22.109656282557918,RGS4|CTNND1|CREB3L2|TSPAN4|TXNIP,0.7166346565713615
NEU2 Up,NEU2,Up,0.0073846582565567495,4.36664445924939,21.433022123664735,RGS4|PER3|CREB3L2|ID3|CXCL14,0.7166346565713615
SRMS Up,SRMS,Up,0.0073846582565567495,4.36664445924939,21.433022123664735,RGS4|HSPA8|CREB3L2|ID3|AEBP1,0.7166346565713615
GSAP Up,GSAP,Up,0.007637927043636627,4.329663069808412,21.105501342107168,LIMA1|COPA|CREB3L2|NR1D2|CXCL14,0.7166346565713615
TUBB1 Up,TUBB1,Up,0.007637927043636627,4.329663069808412,21.105501342107168,PER3|TSPAN4|TXNIP|TOGARAM1|NR1D2,0.7166346565713615
PLEK Up,PLEK,Up,0.007766807447103564,4.31140350877193,20.94435020890023,PER3|ID3|NR1D2|AEBP1|CXCL14,0.7166346565713615
GPM6B Up,GPM6B,Up,0.007766807447103564,4.31140350877193,20.94435020890023,LIMA1|PER3|SETDB1|CREB3L2|ID3,0.7166346565713615
EGF Up,EGF,Up,0.007766807447103564,4.31140350877193,20.94435020890023,RGS4|HSPA8|GPR37|ID3|ABCA12,0.7166346565713615
GJD2 Up,GJD2,Up,0.007766807447103564,4.31140350877193,20.94435020890023,RGS4|CTNND1|TSPAN4|CXCL14|RYR3,0.7166346565713615
GLUL Up,GLUL,Up,0.007897196892320752,4.293295479362306,20.78490560364549,PER3|PCBP2|ID3|AEBP1|CXCL14,0.7166346565713615
MUS81 Up,MUS81,Up,0.007897196892320752,4.293295479362306,20.78490560364549,HSPA8|PER3|TSPAN4|ID3|TXNIP,0.7166346565713615
CELSR3 Up,CELSR3,Up,0.008162537821164743,4.257526532380334,20.471039715295404,PER3|ID3|TXNIP|NR1D2|CXCL14,0.7166346565713615
WARS2 Up,WARS2,Up,0.032019234058892725,3.4867021276595747,11.999201179648882,RGS4|GPR37|NR1D2|CXCL14,0.7166346565713615
