term,target,ko_direction,pvalue,odds,combined_score,overlap_genes,adj_pvalue
STK26 Up,STK26,Up,0.0002254394150000306,6.244771108388911,52.44021000117409,GRAMD2B|BDH2|MMP3|ALOX5AP|MAL|KRT23|TM4SF1,0.041761027309260366
SIGLEC7 Up,SIGLEC7,Up,0.0002311316696911608,6.218216318785578,52.06215921744629,SPRR3|LAPTM4B|ALOX5AP|ATP5MC2|RNASE6|MAL|TM4SF1,0.041761027309260366
TEX101 Up,TEX101,Up,0.0002311316696911608,6.218216318785578,52.06215921744629,LAPTM4B|PRDX4|PER3|ALOX5AP|MAL|MCM10|KLF1,0.041761027309260366
LAMP1 Up,LAMP1,Up,0.0002311316696911608,6.218216318785578,52.06215921744629,SPRR3|LAPTM4B|RIPK2|ALOX5AP|MAL|KRT23|TM4SF1,0.041761027309260366
HPSE Up,HPSE,Up,0.0002311316696911608,6.218216318785578,52.06215921744629,LAPTM4B|GRAMD2B|WEE1|LEPROT|KRT23|TM4SF1|PPIC,0.041761027309260366
GPR132 Up,GPR132,Up,0.0002311316696911608,6.218216318785578,52.06215921744629,LAPTM4B|PER3|ALOX5AP|ATP5MC2|KRT23|TM4SF1|MATN2,0.041761027309260366
JUND Up,JUND,Up,0.0002311316696911608,6.218216318785578,52.06215921744629,SPRR3|RIPK2|ALOX5AP|RNASE6|MAL|KRT23|TM4SF1,0.041761027309260366
ADGRF5 Up,ADGRF5,Up,0.0002311316696911608,6.218216318785578,52.06215921744629,SPRR3|GRAMD2B|MMP3|ALOX5AP|BHLHE41|MAL|TM4SF1,0.041761027309260366
SORL1 Up,SORL1,Up,0.00023693935717695896,6.1918837449948265,51.688027110808605,LAPTM4B|COL14A1|ALOX5AP|BHLHE41|RNASE6|MAL|TM4SF1,0.041761027309260366
APOC2 Up,APOC2,Up,0.00023693935717695896,6.1918837449948265,51.688027110808605,SPRR3|GRAMD2B|RIPK2|ALOX5AP|BHLHE41|MAL|TM4SF1,0.041761027309260366
BCL6 Up,BCL6,Up,0.00023693935717695896,6.1918837449948265,51.688027110808605,SPRR3|WEE1|NPC2|MMP3|BHLHE41|MAL|TM4SF1,0.041761027309260366
BSG Up,BSG,Up,0.00023693935717695896,6.1918837449948265,51.688027110808605,SPRR3|BACE2|GRAMD2B|WEE1|MMP3|BHLHE41|TM4SF1,0.041761027309260366
FLT3 Up,FLT3,Up,0.00023693935717695896,6.1918837449948265,51.688027110808605,SPRR3|GRAMD2B|LEPROT|RIPK2|MMP3|ALOX5AP|KRT23,0.041761027309260366
RAF1 Up,RAF1,Up,0.00023693935717695896,6.1918837449948265,51.688027110808605,SPRR3|LEPROT|MCAM|KRT23|HPSE|TM4SF1|PPIC,0.041761027309260366
TXK Up,TXK,Up,0.000242864212306521,6.165770609318996,51.31775852619204,BACE2|MCAM|BHLHE41|CASP1|MAL|ATP5MC3|TM4SF1,0.041761027309260366
WDR87 Up,WDR87,Up,0.000242864212306521,6.165770609318996,51.31775852619204,SPRR3|LAPTM4B|GRAMD2B|PRDX4|PER3|KRT23|TM4SF1,0.041761027309260366
CLEC2A Up,CLEC2A,Up,0.000242864212306521,6.165770609318996,51.31775852619204,LEPROT|BDH2|COL14A1|RIPK2|MAL|KRT23|TM4SF1,0.041761027309260366
RIEG2 Up,RIEG2,Up,0.000242864212306521,6.165770609318996,51.31775852619204,BDH2|COL14A1|MCAM|BHLHE41|MAL|TM4SF1|MATN2,0.041761027309260366
IL1RAPL1 Up,IL1RAPL1,Up,0.000242864212306521,6.165770609318996,51.31775852619204,LAPTM4B|PRDX4|BDH2|CASP1|RNASE6|MAL|MED28,0.041761027309260366
ARF1 Up,ARF1,Up,0.000242864212306521,6.165770609318996,51.31775852619204,LEPROT|PRDX4|COL14A1|MCAM|ATP5MC3|TM4SF1|PPIC,0.041761027309260366
OPRM1 Up,OPRM1,Up,0.000242864212306521,6.165770609318996,51.31775852619204,SPRR3|LAPTM4B|GRAMD2B|BHLHE41|MAL|KRT23|TM4SF1,0.041761027309260366
CD83 Up,CD83,Up,0.00024890798563299854,6.139874180163298,50.95129930282405,SPRR3|RIPK2|MMP3|ALOX5AP|MAL|KRT23|TM4SF1,0.041761027309260366
CXCL13 Up,CXCL13,Up,0.00024890798563299854,6.139874180163298,50.95129930282405,SPRR3|GRAMD2B|LEPROT|RIPK2|BHLHE41|RNASE6|TM4SF1,0.041761027309260366
HMOX2 Up,HMOX2,Up,0.00024890798563299854,6.139874180163298,50.95129930282405,SPRR3|WEE1|LEPROT|MAL|KRT23|TM4SF1|MATN2,0.041761027309260366
TDG Up,TDG,Up,0.00024890798563299854,6.139874180163298,50.95129930282405,SPRR3|LAPTM4B|NPC1|ALOX5AP|BHLHE41|KRT23|TM4SF1,0.041761027309260366
CDKL1 Up,CDKL1,Up,0.000255072443694159,6.1141917710832665,50.58859624571247,MCAM|MMP3|ALOX5AP|BHLHE41|MAL|KRT23|TM4SF1,0.041761027309260366
DDC Up,DDC,Up,0.000255072443694159,6.1141917710832665,50.58859624571247,LAPTM4B|BACE2|NPC2|ALOX5AP|ATP5MC2|BHLHE41|RNASE6,0.041761027309260366
LTK Up,LTK,Up,0.000255072443694159,6.1141917710832665,50.58859624571247,LAPTM4B|COL14A1|MCAM|BHLHE41|MAL|TM4SF1|MATN2,0.041761027309260366
NPHS2 Up,NPHS2,Up,0.0002613593688855026,6.088720739855746,50.22959710826968,SPRR3|PRDX4|ALOX5AP|BHLHE41|CASP1|MAL|MCM10,0.04201233055121325
TNFRSF10C Up,TNFRSF10C,Up,0.0013069027993568155,5.36442989634479,35.62032529333115,LAPTM4B|NPC2|ALOX5AP|RNASE6|MAL|TM4SF1,0.06603819951633086
USP2 Up,USP2,Up,0.0013349334911803923,5.341330918967858,35.35359531787584,DHRS7|NPC2|ALOX5AP|ATP5MC2|RNASE6|MAL,0.06603819951633086
TAGAP Up,TAGAP,Up,0.0013349334911803923,5.341330918967858,35.35359531787584,LAPTM4B|DHRS7|RIPK2|ALOX5AP|MAL|TM4SF1,0.06603819951633086
HCN2 Up,HCN2,Up,0.0013349334911803923,5.341330918967858,35.35359531787584,SPRR3|BDH2|NPC2|ALOX5AP|MAL|KRT23,0.06603819951633086
SERPINB3 Up,SERPINB3,Up,0.0013634218801199898,5.318427695636495,35.0896970199704,BDH2|RIPK2|ALOX5AP|PAM|PPIC|MATN2,0.06603819951633086
SNX32 Up,SNX32,Up,0.0013634218801199898,5.318427695636495,35.0896970199704,SPCS1|NPC2|ALOX5AP|BHLHE41|RNASE6|MAL,0.06603819951633086
RPS6KL1 Up,RPS6KL1,Up,0.0013634218801199898,5.318427695636495,35.0896970199704,GRAMD2B|NPC1|RIPK2|BHLHE41|TM4SF1|MATN2,0.06603819951633086
LPL Up,LPL,Up,0.0013634218801199898,5.318427695636495,35.0896970199704,LAPTM4B|GRAMD2B|LEPROT|KRT23|TM4SF1|MED28,0.06603819951633086
IDO1 Up,IDO1,Up,0.0013634218801199898,5.318427695636495,35.0896970199704,GRAMD2B|ALOX5AP|BHLHE41|MAL|TM4SF1|MATN2,0.06603819951633086
BUD31 Up,BUD31,Up,0.0013634218801199898,5.318427695636495,35.0896970199704,GRAMD2B|COL14A1|MMP3|ALOX5AP|BHLHE41|RNASE6,0.06603819951633086
