term,target,ko_direction,pvalue,odds,combined_score,overlap_genes,adj_pvalue
PTPN2 Up,PTPN2,Up,4.499103095029275e-07,9.218471636193156,134.72075030412142,SPRR3|COL14A1|RIPK2|MCAM|ALOX5AP|OLFML1|RNASE6|KRT23|TM4SF1|MATN2,0.003977657046315382
NNT Up,NNT,Up,3.0095128064789227e-05,7.276595744680851,75.75770983206206,LAPTM4B|DHRS7|BDH2|MCAM|ALOX5AP|BHLHE41|TM4SF1|MATN2,0.03735597437298378
SAMD4A Up,SAMD4A,Up,3.284162523863316e-05,7.183777858969675,74.16398488880508,SPRR3|LAPTM4B|GRAMD2B|ALOX5AP|BHLHE41|MAL|KRT23|TM4SF1,0.03735597437298378
BATF2 Up,BATF2,Up,3.380248783891757e-05,7.153356376205203,73.64363331039306,GRAMD2B|COL14A1|ALOX5AP|OLFML1|BHLHE41|RNASE6|KRT23|TM4SF1,0.03735597437298378
GLI1 Up,GLI1,Up,3.380248783891757e-05,7.153356376205203,73.64363331039306,SPRR3|GRAMD2B|NPC2|ALOX5AP|BHLHE41|RNASE6|MAL|KRT23,0.03735597437298378
GTSF1 Up,GTSF1,Up,3.380248783891757e-05,7.153356376205203,73.64363331039306,GRAMD2B|WEE1|LEPROT|BDH2|COL14A1|MMP3|RECK|MATN2,0.03735597437298378
PRKAB1 Up,PRKAB1,Up,0.0002143943440354238,6.298558682223748,53.20829329932491,SPRR3|RIPK2|BHLHE41|MAL|KRT23|TM4SF1|MATN2,0.041761027309260366
KCNN3 Up,KCNN3,Up,0.0002143943440354238,6.298558682223748,53.20829329932491,LAPTM4B|BACE2|PRDX4|MCAM|BHLHE41|MAL|MATN2,0.041761027309260366
AKR1C2 Up,AKR1C2,Up,0.0002254394150000306,6.244771108388911,52.44021000117409,SPRR3|LEPROT|RIPK2|ALOX5AP|BHLHE41|MAL|TM4SF1,0.041761027309260366
MS4A14 Up,MS4A14,Up,0.0002254394150000306,6.244771108388911,52.44021000117409,SPRR3|LEPROT|PER3|COL14A1|OLFML1|BHLHE41|KRT23,0.041761027309260366
SIRPA Up,SIRPA,Up,0.0002254394150000306,6.244771108388911,52.44021000117409,LAPTM4B|PRDX4|BDH2|ALOX5AP|MAL|ATP5MC3|MED28,0.041761027309260366
