term,target,ko_direction,pvalue,odds,combined_score,overlap_genes,adj_pvalue
ATP1B4 Up,ATP1B4,Up,2.4477171279150275e-35,41.32913449817148,3293.738700375672,TOP2A|PCNA|SRSF1|NSL1|RAD54B|SMC2|RAD51AP1|CCNB2|STMN1|PBK|NUSAP1|HMGN2|HELLS|DUT|RRM2|LIG1|DEK|CDC6|CDC25C|WDR76|CCNA2|NEIL3|KIF18A|CCNE2|PRC1|RPA3|CDK1|BIRC5|MCM6|ASF1B|SPC25,4.728301698508365e-32
DOCK4 Up,DOCK4,Up,1.1078977863699552e-30,35.60594315245478,2455.9230785112786,TOP2A|PCNA|SRSF1|HMGB2|KIF11|SMC2|RAD51AP1|CCNB2|CCNB1|STMN1|PBK|NUSAP1|DUT|RRM2|LIG1|PLK1|DEK|CCNA2|NEIL3|KIF18A|CENPF|UBE2S|PRC1|RPA3|BIRC5|MCM6|ASF1B|SPC25,9.383894250553521e-28
PIP4K2C Up,PIP4K2C,Up,3.2691991457496626e-26,30.376543209876544,1782.5765811111926,TOP2A|SRSF1|HMGB2|KIF11|RAD51AP1|CCNB2|CCNB1|STMN1|PBK|NUSAP1|HMGN2|HELLS|LIG1|UBE2C|PLK1|SHCBP1|CCNA2|NEIL3|CCNE2|PRC1|RPA3|BIRC5|MCM6|ASF1B|SPC25,1.7040071855076705e-23
JAZF1 Up,JAZF1,Up,4.034419327011661e-26,30.09480122324159,1759.7137513748419,TOP2A|HMGB2|KIF11|NSL1|SMC2|RAD51AP1|CCNB2|STMN1|PBK|NUSAP1|HMGN2|DUT|RRM2|UBE2C|DEK|CDC25C|CCNA2|NEIL3|KIF18A|PRC1|RPA3|CDK1|BIRC5|MCM6|SPC25,1.952658954273644e-23
DSG2 Up,DSG2,Up,6.109764225064924e-26,29.546546546546548,1715.3934328411872,TOP2A|HMGB2|KIF11|NSL1|RAD51AP1|CCNB2|CCNB1|STMN1|USP1|PBK|NUSAP1|HMGN2|HELLS|LIG1|PLK1|DEK|CCNA2|NEIL3|LSM6|PRC1|CDK1|TACC3|BIRC5|MCM6|SPC25,2.2999867993911068e-23
XCL1 Up,XCL1,Up,6.769988522834879e-26,29.41255605381166,1704.5962454662674,TOP2A|KIF11|NSL1|RAD54B|SMC2|RAD51AP1|CCNB2|STMN1|USP1|PCLAF|PBK|NUSAP1|HELLS|RRM2|CCNA2|KIF18A|CENPF|LSM6|CCNE2|PRC1|RPA3|CDK1|BIRC5|MCM6|SPC25,2.4143916963541655e-23
MS4A15 Up,MS4A15,Up,1.3207388148116683e-24,28.248803827751196,1553.2280190013787,TOP2A|DUT|LIG1|SRSF1|HMGB2|DEK|KIF11|SMC2|CCNA2|CCNB2|NEIL3|CENPF|PRC1|RPA3|STMN1|USP1|CDK1|NUSAP1|BIRC5|ANP32B|MCM6|HMGN2|ASF1B|SPC25,4.26158390912565e-22
LRRC32 Up,LRRC32,Up,1.610532079727426e-24,27.991465149359886,1533.5257875796037,TOP2A|HELLS|DUT|RRM2|LIG1|UBE2C|HMGB2|KIF11|SHCBP1|NSL1|CCNA2|POLA1|NEIL3|LSM6|CCNE2|PRC1|RPA3|STMN1|PCLAF|CDK1|NUSAP1|BIRC5|MCM6|ASF1B,4.9604388055604715e-22
PPP2R2D Up,PPP2R2D,Up,1.777295310870677e-24,27.86452678782157,1523.8259696052382,TOP2A|HELLS|LIG1|PLK1|HMGB2|DEK|KIF11|CDC25C|CCNA2|CCNB2|NEIL3|CENPF|UBE2S|PRC1|RPA3|STMN1|CDK1|PBK|NUSAP1|BIRC5|MCM6|HMGN2|ASF1B|SPC25,5.017897094358211e-22
RBM5 Up,RBM5,Up,2.3823498709558913e-24,27.490451793199814,1495.314394759771,TOP2A|DUT|RRM2|SRSF1|HMGB2|DEK|KIF11|SMC2|CCNA2|RAD51AP1|NEIL3|CENPF|PRC1|RPA3|STMN1|USP1|PCLAF|CDK1|TACC3|NUSAP1|BIRC5|MCM6|HMGN2|SPC25,6.208770279075816e-22
