term,target,ko_direction,pvalue,odds,combined_score,overlap_genes,adj_pvalue
SMTNL1 Up,SMTNL1,Up,2.1644509987835025e-11,13.800721732157177,338.8942390286775,LUM|SERPINF1|PCOLCE|NID2|ASPN|COL1A1|SCPEP1|COL3A1|COL1A2|COL5A1|C7|OLFML3|COL5A2|MFAP2,6.274357204390253e-08
NEXN Up,NEXN,Up,2.4121684074577017e-11,13.681375472073146,334.4810352027893,SPARC|LUM|FN1|ASPN|COL1A1|RBP4|COL1A2|LOX|OLFML3|COL6A2|COL5A2|COL6A1|NRCAM|TIMP1,6.274357204390253e-08
NECTIN4 Up,NECTIN4,Up,2.417140522118053e-10,12.83556693269086,284.2213688831977,LUM|SERPINF1|PCOLCE|NID2|ASPN|LOXL2|COL1A1|COL3A1|COL1A2|COL5A1|LOX|COL6A2|COL5A2,2.8106658461093724e-07
NT5DC2 Up,NT5DC2,Up,2.417140522118053e-10,12.83556693269086,284.2213688831977,LUM|SERPINF1|FN1|NID2|ASPN|COL1A1|RBP4|COL3A1|COL1A2|COL6A2|COL5A2|NRCAM|TIMP1,2.8106658461093724e-07
ARHGAP15 Up,ARHGAP15,Up,3.1106721869922143e-10,12.558109833971903,274.90973420060413,LUM|SERPINF1|FN1|PCOLCE|ASPN|LOXL2|COL1A1|COL3A1|LOX|FASN|COL6A2|COL6A1|MFAP2,2.8106658461093724e-07
CAD Up,CAD,Up,3.7012058312464848e-09,11.460372960372961,222.4986390479421,COL3A1|COL1A2|COL5A1|LOX|OLFML3|COL6A2|COL5A2|COL6A1|PCOLCE|TIMP1|FSTL1|LOXL2,1.9823588990168047e-06
MPZ Up,MPZ,Up,3.7012058312464848e-09,11.460372960372961,222.4986390479421,FKBP10|RBP4|POR|SPARC|LOX|FASN|COL6A2|MMP3|MFAP2|PCOLCE|NID2|AGPAT2,1.9823588990168047e-06
PCSK1 Up,PCSK1,Up,4.054699620107021e-09,11.362095531587057,219.5541944087716,COL1A1|MRC2|COL3A1|COL1A2|COL5A1|LOX|LUM|COL6A2|COL6A1|PCOLCE|FSTL1|LOXL2,1.9823588990168047e-06
KRT5 Up,KRT5,Up,3.7157608595574423e-08,10.477915536613716,179.25719828504236,COL1A1|COL3A1|COL5A1|LOX|SERPINF1|COL5A2|MFAP2|FN1|PCOLCE|FSTL1|ASPN,9.282279021906207e-06
APCS Up,APCS,Up,3.875248108895358e-08,10.432415489222164,178.0403440153364,COL3A1|COL1A2|LOX|LUM|FASN|COL6A2|COL6A1|MFAP2|PCOLCE|TIMP1|FSTL1,9.282279021906207e-06
PDE1C Up,PDE1C,Up,3.875248108895358e-08,10.432415489222164,178.0403440153364,RBP4|NDRG4|TNXB|LUM|SERPINF1|COL6A2|COL6A1|MMP3|NRCAM|ASPN|PPIC,9.282279021906207e-06
SLC26A3 Up,SLC26A3,Up,3.875248108895358e-08,10.432415489222164,178.0403440153364,SCPEP1|COL5A1|LOX|LUM|SERPINF1|COL6A2|COL6A1|MFAP2|PCOLCE|ASPN|LOXL2,9.282279021906207e-06
CCDC85B Up,CCDC85B,Up,4.040801969959173e-08,10.387304331124556,176.83593658536927,COL1A2|SPARC|COL5A1|LUM|OLFML3|SERPINF1|COL6A2|PCOLCE|NID2|FSTL1|ASPN,9.282279021906207e-06
STS Up,STS,Up,4.040801969959173e-08,10.387304331124556,176.83593658536927,COL1A2|LUM|OLFML3|SERPINF1|COL6A2|MFAP2|FN1|PCOLCE|TIMP1|NID2|FSTL1,9.282279021906207e-06
TSPAN9 Up,TSPAN9,Up,4.212623195674322e-08,10.342577097776715,175.6438002118863,FKBP10|COL3A1|COL1A2|SPARC|C7|LUM|FASN|MMP3|MFAP2|FSTL1|ASPN,9.282279021906207e-06
AFDN Up,AFDN,Up,4.212623195674322e-08,10.342577097776715,175.6438002118863,POR|COL3A1|SERPINF1|FASN|COL6A2|COL6A1|MFAP2|FN1|PCOLCE|AGPAT2|FSTL1,9.282279021906207e-06
C5 Up,C5,Up,4.3909181653110956e-08,10.29822890877928,174.4637623028866,COL3A1|COL1A2|SPARC|C7|LUM|SERPINF1|FASN|COL6A2|COL5A2|COL6A1|ASPN,9.282279021906207e-06
CIB1 Up,CIB1,Up,4.3909181653110956e-08,10.29822890877928,174.4637623028866,COL3A1|SPARC|LUM|SERPINF1|FASN|COL6A2|COL6A1|PCOLCE|NID2|FSTL1|ASPN,9.282279021906207e-06
IL18 Up,IL18,Up,4.3909181653110956e-08,10.29822890877928,174.4637623028866,COL3A1|COL1A2|COL5A1|OLFML3|SERPINF1|COL6A2|COL5A2|MFAP2|NID2|FSTL1|ASPN,9.282279021906207e-06
JAK3 Up,JAK3,Up,4.3909181653110956e-08,10.29822890877928,174.4637623028866,COL3A1|OLFML3|COL5A2|COL6A1|FN1|PCOLCE|NRCAM|TIMP1|NID2|FSTL1|LOXL2,9.282279021906207e-06
NUAK1 Up,NUAK1,Up,4.3909181653110956e-08,10.29822890877928,174.4637623028866,COL1A1|COL3A1|COL5A1|LUM|COL6A2|COL5A2|COL6A1|FN1|PCOLCE|FSTL1|LOXL2,9.282279021906207e-06
OAZ1 Up,OAZ1,Up,4.3909181653110956e-08,10.29822890877928,174.4637623028866,MRC2|FKBP10|COL3A1|LUM|OLFML3|FASN|MFAP2|PCOLCE|NRCAM|TIMP1|NID2,9.282279021906207e-06
SUCLA2 Up,SUCLA2,Up,4.3909181653110956e-08,10.29822890877928,174.4637623028866,NDRG4|LOX|C7|LUM|SERPINF1|COL6A2|MFAP2|PCOLCE|CYB561|AGPAT2|FSTL1,9.282279021906207e-06
VSIG2 Up,VSIG2,Up,4.3909181653110956e-08,10.29822890877928,174.4637623028866,MRC2|SPARC|C7|OLFML3|COL5A2|MFAP2|NRCAM|NID2|FSTL1|ASPN|LOXL2,9.282279021906207e-06
PSMG1 Up,PSMG1,Up,4.575899014974857e-08,10.254254966102499,173.2956533810212,RBP4|COL3A1|COL1A2|LOX|LUM|COL6A2|COL5A2|FN1|NID2|FSTL1|ASPN,9.282279021906207e-06
TTC39A Up,TTC39A,Up,3.324237848557767e-07,9.544395924308589,142.37237218057794,COL3A1|COL1A2|SPARC|COL5A1|FASN|COL6A2|COL6A1|FN1|NID2|FSTL1,4.572745734716318e-05
DMD Up,DMD,Up,3.7286741324760347e-07,9.419540229885058,139.42843896681958,COL1A1|COL3A1|COL5A1|LOX|SERPINF1|COL6A2|COL6A1|PCOLCE|AGPAT2|FSTL1,4.572745734716318e-05
OBSL1 Up,OBSL1,Up,3.872757080805068e-07,9.37863614687649,138.46739366885288,ALAS2|LUM|FASN|COL6A2|COL5A2|COL6A1|PCOLCE|FSTL1|ASPN|TMPRSS11D,4.572745734716318e-05
RYR2 Up,RYR2,Up,4.021700162165578e-07,9.338081671415004,137.5162410597916,SPARC|LUM|FASN|COL6A2|COL6A1|MFAP2|FN1|PCOLCE|NID2|PPIC,4.572745734716318e-05
TNFRSF12A Up,TNFRSF12A,Up,4.021700162165578e-07,9.338081671415004,137.5162410597916,COL1A1|RBP4|COL3A1|COL1A2|LUM|COL6A2|COL6A1|FN1|NID2|FSTL1,4.572745734716318e-05
TRPV4 Up,TRPV4,Up,4.175643013767182e-07,9.297872340425531,136.5748409659222,CUL7|COL3A1|LUM|SERPINF1|FASN|COL6A2|COL6A1|MFAP2|TIMP1|FSTL1,4.572745734716318e-05
KCNK12 Up,KCNK12,Up,4.175643013767182e-07,9.297872340425531,136.5748409659222,COL3A1|COL5A1|C7|SERPINF1|COL5A2|COL6A1|MFAP2|PHGDH|TIMP1|LOXL2,4.572745734716318e-05
MUC20 Up,MUC20,Up,4.175643013767182e-07,9.297872340425531,136.5748409659222,COL1A1|MRC2|SCPEP1|COL3A1|COL1A2|LUM|COL5A2|FN1|NRCAM|TIMP1,4.572745734716318e-05
IFNA1 Up,IFNA1,Up,4.175643013767182e-07,9.297872340425531,136.5748409659222,MRC2|FKBP10|COL3A1|COL1A2|C7|SERPINF1|FASN|COL6A1|PCOLCE|FSTL1,4.572745734716318e-05
BRAF1 Up,BRAF1,Up,4.175643013767182e-07,9.297872340425531,136.5748409659222,RBP4|COL1A2|LUM|SERPINF1|COL6A2|COL5A2|COL6A1|MFAP2|PCOLCE|FSTL1,4.572745734716318e-05
GJB4 Up,GJB4,Up,4.175643013767182e-07,9.297872340425531,136.5748409659222,RBP4|COL3A1|SPARC|COL5A1|LOX|COL5A2|COL6A1|FN1|PCOLCE|ASPN,4.572745734716318e-05
DMPK Up,DMPK,Up,4.175643013767182e-07,9.297872340425531,136.5748409659222,COL3A1|COL1A2|SPARC|LOX|OLFML3|SERPINF1|COL5A2|NRCAM|AGPAT2|ASPN,4.572745734716318e-05
GNRH1 Up,GNRH1,Up,4.334728565260068e-07,9.258003766478343,135.64305575843323,COL3A1|COL1A2|LUM|SERPINF1|FASN|COL6A2|COL6A1|FN1|TIMP1|PPIC,4.572745734716318e-05
ITPR1 Up,ITPR1,Up,4.334728565260068e-07,9.258003766478343,135.64305575843323,COL3A1|LOX|LUM|OLFML3|SERPINF1|COL6A2|COL6A1|PCOLCE|AGPAT2|ASPN,4.572745734716318e-05
PYHIN1 Up,PYHIN1,Up,4.334728565260068e-07,9.258003766478343,135.64305575843323,SPARC|COL5A1|LOX|LUM|SERPINF1|FASN|COL6A2|COL5A2|FSTL1|ASPN,4.572745734716318e-05
SRM Up,SRM,Up,4.334728565260068e-07,9.258003766478343,135.64305575843323,RBP4|SPARC|SERPINF1|COL5A2|FN1|PCOLCE|NRCAM|FSTL1|ASPN|PPIC,4.572745734716318e-05
TMEM71 Up,TMEM71,Up,4.334728565260068e-07,9.258003766478343,135.64305575843323,COL3A1|COL1A2|C7|LUM|SERPINF1|COL5A2|MFAP2|FSTL1|ASPN|LOXL2,4.572745734716318e-05
TRAIP Up,TRAIP,Up,4.334728565260068e-07,9.258003766478343,135.64305575843323,COL3A1|COL1A2|SPARC|LUM|FASN|COL6A2|MMP3|MFAP2|NRCAM|KLK8,4.572745734716318e-05
TUBB4B Up,TUBB4B,Up,4.499103095029275e-07,9.218471636193156,134.72075030412142,COL3A1|SPARC|COL5A1|C7|LUM|MFAP2|NRCAM|TIMP1|FSTL1|ASPN,4.572745734716318e-05
UHRF1 Up,UHRF1,Up,4.499103095029275e-07,9.218471636193156,134.72075030412142,SCPEP1|COL3A1|COL1A2|SERPINF1|COL6A2|COL5A2|COL6A1|PCOLCE|NID2|ASPN,4.572745734716318e-05
TIGAR Up,TIGAR,Up,4.499103095029275e-07,9.218471636193156,134.72075030412142,RBP4|COL3A1|COL1A2|COL5A1|LUM|COL6A1|FN1|PCOLCE|KLK8|FSTL1,4.572745734716318e-05
SLC25A15 Up,SLC25A15,Up,4.499103095029275e-07,9.218471636193156,134.72075030412142,FKBP10|COL3A1|SPARC|LUM|SERPINF1|COL6A2|FN1|TIMP1|FSTL1|ASPN,4.572745734716318e-05
PIGH Up,PIGH,Up,4.499103095029275e-07,9.218471636193156,134.72075030412142,COL3A1|SPARC|LUM|SERPINF1|COL6A2|COL6A1|FN1|PCOLCE|FSTL1|ASPN,4.572745734716318e-05
LILRB3 Up,LILRB3,Up,4.6689162935283507e-07,9.179271708683473,133.80779190343617,COL3A1|COL1A2|SPARC|COL5A1|LRP1|LOX|C7|OLFML3|SERPINF1|PCOLCE,4.572745734716318e-05
SLC52A2 Up,SLC52A2,Up,4.6689162935283507e-07,9.179271708683473,133.80779190343617,MMP14|COL3A1|COL5A1|SERPINF1|FASN|COL6A2|PCOLCE|AGPAT2|ASPN|TMPRSS11D,4.572745734716318e-05
