"","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_BRANCHED_CHAIN_AMINO_ACID_METABOLISM","MITOCARTA_METABOLISM_AMINO_ACID_METABOLISM_LYSINE_METABOLISM","MITOCARTA_METABOLISM_CARBOHYDRATE_METABOLISM_TCA_CYCLE","MITOCARTA_METABOLISM_DETOXIFICATION_ROS_AND_GLUTATHIONE_METABOLISM","MITOCARTA_METABOLISM_DETOXIFICATION_XENOBIOTIC_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM","MITOCARTA_METABOLISM_LIPID_METABOLISM_FATTY_ACID_OXIDATION","MITOCARTA_METABOLISM_LIPID_METABOLISM_PHOSPHOLIPID_METABOLISM","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CLUSTER_BIOSYNTHESIS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_FE_S_CONTAINING_PROTEINS","MITOCARTA_METABOLISM_METALS_AND_COFACTORS_HEME_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_NUCLEOTIDE_METABOLISM_NUCLEOTIDE_SYNTHESIS_AND_PROCESSING","MITOCARTA_METABOLISM_VITAMIN_METABOLISM_FOLATE_AND_1_C_METABOLISM","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_RRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MT_TRNA_MODIFICATIONS","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_GRANULES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_MTRNA_METABOLISM_MTRNA_STABILITY_AND_DECAY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MITOCHONDRIAL_RIBOSOME_ASSEMBLY","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_MT_TRNA_SYNTHETASES","MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA_TRANSLATION_TRANSLATION_FACTORS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_APOPTOSIS","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_AUTOPHAGY","MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE_FISSION","MITOCARTA_OXPHOS_COMPLEX_I_CI_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_I_CI_SUBUNITS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_COMPLEX_IV_CIV_SUBUNITS","MITOCARTA_OXPHOS_OXPHOS_ASSEMBLY_FACTORS","MITOCARTA_OXPHOS_OXPHOS_SUBUNITS","MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS_PROTEIN_HOMEOSTASIS_PROTEASES","MITOCARTA_SMALL_MOLECULE_TRANSPORT_SLC25A_FAMILY"
"SRR11148753",0.0246054090347742,0.157904614545061,-0.494275058176417,-0.0794312244721731,0.257847143811786,-0.251031644008316,-0.011172665430568,0.277982971965274,-0.385818178857508,-0.380702970739167,-0.216564616235876,-0.153758797254059,0.248570826971434,-0.0281462663287143,0.154254427243306,-0.154149535440814,-0.168704575390402,-0.482850889057567,0.165002031375097,0.324308890726914,0.207624527898211,0.00704661185886227,0.13071822352132,0.312922185267373,-0.0945352947182047,-0.462675331164256,-0.291426786519802,-0.367586285181566,-0.346969094785021,-0.40881221418644,-0.14907202288512,0.155506891055545
"SRR11148754",-0.00361223195526086,0.140820838308414,0.538096727218919,0.178628306676076,0.0446201987488179,-0.169836734629221,0.148155729166894,0.0287600171349251,0.261713907172286,0.524294287136277,-0.0354617457829411,-0.143268156388096,-0.172687754646339,0.180390520728348,-0.0903665963817631,-0.345249395506899,-0.19560679477727,0.0323937855779191,0.0607055938672284,0.371559951764303,0.221094548347698,0.139433903753186,0.141564554039814,0.162525851509618,0.173417141425204,-0.0266988553352062,-0.0756497251126616,0.130388711238839,0.0711454667334399,0.18240842997227,0.150826648208826,0.0927764886191495
"SRR11148755",-0.37046597247951,0.176182033856118,0.447109821963389,-0.122861990753082,0.0733810565605669,0.542149882012199,0.195393044096975,0.0914602162015849,-0.0751137411707245,-0.0519903870435608,-0.309485022514284,-0.262011155461648,-0.317223513409257,-0.184574770579461,-0.259938146624159,-0.137583570178327,0.286658580249629,-0.319454755253967,-0.344313749226883,-0.298761647436601,-0.0533546931411053,0.03212895004562,-0.272097234802069,0.206365767971482,-0.0115379148915499,-0.287088520876261,-0.080133597796714,0.0679796770129117,0.0147618756062785,-0.0763225217546344,-0.00346114428512734,-0.00379616168419558
"SRR11148756",0.32268944809707,0.418558883555479,0.504570310381591,0.167084266567056,-0.0447918485686312,0.0816818654879715,0.140720482682752,0.0366801224724582,0.416270727150302,0.166826763854297,0.424239780205024,0.015131231248512,-0.172009503609342,0.154476563345693,-0.112022268254406,0.304434927878491,0.100130717612341,0.268822700291004,0.303101018140401,0.0653423338402248,0.0504413718358212,-0.102464808908971,-0.234160759656011,0.300454362801369,0.286848028385624,0.134809800097766,0.101796215307617,0.33640678873507,0.253924188958328,0.285204587136674,0.454503672484856,0.184703118978148
"SRR11148757",0.477846622367323,0.385681452872669,0.429114524454917,0.350530156460852,0.338977796852783,-0.308517704638045,0.237097371685694,0.143190747348823,0.326372880170514,0.441654458458695,0.245168245577167,0.280369688805691,0.34847799905487,-0.111731582812538,-0.0960900863056854,0.12052454014673,0.176751801685127,0.53900230040735,0.245863472196099,-0.017849649846966,0.356280545157422,0.0402796735937866,0.320367986787462,-0.340282605819634,0.280497432626629,0.484459807499256,0.167062206620667,0.417123943992692,0.288432600776685,0.434112407825876,0.275693806930771,0.058842880767795
"SRR11148758",-0.106159052255384,-0.165681572037216,-0.371451923554829,-0.190789735566692,-0.0284471654574552,0.281880201868707,0.0546068187816786,-0.321406055571508,-0.394011517968688,-0.327154508316684,-0.189629860495102,-0.144151756592449,-0.280646200685017,0.0966825038642831,0.0902984174963787,0.200421712840433,-0.369835337418807,0.0706452438487133,-0.188464475975946,0.0880988371411748,0.191842983318638,0.00476553052413263,-0.404432126930402,-0.3811190574795,0.0236754460343265,0.112569706075262,-0.0454039532593113,-0.11365645834527,-0.0420401588639737,-0.0319539372685206,-0.406235952552252,-0.294724018645945
"SRR11148759",0.00454193957551516,-0.186339036148686,-0.120454788858026,0.0464330751338196,-0.343208624147053,-0.324884159749127,0.0343574612869299,0.152829447725023,0.317812307446694,0.31319294225068,0.304924122119376,0.217297348096021,-0.0419629272827719,-0.019459713708479,0.180663487695385,0.072361276152184,0.238038378847622,0.393054392001956,0.0778074979881398,-0.0399925791302859,-0.293162135466993,-0.0447259028806079,0.452530837871741,0.100080512648393,-0.0703584216936609,0.61452051776238,0.400950148687331,0.359290605730614,0.199663094865283,0.448632778134998,0.0392691143737899,-0.0109977260230871
"SRR11148760",-0.190776367720666,-0.652883351141522,-0.77185077396401,-0.603926996804819,-0.243810442243029,-0.107379910513159,-0.565770057702251,-0.484537890820505,-0.632496334765795,-0.706847508968973,-0.544769039334166,-0.522035213154211,-0.0406270368739194,-0.317711873657058,-0.186794683119603,-0.408543997653777,-0.503625614024502,-0.65473445722061,-0.5383820379551,-0.551336853135098,-0.744861911337062,-0.0830390116207545,-0.489901577394377,-0.543328797371621,-0.657072511750906,-0.775117018905408,-0.570946496230108,-0.712368983809988,-0.601365497612898,-0.732192724620133,-0.550899026459178,-0.348407271574622
