,RR-1,RR-3,RR-6,RR-8,RR-9,MHU-2
RR-1,1.0,0.26463385354141655,-0.2965186074429772,0.27135654261704684,-0.09109243697478991,-0.15745498199279712
RR-3,0.26463385354141655,1.0,-0.11442977190876351,0.2386074429771909,-0.01070828331332533,-0.21296518607442977
RR-6,-0.2965186074429772,-0.11442977190876351,1.0,0.42194477791116447,0.051716686674669866,0.4521968787515006
RR-8,0.27135654261704684,0.2386074429771909,0.42194477791116447,1.0,-0.060264105642256906,0.15457382953181273
RR-9,-0.09109243697478991,-0.01070828331332533,0.051716686674669866,-0.060264105642256906,1.0,-0.01915966386554622
MHU-2,-0.15745498199279712,-0.21296518607442977,0.4521968787515006,0.15457382953181273,-0.01915966386554622,1.0
