"pathway","pval","padj","log2err","ES","NES","size","db","leadingEdge_str","tissue","mission","glds"
"KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV",0.456614509246088,0.934078700545703,0.066436413766281,0.37166106063677,0.998594348020896,17,"kegg","Cox7c; Cox6c; Cox7b; Cox7a2l; Cox5a; Gsto1; Cox7a1; Cox7a2; As3mt; Cox6b2","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS",0.706840390879479,0.96160434756926,0.086794975677172,-0.272378142455386,-0.819399900015762,16,"kegg","Gsta1; Gstm5; Gstm2; Gsta3; Gstm7; Gstm1","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY",0.103244837758112,0.767453294001967,0.166933848713193,0.529132588460338,1.36952880984611,15,"kegg","Fos; Map2k1; Nras; Kras; Esr1; Esr2; Araf; Braf; Mapk1","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT",0.010434984917395,0.323406943430064,0.380730400722792,-0.551973946717648,-1.66051281749169,16,"kegg","Mapt; Tuba4a; Tubb1; Tubb4a; Tuba1c; Tubb4b; Tuba1b; Tuba1a","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY",0.743827160493827,0.96160434756926,0.0810802057550866,-0.266440755046995,-0.790812109476681,15,"kegg","Abl2; Ptpn11; Ptprj; Prkd2; Abl1; Nfkb1","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_RAS_ERK_SIGNALING_PATHWAY",0.377777777777778,0.922771222549984,0.0747385227439092,0.386810320641544,1.06639634702409,19,"kegg","Fos; Map2k1; Nras; Kras","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY",0.503521126760563,0.934078700545703,0.111918316325105,-0.297687274740537,-0.946210631546119,20,"kegg","Arnt; Gsta1; Gstm5; Gstm2; Gsta3; Cyp1a1; Gstm7; Gstm1","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT",0.00753976742105843,0.323406943430064,0.407017918923954,-0.571081371892598,-1.71799401674202,16,"kegg","Mapt; Tuba4a; Tubb1; Tubb4a; Tuba1c; Tubb4b; Tuba1b; Tuba1a","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY",0.528428093645485,0.934078700545703,0.105520936843198,-0.30748463969109,-0.941456545822561,17,"kegg","Wipf2; Wipf3; Actg1","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY",0.839233038348083,0.96160434756926,0.03975964750879,0.283274235700488,0.733185283499196,15,"kegg","Map2k1; Nras; Kras; Sos2; Araf; Braf; Mapk1; Sos1","kidney","RR-7","GLDS-253"
"KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY",0.861356932153392,0.96160434756926,0.0385579101998489,0.273078612017718,0.706796433762058,15,"kegg","Map2k1; Nras; Kras; Sos2; Araf; Braf; Mapk1","kidney","RR-7","GLDS-253"
