"pathway","pval","padj","log2err","ES","NES","size","db","leadingEdge_str","tissue","mission","glds","contrast_column","rank_sign","sign_convention"
"HALLMARK_ADIPOGENESIS",0.00577718719124907,0.0169917270330855,0.407017918923954,0.299056584033578,1.4333385889134,198,"hallmark","Gpd2; Dhcr7; Coq5; Me1; Acadm; Acly; Rmdn3; Col4a1; Riok3; Lpl; Mgll; Grpel1; Itga7; Pparg; Cidea; Uqcrq; Ubqln1; Hibch; Reep5; Elovl6; Dhrs7b; Abcb8; Aifm1; G3bp2; Slc25a1; Ndufb7; Idh1; Tkt; Cox6a1; Pemt; Pfkl; Slc25a10; Cd36; Ndufa5; Ifngr1; Chuk; Tst; Nmt1; Adig; Enpp2; Gbe1; Fabp4; Vegfb; Cs; Mdh2; Taldo1; Dnajc15; Coq9; Slc19a1; Gadd45a; Mrap; Atl2; Uqcr11; Pgm1; Mccc1; Dhrs7; Chchd10; Orm1; Pex14; Pim3; Ubc; Coq3; Cd151; Etfb; Lipe","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_ALLOGRAFT_REJECTION",0.803719008264463,0.837207300275482,0.0572461135202884,0.184073214584616,0.875116672854348,186,"hallmark","Ptpn6; Tpd52; Glmn; Mtif2; Crtam; Timp1; Icam1; Galnt1; Wars1; Ikbkb; Ccnd2; Irf7; Icosl; Gpr65; Eif4g3; Fgr; Il18; Il4ra; Cd1d1; Pf4; Egfr; Bcl10; Cd40; Cd3d; Ifng; Apbb1; Ube2n; Ifngr1; Ncf4; Il12rb1; Hif1a; Abce1; Nlrp3; B2m; Tgfb2","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_ANDROGEN_RESPONSE",0.00154746953902996,0.00595180591934599,0.45505986738723,0.368851339194632,1.61433452096258,112,"hallmark","Fads1; Hmgcr; Idi1; Elovl5; Insig1; Tpd52; Scd2; Pgm3; Adamts1; Hmgcs1; B4galt1; Map7; Pmepa1; Lman1; Dhcr24; Adrm1; Tsc22d1; Krt8; Itgav; Scd1; Vapa; Dbi; Selenop; Ndrg1; Klk1b24; Akap12; Klk1b21; Cenpn; B2m; Ank; Klk1b3; Krt19; Steap4","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_ANGIOGENESIS",0.0116211591232446,0.030581997692749,0.380730400722792,0.475480561197363,1.66631809638965,34,"hallmark","Col5a2; Lrpap1; Spp1; Slco2a1; Postn; Timp1; Lpl; Itgav; Ccnd2; Pf4; Tnfrsf21","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_APICAL_JUNCTION",0.260416666666667,0.351914414414414,0.120985142145252,0.226665852481584,1.08125745801952,192,"hallmark","Mvd; Exoc4; Actb; Insig1; Adam15; Actg1; B4galt1; Pals1; Col17a1; Gamt; Skap2; Cercam; Icam1; Hras; Stx4a; Cdh4; Col16a1; Vcam1; Gtf2f1; Itga2; Lamb3; Actg2; Tubg1; Actn4; Pfn1; Nrxn2; Egfr; Mapk11; Mdk; Cdk8; Itga9; Cldn7; Vasp; Cldn18; Pcdh1; Cldn14; Flnc; Nrtn; Myh10; Itga3; Pik3cb; Parva; Cldn9; Itgb1; Itgb4; Rasa1; Nexn; Rhof; Dlg1; Cdh6; Myl12b; Tro; Atp1a3","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_APICAL_SURFACE",0.183673469387755,0.270108043217287,0.138022242496643,-0.317468486441476,-1.1684136300938,43,"hallmark","Crybg1; Rtn4rl1; Ntng1; Afap1l2; Rhcg; Scube1; Ephb4; Il2rb; Gas1; Akap7; Shroom2; Dcbld2","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_APOPTOSIS",0.0454171484630623,0.0946190592980466,0.321775918075361,0.275725023462294,1.28180509540953,155,"hallmark","Cdkn1a; Aifm3; Lmna; Mgmt; Casp4; Cd14; Bnip3l; Tnfrsf12a; Dap; Timp1; Btg2; Avpr1a; Slc20a1; Ccnd2; Jun; Dnm1l; Lgals3; Nedd9; Casp3; Isg20; Atf3; Top2a; Il18; Bcl10; Plppr4; Ifngr1; Add1; Pak1; Tspo; Bcl2l1; Hspb1; Tgfb2; Ank; Etf1; Bik; Gadd45a; Bax; Sc5d; Casp7; Gadd45b; Lum; Hmox1; Ddit3; Ifitm3; Casp1; Ebp; Casp8; Gstm2; Emp1; Ppt1; Mcl1; Plat; Cd44; Brca1; App","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_BILE_ACID_METABOLISM",0.426356589147287,0.519947059935716,0.0860347242455604,-0.237981072614233,-1.02709276543743,108,"hallmark","Nedd4; Abca6; Pex26; Abca4; Retsat; Pnpla8; Cyp39a1; Bbox1; Tfcp2l1; Gstk1; Pxmp2; Npc1; Ttr; Pex11a; Slc23a2; Aqp9; Pfkm; Idh2; Gc; Pipox; Acsl1; Cyp8b1; Mlycd; Nr3c2; Abca5; Slc27a2; Phyh; Abca9; Isoc1; Slco1a5; Abca1; Rxra; Slc27a5; Aldh9a1; Klf1; Bmp6","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.25319609617695e-14,3.13299024044236e-13,0.986546283587582,0.67256341094646,2.76153807520359,75,"hallmark","Mvd; Nfil3; Fdps; Sqle; Hmgcr; Idi1; Nsdhl; Mvk; Dhcr7; Actg1; Ethe1; Fads2; Scd2; Trib3; Hmgcs1; Tnfrsf12a; Alcam; Ldlr; Atf5; Pmvk; Avpr1a; Lpl; Niban1; Fasn; Sema3b; Fabp5; S100a11; Pparg; Abca2; Fdft1; Lss; Cyp51; Scd1; Lgals3; Atf3; Srebf2; Fbxo6; Acss2; Cxcl16; Antxr2; Pnrc1","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
"HALLMARK_COAGULATION",0.0718816067653277,0.138233859164092,0.245041785430996,0.279310464907565,1.2578348428464,130,"hallmark","Tmprss6; A2m; Fga; Proc; Htra1; Proz; Maff; Timp1; Cpb2; Plek; Mmp15; Wdr1; Dpp4; Furin; Mep1a; Gp9; Mmp3; Arf4; Itga2; Pf4; Mst1; Ctsh; Gda; Dct; Cfi; Serpina1b; Cfd; Itgb3; S100a1; Dusp14; Ctsl; C8g; Lamp2; Rapgef3; Acox2; Fn1; Sparc; C1qa; Apoc1; Prep; Cd9; Plat; Masp2; Apoa1; Ctsb; Apoc3; C8a; Clu","kidney","RR-1","GLDS-102","Stat_(Space Flight)v(Ground Control)",1,"flight_positive"
