paired_table_id,fold_label,display_fold,fold_family,heldout_value,n_test,nearest_centroid_ba,primary_candidate_id,primary_candidate_ba,compact_candidate_id,compact_candidate_ba,primary_minus_compact_ba,display_primary_minus_compact_ba,primary_nonzero_coefficients,compact_nonzero_coefficients,primary_stable_ge_0_5,compact_stable_ge_0_5,primary_stable_ge_0_8,compact_stable_ge_0_8,primary_mean_pairwise_jaccard,compact_mean_pairwise_jaccard,compactness_delta_nonzero_compact_minus_primary,focus_interpretation
osd120_sparse_l1_c1_vs_c0p3,diagnostic_col0_phyd_dark,Condition stratum: Col.0.PhyD | Dark,diagnostic_condition_stratum_holdout,Col.0.PhyD|Dark.Treatment,6,0.500,sparse_l1_c1,0.667,sparse_l1_c0p3,0.667,0.000,+0.000,10,9,10,5,7,4,0.463,0.409,-1,same focus BA; compact comparator uses fewer nonzero coefficients
osd120_sparse_l1_c1_vs_c0p3,secondary_light_treatment,Light treatment: Light,secondary_light_treatment_holdout,Light.Treatment,18,0.556,sparse_l1_c1,0.833,sparse_l1_c0p3,0.833,0.000,+0.000,10,3,2,1,1,1,0.191,0.282,-7,same focus BA; compact comparator uses fewer nonzero coefficients
osd120_sparse_l1_c1_vs_c0p3,primary_col0_phyd,Genotype/ecotype: Col.0.PhyD,primary_genotype_or_ecotype_holdout,Col.0.PhyD,12,0.500,sparse_l1_c1,0.917,sparse_l1_c0p3,0.917,0.000,+0.000,12,7,7,2,2,1,0.324,0.276,-5,same focus BA; compact comparator uses fewer nonzero coefficients
