task_id,legacy_task_id,task_family,tissue,organism,material_type,model_system,assay_modality,feature_namespace,variant,n_missions,n_folds,missions,n_sources,source_ids,metric_ids,manifest_schema_version
draft_osd120_arabidopsis_root_light_interaction_spaceflight,,multispecies_light_interaction_spaceflight,,Arabidopsis thaliana,plant_tissue,arabidopsis_spaceflight,bulk_rna_seq,species_gene_ids_pending,arabidopsis_root_light_interaction,,,,1,OSD-120,balanced_accuracy;auroc;calibration_error;genotype_holdout_delta;light_treatment_holdout_delta;condition_stratum_holdout_delta,0.1.0
