osd,tissue,starsolo_status,matrix_status,preferred_matrix,h5ad_status,latest_job,notes
918,blood,solo_counting_completed_bam_sort_failed,usable,"Solo.out/GeneFull/filtered",completed,2702004_0,"Gene and GeneFull filtered/raw matrices present; h5ad created from Solo.out despite final BAM sort failure"
920,eye,solo_counting_completed_bam_sort_failed,usable,"Solo.out/GeneFull/filtered",completed,2702004_1,"Gene and GeneFull filtered/raw matrices present; h5ad created from Solo.out despite final BAM sort failure"
924,muscle,completed,usable,"Solo.out/GeneFull/filtered",completed,2702122_2,"Successful rerun with BAM disabled; h5ad created"
934,skin,completed,usable,"Solo.out/GeneFull/filtered",completed,2702346_3,"Successful rerun with BAM disabled and twopassMode=None; h5ad created"
