"pathway","pval","padj","log2err","ES","NES","size","Cell_Type","mission","comparison","leadingEdge_str","sheet"
"HALLMARK_KRAS_SIGNALING_UP",0.0247240618101545,0.0772626931567329,0.135862926377654,-0.387176300369192,-1.69769965299762,19,"PBMC Pseudobulk",NA,NA,"ETS1;IKZF1;IL7R;MAP3K1;HDAC9;RABGAP1L;ST6GAL1;PPBP","I4-RP1"
"HALLMARK_MITOTIC_SPINDLE",0.0513212491810439,0.12830312295261,0.0931001287011121,-0.383105945247612,-1.57135863758299,16,"PBMC Pseudobulk",NA,NA,"SSH2;RASA1;NCK2;ARHGEF3;FGD4;NOTCH2;CNTRL;DOCK2;SOS1;RASA2","I4-RP1"
"HALLMARK_MTORC1_SIGNALING",0.0210565895845084,0.0752021056589584,0.135862926377654,0.504864972716606,1.74896001290434,12,"PBMC Pseudobulk",NA,NA,"NAMPT;UBE2D3;PPP1R15A;RAB1A;IFRD1;ETF1;SQSTM1;ACSL3;HSPA5","I4-RP1"
"HALLMARK_MYC_TARGETS_V1",4.01078760759581e-08,1.00269690189895e-06,0.719512826338911,0.653761465208766,2.97919605904202,25,"PBMC Pseudobulk",NA,NA,"RPS2;RPL34;RPS3;DDX21;RPL18;RPS6;PABPC1;TRA2B;RPS5;IFRD1;RPLP0;NAP1L1;RACK1;ETF1;RPS10;RPL14;HNRNPA1;RPL22","I4-RP1"
"HALLMARK_P53_PATHWAY",0.0114524631885112,0.0477185966187966,0.181914998907505,0.43819211149775,1.83622863278502,20,"PBMC Pseudobulk",NA,NA,"JUN;RPL18;RPS12;RPL36;FOS;PPP1R15A;BTG1;CCNK;RACK1;S100A4","I4-RP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.703128371089536,0.726635944700461,0.020751485481662,-0.206606717326613,-0.806379107792435,14,"PBMC Pseudobulk",NA,NA,"PLCB1;SMAD2;PRKCB;CAMK4","I4-RP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",1.90837284624686e-07,2.38546605780858e-06,0.690132458796796,0.544549513521775,2.89049027806676,40,"PBMC Pseudobulk",NA,NA,"CCNL1;NFKB1;NFKBIA;EIF1;TNFAIP3;KLF6;JUN;CD69;CD83;IRF1;DUSP1;FOS;JUNB;NAMPT;RIPK2;RELB;PPP1R15A;NFAT5;BTG1;ZFP36;REL;FOSB;MCL1","I4-RP1"
"HALLMARK_UV_RESPONSE_DN",0.291609036422314,0.376291079812207,0.0379193221095002,-0.235668563162856,-1.14222342055963,25,"PBMC Pseudobulk",NA,NA,"NEK7;INPP4B;ADD3;AKT3;SYNE1;RUNX1;SIPA1L1;NOTCH2;FYN;IGF1R;MAPK14;RASA2;MAP2K5;PTEN;MGMT;ATRX","I4-RP1"
"HALLMARK_UV_RESPONSE_UP",0.00571639314032823,0.0285819657016412,0.260820567718869,0.503765561915446,1.95615656688769,16,"PBMC Pseudobulk",NA,NA,"NFKBIA;DDX21;IRF1;FOS;JUNB;BTG1;FOSB;DNAJA1;EIF5;SQSTM1;BTG3","I4-RP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.0123370577281192,0.040394973070018,0.198584486969905,0.382666675016728,1.84064312623101,24,"B Cell",NA,NA,"HLA-A;RPS19;RPS9;CD247;CD74;LTB;B2M;HLA-E;LYN;HLA-DRA;RPL9;RPL39;SRGN","I4-RP3"
"HALLMARK_COMPLEMENT",0.0420224719101124,0.0986195826645265,0.104651813957764,0.480544747081712,1.63634420843194,10,"B Cell",NA,NA,"LYN;PIK3R5;TNFAIP3;FYN;IRF1;USP15;JAK2;CD55;KYNU;CR1","I4-RP3"
"HALLMARK_HYPOXIA",0.0958408679927667,0.131686859273066,0.0686043435198679,0.39450611438306,1.44604826275312,12,"B Cell",NA,NA,"KLF6;CXCR4;PRKCA;BTG1;SLC2A3;DUSP1;TNFAIP3;S100A4","I4-RP3"
"HALLMARK_IL2_STAT5_SIGNALING",0.0134649910233393,0.040394973070018,0.186472629239996,0.518284191533247,1.84064185555739,11,"B Cell",NA,NA,"SNX9;CD83;LTB;KLF6;PRKCH;SLC2A3;RHOH","I4-RP3"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0552911851348289,0.0986195826645265,0.0913212902305258,0.415047905542324,1.57786800829521,13,"B Cell",NA,NA,"CD69;NFKB1;KLF6;LYN;PIK3R5;IRF1;NAMPT;NFKBIA;ATP2B1","I4-RP3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.909598415271025,0.909598415271025,0.0142823309512719,-0.190773004523412,-0.600616578441405,10,"B Cell",NA,NA,"TXNIP;CD47","I4-RP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.109739049394222,0.131686859273066,0.0649277319696751,0.298511460730914,1.41275091785613,23,"B Cell",NA,NA,"HLA-B;HLA-A;CD69;PELI1;CD74;NFKB1;B2M;BTG1;TNFAIP3;IRF1;NAMPT;NFKBIA","I4-RP3"
"HALLMARK_MYC_TARGETS_V1",0.000110222512573852,0.000661335075443113,0.538434096309916,0.680473418992321,2.41664298671004,11,"B Cell",NA,NA,"RPS2;RPL34;PABPC1;RPL18;RPS3;RPS6;DDX21;RPLP0;RPS5","I4-RP3"
"HALLMARK_P53_PATHWAY",0.109213483146067,0.131686859273066,0.0638665387777927,0.414192451647457,1.41040230601937,10,"B Cell",NA,NA,"RPL36;RPL18;RPS12;BTG1;PITPNC1;S100A4;SESN1","I4-RP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",3.07461216521771e-05,0.000368953459826126,0.557332238758646,0.567083058104181,2.60413445876891,21,"B Cell",NA,NA,"EIF1;CD83;CD69;JUNB;NFKB1;KLF6;BTG1;SLC2A3;DUSP1;TNFAIP3;SQSTM1;IRF1;NAMPT;NFKBIA;RELB;PER1;NR4A2","I4-RP3"
"HALLMARK_UV_RESPONSE_DN",0.511528028933092,0.558030577017919,0.0266798722724349,0.256798867200852,0.941287200005706,12,"B Cell",NA,NA,"NFKB1;PRKCA;DUSP1;FYN;GCNT1;ADD3;ATP2B1","I4-RP3"
"HALLMARK_UV_RESPONSE_UP",0.0575280898876405,0.0986195826645265,0.0890961354495908,0.456581253239819,1.55474405652078,10,"B Cell",NA,NA,"JUNB;DDX21;LYN;BTG1;SQSTM1;IRF1;NFKBIA","I4-RP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.252793590554501,0.317211411297941,0.0390962704702094,-0.281898175928955,-1.21031473719346,23,"CD4+ T Cell",NA,NA,"ETS1;PTPRC;ITK;CD47;TRAT1;CD2;STAT1;FYB1","I4-RP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.269745523091423,0.317211411297941,0.0353110109440216,0.316443122527782,1.18076663529402,14,"CD4+ T Cell",NA,NA,"TNFAIP3;HLA-B;HLA-A;BTG1;STAT3;PELI1","I4-RP3"
"HALLMARK_MYC_TARGETS_V1",0.000196712907384603,0.000786851629538411,0.518848077743792,0.625004070927818,2.33212195600717,14,"CD4+ T Cell",NA,NA,"RPS2;RPL34;PABPC1;RPL18;RPS3;RPS6;RPL22;RPLP0;RPS5;RACK1;DDX21","I4-RP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.317211411297941,0.317211411297941,0.0321230561705183,0.328740918985501,1.12173930341427,11,"CD4+ T Cell",NA,NA,"TNFAIP3;EIF1;JUNB;BTG1;SLC2A3;PER1","I4-RP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.220670897552131,0.294227863402841,0.0387662484583825,0.267457518084533,1.2320107304597,26,"CD8+ T Cell",NA,NA,"HLA-A;RPS19;RPS9;B2M;RPL39;HLA-E;RPL9;LTB;CCL5;CD247;SRGN;RPS3A;TGFB1","I4-RP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.361269026224097,0.361269026224097,0.0291320130936677,0.277759754995491,1.08317272523968,16,"CD8+ T Cell",NA,NA,"HLA-B;HLA-A;TNFAIP3;B2M;BTG1;CCL5","I4-RP3"
"HALLMARK_MYC_TARGETS_V1",0.00439963336388634,0.0175985334555454,0.297232921999731,0.536870190721859,1.99384719560374,14,"CD8+ T Cell",NA,NA,"RPS2;RPL34;RPL18;PABPC1;RPS3;RPS6;RPLP0;RACK1;RPS5","I4-RP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.133480825958702,0.266961651917404,0.051659256956254,0.404564346393746,1.36728364695266,11,"CD8+ T Cell",NA,NA,"TNFAIP3;EIF1;JUNB;BTG1;CCL5;PER1;SLC2A3","I4-RP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.225260416666667,0.412977430555556,0.0424029731264084,0.228933890143607,1.21367444147516,32,"Other T Cell",NA,NA,"HLA-A;RPS19;B2M;RPS9;RPL39;TGFB1;HLA-E;CCL5;RPL9;CD247;LTB","I4-RP3"
"HALLMARK_COMPLEMENT",0.939325842696629,0.939325842696629,0.0143826576989056,-0.151616699217149,-0.563607129615767,14,"Other T Cell",NA,NA,"CBLB;DPP4;CD55;LCP2;JAK2","I4-RP3"
"HALLMARK_HYPOXIA",0.02002556455049,0.0550703025138475,0.148500141871431,0.524594375633191,1.794857660031,10,"Other T Cell",NA,NA,"TNFAIP3;CXCR4;DUSP1;BTG1;FOS;S100A4;PRKCA;TES","I4-RP3"
"HALLMARK_INFLAMMATORY_RESPONSE",0.388982891520963,0.611258829532941,0.0282505733765283,-0.310494184361307,-1.05136880461471,11,"Other T Cell",NA,NA,"IL7R;IL18RAP;CD55;LCP2;PDE4B;SLC4A4;RASGRP1;ABI1;IL18R1;SLAMF1","I4-RP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0427053977888576,0.0939518751354867,0.101902204113224,0.374409155525232,1.60953146451429,18,"Other T Cell",NA,NA,"TNFAIP3;HLA-B;HLA-A;B2M;CCL5;BTG1","I4-RP3"
"HALLMARK_KRAS_SIGNALING_UP",0.594273874552646,0.803569426275463,0.0212528345256173,-0.268746205631109,-0.878367172847307,10,"Other T Cell",NA,NA,"ETS1;IL7R;RABGAP1L","I4-RP3"
"HALLMARK_MITOTIC_SPINDLE",0.664686223542518,0.803569426275463,0.0193220780175963,-0.21160412163698,-0.828082883798282,16,"Other T Cell",NA,NA,"RASA1;NCK2;NF1;RICTOR;NCK1;RAPGEF6;CNTRL;NEDD9;ABI1;SSH2;PCM1;APC;CD2AP;VCL;ARFGEF1","I4-RP3"
"HALLMARK_MYC_TARGETS_V1",0.00135621280231957,0.0149183408255153,0.45505986738723,0.631002340171647,2.15892399225126,10,"Other T Cell",NA,NA,"RPS2;RPL34;RPL18;RPS3;RPS6;PABPC1;RACK1","I4-RP3"
"HALLMARK_P53_PATHWAY",0.00358148207705404,0.0196981514237972,0.431707695803346,0.557668473417877,2.05070707299264,12,"Other T Cell",NA,NA,"RPL36;RPL18;RPS12;TGFB1;BTG1;FOS;S100A4;RACK1","I4-RP3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.730517660250421,0.803569426275463,0.0180110308134785,-0.218015621546104,-0.766533285557658,12,"Other T Cell",NA,NA,"PLCB1;VAV3;SMAD2;PTEN;RPS6KA3;SLA;NCK1;PIKFYVE;ITPR2;GSK3B;CAMK4","I4-RP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00584795321637427,0.0214424951267057,0.279865652661932,0.47905580627943,1.9730879534518,16,"Other T Cell",NA,NA,"TNFAIP3;EIF1;PER1;CCL5;DUSP1;BTG1;JUNB;FOS;NR4A2","I4-RP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.133091568449683,0.232910244786945,0.0512782467692919,-0.321625820143154,-1.37964899423306,24,"CD14+ Monocyte",NA,NA,"JAK2;HDAC9;TLR2;ST8SIA4;PTPRC;CTSS;FYB1","I4-RP3"
"HALLMARK_APOPTOSIS",0.429532939016928,0.6013461146237,0.0279358648541436,0.303848069166171,1.01284175656589,10,"CD14+ Monocyte",NA,NA,"CTNNB1;ANXA1;IRF1;SQSTM1","I4-RP3"
"HALLMARK_COMPLEMENT",0.122324723247232,0.232910244786945,0.0541623664533898,-0.359123755094313,-1.41274557422188,19,"CD14+ Monocyte",NA,NA,"JAK2;CD36;USP15;CTSS;KYNU;PLSCR1;GCA;CPQ","I4-RP3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.898235294117647,0.909843960701214,0.0156930327092861,-0.194159738955365,-0.608495581460987,10,"CD14+ Monocyte",NA,NA,"VCAN;NOTCH2;IL15","I4-RP3"
"HALLMARK_HYPOXIA",0.000115217376475806,0.000806521635330645,0.538434096309916,0.623065464012025,2.35292699565941,14,"CD14+ Monocyte",NA,NA,"KLF6;SLC2A3;PLAUR;BTG1;FOS;DUSP1;BCL2;PRKCA;TNFAIP3;RORA;S100A4;NFIL3","I4-RP3"
"HALLMARK_IL2_STAT5_SIGNALING",0.000876236902532896,0.00408910554515351,0.477270815362862,0.581854149104433,2.13815763673235,13,"CD14+ Monocyte",NA,NA,"CD83;KLF6;SLC2A3;PRKCH;MAPKAPK2;BCL2;SNX9;RORA;NFIL3;CDC42SE2;CCND3","I4-RP3"
"HALLMARK_INFLAMMATORY_RESPONSE",0.523471145564169,0.666236003445306,0.0254603168990322,0.230920563929139,0.943822116259143,17,"CD14+ Monocyte",NA,NA,"KLF6;NAMPT;PLAUR;IRF1;NFKBIA;RIPK2;PIK3R5;CXCL8","I4-RP3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.909843960701214,0.909843960701214,0.0152514940672477,-0.170907174496671,-0.587923837286808,13,"CD14+ Monocyte",NA,NA,"PLSCR1;PARP14;IL15;TXNIP;TENT5A;EPSTI1","I4-RP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.386388827311018,0.60104928692825,0.0314061514436487,0.23477373381328,1.05368440890017,22,"CD14+ Monocyte",NA,NA,"HLA-A;HLA-B;NAMPT;B2M;BTG1;IRF1;NFKBIA;RIPK2;TNFAIP3","I4-RP3"
"HALLMARK_KRAS_SIGNALING_UP",0.670846394984326,0.782654127481714,0.0199959680630296,-0.246374107677352,-0.796271567022137,11,"CD14+ Monocyte",NA,NA,"HDAC9;CTSS;PPBP;EVI5","I4-RP3"
"HALLMARK_MYC_TARGETS_V1",0.00414164423276041,0.0115966038517291,0.326351610990907,0.552573015920766,1.96911131636613,12,"CD14+ Monocyte",NA,NA,"RPS2;RPL34;PABPC1;RPS3;RPL18;DDX21;RPS6;EIF4A1;RACK1;RPLP0;RPL22","I4-RP3"
"HALLMARK_P53_PATHWAY",0.00778947368421053,0.0181754385964912,0.238352921646911,0.505493793560213,1.90893262699464,14,"CD14+ Monocyte",NA,NA,"RPS12;BTG1;RPL36;FOS;RPL18;S100A10;S100A4;CTSD;RACK1;CCND3;PITPNC1;SAT1","I4-RP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",6.77091012532621e-06,9.4792741754567e-05,0.610526878385931,0.545159271765043,2.5616991558292,25,"CD14+ Monocyte",NA,NA,"CD83;KLF6;EIF1;SLC2A3;NAMPT;PLAUR;BTG1;IRF1;FOS;DUSP1;FOSB;SQSTM1;B4GALT1;NFKBIA;RIPK2;TNFAIP3;PER1;NR4A2;NFIL3;RELB","I4-RP3"
"HALLMARK_UV_RESPONSE_UP",0.00372747980948437,0.0115966038517291,0.34452128726268,0.557142857142857,1.98539608924709,12,"CD14+ Monocyte",NA,NA,"BTG1;IRF1;FOS;FOSB;SQSTM1;DDX21;NFKBIA;EIF5;CCND3;BID;PPP1R2;RAB27A","I4-RP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.262987630827783,0.638684246296044,0.0360343478517525,0.255631835655717,1.17250548053568,28,"CD16+ Monocyte",NA,NA,"HLA-A;B2M;RPS19;RPS9;HLA-E;SRGN;RPL9;FLNA;RPL39;HLA-DRA;RPS3A;CD247;CD74","I4-RP3"
"HALLMARK_APICAL_JUNCTION",0.206925498426023,0.614140070921986,0.0436333153096766,-0.359543469610262,-1.26213732680242,13,"CD16+ Monocyte",NA,NA,"PTPRC;FYB1;RASA1;SKAP2","I4-RP3"
"HALLMARK_COMPLEMENT",0.69608452454941,0.845245494095712,0.0202835093665933,-0.212635075508271,-0.790022621607342,15,"CD16+ Monocyte",NA,NA,"JAK2;KYNU;CTSS;USP15;CPQ;CTSC;CD55","I4-RP3"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.815157894736842,0.922330097087379,0.0181517649382029,-0.215830534779041,-0.687249651296238,10,"CD16+ Monocyte",NA,NA,"JAK2","I4-RP3"
"HALLMARK_HYPOXIA",0.0628373168851195,0.356078129015677,0.0786526746440488,0.426995697256452,1.54688178816252,14,"CD16+ Monocyte",NA,NA,"BTG1;S100A4;KLF6;PRKCA;BCL2;MYH9;DUSP1;CXCR4;GAPDH;RORA;IRS2;FOS","I4-RP3"
"HALLMARK_IL2_STAT5_SIGNALING",0.484796328169822,0.824153757888698,0.0247606204591662,0.282862590036794,0.970447852096604,12,"CD16+ Monocyte",NA,NA,"CD83;SNX9;KLF6;PRKCH;BCL2;CCND3;CDC42SE2;RORA;MAPKAPK2","I4-RP3"
"HALLMARK_INFLAMMATORY_RESPONSE",0.366687383467993,0.69263172432843,0.0311146336757596,-0.291930645540559,-1.08463673439665,15,"CD16+ Monocyte",NA,NA,"CYBB;TLR2;RNF144B;IL15","I4-RP3"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.629925756710451,0.845245494095712,0.0205175771977275,0.266605105418004,0.854578237004381,10,"CD16+ Monocyte",NA,NA,"B2M;HLA-C","I4-RP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.32026270040564,0.680558238361986,0.032366670547296,0.303413612874567,1.12713880767733,15,"CD16+ Monocyte",NA,NA,"HLA-A;B2M;HLA-B;BTG1","I4-RP3"
"HALLMARK_KRAS_SIGNALING_UP",0.165399239543726,0.614140070921986,0.0495153471939912,-0.404034455097616,-1.33539438924684,11,"CD16+ Monocyte",NA,NA,"HDAC9;EVI5;LCP1;RABGAP1L;CTSS;MAP3K1;PPBP","I4-RP3"
"HALLMARK_MITOTIC_SPINDLE",0.684265661009847,0.845245494095712,0.0207184678325502,-0.20675937853485,-0.814933832109001,18,"CD16+ Monocyte",NA,NA,"RASA1;NOTCH2;FGD4;PDLIM5;NEDD9;VCL;CEP192;DOCK2;SSH2;ABI1;KIFAP3","I4-RP3"
"HALLMARK_MTORC1_SIGNALING",0.998278829604131,0.998278829604131,0.0138072949263479,0.110394412755884,0.37874227457395,12,"CD16+ Monocyte",NA,NA,"SQSTM1;NAMPT;CORO1A;CXCR4;GAPDH;HSPA9;ADD3;GSK3B;ACTR3","I4-RP3"
"HALLMARK_MYC_TARGETS_V1",0.000206005143868301,0.00350208744576112,0.518848077743792,0.559231680444102,2.22171734224223,18,"CD16+ Monocyte",NA,NA,"RPL34;RPS2;RPS6;RPS3;PABPC1;RPL18;RACK1;EIF4A1;RPL14;RPLP0;RPL6;RPS5;SRSF7;SNRPA1;RPS10;DDX21;RPL22","I4-RP3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.868075385494003,0.922330097087379,0.0157595725314372,0.205546492659054,0.658860448465913,10,"CD16+ Monocyte",NA,NA,"SQSTM1;PFN1;CFL1;CXCR4;GSK3B;ACTR3;SMAD2;ITPR2;PTEN;DAPP1","I4-RP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.216755319148936,0.614140070921986,0.0402098897493978,0.285229907214469,1.2312508159507,23,"CD16+ Monocyte",NA,NA,"CD83;EIF1;BTG1;SQSTM1;NAMPT;KLF6;B4GALT1;PER1;LITAF;DUSP1;RELB;NFKBIA;SMAD3;JUNB;IRS2;FOS","I4-RP3"
"HALLMARK_UV_RESPONSE_DN",0.580277605137767,0.845245494095712,0.0231319443297801,-0.240131578947368,-0.89218290574704,15,"CD16+ Monocyte",NA,NA,"NOTCH2;PDLIM5;PTEN;PHF3;ATP2B1;MAPK14;SIPA1L1;ADD3;PRDM2;SMAD3;INPP4B;PIK3CD;DUSP1;PRKCA;NR1D2","I4-RP3"
"HALLMARK_UV_RESPONSE_UP",0.0154639175257732,0.131443298969072,0.160146983509279,0.505286717768297,1.78330026926407,13,"CD16+ Monocyte",NA,NA,"BTG1;SQSTM1;ARRB2;MGAT1;CCND3;PPP1R2;NFKBIA;EIF5;JUNB;DDX21;BID;FOS","I4-RP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.107573726541555,0.484081769436997,0.0551036070153613,0.323668797052445,1.41961725448645,25,"Dendritic Cell",NA,NA,"RPS9;HLA-A;RPS19;SRGN;IRF4;CD74;RPL9;B2M;HLA-E;TGFB1;CCND3;LTB;RPL39;ITGB2;CD247","I4-RP3"
"HALLMARK_ANDROGEN_RESPONSE",0.465202762528776,0.648295214613614,0.0241727768246263,0.309501679269325,0.983789567971015,10,"Dendritic Cell",NA,NA,"B4GALT1;B2M;SAT1;TNFAIP8;CCND3","I4-RP3"
"HALLMARK_APICAL_JUNCTION",0.320193637621023,0.576348547717842,0.0359288022544139,-0.31960886821745,-1.13141952700669,12,"Dendritic Cell",NA,NA,"NEGR1;PTPRC;SKAP2;RASA1;NF1","I4-RP3"
"HALLMARK_COMPLEMENT",0.850812146892655,0.957163665254237,0.0149608563572569,0.195451903716979,0.66641895862007,12,"Dendritic Cell",NA,NA,"PIK3R5;SH2B3;PFN1;PLAUR;GNAI2;S100A9;GRB2","I4-RP3"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.826810695944749,0.957163665254237,0.0154177169840861,0.219410913124291,0.697424866773785,10,"Dendritic Cell",NA,NA,"B4GALT1;AREG;BCL11B","I4-RP3"
"HALLMARK_HYPOXIA",0.138418079096045,0.498305084745763,0.0494810541413483,0.400180955176399,1.36446957198439,12,"Dendritic Cell",NA,NA,"CXCR4;BTG1;SLC2A3;GAPDH;PLAUR;KLF6;FOS;S100A4;DUSP1","I4-RP3"
"HALLMARK_IL2_STAT5_SIGNALING",0.302385447056805,0.576348547717842,0.0312003598142687,0.296408073375722,1.1432622364489,17,"Dendritic Cell",NA,NA,"CD83;IRF4;SNX9;PRKCH;MAPKAPK2;MAP3K8;SLC2A3;CCND3;LTB;KLF6","I4-RP3"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.468213210554277,0.648295214613614,0.0240671352767403,0.308290417843222,0.97993942293174,10,"Dendritic Cell",NA,NA,"PIK3R5;MAP3K8;TGFB1;CSF2RA;LTB;GRB2;STAT3;IRF1","I4-RP3"
"HALLMARK_INFLAMMATORY_RESPONSE",0.920239520958084,0.97437125748503,0.0182670477184187,-0.145888332578575,-0.592508490017207,17,"Dendritic Cell",NA,NA,"CALCRL;AHR","I4-RP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.318638256184178,0.576348547717842,0.0373136829992011,-0.251823160576516,-1.12729943744572,22,"Dendritic Cell",NA,NA,"JAK2;P2RY14;IRF8;AUTS2;PLSCR1;CIITA;ST8SIA4","I4-RP3"
"HALLMARK_KRAS_SIGNALING_UP",0.784001844167819,0.957163665254237,0.020098528303537,-0.205796735006865,-0.72852310350341,12,"Dendritic Cell",NA,NA,"HDAC9;IRF8","I4-RP3"
"HALLMARK_MITOTIC_SPINDLE",0.461721350451736,0.648295214613614,0.0293924343196176,-0.256954690744886,-0.991877207789641,15,"Dendritic Cell",NA,NA,"DST;CCDC88A;RASA1;NF1;FGD4;MYO1E;TRIO","I4-RP3"
"HALLMARK_MTORC1_SIGNALING",0.307922535211268,0.576348547717842,0.0313408280039714,0.323973159632921,1.13486756725207,13,"Dendritic Cell",NA,NA,"CXCR4;NAMPT;SLC2A3;GAPDH;ITGB2;SQSTM1;RAB1A;UBE2D3;SLC7A5;ELOVL5;ACTR3","I4-RP3"
"HALLMARK_MYC_TARGETS_V1",0.00137048159106879,0.0123343343196191,0.45505986738723,0.496623828923325,2.11718469317766,23,"Dendritic Cell",NA,NA,"RPS2;RPL34;RPL18;RPS3;RPS6;RPLP0;PABPC1;RACK1;RPL22;RPS5;EIF4A1;RPS10;RPL14;DDX21","I4-RP3"
"HALLMARK_P53_PATHWAY",0.00423728813559322,0.0254237288135593,0.297232921999731,0.58554752547594,1.99650126056222,12,"Dendritic Cell",NA,NA,"RPS12;RPL36;RPL18;RACK1;BTG1;SAT1;TGFB1;CCND3;FOS;S100A4","I4-RP3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.98164273946811,0.98164273946811,0.0170570489120776,-0.125999312878005,-0.473650783052117,14,"Dendritic Cell",NA,NA,"VAV3;RPS6KA3","I4-RP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.000294455468368422,0.00530019843063159,0.49849310876659,0.524025015439822,2.29838328709938,25,"Dendritic Cell",NA,NA,"B4GALT1;EIF1;CD83;NAMPT;AREG;MAP3K8;NR4A3;BTG1;SLC2A3;SAT1;TNFAIP8;PLAUR;KLF6;SQSTM1;PER1;FOS;JUNB;NR4A2;NFKB1;DUSP1;NFKBIA;IRF1;RELB;GPR183","I4-RP3"
"HALLMARK_UV_RESPONSE_UP",0.259154929577465,0.576348547717842,0.0347322242247581,0.340966639461556,1.19439518100292,13,"Dendritic Cell",NA,NA,"BTG1;DDX21;CCND3;SQSTM1;FOS;JUNB;EIF5;PPP1R2;NFKBIA;IRF1;HNRNPU;E2F5","I4-RP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.424061149883682,0.58497932935232,0.0246498839504959,-0.225395740785588,-1.02507608426164,27,"Natural Killer Cell",NA,NA,"PTPRC;ETS1;KLRD1;CD47;STAT4;ST8SIA4;EIF4G3;GBP2;FYB1","I4-RP3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.528692380056444,0.58497932935232,0.0267946889030471,0.213088649884006,0.92831273342642,17,"Natural Killer Cell",NA,NA,"HLA-A;HLA-B;BTG1;TNFAIP3;NFKB1;B2M","I4-RP3"
"HALLMARK_MITOTIC_SPINDLE",0.58497932935232,0.58497932935232,0.0246823514630452,0.230616302186879,0.891694775632659,13,"Natural Killer Cell",NA,NA,"MYO9B;BCR;VCL;APC;ABI1;CNTRL;CLASP1;RASA2;RICTOR;PCM1;KIFAP3;RASA1;ARHGEF3","I4-RP3"
"HALLMARK_MYC_TARGETS_V1",9.04730125054681e-05,0.000452365062527341,0.538434096309916,0.666949790808404,2.49708578565393,12,"Natural Killer Cell",NA,NA,"RPS2;RPL34;RPS3;RPL18;PABPC1;EIF4A1;RPLP0;RPS6;CTPS1;SRSF7","I4-RP3"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00386445350095991,0.00966113375239977,0.431707695803346,0.584787140346731,2.11031716033243,11,"Natural Killer Cell",NA,NA,"EIF1;JUNB;NR4A2;BTG1;TNFAIP3;NFKB1;B4GALT1;IRS2","I4-RP3"
"HALLMARK_ALLOGRAFT_REJECTION",0.0376170487568615,0.142592903985203,0.0935092741782427,-0.403288651328313,-1.65420795334346,23,"Other",NA,NA,"PF4;ITK;ETS1;FYB1;CD96;CD247;PTPRC;CCL5;CD47","I4-RP3"
"HALLMARK_ANDROGEN_RESPONSE",0.821214302855772,0.833065810593901,0.0200048523645377,0.191999806036524,0.706973479576462,12,"Other",NA,NA,"SAT1;AKAP12","I4-RP3"
"HALLMARK_APOPTOSIS",0.0525030525030525,0.142592903985203,0.0819647472921866,-0.517731222631447,-1.59181612289997,10,"Other",NA,NA,"LEF1;CLU;DPYD;TXNIP","I4-RP3"
"HALLMARK_COMPLEMENT",0.250378342021187,0.400605347233899,0.0344988851058263,-0.335829019346897,-1.21805458326289,16,"Other",NA,NA,"CLU;CBLB;DOCK10;CCL5;KIF2A;CPQ;DOCK9;RASGRP1","I4-RP3"
