audit_id,decision_status,task_id,canonical_payload_path,payload_path_status,payload_sha256,payload_size_bytes,n_obs,n_vars,requirement_count,pass_count,fail_count,skip_count,blocker_count,next_required_block,claim_boundary
v9_sc_005_rrrm1_blood_obs_var_audit,obs_var_audit_skipped_no_local_payload,draft_rrrm1_blood_single_cell_spaceflight,v9/sc_spaceflight/payloads/rrrm1_blood/OSD-918_blood_rrrm1_bench.h5ad,missing,NA,0,NA,NA,27,0,0,27,17,V9-SC-006: canonical payload staging or RRRM-1 h5ad regeneration,obs_var_audit_skip_only_no_payload_or_score_claim
