audit_id,payload_id,payload_path,path_status,sha256,size_bytes,n_obs,n_vars,h5ad_read_status
v9_sc_005_rrrm1_blood_obs_var_audit,rrrm1_blood_canonical_h5ad,v9/sc_spaceflight/payloads/rrrm1_blood/OSD-918_blood_rrrm1_bench.h5ad,missing,NA,0,NA,NA,not_attempted_no_local_payload
